DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_50,Associated
0.0737,0.3496,NO
0.0652,0.1164,NO
0.1144,0.2289,NO
0.2164,0.3093,NO
0.0671,0.2813,NO
0.0906,0.6333,NO
0.0589,0.4164,NO
0.0679,0.2852,NO
0.1689,0.4753,NO
0.2469,0.7677,YES
0.0616,0.1632,NO
0.33799999999999997,0.4567,YES
0.2427,0.3104,NO
0.2231,0.3824,NO
0.2223,0.0399,NO
0.1142,0.2852,NO
0.0706,0.1394,NO
0.1109,0.1443,NO
0.0747,0.3844,NO
0.2179,0.1437,NO
0.1147,0.2383,NO
0.0779,0.5044,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2289,NO
0.0716,0.7756,YES
0.1205,0.2323,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.3151,NO
0.1579,0.2165,NO
0.1148,0.2796,NO
0.1112,0.2287,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2287,NO
0.1056,0.2425,NO
0.0981,0.2287,NO
0.1058,0.1443,NO
0.1797,0.3148,NO
0.1526,0.3082,NO
0.1551,0.1953,NO
0.2811,1.0,YES
0.0766,0.1922,NO
0.1126,1.0,YES
0.0341,0.2165,NO
0.3399,1.0,YES
0.0412,0.2796,NO
0.1212,0.1095,NO
0.0769,0.2104,NO
0.1235,0.1388,NO
0.0802,0.2425,NO
0.1903,0.2287,NO
0.1119,0.2425,NO
0.1008,0.2796,NO
0.0886,0.3088,NO
0.1534,0.1441,NO
0.1331,0.2251,NO
0.2865,0.3067,NO
0.1512,0.2961,NO
0.1666,0.4016,NO
0.1465,0.2254,NO
0.0509,0.0958,NO
0.2187,0.3028,NO
0.4574,1.0,YES
0.1603,0.2785,NO
0.2015,0.965,YES
0.205,0.2522,NO
0.2168,0.35200000000000004,NO
0.2136,0.1517,NO
0.1919,0.3167,NO
0.1533,0.4175,NO
0.1268,0.1542,NO
0.1947,0.3405,NO
0.1755,0.1316,NO
0.2202,0.271,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.303,NO
0.1927,0.7613,YES
0.1251,0.1493,NO
0.1303,0.5161,YES
0.1814,0.2682,YES
0.3356,0.2862,NO
0.1662,0.228,NO
0.1507,0.3559,NO
0.1441,0.2862,NO
0.3435,0.5161,YES
0.1243,0.5161,YES
0.1731,0.2862,NO
0.0952,0.2187,NO
0.1364,0.1598,NO
0.0887,0.0771,NO
0.2289,0.3845,NO
0.2088,0.285,NO
0.2075,0.2386,NO
0.1923,0.5161,YES
0.0927,0.1759,NO
0.0821,0.3239,YES
0.0311,0.2148,NO
0.3081,0.3239,YES
0.0406,0.3559,NO
0.1251,0.2187,NO
0.091,0.2251,NO
0.11800000000000001,0.2251,NO
0.1053,0.2251,NO
0.2201,0.2862,NO
0.1351,0.1746,NO
0.1328,0.3559,NO
0.0724,0.27,NO
0.0244,0.0737,NO
0.1404,0.4224,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.5022,YES
0.0826,0.2525,NO
0.013000000000000001,0.1212,NO
0.2103,0.4664,YES
0.1395,0.2975,NO
0.1325,0.308,YES
0.1443,0.1277,NO
0.2165,0.2986,NO
0.1934,0.3325,NO
0.1934,0.2412,NO
0.0572,0.1652,NO
0.2318,1.0,YES
0.0556,0.1652,NO
0.3609,1.0,YES
0.1417,0.1882,NO
0.255,0.7917,YES
0.0522,0.1982,NO
0.0677,0.4169,NO
0.1439,0.3006,NO
0.0494,0.254,NO
0.1715,0.4224,YES
0.0964,0.2751,NO
0.1343,0.6191,YES
0.1544,0.3496,NO
0.0732,0.111,NO
0.1975,0.2756,NO
0.2582,0.3701,NO
0.1977,0.4528,NO
0.1701,0.6333,NO
0.1684,0.4164,NO
0.1225,0.272,NO
0.1458,0.4753,NO
0.4028,1.0,YES
0.1577,0.2137,NO
0.2904,0.6779,YES
0.1987,0.3104,NO
0.1756,0.3824,NO
0.1689,0.19699999999999998,NO
0.054000000000000006,0.272,NO
0.1469,0.2933,NO
0.0547,0.1727,NO
0.1082,0.3844,NO
0.2019,0.1377,NO
0.1293,0.4528,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.2635,NO
0.1753,0.9187,YES
0.0979,0.4528,NO
