DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_62,Associated
0.0737,0.2854,NO
0.0652,0.2509,NO
0.1144,0.2754,NO
0.2164,0.0965,NO
0.0671,0.3469,NO
0.0906,0.2557,NO
0.0589,0.5472,NO
0.0679,0.1513,NO
0.1689,0.396,NO
0.2469,1.6528,YES
0.0616,0.2222,NO
0.33799999999999997,1.4772,YES
0.2427,0.2238,NO
0.2231,0.1072,NO
0.2223,0.0874,NO
0.1142,0.4646,NO
0.0706,0.3022,NO
0.1109,0.4095,NO
0.0747,0.4075,NO
0.2179,0.1906,NO
0.1147,0.4087,NO
0.0779,0.6863,YES
0.0804,1.4659,YES
0.1668,2.2576,YES
0.24,1.5131,YES
0.1573,0.348,NO
0.0716,1.5272,YES
0.1205,0.2499,NO
0.1072,0.8819,YES
0.2444,1.2657,YES
0.3362,0.4562,NO
0.1579,0.1452,NO
0.1148,0.1046,NO
0.1112,0.4006,NO
0.3947,0.8522,YES
0.0957,1.4406,YES
0.1364,0.5171,NO
0.1056,0.4365,NO
0.0981,0.2849,NO
0.1058,0.2751,NO
0.1797,0.4146,NO
0.1526,0.456,NO
0.1551,0.3056,NO
0.2811,1.6041,YES
0.0766,0.2906,NO
0.1126,2.2341,YES
0.0341,0.306,NO
0.3399,1.3654,YES
0.0412,0.2949,NO
0.1212,0.2202,NO
0.0769,0.3624,NO
0.1235,0.3823,NO
0.0802,0.5331,NO
0.1903,0.3562,NO
0.1119,0.4179,NO
0.1008,0.4865,NO
0.0886,0.4117,NO
0.1534,0.3673,NO
0.1331,0.9311,NO
0.2865,0.2312,NO
0.1512,0.5877,NO
0.1666,0.7868,NO
0.1465,0.5509,NO
0.0509,0.2575,NO
0.2187,1.0981,NO
0.4574,1.8859,YES
0.1603,0.8299,NO
0.2015,1.8634,YES
0.205,0.4646,NO
0.2168,0.4361,NO
0.2136,0.0571,NO
0.1919,0.3535,NO
0.1533,0.7359,NO
0.1268,0.4569,NO
0.1947,0.5731,NO
0.1755,0.3358,NO
0.2202,0.4343,NO
0.4465,0.9815,YES
0.4252,1.5112,YES
0.3653,2.2655,YES
0.1771,2.5649,YES
0.1659,0.8140000000000001,NO
0.1927,2.7111,YES
0.1251,0.8342,NO
0.1303,1.6762,YES
0.1814,2.0909,YES
0.3356,0.6838,NO
0.1662,0.1354,NO
0.1507,0.1337,NO
0.1441,0.6238,NO
0.3435,1.5844,YES
0.1243,1.7009,YES
0.1731,0.4771,NO
0.0952,0.1871,NO
0.1364,0.3179,NO
0.0887,0.0399,NO
0.2289,0.39799999999999996,NO
0.2088,0.2406,NO
0.2075,0.2691,NO
0.1923,2.4283,YES
0.0927,0.3425,NO
0.0821,3.0094,YES
0.0311,0.32,NO
0.3081,1.5823,YES
0.0406,0.3412,NO
0.1251,0.147,NO
0.091,0.174,NO
0.11800000000000001,0.0918,NO
0.1053,0.1833,NO
0.2201,0.4732,NO
0.1351,0.1545,NO
0.1328,0.5068,NO
0.0724,0.7409,NO
0.0244,0.3149,NO
0.1404,0.9867,YES
0.3348,1.1067,YES
0.2937,1.6477,YES
0.14300000000000002,0.9991,YES
0.0826,0.5501,NO
0.013000000000000001,0.1774,NO
0.2103,1.2231,YES
0.1395,0.3815,NO
0.1325,0.8451,YES
0.1443,0.2186,NO
0.2165,0.5146,NO
0.1934,0.5167,NO
0.1934,0.3281,NO
0.0572,0.4715,NO
0.2318,1.7946,YES
0.0556,0.3297,NO
0.3609,1.4658,YES
0.1417,0.2433,NO
0.255,2.1424,YES
0.0522,0.2972,NO
0.0677,0.2623,NO
0.1439,0.27699999999999997,NO
0.0494,0.4053,NO
0.1715,0.9494,YES
0.0964,0.45399999999999996,NO
0.1343,0.9942,YES
0.1544,0.5454,NO
0.0732,0.5186,NO
0.1975,0.9129,NO
0.2582,0.2589,NO
0.1977,0.5621,NO
0.1701,1.0164,NO
0.1684,0.8309,NO
0.1225,0.4082,NO
0.1458,1.2832,NO
0.4028,2.0242,YES
0.1577,0.6274,NO
0.2904,1.7849,YES
0.1987,0.5175,NO
0.1756,0.5557,NO
0.1689,0.3223,NO
0.054000000000000006,0.6518,NO
0.1469,0.6219,NO
0.0547,0.7162,NO
0.1082,0.503,NO
0.2019,0.433,NO
0.1293,0.5398,NO
0.3897,0.9559,YES
0.3612,1.7907,YES
0.2791,2.56,YES
0.2894,2.114,YES
0.2226,0.9086,NO
0.1753,2.1805,YES
0.0979,0.7753,NO
0.0985,0.3584,NO
0.0774,0.174,NO
0.1069,0.5729,YES
0.3647,0.6352,YES
0.2531,0.7532,YES
0.1331,0.5815,YES
0.0885,0.2565,NO
0.0604,0.1662,NO
0.2068,0.9369,YES
0.2598,0.3801,NO
0.106,0.3847,YES
0.1459,0.1396,NO
0.2252,0.3409,NO
0.2571,0.4434,NO
0.2375,0.1132,NO
0.1453,0.1714,NO
0.2245,1.4057,YES
0.141,0.1884,NO
0.2623,0.9438,YES
0.142,0.1817,NO
0.2555,1.5606,YES
0.2049,0.1657,NO
0.2206,0.2005,NO
0.2228,0.3084,NO
0.1032,0.3441,NO
0.1461,0.6196,YES
0.1116,0.375,NO
0.1326,0.7077,YES
0.1415,0.379,NO
0.0745,0.2973,NO
0.2381,0.9793,NO
0.19,0.1325,NO
0.1547,0.3748,NO
0.1997,0.7366,NO
0.1653,0.6833,NO
0.1536,0.2577,NO
0.1999,1.1633,NO
0.1989,2.6549,YES
0.2045,0.737,NO
0.2447,2.5114,YES
0.2519,0.6538,NO
0.2036,0.8917,NO
0.2033,0.4027,NO
0.0533,0.3343,NO
0.105,0.6313,NO
0.055999999999999994,0.4673,NO
0.1113,0.6222,NO
0.2256,0.3866,NO
0.0989,0.4719,NO
0.1879,1.2283,YES
0.1445,2.1439,YES
0.1901,3.3739,YES
0.3108,3.1925,YES
0.2405,0.6056,NO
0.1657,3.3178,YES
0.1331,0.9301,NO
0.0949,0.2031,NO
0.1339,0.1897,NO
0.22399999999999998,0.8239,NO
0.1967,0.0365,NO
0.1436,0.2187,NO
0.2079,0.7440000000000001,NO
0.1339,0.4201,NO
0.0967,0.2398,NO
0.2198,0.7493,NO
0.3428,1.6958,YES
0.2344,0.6036,NO
0.1736,1.2377,YES
0.1331,0.3372,NO
0.0735,0.273,NO
0.0647,0.1718,NO
0.204,0.275,NO
0.1327,0.3616,NO
0.1655,0.3877,NO
0.31,0.3073,NO
0.1309,0.2823,NO
0.2819,0.2774,NO
0.4042,0.6659,YES
0.3296,1.1467,YES
0.4941,2.09,YES
0.1783,1.8907,YES
0.193,0.7391,NO
0.2673,1.5115,YES
0.1726,0.4542,NO
0.1439,0.4098,NO
0.0769,0.23600000000000002,NO
0.1953,0.5569,NO
0.2342,0.2336,NO
0.2047,0.4375,NO
0.1823,0.4517,NO
0.1684,0.5386,NO
0.1204,0.1052,NO
0.1751,0.6538,NO
0.3579,1.1903,YES
0.1828,0.375,NO
0.2083,0.9371,YES
0.2252,0.4136,NO
0.2041,0.6337,NO
0.2007,0.3297,NO
0.0498,0.2951,NO
0.1415,0.4886,NO
0.0515,0.2964,NO
0.1207,0.5022,NO
0.1912,0.1718,NO
0.14,0.5217,NO
0.4038,0.5646,YES
0.3494,0.8455,YES
0.2799,1.3303,YES
0.2675,1.3611,YES
0.2206,0.4127,NO
0.2003,1.4024,YES
0.1168,0.5632,NO
0.0727,0.3555,NO
0.0714,0.3592,NO
0.10800000000000001,0.4756,NO
0.2886,0.184,NO
0.1427,0.3893,NO
0.0855,0.3822,NO
0.0605,0.5539,NO
0.0532,0.2555,NO
0.1421,0.6405,NO
0.4397,1.1471,YES
0.0607,0.3718,NO
0.2347,0.9099,YES
0.2118,0.4062,NO
0.2048,0.5739,NO
0.2045,0.2957,NO
0.0849,0.3151,NO
0.1035,0.4607,NO
0.0824,0.4161,NO
0.0975,0.3171,NO
0.1702,0.2972,NO
0.1518,0.3559,NO
0.3372,0.5515,YES
0.3303,0.8844,YES
0.314,1.276,YES
0.1257,1.2879,YES
0.1375,0.5133,NO
0.1128,1.3853,YES
0.099,0.3611,NO
0.1069,0.8320000000000001,NO
0.0451,0.4124,NO
0.5095,4.7072,YES
0.1431,0.6798,YES
0.1227,0.8583,YES
0.2847,5.3952,YES
0.2237,0.6192,NO
0.1065,0.2937,NO
0.3266,5.4471,YES
0.0974,0.3181,NO
0.3289,3.3997,YES
0.1059,0.7334,NO
0.2131,0.737,NO
0.1496,0.321,NO
0.1474,0.142,NO
0.0902,0.2058,NO
0.0993,0.698,YES
0.0875,0.4617,NO
0.2369,1.053,YES
0.2129,0.3615,NO
0.1321,0.8787,YES
0.1271,0.6409,NO
0.08,0.9991,NO
0.3025,0.8937,NO
0.12,0.5056,NO
0.3399,3.4092,YES
0.2516,1.2069,NO
0.2081,4.3709,YES
0.1799,0.4351,NO
0.1547,0.2577,NO
