DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_97,Associated
0.0737,0.2697,NO
0.0652,0.2137,NO
0.1144,0.4976,NO
0.2164,0.2721,NO
0.0671,0.4465,NO
0.0906,0.7255,NO
0.0589,0.3972,NO
0.0679,0.1018,NO
0.1689,0.7047,NO
0.2469,0.72,YES
0.0616,0.5578,NO
0.33799999999999997,1.1395,YES
0.2427,0.3486,NO
0.2231,0.5076,NO
0.2223,0.1262,NO
0.1142,0.1775,NO
0.0706,0.5793,NO
0.1109,0.225,NO
0.0747,0.33799999999999997,NO
0.2179,0.1921,NO
0.1147,0.2702,NO
0.0779,1.4571,YES
0.0804,1.4062,YES
0.1668,1.4382,YES
0.24,1.2473,YES
0.1573,0.6313,NO
0.0716,1.5145,YES
0.1205,0.3945,NO
0.1072,1.6623,YES
0.2444,0.3252,YES
0.3362,0.3491,NO
0.1579,0.336,NO
0.1148,0.2154,NO
0.1112,0.5406,NO
0.3947,0.5199,YES
0.0957,1.4439,YES
0.1364,0.4266,NO
0.1056,0.2216,NO
0.0981,0.5339,NO
0.1058,0.094,NO
0.1797,0.301,NO
0.1526,0.2846,NO
0.1551,0.1526,NO
0.2811,1.2141,YES
0.0766,0.2031,NO
0.1126,0.6845,YES
0.0341,0.2531,NO
0.3399,0.5667,YES
0.0412,0.109,NO
0.1212,0.2969,NO
0.0769,0.2554,NO
0.1235,0.2221,NO
0.0802,0.2746,NO
0.1903,0.203,NO
0.1119,0.4691,NO
0.1008,0.2368,NO
0.0886,0.2896,NO
0.1534,0.1316,NO
0.1331,0.6859,NO
0.2865,0.1832,NO
0.1512,0.21600000000000003,NO
0.1666,0.4805,NO
0.1465,0.1849,NO
0.0509,0.2092,NO
0.2187,0.5476,NO
0.4574,1.6351,YES
0.1603,0.4479,NO
0.2015,0.8201,YES
0.205,0.3568,NO
0.2168,0.3465,NO
0.2136,0.0587,NO
0.1919,0.1855,NO
0.1533,0.5593,NO
0.1268,0.2156,NO
0.1947,0.2978,NO
0.1755,0.0946,NO
0.2202,0.2834,NO
0.4465,2.6469,YES
0.4252,1.9993,YES
0.3653,1.9715,YES
0.1771,1.6463,YES
0.1659,0.149,NO
0.1927,2.2582,YES
0.1251,0.3497,NO
0.1303,1.4652,YES
0.1814,0.3865,YES
0.3356,0.6443,NO
0.1662,0.2519,NO
0.1507,0.1902,NO
0.1441,0.7913,NO
0.3435,0.685,YES
0.1243,1.2621,YES
0.1731,0.6205,NO
0.0952,0.2025,NO
0.1364,0.7699,NO
0.0887,0.0808,NO
0.2289,0.2732,NO
0.2088,0.17,NO
0.2075,0.3254,NO
0.1923,0.6694,YES
0.0927,0.142,NO
0.0821,0.3973,YES
0.0311,0.17800000000000002,NO
0.3081,0.4832,YES
0.0406,0.1207,NO
0.1251,0.1821,NO
0.091,0.2998,NO
0.11800000000000001,0.1364,NO
0.1053,0.1791,NO
0.2201,0.5034,NO
0.1351,0.4676,NO
0.1328,0.4154,NO
0.0724,0.5228,NO
0.0244,0.1557,NO
0.1404,1.1492,YES
0.3348,3.7529,YES
0.2937,2.8611,YES
0.14300000000000002,1.5841,YES
0.0826,0.5852,NO
0.013000000000000001,0.3677,NO
0.2103,2.0311,YES
0.1395,0.3897,NO
0.1325,1.4508,YES
0.1443,0.4616,NO
0.2165,0.7156,NO
0.1934,0.8721,NO
0.1934,0.6699,NO
0.0572,0.3132,NO
0.2318,2.9509,YES
0.0556,0.1522,NO
0.3609,4.4432,YES
0.1417,0.3323,NO
0.255,2.2305,YES
0.0522,0.684,NO
0.0677,0.5676,NO
0.1439,0.815,NO
0.0494,0.561,NO
0.1715,1.9592,YES
0.0964,0.5668,NO
0.1343,1.8476,YES
0.1544,0.3462,NO
0.0732,0.2792,NO
0.1975,0.8349,NO
0.2582,0.5204,NO
0.1977,0.6748,NO
0.1701,1.018,NO
0.1684,0.5105,NO
0.1225,0.1633,NO
0.1458,1.0541,NO
0.4028,1.0932,YES
0.1577,0.8039,NO
0.2904,1.2809,YES
0.1987,0.4462,NO
0.1756,0.5794,NO
0.1689,0.1697,NO
0.054000000000000006,0.2318,NO
0.1469,0.8286,NO
0.0547,0.303,NO
0.1082,0.6842,NO
0.2019,0.2718,NO
0.1293,0.4789,NO
0.3897,2.0,YES
0.3612,1.828,YES
0.2791,1.8772,YES
0.2894,1.5358,YES
0.2226,0.905,NO
0.1753,2.1129,YES
0.0979,0.6621,NO
0.0985,0.3992,NO
0.0774,0.1894,NO
0.1069,0.7032,YES
0.3647,2.5247,YES
0.2531,1.1957,YES
0.1331,0.9814,YES
0.0885,0.3895,NO
0.0604,0.1828,NO
0.2068,0.983,YES
0.2598,0.5289,NO
0.106,0.7341,YES
0.1459,0.2893,NO
0.2252,0.5424,NO
0.2571,0.7273,NO
0.2375,0.48200000000000004,NO
0.1453,0.1898,NO
0.2245,1.284,YES
0.141,0.2174,NO
0.2623,2.7006,YES
0.142,0.2828,NO
0.2555,1.1420000000000001,YES
0.2049,0.7615,NO
0.2206,0.5861,NO
0.2228,0.7120000000000001,NO
0.1032,0.3738,NO
0.1461,0.8154,YES
0.1116,0.7041,NO
0.1326,0.7254,YES
0.1415,0.0546,NO
0.0745,0.0462,NO
0.2381,0.4864,NO
0.19,0.3403,NO
0.1547,0.6442,NO
0.1997,0.4907,NO
0.1653,0.3594,NO
0.1536,0.0679,NO
0.1999,0.4996,NO
0.1989,1.0219,YES
0.2045,0.3182,NO
0.2447,1.2374,YES
0.2519,0.2957,NO
0.2036,0.2635,NO
0.2033,0.0571,NO
0.0533,0.22399999999999998,NO
0.105,0.6565,NO
0.055999999999999994,0.0597,NO
0.1113,0.4064,NO
0.2256,0.0506,NO
0.0989,0.3544,NO
0.1879,1.8686,YES
0.1445,1.7707,YES
0.1901,1.6889,YES
0.3108,1.4383,YES
0.2405,0.6092,NO
0.1657,2.3746,YES
0.1331,0.54,NO
0.0949,0.5092,NO
0.1339,0.2462,NO
0.22399999999999998,1.0671,NO
0.1967,0.3685,NO
0.1436,0.56,NO
0.2079,0.7597,NO
0.1339,0.5161,NO
0.0967,0.3885,NO
0.2198,0.9212,NO
0.3428,2.0426,YES
0.2344,0.8195,NO
0.1736,1.5154,YES
0.1331,0.5046,NO
0.0735,0.5252,NO
0.0647,0.1224,NO
0.204,0.3813,NO
0.1327,0.9023,NO
0.1655,0.3395,NO
0.31,0.5901,NO
0.1309,0.2397,NO
0.2819,0.5284,NO
0.4042,3.4729,YES
0.3296,2.8784,YES
0.4941,2.8219,YES
0.1783,2.3311,YES
0.193,0.6337,NO
0.2673,3.3467,YES
0.1726,0.9395,NO
0.1439,0.2921,NO
0.0769,0.2291,NO
0.1953,0.9928,NO
0.2342,0.2594,NO
0.2047,0.3115,NO
0.1823,0.5902,NO
0.1684,0.4312,NO
0.1204,0.1564,NO
0.1751,0.6871,NO
0.3579,1.1824,YES
0.1828,0.5917,NO
0.2083,0.855,YES
0.2252,0.3454,NO
0.2041,0.2316,NO
0.2007,0.0639,NO
0.0498,0.1693,NO
0.1415,0.4602,NO
0.0515,0.2238,NO
0.1207,0.2174,NO
0.1912,0.2319,NO
0.14,0.1607,NO
0.4038,2.2215,YES
0.3494,1.6215,YES
0.2799,1.5557,YES
