DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_80,Associated
0.0737,0.32,NO
0.0652,0.2574,NO
0.1144,0.2323,NO
0.2164,0.3822,NO
0.0671,0.31,NO
0.0906,0.6333,NO
0.0589,0.3056,NO
0.0679,0.1819,NO
0.1689,0.4753,NO
0.2469,1.0,YES
0.0616,0.4964,NO
0.33799999999999997,1.0,YES
0.2427,0.3104,NO
0.2231,0.35200000000000004,NO
0.2223,0.3353,NO
0.1142,0.3282,NO
0.0706,0.2383,NO
0.1109,0.318,NO
0.0747,0.3844,NO
0.2179,0.1819,NO
0.1147,0.3078,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.4758,NO
0.0716,0.7756,YES
0.1205,0.2458,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2893,NO
0.1579,0.2796,NO
0.1148,0.2796,NO
0.1112,0.2796,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2287,NO
0.1056,0.2425,NO
0.0981,0.2796,NO
0.1058,0.1443,NO
0.1797,0.196,NO
0.1526,0.3413,NO
0.1551,0.0756,NO
0.2811,1.0,YES
0.0766,0.1922,NO
0.1126,1.0,YES
0.0341,0.1687,NO
0.3399,1.0,YES
0.0412,0.1542,NO
0.1212,0.2425,NO
0.0769,0.2456,NO
0.1235,0.1789,NO
0.0802,0.126,NO
0.1903,0.2796,NO
0.1119,0.2425,NO
0.1008,0.2287,NO
0.0886,0.32,NO
0.1534,0.1316,NO
0.1331,0.2287,NO
0.2865,0.3822,NO
0.1512,0.3765,NO
0.1666,0.6333,NO
0.1465,0.3056,NO
0.0509,0.294,NO
0.2187,0.4753,NO
0.4574,1.0,YES
0.1603,0.4964,NO
0.2015,1.0,YES
0.205,0.3104,NO
0.2168,0.35200000000000004,NO
0.2136,0.2728,NO
0.1919,0.3282,NO
0.1533,0.3104,NO
0.1268,0.318,NO
0.1947,0.3844,NO
0.1755,0.1656,NO
0.2202,0.3078,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.4758,NO
0.1927,1.0,YES
0.1251,0.2458,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.2856,NO
0.1662,0.1499,NO
0.1507,0.1173,NO
0.1441,0.1923,NO
0.3435,0.5161,YES
0.1243,0.6779999999999999,YES
0.1731,0.2344,NO
0.0952,0.2069,NO
0.1364,0.1923,NO
0.0887,0.0771,NO
0.2289,0.2824,NO
0.2088,0.3667,NO
0.2075,0.3667,NO
0.1923,1.0,YES
0.0927,0.1922,NO
0.0821,1.0,YES
0.0311,0.2013,NO
0.3081,0.5838,YES
0.0406,0.2013,NO
0.1251,0.1815,NO
0.091,0.2187,NO
0.11800000000000001,0.2187,NO
0.1053,0.0824,NO
0.2201,0.2528,NO
0.1351,0.1246,NO
0.1328,0.1923,NO
0.0724,0.2493,NO
0.0244,0.2493,NO
0.1404,0.6191,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6191,YES
0.0826,0.2784,NO
0.013000000000000001,0.1691,NO
0.2103,0.3433,YES
0.1395,0.2975,NO
0.1325,0.6191,YES
0.1443,0.1369,NO
0.2165,0.2986,NO
0.1934,0.3877,NO
0.1934,0.3877,NO
0.0572,0.2493,NO
0.2318,1.0,YES
0.0556,0.2493,NO
0.3609,1.0,YES
0.1417,0.1456,NO
0.255,1.0,YES
0.0522,0.254,NO
0.0677,0.4169,NO
0.1439,0.4471,NO
0.0494,0.138,NO
0.1715,0.6191,YES
0.0964,0.4382,NO
0.1343,0.3433,YES
0.1544,0.3331,NO
0.0732,0.3331,NO
0.1975,0.4052,NO
0.2582,0.3613,NO
0.1977,0.3613,NO
0.1701,0.3946,NO
0.1684,0.3056,NO
0.1225,0.2866,NO
0.1458,0.4052,NO
