DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_51,Associated
0.0737,0.32,NO
0.0652,0.2852,NO
0.1144,0.2809,NO
0.2164,0.4029,NO
0.0671,0.3069,NO
0.0906,0.2289,NO
0.0589,0.2831,NO
0.0679,0.2852,NO
0.1689,0.1898,NO
0.2469,1.0,YES
0.0616,0.2887,NO
0.33799999999999997,1.0,YES
0.2427,0.2522,NO
0.2231,0.1001,NO
0.2223,0.1078,NO
0.1142,0.3282,NO
0.0706,0.2383,NO
0.1109,0.318,NO
0.0747,0.2383,NO
0.2179,0.2852,NO
0.1147,0.4378,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.314,NO
0.0716,1.0,YES
0.1205,0.2458,NO
0.1072,0.3062,YES
0.2444,0.6914,YES
0.3362,0.2287,NO
0.1579,0.1781,NO
0.1148,0.0555,NO
0.1112,0.2287,NO
0.3947,0.5234,YES
0.0957,0.6914,YES
0.1364,0.2113,NO
0.1056,0.1692,NO
0.0981,0.2113,NO
0.1058,0.2425,NO
0.1797,0.301,NO
0.1526,0.3148,NO
0.1551,0.3148,NO
0.2811,0.6914,YES
0.0766,0.1162,NO
0.1126,0.2768,YES
0.0341,0.0772,NO
0.3399,0.6914,YES
0.0412,0.0763,NO
0.1212,0.2425,NO
0.0769,0.2425,NO
0.1235,0.2425,NO
0.0802,0.1789,NO
0.1903,0.2287,NO
0.1119,0.2425,NO
0.1008,0.2287,NO
0.0886,0.32,NO
0.1534,0.294,NO
0.1331,0.2809,NO
0.2865,0.3067,NO
0.1512,0.3069,NO
0.1666,0.0812,NO
0.1465,0.2226,NO
0.0509,0.294,NO
0.2187,0.2572,NO
0.4574,1.0,YES
0.1603,0.2887,NO
0.2015,0.7613,YES
0.205,0.2522,NO
0.2168,0.2445,NO
0.2136,0.2445,NO
0.1919,0.3282,NO
0.1533,0.2156,NO
0.1268,0.318,NO
0.1947,0.2102,NO
0.1755,0.294,NO
0.2202,0.4378,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.314,NO
0.1927,1.0,YES
0.1251,0.2458,NO
0.1303,1.0,YES
0.1814,0.5161,YES
0.3356,0.1923,NO
0.1662,0.2044,NO
0.1507,0.1909,NO
0.1441,0.1923,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.2528,NO
0.0952,0.2193,NO
0.1364,0.1276,NO
0.0887,0.316,NO
0.2289,0.3667,NO
0.2088,0.3667,NO
0.2075,0.3667,NO
0.1923,1.0,YES
0.0927,0.1909,NO
0.0821,0.8716,YES
0.0311,0.1176,NO
0.3081,0.568,YES
0.0406,0.1,NO
0.1251,0.316,NO
0.091,0.316,NO
0.11800000000000001,0.316,NO
0.1053,0.2187,NO
0.2201,0.1923,NO
0.1351,0.316,NO
0.1328,0.2528,NO
0.0724,0.3011,NO
0.0244,0.1089,NO
0.1404,1.0,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,1.0,YES
0.0826,0.344,NO
0.013000000000000001,0.1652,NO
0.2103,0.5227,YES
0.1395,0.1787,NO
0.1325,0.4491,YES
0.1443,0.2147,NO
0.2165,0.3031,NO
0.1934,0.42,NO
0.1934,0.3553,NO
0.0572,0.1652,NO
0.2318,1.0,YES
0.0556,0.154,NO
0.3609,1.0,YES
0.1417,0.1387,NO
0.255,1.0,YES
0.0522,0.2147,NO
0.0677,0.5347,NO
0.1439,0.4856,NO
0.0494,0.1587,NO
0.1715,1.0,YES
0.0964,0.4444,NO
0.1343,1.0,YES
0.1544,0.2912,NO
0.0732,0.0357,NO
0.1975,0.4528,NO
0.2582,0.4528,NO
0.1977,0.3132,NO
0.1701,0.4528,NO
0.1684,0.2866,NO
0.1225,0.2866,NO
0.1458,0.2962,NO
0.4028,0.8971,YES
0.1577,0.3093,NO
0.2904,1.0,YES
0.1987,0.3166,NO
0.1756,0.3166,NO
0.1689,0.3166,NO
0.054000000000000006,0.2866,NO
0.1469,0.4528,NO
0.0547,0.2498,NO
0.1082,0.3132,NO
0.2019,0.1628,NO
0.1293,0.4528,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,0.9481,YES
0.2226,0.4528,NO
0.1753,1.0,YES
0.0979,0.4528,NO
0.0985,0.3011,NO
0.0774,0.174,NO
0.1069,1.0,YES
0.3647,1.0,YES
0.2531,0.6115,YES
0.1331,1.0,YES
0.0885,0.344,NO
0.0604,0.11800000000000001,NO
0.2068,0.5227,YES
0.2598,0.433,NO
0.106,0.4491,YES
0.1459,0.1702,NO
0.2252,0.3031,NO
0.2571,0.3522,NO
0.2375,0.1078,NO
0.1453,0.1567,NO
0.2245,1.0,YES
0.141,0.1573,NO
0.2623,0.6036,YES
0.142,0.1016,NO
0.2555,1.0,YES
0.2049,0.4576,NO
0.2206,0.462,NO
0.2228,0.4856,NO
0.1032,0.4576,NO
0.1461,1.0,YES
0.1116,0.4576,NO
0.1326,1.0,YES
0.1415,0.1353,NO
0.0745,0.0509,NO
0.2381,0.4218,NO
0.19,0.4029,NO
0.1547,0.2405,NO
0.1997,0.4218,NO
0.1653,0.2831,NO
0.1536,0.1133,NO
0.1999,0.3877,NO
0.1989,0.6940000000000001,YES
0.2045,0.3877,NO
0.2447,1.0,YES
0.2519,0.4316,NO
0.2036,0.4316,NO
0.2033,0.4316,NO
0.0533,0.0991,NO
0.105,0.2405,NO
0.055999999999999994,0.188,NO
0.1113,0.2405,NO
0.2256,0.1299,NO
0.0989,0.2418,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,0.5193,YES
0.2405,0.3877,NO
0.1657,1.0,YES
0.1331,0.3347,NO
0.0949,0.32,NO
0.1339,0.1027,NO
0.22399999999999998,0.3271,NO
0.1967,0.4156,NO
0.1436,0.3069,NO
0.2079,0.3263,NO
0.1339,0.1411,NO
0.0967,0.1187,NO
0.2198,0.4753,NO
0.3428,1.0,YES
0.2344,0.4964,NO
0.1736,0.4983,YES
0.1331,0.3104,NO
0.0735,0.1278,NO
0.0647,0.0537,NO
0.204,0.3282,NO
0.1327,0.4156,NO
0.1655,0.318,NO
0.31,0.3844,NO
0.1309,0.1005,NO
0.2819,0.4378,NO
0.4042,0.7294,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,0.7294,YES
0.193,0.3271,NO
0.2673,1.0,YES
0.1726,0.2696,NO
0.1439,0.2762,NO
0.0769,0.2636,NO
0.1953,0.4809,NO
0.2342,0.4809,NO
0.2047,0.3827,NO
0.1823,0.4809,NO
0.1684,0.2831,NO
0.1204,0.1787,NO
0.1751,0.4753,NO
0.3579,0.8511,YES
0.1828,0.4964,NO
0.2083,1.0,YES
0.2252,0.3104,NO
0.2041,0.1694,NO
0.2007,0.1078,NO
0.0498,0.2091,NO
0.1415,0.4809,NO
0.0515,0.2383,NO
0.1207,0.3844,NO
0.1912,0.1539,NO
0.14,0.4809,NO
0.4038,1.0,YES
0.3494,1.0,YES
0.2799,1.0,YES
0.2675,0.8995,YES
0.2206,0.4809,NO
0.2003,1.0,YES
0.1168,0.4809,NO
0.0727,0.32,NO
0.0714,0.2562,NO
0.10800000000000001,0.3649,NO
0.2886,0.3649,NO
0.1427,0.3069,NO
0.0855,0.3649,NO
0.0605,0.2071,NO
0.0532,0.2562,NO
0.1421,0.2254,NO
0.4397,1.0,YES
0.0607,0.2887,NO
0.2347,0.7316,YES
0.2118,0.282,NO
0.2048,0.3435,NO
0.2045,0.3435,NO
0.0849,0.3282,NO
0.1035,0.3649,NO
0.0824,0.318,NO
0.0975,0.263,NO
0.1702,0.2562,NO
0.1518,0.4378,NO
0.3372,1.0,YES
0.3303,1.0,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.3649,NO
0.1128,1.0,YES
0.099,0.3649,NO
