DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_58,Associated
0.0737,0.9403,NO
0.0652,0.3736,NO
0.1144,0.8558,NO
0.2164,1.7666,NO
0.0671,1.294,NO
0.0906,1.2538,NO
0.0589,0.8636,NO
0.0679,0.3427,NO
0.1689,1.2706,NO
0.2469,2.2345,YES
0.0616,1.2943,NO
0.33799999999999997,1.2804,YES
0.2427,0.6475,NO
0.2231,0.3323,NO
0.2223,0.1871,NO
0.1142,1.0645,NO
0.0706,1.0016,NO
0.1109,0.9415,NO
0.0747,1.3384,NO
0.2179,0.5953,NO
0.1147,1.1369,NO
0.0779,2.1043,YES
0.0804,2.4563,YES
0.1668,1.8988,YES
0.24,2.0615,YES
0.1573,1.1301,NO
0.0716,2.1869,YES
0.1205,0.8322,NO
0.1072,1.7014,YES
0.2444,1.4543,YES
0.3362,0.9746,NO
0.1579,0.9248,NO
0.1148,0.3954,NO
0.1112,0.5569,NO
0.3947,1.9834,YES
0.0957,1.3523,YES
0.1364,0.6708,NO
0.1056,0.7093,NO
0.0981,0.8503,NO
0.1058,0.5047,NO
0.1797,0.5221,NO
0.1526,0.7866,NO
0.1551,0.579,NO
0.2811,2.0223,YES
0.0766,0.324,NO
0.1126,2.2042,YES
0.0341,0.3603,NO
0.3399,1.9248,YES
0.0412,0.3021,NO
0.1212,0.8029,NO
0.0769,1.1006,NO
0.1235,0.7065,NO
0.0802,0.5548,NO
0.1903,1.2482,NO
0.1119,0.8638,NO
0.1008,0.8448,NO
0.0886,0.8717,NO
0.1534,0.0396,NO
0.1331,0.9105,NO
0.2865,1.3481,NO
0.1512,0.8716,NO
0.1666,1.1211,NO
0.1465,0.4911,NO
0.0509,0.1775,NO
0.2187,0.9826,NO
0.4574,2.945,YES
0.1603,1.067,NO
0.2015,2.0916,YES
0.205,0.642,NO
0.2168,0.5544,NO
0.2136,0.1538,NO
0.1919,0.6424,NO
0.1533,0.7062,NO
0.1268,0.3717,NO
0.1947,0.7208,NO
0.1755,0.3478,NO
0.2202,0.7648,NO
0.4465,2.8833,YES
0.4252,3.2899,YES
0.3653,2.7689999999999997,YES
0.1771,3.0516,YES
0.1659,0.9604,NO
0.1927,2.968,YES
0.1251,0.5147,NO
0.1303,1.4972,YES
0.1814,0.9822,YES
0.3356,1.1942,NO
0.1662,0.9039,NO
