DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_57,Associated
0.0737,1.3104,NO
0.0652,0.6833,NO
0.1144,1.1629,NO
0.2164,1.6793,NO
0.0671,0.7848,NO
0.0906,1.0091,NO
0.0589,1.5376,NO
0.0679,0.6701,NO
0.1689,1.2737,NO
0.2469,3.3268,YES
0.0616,1.3379,NO
0.33799999999999997,2.8278,YES
0.2427,0.9476,NO
0.2231,1.5833,NO
0.2223,0.6336,NO
0.1142,1.4003,NO
0.0706,0.8876,NO
0.1109,0.5661,NO
0.0747,1.439,NO
0.2179,0.5054,NO
0.1147,1.3655,NO
0.0779,2.0994,YES
0.0804,2.7507,YES
0.1668,2.9501,YES
0.24,2.2504,YES
0.1573,1.4706,NO
0.0716,2.1892,YES
0.1205,0.616,NO
0.1072,0.8882,YES
0.2444,0.7196,YES
0.3362,0.8547,NO
0.1579,0.4111,NO
0.1148,0.3632,NO
0.1112,0.6267,NO
0.3947,1.071,YES
0.0957,1.1785,YES
0.1364,0.6721,NO
0.1056,0.3074,NO
0.0981,0.4612,NO
0.1058,0.2543,NO
0.1797,0.4949,NO
0.1526,0.6445,NO
0.1551,0.4354,NO
0.2811,1.3903,YES
0.0766,0.6399,NO
0.1126,0.8235,YES
0.0341,0.331,NO
0.3399,0.7745,YES
0.0412,0.5204,NO
0.1212,0.243,NO
0.0769,0.4521,NO
0.1235,0.5096,NO
0.0802,0.3296,NO
0.1903,0.6165,NO
0.1119,0.6017,NO
0.1008,0.569,NO
0.0886,1.2561,NO
0.1534,0.602,NO
0.1331,1.1263,NO
0.2865,1.6828,NO
0.1512,0.6990000000000001,NO
0.1666,1.4104,NO
0.1465,1.5536,NO
0.0509,0.5813,NO
0.2187,1.4211,NO
0.4574,3.4568,YES
0.1603,1.5827,NO
0.2015,2.4538,YES
0.205,0.6451,NO
0.2168,1.4599,NO
0.2136,0.2467,NO
0.1919,1.2759,NO
0.1533,0.8076,NO
0.1268,0.5033,NO
0.1947,1.2522,NO
0.1755,0.3151,NO
0.2202,1.0768,NO
0.4465,2.6122,YES
0.4252,3.2436,YES
0.3653,3.2911,YES
0.1771,2.4912,YES
0.1659,1.6738,NO
0.1927,2.6289,YES
0.1251,1.034,NO
0.1303,1.1928,YES
0.1814,0.8223,YES
0.3356,1.0586,NO
0.1662,0.5281,NO
0.1507,0.6709999999999999,NO
0.1441,0.6977,NO
0.3435,1.4278,YES
0.1243,1.4724,YES
0.1731,0.7268,NO
0.0952,0.5497,NO
0.1364,0.6951,NO
0.0887,0.3164,NO
0.2289,0.3966,NO
0.2088,0.7368,NO
0.2075,0.2018,NO
