DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_92,Associated
0.0737,0.9607,NO
0.0652,1.2501,NO
0.1144,0.3881,NO
0.2164,1.1749,NO
0.0671,0.5447,NO
0.0906,1.2166,NO
0.0589,1.0590000000000002,NO
0.0679,0.6759,NO
0.1689,0.6666,NO
0.2469,3.1065,YES
0.0616,0.6558,NO
0.33799999999999997,2.8174,YES
0.2427,0.2988,NO
0.2231,0.6478,NO
0.2223,0.3026,NO
0.1142,0.7826,NO
0.0706,1.1792,NO
0.1109,0.7201,NO
0.0747,1.0295,NO
0.2179,0.7901,NO
0.1147,0.3411,NO
0.0779,4.107,YES
0.0804,3.5596,YES
0.1668,3.2214,YES
0.24,3.0519,YES
0.1573,0.4145,NO
0.0716,3.8762,YES
0.1205,0.3309,NO
0.1072,3.0247,YES
0.2444,3.1034,YES
0.3362,1.2498,NO
0.1579,0.6356,NO
0.1148,0.5429,NO
0.1112,1.3641,NO
0.3947,2.3529,YES
0.0957,2.9351,YES
0.1364,1.1968,NO
0.1056,0.359,NO
0.0981,1.3403,NO
0.1058,0.3447,NO
0.1797,0.7677,NO
0.1526,0.7156,NO
0.1551,0.9174,NO
0.2811,3.0858,YES
0.0766,0.3474,NO
0.1126,3.0926,YES
0.0341,0.9455,NO
0.3399,3.2861,YES
0.0412,0.613,NO
0.1212,0.519,NO
0.0769,0.5934,NO
0.1235,0.7555,NO
0.0802,0.35200000000000004,NO
0.1903,1.3804,NO
0.1119,1.0452,NO
0.1008,1.1591,NO
0.0886,0.5171,NO
0.1534,0.9311,NO
0.1331,0.7856,NO
0.2865,1.3405,NO
0.1512,0.7488,NO
0.1666,1.3741,NO
0.1465,0.8625,NO
0.0509,0.3223,NO
0.2187,1.0558,NO
0.4574,2.9182,YES
0.1603,1.0368,NO
0.2015,2.7103,YES
0.205,0.6965,NO
0.2168,0.9351,NO
0.2136,0.7018,NO
0.1919,0.4195,NO
0.1533,1.0289,NO
0.1268,0.3652,NO
0.1947,1.0399,NO
0.1755,0.6384,NO
0.2202,0.4271,NO
0.4465,3.5966,YES
0.4252,3.3534,YES
0.3653,2.8052,YES
0.1771,2.8387,YES
0.1659,0.7777,NO
0.1927,3.6225,YES
0.1251,0.7811,NO
0.1303,2.6502,YES
0.1814,3.2399,YES
0.3356,2.0621,NO
0.1662,1.5876,NO
0.1507,1.3913,NO
0.1441,2.4273,NO
0.3435,2.9007,YES
