DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_83,Associated
0.0737,0.1999,NO
0.0652,0.7733,NO
0.1144,0.2572,NO
0.2164,1.1131,NO
0.0671,0.9386,NO
0.0906,0.4325,NO
0.0589,0.6241,NO
0.0679,0.2019,NO
0.1689,0.6208,NO
0.2469,2.5893,YES
0.0616,0.8275,NO
0.33799999999999997,1.8917,YES
0.2427,0.4903,NO
0.2231,0.9087,NO
0.2223,0.5698,NO
0.1142,0.7689,NO
0.0706,1.1406,NO
0.1109,0.5653,NO
0.0747,0.5154,NO
0.2179,0.414,NO
0.1147,1.2545,NO
0.0779,1.8153,YES
0.0804,2.2183,YES
0.1668,1.8179,YES
0.24,2.4351,YES
0.1573,0.5701,NO
0.0716,2.4198,YES
0.1205,0.0677,NO
0.1072,1.618,YES
0.2444,1.2518,YES
0.3362,1.0371,NO
0.1579,0.6197,NO
0.1148,0.7911,NO
0.1112,1.3041,NO
0.3947,2.0747,YES
0.0957,1.5734,YES
0.1364,1.2145,NO
0.1056,0.2868,NO
0.0981,1.4432,NO
0.1058,0.1635,NO
0.1797,0.2948,NO
0.1526,0.419,NO
0.1551,0.1716,NO
0.2811,2.5180000000000002,YES
0.0766,0.8246,NO
0.1126,1.7839,YES
0.0341,0.7453,NO
0.3399,2.6477,YES
0.0412,0.7657,NO
0.1212,0.442,NO
0.0769,0.6025,NO
0.1235,0.5233,NO
0.0802,0.6671,NO
0.1903,1.3266,NO
0.1119,0.3192,NO
0.1008,1.3943,NO
0.0886,0.2673,NO
0.1534,0.8331,NO
0.1331,0.5705,NO
0.2865,1.7535,NO
0.1512,1.4051,NO
0.1666,0.8721,NO
0.1465,0.7398,NO
0.0509,0.2241,NO
0.2187,1.0685,NO
0.4574,3.5247,YES
0.1603,1.3954,NO
0.2015,2.3401,YES
0.205,0.4642,NO
0.2168,0.9001,NO
0.2136,0.4723,NO
0.1919,0.7604,NO
0.1533,1.7998,NO
0.1268,0.5694,NO
0.1947,0.8184,NO
0.1755,0.4798,NO
0.2202,1.4412,NO
0.4465,2.7908,YES
0.4252,3.3138,YES
0.3653,2.9241,YES
0.1771,3.2125,YES
0.1659,1.0306,NO
0.1927,2.9192,YES
0.1251,0.5059,NO
0.1303,1.2499,YES
0.1814,1.2268,YES
0.3356,1.2531,NO
0.1662,0.7118,NO
0.1507,0.49,NO
0.1441,1.7958,NO
0.3435,2.2353,YES
0.1243,1.3568,YES
0.1731,1.4347,NO
0.0952,0.6685,NO
0.1364,1.5562,NO
0.0887,0.7987,NO
0.2289,0.2014,NO
0.2088,0.6937,NO
0.2075,0.3148,NO
0.1923,2.2188,YES
0.0927,0.6972,NO
0.0821,1.4659,YES
0.0311,0.3263,NO
0.3081,2.1761,YES
0.0406,0.7954,NO
0.1251,0.5133,NO
0.091,0.7742,NO
0.11800000000000001,0.6357,NO
0.1053,1.2829,NO
0.2201,1.6449,NO
0.1351,1.1319,NO
0.1328,1.4297,NO
0.0724,0.3582,NO
0.0244,0.446,NO
0.1404,1.9805,YES
0.3348,4.524,YES
0.2937,4.3581,YES
0.14300000000000002,2.7996,YES
0.0826,1.2996,NO
0.013000000000000001,0.3066,NO
0.2103,2.8444,YES
0.1395,0.0991,NO
0.1325,2.6413,YES
0.1443,0.4901,NO
0.2165,0.9258,NO
0.1934,0.8165,NO
0.1934,0.8079999999999999,NO
0.0572,0.5324,NO
0.2318,4.9022,YES
0.0556,0.4038,NO
0.3609,4.4229,YES
0.1417,1.0255,NO
0.255,4.7281,YES
0.0522,0.7654,NO
0.0677,0.9561,NO
0.1439,0.8385,NO
0.0494,0.9434,NO
0.1715,2.2306,YES
0.0964,0.2434,NO
0.1343,1.965,YES
0.1544,0.3995,NO
0.0732,0.7236,NO
0.1975,0.4439,NO
0.2582,1.4719,NO
0.1977,1.2181,NO
0.1701,0.7117,NO
0.1684,0.4732,NO
0.1225,0.3576,NO
0.1458,0.9583,NO
0.4028,3.6335,YES
0.1577,1.3456,NO
0.2904,2.2945,YES
0.1987,0.3598,NO
0.1756,0.7258,NO
0.1689,0.33,NO
0.054000000000000006,0.7314,NO
0.1469,1.4085,NO
0.0547,0.6508,NO
0.1082,0.5216,NO
0.2019,0.3365,NO
0.1293,1.0136,NO
0.3897,2.7644,YES
0.3612,3.3431,YES
0.2791,3.1676,YES
0.2894,3.2715,YES
