DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_2,Associated
0.0737,0.4284,NO
0.0652,0.1309,NO
0.1144,1.0047,NO
0.2164,1.3243,NO
0.0671,0.7827,NO
0.0906,1.1888,NO
0.0589,1.0645,NO
0.0679,0.441,NO
0.1689,0.609,NO
0.2469,2.7372,YES
0.0616,1.1654,NO
0.33799999999999997,3.219,YES
0.2427,0.0738,NO
0.2231,0.3154,NO
0.2223,0.3525,NO
0.1142,0.2765,NO
0.0706,1.8603,NO
0.1109,0.2201,NO
0.0747,1.0335,NO
0.2179,0.8282,NO
0.1147,0.6856,NO
0.0779,3.1341,YES
0.0804,2.8509,YES
0.1668,3.3537,YES
0.24,2.2502,YES
0.1573,0.9503,NO
0.0716,3.0432,YES
0.1205,1.1395,NO
0.1072,1.8673,YES
0.2444,1.133,YES
0.3362,1.2381,NO
0.1579,0.6848,NO
0.1148,0.6971,NO
0.1112,1.1592,NO
0.3947,1.9692,YES
0.0957,0.8244,YES
0.1364,1.003,NO
0.1056,0.5388,NO
0.0981,1.1854,NO
0.1058,0.6689,NO
0.1797,0.037000000000000005,NO
0.1526,0.4669,NO
0.1551,0.2113,NO
0.2811,1.9269,YES
0.0766,0.9981,NO
0.1126,0.9951,YES
0.0341,1.1362,NO
0.3399,1.9646,YES
0.0412,0.9019,NO
0.1212,0.7874,NO
0.0769,0.6244,NO
0.1235,1.0001,NO
0.0802,0.7798,NO
0.1903,1.1381,NO
0.1119,0.9915,NO
0.1008,1.2051,NO
0.0886,0.1732,NO
0.1534,0.1295,NO
0.1331,0.8936,NO
0.2865,0.8877,NO
0.1512,0.5013,NO
0.1666,1.1882,NO
0.1465,0.6824,NO
0.0509,0.1993,NO
0.2187,0.6613,NO
0.4574,2.8441,YES
0.1603,1.2346,NO
0.2015,3.2302,YES
0.205,0.0807,NO
0.2168,0.3753,NO
0.2136,0.2571,NO
0.1919,0.0609,NO
0.1533,1.484,NO
0.1268,0.0,NO
0.1947,0.7727,NO
0.1755,0.4418,NO
0.2202,0.3724,NO
0.4465,3.0805,YES
0.4252,2.9942,YES
0.3653,3.4031,YES
0.1771,2.1066,YES
0.1659,0.6295,NO
0.1927,3.1525,YES
0.1251,0.9788,NO
0.1303,3.0737,YES
0.1814,1.251,YES
0.3356,1.4001,NO
0.1662,0.2745,NO
0.1507,0.4655,NO
0.1441,1.2101,NO
0.3435,3.4416,YES
0.1243,2.1319,YES
0.1731,1.0463,NO
0.0952,0.5403,NO
0.1364,1.2813,NO
0.0887,0.5436,NO
