DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_27,Associated
0.0737,0.731,NO
0.0652,0.1234,NO
0.1144,0.7943,NO
0.2164,0.44799999999999995,NO
0.0671,0.5724,NO
0.0906,0.6167,NO
0.0589,0.7984,NO
0.0679,0.4397,NO
0.1689,0.4256,NO
0.2469,1.6615,YES
0.0616,0.4265,NO
0.33799999999999997,1.2169,YES
0.2427,0.3685,NO
0.2231,0.419,NO
0.2223,0.0,NO
0.1142,0.2757,NO
0.0706,0.6523,NO
0.1109,0.547,NO
0.0747,0.2153,NO
0.2179,0.6315,NO
0.1147,0.1747,NO
0.0779,1.0953,YES
0.0804,1.4492,YES
0.1668,1.3996,YES
0.24,1.3104,YES
0.1573,0.7622,NO
0.0716,1.72,YES
0.1205,0.4465,NO
0.1072,1.7623,YES
0.2444,0.8301,YES
0.3362,1.1878,NO
0.1579,0.8483,NO
0.1148,0.6101,NO
0.1112,0.9042,NO
0.3947,1.4263,YES
0.0957,2.0357,YES
0.1364,1.1148,NO
0.1056,0.5945,NO
0.0981,0.9109999999999999,NO
0.1058,0.4978,NO
0.1797,0.1651,NO
0.1526,0.6964,NO
0.1551,0.1323,NO
0.2811,1.1177,YES
0.0766,1.0390000000000001,NO
0.1126,1.9873,YES
0.0341,0.6143,NO
0.3399,1.2908,YES
0.0412,0.4913,NO
0.1212,0.4562,NO
0.0769,0.7124,NO
0.1235,0.5681,NO
0.0802,0.5271,NO
0.1903,1.1219,NO
0.1119,0.6309,NO
0.1008,0.9883,NO
0.0886,0.6279,NO
0.1534,0.3082,NO
0.1331,1.565,NO
0.2865,1.1492,NO
0.1512,0.9879,NO
0.1666,1.5029,NO
0.1465,0.9108,NO
0.0509,0.3735,NO
0.2187,1.1702,NO
0.4574,3.2503,YES
0.1603,0.9677,NO
0.2015,2.6921,YES
0.205,0.7699,NO
0.2168,0.7753,NO
0.2136,0.2193,NO
0.1919,0.3381,NO
0.1533,1.0369,NO
0.1268,0.3755,NO
0.1947,0.5388,NO
0.1755,0.4905,NO
0.2202,0.2902,NO
0.4465,2.4241,YES
0.4252,3.1654,YES
0.3653,2.8345,YES
0.1771,2.2937,YES
0.1659,1.3143,NO
0.1927,3.0979,YES
0.1251,1.0572,NO
0.1303,1.6119999999999999,YES
0.1814,0.6109,YES
0.3356,0.6044,NO
0.1662,0.7843,NO
0.1507,0.4241,NO
0.1441,0.3774,NO
0.3435,1.6003,YES
0.1243,1.5734,YES
0.1731,0.3887,NO
0.0952,0.4749,NO
0.1364,0.3529,NO
0.0887,0.315,NO
0.2289,0.2838,NO
0.2088,0.4817,NO
0.2075,0.0484,NO
0.1923,0.9846,YES
0.0927,0.7077,NO
0.0821,1.8208,YES
0.0311,0.5357,NO
0.3081,1.4984,YES
0.0406,0.3437,NO
0.1251,0.3695,NO
0.091,0.5472,NO
0.11800000000000001,0.4977,NO
0.1053,0.4237,NO
0.2201,0.5606,NO
0.1351,0.4404,NO
0.1328,0.4525,NO
0.0724,0.8015,NO
0.0244,0.5101,NO
0.1404,2.5965,YES
0.3348,3.593,YES
0.2937,3.5559,YES
0.14300000000000002,2.5355,YES
0.0826,1.4335,NO
0.013000000000000001,0.7311,NO
0.2103,2.8153,YES
0.1395,1.0704,NO
0.1325,2.4249,YES
0.1443,0.7737,NO
0.2165,0.7805,NO
0.1934,1.3795,NO
0.1934,0.4918,NO
0.0572,0.8053,NO
0.2318,3.7262,YES
0.0556,0.8575,NO
0.3609,3.7079,YES
0.1417,0.6796,NO
0.255,2.75,YES
0.0522,1.1994,NO
0.0677,0.9202,NO
0.1439,1.2209999999999999,NO
0.0494,0.8211,NO
0.1715,2.4958,YES
0.0964,1.7312,NO
0.1343,1.8888,YES
0.1544,1.0206,NO
0.0732,0.3174,NO
0.1975,1.3259999999999998,NO
0.2582,1.245,NO
0.1977,0.972,NO
0.1701,0.9459,NO
0.1684,0.8592,NO
0.1225,0.5283,NO
0.1458,0.7108,NO
0.4028,3.6127,YES
0.1577,0.5508,NO
0.2904,2.5187,YES
0.1987,0.4584,NO
0.1756,0.4294,NO
0.1689,0.0395,NO
0.054000000000000006,0.2305,NO
0.1469,1.1371,NO
0.0547,0.596,NO
0.1082,0.5529,NO
0.2019,0.5975,NO
0.1293,0.2042,NO
0.3897,2.5343,YES
0.3612,3.4346,YES
0.2791,2.9639,YES
0.2894,2.5449,YES
0.2226,1.2154,NO
0.1753,3.2642,YES
0.0979,0.9699,NO
0.0985,0.7628,NO
0.0774,0.3318,NO
0.1069,2.2535,YES
0.3647,2.9597,YES
0.2531,2.8768,YES
0.1331,2.2322,YES
0.0885,1.2241,NO
0.0604,0.6292,NO
0.2068,2.3369,YES
0.2598,0.5925,NO
0.106,2.2117,YES
0.1459,0.2658,NO
0.2252,0.2717,NO
0.2571,0.9615,NO
0.2375,0.2574,NO
0.1453,0.5234,NO
0.2245,2.7108,YES
0.141,0.5931,NO
0.2623,3.0761,YES
0.142,0.5035,NO
0.2555,2.0765,YES
0.2049,0.6376,NO
0.2206,0.6964,NO
0.2228,0.768,NO
0.1032,0.4877,NO
0.1461,2.0145,YES
0.1116,0.9396,NO
0.1326,1.4751,YES
0.1415,1.1204,NO
0.0745,0.2776,NO
0.2381,1.8144,NO
0.19,1.8785,NO
0.1547,1.3191,NO
0.1997,1.8442,NO
0.1653,1.2168,NO
0.1536,0.503,NO
0.1999,1.5499,NO
0.1989,3.0384,YES
0.2045,1.3538,NO
0.2447,2.1772,YES
0.2519,0.5639,NO
0.2036,0.6692,NO
0.2033,0.1241,NO
0.0533,0.3767,NO
0.105,1.6566,NO
0.055999999999999994,0.6533,NO
0.1113,1.1151,NO
0.2256,0.8638,NO
0.0989,0.6763,NO
0.1879,2.2799,YES
0.1445,2.9037,YES
0.1901,2.4815,YES
0.3108,2.484,YES
0.2405,1.8379,NO
0.1657,3.0211,YES
0.1331,1.2488,NO
0.0949,0.8427,NO
0.1339,0.5127,NO
0.22399999999999998,2.0792,NO
0.1967,1.2362,NO
0.1436,1.2772,NO
0.2079,1.6973,NO
0.1339,1.1909999999999998,NO
0.0967,0.5752,NO
0.2198,1.3758,NO
0.3428,3.2462,YES
0.2344,1.3362,NO
0.1736,2.2474,YES
0.1331,0.534,NO
0.0735,0.6719,NO
0.0647,0.027999999999999997,NO
0.204,0.5579,NO
0.1327,1.1083,NO
0.1655,0.6684,NO
0.31,0.7083,NO
0.1309,0.4923,NO
0.2819,0.2831,NO
0.4042,2.3023,YES
0.3296,3.1763,YES
0.4941,3.2513,YES
0.1783,1.9407,YES
0.193,1.9352,NO
0.2673,3.1732,YES
0.1726,1.4758,NO
0.1439,1.1185,NO
0.0769,0.6018,NO
0.1953,1.4771,NO
0.2342,1.5092,NO
0.2047,1.1662,NO
0.1823,1.207,NO
0.1684,1.3073,NO
0.1204,1.0195,NO
0.1751,1.0076,NO
0.3579,3.1111,YES
0.1828,0.8195,NO
0.2083,2.3369,YES
0.2252,1.1443,NO
0.2041,1.0863,NO
0.2007,0.4646,NO
0.0498,0.6872,NO
0.1415,1.5309,NO
0.0515,1.0789,NO
0.1207,0.8944,NO
0.1912,1.013,NO
0.14,0.4664,NO
0.4038,2.3066,YES
0.3494,2.9969,YES
0.2799,2.5495,YES
0.2675,2.3487,YES
0.2206,1.5655,NO
0.2003,2.7941,YES
0.1168,1.183,NO
0.0727,0.7327,NO
0.0714,0.2591,NO
0.10800000000000001,0.9229999999999999,NO
0.2886,1.0242,NO
0.1427,0.9111,NO
0.0855,0.8385,NO
0.0605,0.6429,NO
0.0532,0.3952,NO
0.1421,0.4866,NO
0.4397,3.0679,YES
0.0607,0.4617,NO
0.2347,2.4346,YES
0.2118,0.4634,NO
0.2048,0.3849,NO
0.2045,0.0479,NO
0.0849,0.1936,NO
0.1035,0.9373,NO
0.0824,0.4047,NO
0.0975,0.4798,NO
0.1702,0.4577,NO
0.1518,0.2311,NO
0.3372,2.2206,YES
0.3303,2.9248,YES
0.314,2.4273,YES
0.1257,2.367,YES
0.1375,0.8181,NO
0.1128,2.8099,YES
0.099,0.6162,NO
0.1069,0.7557,NO
0.0451,0.3753,NO
0.5095,3.4734,YES
0.1431,1.0102,YES
0.1227,0.9299,YES
0.2847,3.3919,YES
0.2237,1.4026,NO
0.1065,0.5698,NO
0.3266,3.5141,YES
0.0974,0.5355,NO
0.3289,3.1174,YES
0.1059,0.4246,NO
0.2131,0.1998,NO
0.1496,1.0708,NO
0.1474,0.3176,NO
0.0902,0.7013,NO
0.0993,1.13,YES
0.0875,0.6236,NO
0.2369,0.6406,YES
0.2129,0.4554,NO
0.1321,0.6528,YES
0.1271,0.4233,NO
0.08,0.6352,NO
0.3025,1.1775,NO
0.12,0.3777,NO
0.3399,3.406,YES
0.2516,1.6069,NO
0.2081,2.622,YES
0.1799,1.0028,NO
0.1547,0.2293,NO
0.3595,4.7879,YES
0.2156,1.7949,NO
0.1535,1.8979,NO
0.4159,4.2618,YES
0.1827,2.0241,NO
0.1097,0.5334,NO
0.5448,4.8273,YES
0.191,1.2548,NO
0.4381,4.0062,YES
0.1528,0.747,NO
0.3264,0.8932,NO
0.3203,1.8278,NO
0.2648,0.6719,NO
0.171,0.6977,NO
0.21899999999999997,2.0529,NO
0.1398,0.5894,NO
0.3673,1.3763,NO
0.1451,0.5051,NO
0.2637,1.2317,NO
0.1991,0.9675,NO
0.1784,1.3064,NO
0.3767,2.1666,NO
0.1917,0.7328,NO
0.3794,4.8117,YES
0.3359,2.6266,NO
0.2874,3.7717,YES
0.0798,1.3096,NO
0.0364,0.573,NO
0.2475,3.9262,YES
0.2794,3.6805,YES
0.2232,3.8582,YES
0.2213,3.3321,YES
0.1233,1.9464,NO
0.0474,0.7858,NO
0.2799,3.2686,YES
0.2328,1.8259,NO
0.2608,3.3999,YES
0.1095,1.1316,NO
0.2365,0.6659999999999999,NO
0.2061,1.874,NO
0.2048,0.6407,NO
0.0456,0.7341,NO
0.1795,3.4839,YES
0.0442,0.8549,NO
0.27,3.5585,YES
0.1224,0.6626,NO
0.1913,2.4173,YES
0.2397,1.4037,NO
0.2111,2.0329,NO
0.2935,2.4553,NO
0.1155,1.0785,NO
0.243,3.5744,YES
0.1959,2.4506,NO
0.198,2.8474,YES
0.1636,0.5765,NO
0.1646,0.0722,NO
0.3881,3.8919,YES
0.1762,0.9009999999999999,NO
0.1649,1.5466,NO
0.4197,3.2585,YES
0.1681,1.6142,NO
0.153,0.309,NO
0.4738,3.7161,YES
0.159,0.4259,NO
0.493,3.1735,YES
0.1456,0.5485,NO
0.2244,0.7329,NO
0.1542,1.6093,NO
0.1277,0.5784,NO
0.1775,0.6835,NO
0.2106,1.3029,NO
0.1654,0.3331,NO
0.3557,1.2068,NO
0.0902,0.4483,NO
0.2663,0.9911,NO
0.2218,0.4797,NO
0.1764,0.319,NO
0.3901,1.6925,NO
0.21600000000000003,0.5131,NO
0.402,3.5946,YES
0.3584,2.3183,NO
0.3239,3.0782,YES
0.0467,0.5218,NO
0.0184,0.2724,NO
0.0544,1.0456,YES
0.1967,1.9112,YES
0.1251,1.785,YES
0.0526,0.9115,YES
0.0389,0.7765,NO
0.0098,0.4947,NO
0.1204,1.2596,YES
0.1152,0.4685,NO
0.0434,0.9456,YES
0.0994,0.1774,NO
0.171,0.6448,NO
0.1733,0.9579,NO
0.1785,0.4727,NO
0.0632,0.3797,NO
0.1652,2.187,YES
0.0614,0.6261,NO
0.1533,2.1109,YES
0.1347,0.5305,NO
0.1212,1.4169,YES
0.015,0.4046,NO
0.0714,0.3118,NO
0.0698,0.379,NO
0.035,0.3198,NO
0.0672,1.0390000000000001,YES
0.0378,0.6811,NO
0.0637,1.0764,YES
0.3024,1.6335,YES
0.0482,0.3973,YES
0.3634,1.4899,NO
0.1548,1.1281,NO
0.1459,0.7556,NO
0.1506,1.169,NO
0.2394,1.4229,YES
0.3693,1.4718,YES
