DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_44,Associated
0.0737,0.3496,NO
0.0652,0.2852,NO
0.1144,0.5722,NO
0.2164,0.4029,NO
0.0671,0.2813,NO
0.0906,0.6333,NO
0.0589,0.4164,NO
0.0679,0.1133,NO
0.1689,0.2289,NO
0.2469,1.0,YES
0.0616,0.4964,NO
0.33799999999999997,0.5949,YES
0.2427,0.2918,NO
0.2231,0.3511,NO
0.2223,0.2206,NO
0.1142,0.2358,NO
0.0706,0.4327,NO
0.1109,0.318,NO
0.0747,0.3529,NO
0.2179,0.1656,NO
0.1147,0.1249,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2351,NO
0.0716,1.0,YES
0.1205,0.2458,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.1793,NO
0.1579,0.1652,NO
0.1148,0.1652,NO
0.1112,0.3034,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.3034,NO
0.1056,0.1692,NO
0.0981,0.3034,NO
0.1058,0.0631,NO
0.1797,0.2584,NO
0.1526,0.3144,NO
0.1551,0.1953,NO
0.2811,1.0,YES
0.0766,0.2278,NO
0.1126,1.0,YES
0.0341,0.1652,NO
0.3399,0.568,YES
0.0412,0.1607,NO
0.1212,0.1484,NO
0.0769,0.2456,NO
0.1235,0.1789,NO
0.0802,0.0506,NO
0.1903,0.2268,NO
0.1119,0.1502,NO
0.1008,0.2287,NO
0.0886,0.32,NO
0.1534,0.294,NO
0.1331,0.3097,NO
0.2865,0.4029,NO
0.1512,0.3765,NO
0.1666,0.3427,NO
0.1465,0.294,NO
0.0509,0.1133,NO
0.2187,0.2487,NO
0.4574,1.0,YES
0.1603,0.2687,NO
0.2015,0.5949,YES
0.205,0.2007,NO
0.2168,0.35200000000000004,NO
0.2136,0.1517,NO
0.1919,0.2431,NO
0.1533,0.4327,NO
0.1268,0.318,NO
0.1947,0.3765,NO
0.1755,0.1656,NO
0.2202,0.1972,NO
0.4465,1.0,YES
