DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_64,Associated
0.0737,0.7266,NO
0.0652,0.6068,NO
0.1144,0.5266,NO
0.2164,1.1982,NO
0.0671,0.6334,NO
0.0906,0.8509,NO
0.0589,0.4836,NO
0.0679,0.511,NO
0.1689,0.8898,NO
0.2469,2.5291,YES
0.0616,0.5023,NO
0.33799999999999997,2.6478,YES
0.2427,1.0131,NO
0.2231,1.037,NO
0.2223,0.7774,NO
0.1142,0.5074,NO
0.0706,0.46799999999999997,NO
0.1109,0.5798,NO
0.0747,0.8666,NO
0.2179,0.8431,NO
0.1147,0.5922,NO
0.0779,2.5427,YES
0.0804,3.0252,YES
0.1668,2.9119,YES
0.24,2.9041,YES
0.1573,0.7145,NO
0.0716,2.0276,YES
0.1205,1.2137,NO
0.1072,2.5592,YES
0.2444,2.6722,YES
0.3362,1.2237,NO
0.1579,0.9696,NO
0.1148,0.8543,NO
0.1112,1.1068,NO
0.3947,1.8292,YES
0.0957,2.4239,YES
0.1364,0.8841,NO
0.1056,0.7286,NO
0.0981,0.6733,NO
0.1058,0.6645,NO
0.1797,1.1814,NO
0.1526,0.9584,NO
0.1551,1.0271,NO
0.2811,2.4492,YES
0.0766,0.9097,NO
0.1126,2.476,YES
0.0341,0.9843,NO
0.3399,2.8104,YES
0.0412,0.7996,NO
0.1212,0.7255,NO
0.0769,1.0001,NO
0.1235,0.9298,NO
0.0802,0.8727,NO
0.1903,0.9106,NO
0.1119,0.9253,NO
0.1008,1.1561,NO
0.0886,0.5914,NO
0.1534,0.5164,NO
0.1331,1.1482,NO
0.2865,1.3157,NO
0.1512,0.9288,NO
0.1666,1.3703,NO
0.1465,0.613,NO
0.0509,0.4285,NO
0.2187,1.3453,NO
0.4574,2.7094,YES
0.1603,1.1439,NO
0.2015,2.9938,YES
0.205,0.6737,NO
0.2168,0.6940000000000001,NO
0.2136,0.2254,NO
0.1919,0.3843,NO
0.1533,0.4811,NO
0.1268,0.4454,NO
0.1947,1.0961,NO
0.1755,0.6219,NO
0.2202,1.1213,NO
0.4465,2.85,YES
0.4252,2.9947,YES
0.3653,3.071,YES
0.1771,2.9194,YES
0.1659,1.1159999999999999,NO
0.1927,2.3934,YES
0.1251,1.2403,NO
0.1303,3.0806,YES
0.1814,3.0,YES
0.3356,0.7787,NO
0.1662,0.5720000000000001,NO
0.1507,0.2273,NO
0.1441,0.6434,NO
0.3435,2.3233,YES
0.1243,3.0238,YES
0.1731,0.3119,NO
0.0952,0.474,NO
0.1364,0.4633,NO
0.0887,0.6847,NO
0.2289,0.1557,NO
0.2088,0.1296,NO
0.2075,0.193,NO
0.1923,3.0166,YES
0.0927,0.4646,NO
0.0821,3.0918,YES
0.0311,0.4569,NO
0.3081,3.1354,YES
0.0406,0.3492,NO
0.1251,0.6208,NO
0.091,0.602,NO
0.11800000000000001,0.2433,NO
0.1053,0.8216,NO
0.2201,0.6666,NO
0.1351,0.5336,NO
0.1328,0.56,NO
0.0724,0.2362,NO
0.0244,0.4936,NO
0.1404,2.0709999999999997,YES
0.3348,3.7963,YES
0.2937,4.0876,YES
0.14300000000000002,1.9679,YES
0.0826,0.6074,NO
0.013000000000000001,0.2177,NO
0.2103,2.008,YES
0.1395,0.6173,NO
0.1325,1.2846,YES
0.1443,0.287,NO
0.2165,0.5566,NO
0.1934,0.2308,NO
0.1934,0.4004,NO
0.0572,0.1899,NO
0.2318,4.0346,YES
0.0556,0.25,NO
0.3609,4.4347,YES
0.1417,0.9412,NO
0.255,3.8149,YES
0.0522,0.6194,NO
0.0677,0.5615,NO
0.1439,1.0678,NO
0.0494,0.812,NO
0.1715,1.6791,YES
0.0964,1.3169,NO
0.1343,1.831,YES
0.1544,0.3401,NO
0.0732,0.3511,NO
0.1975,0.7905,NO
0.2582,1.5714,NO
0.1977,0.9804,NO
0.1701,1.2339,NO
0.1684,0.5014,NO
0.1225,0.2816,NO
0.1458,1.1755,NO
0.4028,3.1039,YES
