DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_68,Associated
0.0737,0.4812,NO
0.0652,0.5383,NO
0.1144,0.2114,NO
0.2164,1.2921,NO
0.0671,0.9925,NO
0.0906,0.6948,NO
0.0589,0.8027,NO
0.0679,0.3122,NO
0.1689,0.8759999999999999,NO
0.2469,3.6882,YES
0.0616,0.0697,NO
0.33799999999999997,2.81,YES
0.2427,0.2304,NO
0.2231,0.599,NO
0.2223,0.2285,NO
0.1142,0.2494,NO
0.0706,0.8442,NO
0.1109,0.4412,NO
0.0747,0.6659,NO
0.2179,0.382,NO
0.1147,0.6414,NO
0.0779,3.5306,YES
0.0804,3.0839,YES
0.1668,3.1339,YES
0.24,3.5579,YES
0.1573,0.3404,NO
0.0716,3.3196,YES
0.1205,0.6654,NO
0.1072,1.4927,YES
0.2444,1.1331,YES
0.3362,0.8963,NO
0.1579,0.2734,NO
0.1148,0.1444,NO
0.1112,0.5581,NO
0.3947,2.5392,YES
0.0957,1.3612,YES
0.1364,0.5966,NO
0.1056,0.4492,NO
0.0981,0.5759,NO
0.1058,0.5523,NO
0.1797,0.0522,NO
0.1526,0.1808,NO
0.1551,0.3602,NO
0.2811,1.6436,YES
0.0766,0.2614,NO
0.1126,1.6128,YES
0.0341,0.1995,NO
0.3399,2.4381,YES
0.0412,0.2308,NO
0.1212,0.5135,NO
0.0769,0.4152,NO
0.1235,0.4499,NO
0.0802,0.6665,NO
0.1903,0.6361,NO
0.1119,0.5913,NO
0.1008,0.335,NO
0.0886,0.4866,NO
0.1534,0.9931,NO
0.1331,0.7053,NO
0.2865,2.0347,NO
0.1512,1.8114,NO
0.1666,1.2822,NO
0.1465,1.1071,NO
0.0509,0.3289,NO
0.2187,1.4619,NO
0.4574,3.7282,YES
0.1603,0.6059,NO
0.2015,2.8529,YES
0.205,0.5094,NO
0.2168,0.8372,NO
0.2136,0.4898,NO
0.1919,0.3847,NO
0.1533,1.6267,NO
0.1268,0.4437,NO
0.1947,1.5522,NO
0.1755,0.5887,NO
0.2202,1.2477,NO
0.4465,3.6554,YES
0.4252,3.4648,YES
0.3653,3.3249,YES
0.1771,3.7827,YES
0.1659,0.8829,NO
0.1927,3.6012,YES
0.1251,1.2595,NO
0.1303,1.3628,YES
0.1814,1.4795,YES
0.3356,1.3326,NO
0.1662,0.9658,NO
0.1507,0.7502,NO
0.1441,1.4197,NO
0.3435,2.782,YES
0.1243,1.2175,YES
0.1731,1.2169,NO
0.0952,1.3876,NO
0.1364,0.9817,NO
0.0887,1.2582,NO
0.2289,0.29,NO
0.2088,0.4924,NO
0.2075,0.3625,NO
0.1923,1.9086,YES
0.0927,0.7865,NO
0.0821,1.4313,YES
0.0311,1.3143,NO
0.3081,2.1311,YES
0.0406,0.7343,NO
0.1251,1.3483,NO
0.091,1.2799,NO
0.11800000000000001,1.6765,NO
0.1053,1.5881,NO
0.2201,1.1397,NO
0.1351,1.6876,NO
0.1328,1.1373,NO
0.0724,0.5101,NO
0.0244,0.7065,NO
0.1404,1.3825,YES
0.3348,3.8219,YES
0.2937,4.0128,YES
0.14300000000000002,2.1406,YES
0.0826,0.5579999999999999,NO
0.013000000000000001,0.3043,NO
0.2103,2.4034,YES
0.1395,0.434,NO
0.1325,2.0918,YES
0.1443,0.3903,NO
0.2165,0.8643,NO
0.1934,0.9544,NO
0.1934,1.0523,NO
0.0572,0.1846,NO
0.2318,4.6303,YES
0.0556,0.2346,NO
0.3609,4.2957,YES
0.1417,0.604,NO
0.255,3.5619,YES
0.0522,0.9506,NO
0.0677,1.4501,NO
0.1439,1.0133,NO
0.0494,0.6858,NO
0.1715,1.6583,YES
0.0964,1.1975,NO
0.1343,2.1241,YES
0.1544,0.5963,NO
0.0732,1.0061,NO
0.1975,0.7458,NO
0.2582,1.8627,NO
0.1977,1.5836,NO
0.1701,1.401,NO
0.1684,1.1297,NO
0.1225,0.2915,NO
0.1458,1.8438,NO
0.4028,3.8017,YES
0.1577,0.7361,NO
0.2904,2.9317,YES
0.1987,0.8216,NO
0.1756,1.1912,NO
0.1689,0.8490000000000001,NO
0.054000000000000006,0.4016,NO
0.1469,1.6476,NO
0.0547,0.4486,NO
0.1082,1.3942,NO
0.2019,0.7563,NO
0.1293,1.1507,NO
0.3897,3.6876,YES
0.3612,3.3842,YES
0.2791,3.3406,YES
0.2894,3.6639,YES
0.2226,1.0053,NO
0.1753,3.7259,YES
0.0979,1.4057,NO
0.0985,0.4302,NO
0.0774,0.6498,NO
0.1069,0.9158,YES
0.3647,3.8677,YES
0.2531,3.7794,YES
0.1331,1.3574,YES
0.0885,0.4031,NO
0.0604,0.3879,NO
0.2068,1.4313,YES
0.2598,0.6036,NO
0.106,1.3345,YES
0.1459,0.8061,NO
0.2252,0.679,NO
0.2571,0.4997,NO
0.2375,0.8727,NO
0.1453,0.1313,NO
0.2245,4.2307,YES
0.141,0.2842,NO
0.2623,3.7329,YES
0.142,0.4765,NO
0.2555,2.9328,YES
0.2049,0.9146,NO
0.2206,1.7411,NO
0.2228,0.5972,NO
0.1032,1.1212,NO
0.1461,1.1137,YES
0.1116,1.1967,NO
0.1326,1.4235,YES
0.1415,0.6159,NO
0.0745,0.807,NO
0.2381,0.9205,NO
0.19,1.158,NO
0.1547,0.9514,NO
0.1997,1.4898,NO
0.1653,1.1323,NO
0.1536,0.485,NO
0.1999,1.7804,NO
0.1989,2.4948,YES
0.2045,0.9334,NO
0.2447,2.0296,YES
0.2519,0.7108,NO
0.2036,0.9488,NO
0.2033,0.7052,NO
0.0533,0.3982,NO
0.105,1.3919,NO
0.055999999999999994,0.4312,NO
0.1113,1.1741,NO
0.2256,0.6398,NO
0.0989,0.8965,NO
0.1879,2.3495,YES
0.1445,2.0907,YES
0.1901,2.4708,YES
0.3108,2.4457,YES
0.2405,0.9628,NO
0.1657,2.8973,YES
0.1331,1.5631,NO
0.0949,0.3986,NO
0.1339,0.6862,NO
0.22399999999999998,0.9383,NO
0.1967,1.5388,NO
0.1436,1.254,NO
0.2079,1.3127,NO
0.1339,0.8933,NO
0.0967,0.2782,NO
0.2198,1.4934,NO
0.3428,3.7119,YES
0.2344,0.7179,NO
0.1736,2.8467,YES
0.1331,0.3481,NO
0.0735,0.7751,NO
0.0647,0.3873,NO
0.204,0.2654,NO
0.1327,1.2007,NO
0.1655,0.3415,NO
0.31,1.1021,NO
0.1309,0.3436,NO
0.2819,0.8386,NO
0.4042,3.6135,YES
0.3296,3.2354,YES
0.4941,3.5957,YES
0.1783,3.5489,YES
0.193,1.1138,NO
