DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_21,Associated
0.0737,0.6819,NO
0.0652,0.4506,NO
0.1144,1.5107,NO
0.2164,1.5913,NO
0.0671,0.843,NO
0.0906,1.5841,NO
0.0589,1.3144,NO
0.0679,0.3173,NO
0.1689,1.1165,NO
0.2469,1.719,YES
0.0616,0.6999,NO
0.33799999999999997,2.4642,YES
0.2427,0.7697,NO
0.2231,1.2034,NO
0.2223,0.2846,NO
0.1142,0.4361,NO
0.0706,1.2505,NO
0.1109,0.64,NO
0.0747,1.3144,NO
0.2179,0.5043,NO
0.1147,0.9142,NO
0.0779,2.5567,YES
0.0804,2.286,YES
0.1668,2.3667,YES
0.24,1.3143,YES
0.1573,0.7347,NO
0.0716,2.193,YES
0.1205,1.117,NO
0.1072,2.3449,YES
0.2444,2.3753,YES
0.3362,1.2233,NO
0.1579,0.5696,NO
0.1148,0.515,NO
0.1112,1.1701,NO
0.3947,1.8832,YES
0.0957,1.7999,YES
0.1364,1.2201,NO
0.1056,0.7945,NO
0.0981,0.9464,NO
0.1058,0.7448,NO
0.1797,0.5387,NO
0.1526,0.8689,NO
0.1551,0.4725,NO
0.2811,2.0652,YES
0.0766,0.7359,NO
0.1126,2.7942,YES
0.0341,0.6613,NO
0.3399,2.5882,YES
0.0412,0.6945,NO
0.1212,0.6051,NO
0.0769,0.5899,NO
0.1235,0.5753,NO
0.0802,0.5181,NO
0.1903,1.0134,NO
0.1119,0.9494,NO
0.1008,1.0672,NO
0.0886,1.016,NO
0.1534,0.5861,NO
0.1331,1.5456,NO
0.2865,2.1581,NO
0.1512,1.2403,NO
0.1666,1.538,NO
0.1465,1.6026,NO
0.0509,0.4001,NO
0.2187,1.1753,NO
0.4574,2.842,YES
0.1603,0.5126,NO
0.2015,2.8329,YES
0.205,1.1565,NO
0.2168,1.3607,NO
0.2136,0.4325,NO
0.1919,0.897,NO
0.1533,1.5514,NO
0.1268,0.9181,NO
0.1947,1.5254,NO
0.1755,0.6821,NO
0.2202,0.9268,NO
0.4465,3.3116,YES
0.4252,3.5376,YES
0.3653,3.4084,YES
0.1771,2.0659,YES
0.1659,0.7116,NO
0.1927,2.9329,YES
0.1251,1.0487,NO
0.1303,1.2504,YES
0.1814,1.1559,YES
0.3356,1.3022,NO
0.1662,0.8181,NO
0.1507,0.4428,NO
0.1441,1.0309,NO
0.3435,1.9880000000000002,YES
0.1243,0.6699,YES
0.1731,1.5931,NO
0.0952,0.7493,NO
0.1364,1.0968,NO
0.0887,0.8202,NO
0.2289,1.0577,NO
0.2088,1.2932,NO
0.2075,0.7041,NO
0.1923,1.3927,YES
0.0927,0.9692,NO
0.0821,1.7794,YES
0.0311,0.7614,NO
0.3081,1.7335,YES
0.0406,0.7382,NO
0.1251,0.754,NO
0.091,0.6051,NO
0.11800000000000001,0.6018,NO
0.1053,0.4276,NO
0.2201,0.9785,NO
0.1351,0.8707,NO
0.1328,1.1139,NO
0.0724,1.189,NO
0.0244,0.6875,NO
0.1404,2.0928,YES
0.3348,3.6055,YES
0.2937,2.5966,YES
0.14300000000000002,1.8368,YES
0.0826,1.8203,NO
0.013000000000000001,0.4346,NO
0.2103,2.7971,YES
0.1395,0.7012,NO
0.1325,1.9037,YES
0.1443,0.9755,NO
0.2165,1.0898,NO
0.1934,1.8562,NO
0.1934,0.6539,NO
0.0572,0.7349,NO
0.2318,3.2885,YES
0.0556,0.8676,NO
0.3609,3.6126,YES
0.1417,1.2,NO
0.255,2.9577,YES
0.0522,0.6719,NO
0.0677,1.5186,NO
0.1439,0.8781,NO
0.0494,0.6134,NO
0.1715,1.9914,YES
0.0964,2.0299,NO
0.1343,2.0363,YES
0.1544,1.2794,NO
0.0732,1.0457,NO
0.1975,1.9180000000000001,NO
0.2582,1.8903,NO
0.1977,0.8655,NO
0.1701,2.1973,NO
0.1684,1.7711,NO
0.1225,0.7356,NO
0.1458,1.6823,NO
0.4028,2.6521,YES
0.1577,1.1615,NO
0.2904,2.9953,YES
0.1987,1.1444,NO
0.1756,1.0829,NO
0.1689,0.1612,NO
0.054000000000000006,0.9925,NO
0.1469,1.24,NO
0.0547,1.3898,NO
0.1082,1.4029,NO
0.2019,1.0385,NO
0.1293,0.6187,NO
0.3897,3.3431,YES
0.3612,3.3205,YES
0.2791,3.3272,YES
0.2894,2.1012,YES
0.2226,1.4405,NO
0.1753,2.8272,YES
0.0979,1.8005,NO
0.0985,1.1442,NO
0.0774,0.4717,NO
0.1069,1.3951,YES
0.3647,3.7478,YES
0.2531,2.7329,YES
0.1331,1.005,YES
0.0885,1.0371,NO
0.0604,0.3062,NO
0.2068,1.5962,YES
0.2598,0.9324,NO
0.106,0.8918,YES
0.1459,0.9455,NO
0.2252,0.606,NO
0.2571,0.9325,NO
0.2375,0.2531,NO
0.1453,0.3951,NO
0.2245,3.4005,YES
0.141,0.3588,NO
0.2623,3.2988,YES
0.142,0.5196,NO
0.2555,3.1574,YES
0.2049,1.1053,NO
0.2206,2.1658,NO
0.2228,1.6329,NO
0.1032,0.6249,NO
0.1461,0.9957,YES
0.1116,1.7083,NO
0.1326,0.7052,YES
0.1415,1.2776,NO
0.0745,0.8361,NO
0.2381,1.3042,NO
0.19,1.567,NO
0.1547,0.8148,NO
0.1997,1.6030000000000002,NO
0.1653,1.1255,NO
0.1536,0.7274,NO
0.1999,1.1037,NO
0.1989,2.1802,YES
0.2045,0.6764,NO
0.2447,2.2415,YES
0.2519,1.1891,NO
0.2036,1.0404,NO
0.2033,0.3783,NO
