DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_75,Associated
0.0737,0.3496,NO
0.0652,0.0556,NO
0.1144,0.2287,NO
0.2164,0.4329,NO
0.0671,0.31,NO
0.0906,0.6333,NO
0.0589,0.3258,NO
0.0679,0.1819,NO
0.1689,0.1898,NO
0.2469,1.0,YES
0.0616,0.2887,NO
0.33799999999999997,1.0,YES
0.2427,0.3104,NO
0.2231,0.35200000000000004,NO
0.2223,0.0827,NO
0.1142,0.3282,NO
0.0706,0.4327,NO
0.1109,0.318,NO
0.0747,0.2102,NO
0.2179,0.1819,NO
0.1147,0.4378,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,0.7677,YES
0.1573,0.1805,NO
0.0716,1.0,YES
0.1205,0.2458,NO
0.1072,1.0,YES
0.2444,0.408,YES
0.3362,0.3151,NO
0.1579,0.2796,NO
0.1148,0.1563,NO
0.1112,0.2444,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2796,NO
0.1056,0.1939,NO
0.0981,0.3034,NO
0.1058,0.1443,NO
0.1797,0.301,NO
0.1526,0.3413,NO
0.1551,0.301,NO
0.2811,1.0,YES
0.0766,0.2278,NO
0.1126,1.0,YES
0.0341,0.2165,NO
0.3399,1.0,YES
0.0412,0.2796,NO
0.1212,0.2425,NO
0.0769,0.2289,NO
0.1235,0.1597,NO
0.0802,0.2425,NO
0.1903,0.3034,NO
0.1119,0.1939,NO
0.1008,0.3034,NO
0.0886,0.3088,NO
0.1534,0.0551,NO
0.1331,0.2287,NO
0.2865,0.4177,NO
0.1512,0.31,NO
0.1666,0.4016,NO
0.1465,0.3258,NO
0.0509,0.0863,NO
0.2187,0.2088,NO
0.4574,1.0,YES
0.1603,0.2785,NO
0.2015,1.0,YES
0.205,0.18100000000000002,NO
0.2168,0.35200000000000004,NO
0.2136,0.08199999999999999,NO
0.1919,0.3167,NO
0.1533,0.4175,NO
0.1268,0.3069,NO
0.1947,0.271,NO
