DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_60,Associated
0.0737,0.4302,NO
0.0652,0.1563,NO
0.1144,0.4666,NO
0.2164,0.3679,NO
0.0671,0.3543,NO
0.0906,0.7437,NO
0.0589,0.1297,NO
0.0679,0.094,NO
0.1689,0.853,NO
0.2469,1.1426,YES
0.0616,0.4481,NO
0.33799999999999997,2.6289999999999996,YES
0.2427,0.3589,NO
0.2231,0.7269,NO
0.2223,0.1758,NO
0.1142,0.0559,NO
0.0706,0.5063,NO
0.1109,0.0758,NO
0.0747,0.5821,NO
0.2179,0.1644,NO
0.1147,0.1008,NO
0.0779,1.4561,YES
0.0804,2.3280000000000003,YES
0.1668,2.3339,YES
0.24,1.6226,YES
0.1573,0.5513,NO
0.0716,1.5204,YES
0.1205,0.6604,NO
0.1072,2.4816,YES
0.2444,1.2603,YES
0.3362,0.7048,NO
0.1579,0.4457,NO
0.1148,0.3871,NO
0.1112,0.5386,NO
0.3947,2.1794,YES
0.0957,1.4140000000000001,YES
0.1364,0.5681,NO
0.1056,0.2054,NO
0.0981,0.2242,NO
0.1058,0.2942,NO
0.1797,0.1363,NO
0.1526,0.3877,NO
0.1551,0.1893,NO
0.2811,3.0449,YES
0.0766,0.7134,NO
0.1126,2.4649,YES
0.0341,0.4273,NO
0.3399,2.326,YES
0.0412,0.4235,NO
0.1212,0.2999,NO
0.0769,0.2561,NO
0.1235,0.3565,NO
0.0802,0.1328,NO
0.1903,0.3809,NO
0.1119,0.336,NO
0.1008,0.5543,NO
0.0886,0.8998,NO
0.1534,0.2714,NO
0.1331,0.7348,NO
0.2865,0.4965,NO
0.1512,0.5306,NO
0.1666,0.9092,NO
0.1465,0.617,NO
0.0509,0.2469,NO
0.2187,0.9416,NO
0.4574,1.9245,YES
0.1603,0.5188,NO
0.2015,3.5679,YES
0.205,0.3466,NO
0.2168,0.9279999999999999,NO
0.2136,0.1846,NO
0.1919,0.4633,NO
0.1533,0.7595,NO
0.1268,0.4154,NO
0.1947,0.8091,NO
0.1755,0.5398,NO
0.2202,0.1594,NO
0.4465,1.4315,YES
0.4252,2.4364,YES
0.3653,2.7819,YES
0.1771,1.8555,YES
0.1659,0.6145,NO
0.1927,1.2990000000000002,YES
0.1251,0.8699,NO
0.1303,1.0082,YES
0.1814,1.1044,YES
0.3356,0.5085,NO
0.1662,0.2398,NO
0.1507,0.2607,NO
0.1441,0.5588,NO
0.3435,0.6836,YES
0.1243,1.1107,YES
0.1731,0.5667,NO
0.0952,0.3495,NO
0.1364,0.2553,NO
0.0887,0.5825,NO
0.2289,0.2901,NO
0.2088,0.5501,NO
0.2075,0.172,NO
0.1923,1.5277,YES
0.0927,0.4527,NO
0.0821,0.943,YES
0.0311,0.29100000000000004,NO
0.3081,0.8339,YES
0.0406,0.2163,NO
0.1251,0.271,NO
0.091,0.5109,NO
0.11800000000000001,0.4568,NO
0.1053,0.3135,NO
0.2201,0.3183,NO
0.1351,0.2283,NO
0.1328,0.5129,NO
0.0724,0.3845,NO
0.0244,0.1044,NO
0.1404,1.669,YES
