DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_14,Associated
0.0737,0.1819,NO
0.0652,0.0713,NO
0.1144,0.2809,NO
0.2164,0.5644,NO
0.0671,0.31,NO
0.0906,0.4162,NO
0.0589,0.1002,NO
0.0679,0.1819,NO
0.1689,0.3138,NO
0.2469,0.9462,YES
0.0616,0.1304,NO
0.33799999999999997,1.0,YES
0.2427,0.3353,NO
0.2231,0.3511,NO
0.2223,0.3353,NO
0.1142,0.3282,NO
0.0706,0.3104,NO
0.1109,0.318,NO
0.0747,0.2804,NO
0.2179,0.1819,NO
0.1147,0.2418,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,0.5193,YES
0.1573,0.314,NO
0.0716,1.0,YES
0.1205,0.2458,NO
0.1072,1.0,YES
0.2444,0.408,YES
0.3362,0.3151,NO
0.1579,0.2796,NO
0.1148,0.2796,NO
0.1112,0.3034,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2113,NO
0.1056,0.1692,NO
0.0981,0.1581,NO
0.1058,0.2425,NO
0.1797,0.301,NO
0.1526,0.3413,NO
0.1551,0.301,NO
0.2811,1.0,YES
0.0766,0.2044,NO
0.1126,1.0,YES
0.0341,0.2796,NO
0.3399,1.0,YES
0.0412,0.2796,NO
0.1212,0.2425,NO
0.0769,0.2289,NO
0.1235,0.2425,NO
0.0802,0.126,NO
0.1903,0.2796,NO
0.1119,0.1789,NO
0.1008,0.2113,NO
0.0886,0.1316,NO
0.1534,0.0713,NO
0.1331,0.5722,NO
0.2865,0.5644,NO
0.1512,0.31,NO
0.1666,0.6333,NO
0.1465,0.4164,NO
0.0509,0.1316,NO
0.2187,0.3028,NO
0.4574,1.0,YES
0.1603,0.2381,NO
0.2015,1.0,YES
0.205,0.2522,NO
0.2168,0.3824,NO
0.2136,0.08199999999999999,NO
0.1919,0.3167,NO
0.1533,0.3984,NO
0.1268,0.3069,NO
0.1947,0.3844,NO
0.1755,0.1276,NO
0.2202,0.3438,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,0.3954,YES
0.1659,0.303,NO
0.1927,1.0,YES
0.1251,0.3251,NO
0.1303,1.0,YES
0.1814,0.408,YES
0.3356,0.3151,NO
0.1662,0.2044,NO
0.1507,0.1473,NO
0.1441,0.2862,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.2222,NO
0.0952,0.2069,NO
0.1364,0.2455,NO
0.0887,0.0771,NO
0.2289,0.3667,NO
0.2088,0.3667,NO
0.2075,0.3667,NO
0.1923,1.0,YES
0.0927,0.2044,NO
0.0821,1.0,YES
0.0311,0.1909,NO
0.3081,1.0,YES
0.0406,0.1909,NO
0.1251,0.2187,NO
0.091,0.2289,NO
0.11800000000000001,0.2187,NO
0.1053,0.1107,NO
0.2201,0.2455,NO
0.1351,0.2187,NO
0.1328,0.1923,NO
0.0724,0.3011,NO
0.0244,0.1089,NO
0.1404,0.5033,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6382,YES
0.0826,0.2651,NO
0.013000000000000001,0.2493,NO
0.2103,0.5227,YES
0.1395,0.3816,NO
0.1325,0.4491,YES
0.1443,0.2147,NO
0.2165,0.3877,NO
0.1934,0.3877,NO
0.1934,0.3877,NO
0.0572,0.2493,NO
0.2318,1.0,YES
0.0556,0.2493,NO
0.3609,1.0,YES
0.1417,0.1652,NO
0.255,1.0,YES
0.0522,0.3369,NO
0.0677,0.462,NO
0.1439,0.4856,NO
0.0494,0.1202,NO
0.1715,1.0,YES
0.0964,0.1764,NO
0.1343,0.4367,YES
0.1544,0.2866,NO
0.0732,0.111,NO
0.1975,0.5722,NO
0.2582,0.5644,NO
0.1977,0.4528,NO
0.1701,0.6333,NO
0.1684,0.4164,NO
0.1225,0.2866,NO
0.1458,0.3138,NO
0.4028,1.0,YES
0.1577,0.2333,NO
0.2904,1.0,YES
0.1987,0.3166,NO
0.1756,0.3824,NO
0.1689,0.3166,NO
0.054000000000000006,0.3282,NO
0.1469,0.3984,NO
0.0547,0.318,NO
0.1082,0.4528,NO
0.2019,0.2866,NO
0.1293,0.4528,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,0.4771,YES
0.2226,0.4528,NO
0.1753,1.0,YES
0.0979,0.3251,NO
0.0985,0.1582,NO
0.0774,0.1089,NO
0.1069,0.2644,YES
0.3647,1.0,YES
0.2531,0.6940000000000001,YES
0.1331,0.3353,YES
0.0885,0.2651,NO
0.0604,0.1168,NO
0.2068,0.2746,YES
0.2598,0.433,NO
0.106,0.2359,YES
0.1459,0.1664,NO
0.2252,0.3335,NO
0.2571,0.3376,NO
0.2375,0.3335,NO
0.1453,0.1676,NO
0.2245,1.0,YES
0.141,0.1676,NO
0.2623,1.0,YES
0.142,0.1168,NO
0.2555,1.0,YES
0.2049,0.4608,NO
0.2206,0.4576,NO
0.2228,0.4576,NO
0.1032,0.1342,NO
0.1461,0.5253,YES
0.1116,0.4608,NO
0.1326,0.2294,YES
0.1415,0.1215,NO
0.0745,0.0314,NO
0.2381,0.3877,NO
0.19,0.2486,NO
0.1547,0.2287,NO
0.1997,0.4162,NO
0.1653,0.1981,NO
0.1536,0.1133,NO
0.1999,0.3877,NO
0.1989,0.8204,YES
0.2045,0.2493,NO
0.2447,1.0,YES
0.2519,0.2244,NO
0.2036,0.3511,NO
0.2033,0.1078,NO
0.0533,0.3282,NO
0.105,0.3104,NO
0.055999999999999994,0.318,NO
0.1113,0.1829,NO
0.2256,0.057999999999999996,NO
0.0989,0.2418,NO
0.1879,1.0,YES
0.1445,0.9096,YES
0.1901,1.0,YES
0.3108,0.5193,YES
0.2405,0.314,NO
0.1657,1.0,YES
0.1331,0.3877,NO
0.0949,0.1069,NO
0.1339,0.0763,NO
0.22399999999999998,0.4128,NO
0.1967,0.5644,NO
0.1436,0.3237,NO
0.2079,0.4569,NO
