DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_49,Associated
0.0737,0.6534,NO
0.0652,0.231,NO
0.1144,0.6897,NO
0.2164,0.4902,NO
0.0671,0.4342,NO
0.0906,0.4279,NO
0.0589,0.5476,NO
0.0679,0.17800000000000002,NO
0.1689,0.6731,NO
0.2469,3.2523,YES
0.0616,0.27,NO
0.33799999999999997,3.1801,YES
0.2427,0.2212,NO
0.2231,0.5433,NO
0.2223,0.0408,NO
0.1142,0.2529,NO
0.0706,0.2398,NO
0.1109,0.2452,NO
0.0747,0.49200000000000005,NO
0.2179,0.31,NO
0.1147,0.5142,NO
0.0779,1.9689,YES
0.0804,3.3217,YES
0.1668,2.7433,YES
0.24,2.3214,YES
0.1573,0.2216,NO
0.0716,3.267,YES
0.1205,0.6167,NO
0.1072,1.8855,YES
0.2444,0.465,YES
0.3362,0.3162,NO
0.1579,0.1641,NO
0.1148,0.1684,NO
0.1112,0.2816,NO
0.3947,0.4932,YES
0.0957,1.0498,YES
0.1364,0.265,NO
0.1056,0.3441,NO
0.0981,0.297,NO
0.1058,0.1428,NO
0.1797,0.1596,NO
0.1526,0.2194,NO
0.1551,0.0601,NO
0.2811,1.518,YES
0.0766,0.0764,NO
0.1126,1.4843,YES
0.0341,0.0936,NO
0.3399,2.3852,YES
0.0412,0.037000000000000005,NO
0.1212,0.2272,NO
0.0769,0.3622,NO
0.1235,0.3117,NO
0.0802,0.1175,NO
0.1903,0.3106,NO
0.1119,0.3105,NO
0.1008,0.168,NO
0.0886,0.4732,NO
0.1534,0.1756,NO
0.1331,0.6723,NO
0.2865,0.8733,NO
0.1512,0.6224,NO
0.1666,0.4532,NO
0.1465,0.3509,NO
0.0509,0.1153,NO
0.2187,0.5719,NO
0.4574,2.6424,YES
0.1603,0.3936,NO
0.2015,2.0217,YES
0.205,0.1915,NO
0.2168,0.4035,NO
0.2136,0.0551,NO
0.1919,0.2124,NO
0.1533,0.3058,NO
0.1268,0.1648,NO
0.1947,0.6896,NO
0.1755,0.21899999999999997,NO
0.2202,0.6676,NO
0.4465,1.692,YES
0.4252,2.1384,YES
0.3653,1.8874,YES
0.1771,1.7412,YES
0.1659,0.3796,NO
0.1927,2.5211,YES
0.1251,0.5453,NO
0.1303,1.0065,YES
0.1814,0.373,YES
0.3356,0.5825,NO
0.1662,0.2307,NO
0.1507,0.2434,NO
0.1441,0.3479,NO
0.3435,0.3819,YES
0.1243,0.7115,YES
0.1731,0.4399,NO
0.0952,0.5219,NO
0.1364,0.5589999999999999,NO
0.0887,0.358,NO
0.2289,0.1242,NO
0.2088,0.2671,NO
0.2075,0.0391,NO
0.1923,0.6086,YES
0.0927,0.1755,NO
0.0821,1.1381,YES
0.0311,0.1982,NO
0.3081,1.5129,YES
0.0406,0.1737,NO
0.1251,0.4032,NO
0.091,0.3673,NO
0.11800000000000001,0.5417,NO
0.1053,0.2628,NO
0.2201,0.34,NO
0.1351,0.5724,NO
0.1328,0.5317,NO
0.0724,0.518,NO
0.0244,0.1216,NO
0.1404,1.4649,YES
0.3348,2.1079,YES
0.2937,2.3225,YES
0.14300000000000002,0.9241,YES
0.0826,0.1552,NO
0.013000000000000001,0.1198,NO
0.2103,0.8511,YES
0.1395,0.4873,NO
0.1325,0.9581,YES
0.1443,0.3675,NO
0.2165,0.3494,NO
0.1934,0.6285,NO
0.1934,0.1842,NO
0.0572,0.3385,NO
0.2318,2.0145,YES
0.0556,0.2789,NO
0.3609,1.9974,YES
0.1417,0.3315,NO
0.255,1.7341,YES
0.0522,0.3499,NO
0.0677,0.3049,NO
0.1439,0.4655,NO
0.0494,0.4063,NO
0.1715,0.9265,YES
0.0964,0.4262,NO
0.1343,1.2072,YES
0.1544,0.4522,NO
0.0732,0.1266,NO
0.1975,0.48200000000000004,NO
0.2582,0.7632,NO
0.1977,0.6454,NO
0.1701,0.2914,NO
0.1684,0.2714,NO
0.1225,0.1258,NO
0.1458,0.42,NO
0.4028,2.0328,YES
0.1577,0.2512,NO
0.2904,1.8293,YES
0.1987,0.1502,NO
0.1756,0.2705,NO
0.1689,0.0574,NO
0.054000000000000006,0.2624,NO
0.1469,0.3116,NO
0.0547,0.1717,NO
0.1082,0.5843,NO
0.2019,0.2899,NO
0.1293,0.4992,NO
0.3897,1.4505,YES
0.3612,1.5276,YES
0.2791,1.7311,YES
0.2894,1.5202,YES
0.2226,0.1472,NO
0.1753,2.0069,YES
0.0979,0.4869,NO
0.0985,0.4305,NO
0.0774,0.2065,NO
0.1069,0.9061,YES
0.3647,1.1129,YES
0.2531,1.2698,YES
0.1331,0.6623,YES
0.0885,0.1543,NO
0.0604,0.1818,NO
0.2068,0.653,YES
0.2598,0.7094,NO
0.106,0.6886,YES
0.1459,0.5874,NO
0.2252,0.3392,NO
0.2571,0.5187,NO
0.2375,0.3332,NO
0.1453,0.2331,NO
0.2245,1.0233,YES
0.141,0.2599,NO
0.2623,1.3854,YES
0.142,0.3299,NO
0.2555,1.1684,YES
0.2049,0.4429,NO
0.2206,0.4319,NO
0.2228,0.5069,NO
0.1032,0.5899,NO
0.1461,0.6744,YES
0.1116,0.5239,NO
0.1326,0.8536,YES
0.1415,0.5836,NO
0.0745,0.1757,NO
0.2381,1.0351,NO
0.19,0.5567,NO
0.1547,0.7308,NO
0.1997,0.3009,NO
0.1653,0.3536,NO
0.1536,0.212,NO
0.1999,0.6172,NO
0.1989,1.7258,YES
0.2045,0.3611,NO
0.2447,2.2319999999999998,YES
0.2519,0.2964,NO
0.2036,0.4097,NO
0.2033,0.0399,NO
0.0533,0.2727,NO
0.105,0.6254,NO
0.055999999999999994,0.3343,NO
0.1113,0.7533,NO
0.2256,0.4692,NO
0.0989,0.6586,NO
0.1879,1.4599,YES
0.1445,1.8289,YES
0.1901,2.2509,YES
0.3108,1.406,YES
0.2405,0.5288,NO
0.1657,2.3754,YES
0.1331,0.6959,NO
0.0949,0.8003,NO
0.1339,0.3667,NO
0.22399999999999998,1.2726,NO
0.1967,0.6940000000000001,NO
0.1436,0.8797,NO
0.2079,0.5892,NO
0.1339,0.5061,NO
0.0967,0.2998,NO
0.2198,0.9142,NO
0.3428,2.7569,YES
0.2344,0.7667,NO
0.1736,3.0988,YES
0.1331,0.3683,NO
0.0735,0.5579999999999999,NO
0.0647,0.1669,NO
0.204,0.3066,NO
0.1327,0.6271,NO
0.1655,0.3354,NO
0.31,1.0258,NO
0.1309,0.4372,NO
0.2819,0.8617,NO
0.4042,1.8494,YES
0.3296,2.7704,YES
0.4941,2.7015,YES
0.1783,2.2881,YES
0.193,0.5851,NO
0.2673,2.8228,YES
0.1726,1.1071,NO
0.1439,0.6121,NO
0.0769,0.1689,NO
0.1953,0.7043,NO
0.2342,0.9383,NO
0.2047,0.6199,NO
0.1823,0.3822,NO
0.1684,0.3239,NO
0.1204,0.1661,NO
0.1751,0.5868,NO
0.3579,2.5623,YES
0.1828,0.5489999999999999,NO
0.2083,1.8963,YES
0.2252,0.3524,NO
0.2041,0.6418,NO
0.2007,0.3387,NO
0.0498,0.3008,NO
0.1415,0.3493,NO
0.0515,0.1784,NO
0.1207,0.7163,NO
0.1912,0.3046,NO
0.14,0.7182,NO
0.4038,1.6983,YES
0.3494,2.0447,YES
0.2799,1.9146,YES
0.2675,1.6128,YES
0.2206,0.3195,NO
0.2003,2.6171,YES
0.1168,0.7115,NO
0.0727,0.6014,NO
0.0714,0.19399999999999998,NO
0.10800000000000001,0.6714,NO
0.2886,0.7793,NO
0.1427,0.8082,NO
0.0855,0.2581,NO
0.0605,0.4637,NO
0.0532,0.2219,NO
0.1421,0.4781,NO
0.4397,2.698,YES
0.0607,0.1108,NO
0.2347,2.5713,YES
0.2118,0.2848,NO
0.2048,0.7057,NO
0.2045,0.0908,NO
0.0849,0.2879,NO
0.1035,0.6544,NO
0.0824,0.2836,NO
0.0975,0.6724,NO
0.1702,0.39899999999999997,NO
0.1518,0.7241,NO
0.3372,1.7853,YES
0.3303,2.7921,YES
0.314,2.4888,YES
0.1257,1.7277,YES
0.1375,0.2438,NO
0.1128,3.1424,YES
0.099,0.6085,NO
0.1069,0.6407,NO
0.0451,0.2415,NO
0.5095,4.0112,YES
0.1431,0.9901,YES
0.1227,1.0524,YES
0.2847,1.9233,YES
0.2237,0.34700000000000003,NO
0.1065,0.1749,NO
0.3266,3.1984,YES
0.0974,0.4351,NO
0.3289,3.282,YES
0.1059,0.1366,NO
0.2131,1.0375,NO
0.1496,0.7305,NO
0.1474,0.3961,NO
0.0902,0.3079,NO
0.0993,1.0276,YES
0.0875,0.3135,NO
0.2369,1.5975,YES
0.2129,0.35100000000000003,NO
0.1321,1.3306,YES
0.1271,0.4388,NO
0.08,0.2226,NO
0.3025,1.107,NO
0.12,0.2141,NO
0.3399,2.5344,YES
0.2516,0.6078,NO
0.2081,4.0834,YES
0.1799,0.3852,NO
0.1547,0.1172,NO
0.3595,1.649,YES
0.2156,0.6524,NO
0.1535,0.6543,NO
0.4159,1.0789,YES
0.1827,0.1239,NO
0.1097,0.1234,NO
0.5448,1.2035,YES
