DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_LSA_49,Associated
0.0737,0.2626,NO
0.0652,0.2626,NO
0.1144,0.6593,NO
0.2164,0.1316,NO
0.0671,0.3369,NO
0.0906,0.6773,NO
0.0589,0.2626,NO
0.0679,0.2025,NO
0.1689,0.2216,NO
0.2469,1.0,YES
0.0616,0.7077,NO
0.33799999999999997,1.0,YES
0.2427,0.3701,NO
0.2231,0.3701,NO
0.2223,0.3701,NO
0.1142,0.2626,NO
0.0706,0.2942,NO
0.1109,0.2201,NO
0.0747,0.1949,NO
0.2179,0.2508,NO
0.1147,0.3295,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1092,NO
0.0716,1.0,YES
0.1205,0.0744,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2515,NO
0.1579,0.1872,NO
0.1148,0.1872,NO
0.1112,0.2515,NO
0.3947,1.0,YES
0.0957,0.3727,YES
0.1364,0.2504,NO
0.1056,0.0565,NO
0.0981,0.2243,NO
0.1058,0.0419,NO
0.1797,0.4183,NO
0.1526,0.4183,NO
0.1551,0.4183,NO
0.2811,1.0,YES
0.0766,0.1872,NO
0.1126,0.405,YES
0.0341,0.1872,NO
0.3399,0.8571,YES
0.0412,0.1126,NO
0.1212,0.0678,NO
0.0769,0.1001,NO
0.1235,0.1439,NO
0.0802,0.0929,NO
0.1903,0.2245,NO
0.1119,0.0827,NO
0.1008,0.2515,NO
0.0886,0.21600000000000003,NO
0.1534,0.3011,NO
0.1331,0.6593,NO
0.2865,0.0625,NO
0.1512,0.3369,NO
0.1666,0.6773,NO
0.1465,0.2252,NO
0.0509,0.1135,NO
0.2187,0.2021,NO
0.4574,1.0,YES
0.1603,0.7077,NO
0.2015,1.0,YES
0.205,0.1924,NO
0.2168,0.1924,NO
0.2136,0.1924,NO
0.1919,0.21600000000000003,NO
0.1533,0.2162,NO
0.1268,0.2774,NO
0.1947,0.1949,NO
0.1755,0.1851,NO
0.2202,0.3295,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.2232,NO
0.1927,1.0,YES
0.1251,0.2077,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.5415,NO
0.1662,0.3722,NO
0.1507,0.3722,NO
0.1441,0.5089,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.4479,NO
0.0952,0.4136,NO
0.1364,0.4436,NO
0.0887,0.601,NO
0.2289,0.2596,NO
0.2088,0.1253,NO
0.2075,0.0996,NO
0.1923,1.0,YES
0.0927,0.3638,NO
0.0821,0.9606,YES
0.0311,0.3514,NO
0.3081,0.9717,YES
0.0406,0.2632,NO
0.1251,0.4069,NO
0.091,0.601,NO
0.11800000000000001,0.4069,NO
0.1053,0.601,NO
0.2201,0.5415,NO
0.1351,0.601,NO
0.1328,0.4653,NO
0.0724,0.1709,NO
0.0244,0.1651,NO
0.1404,0.4028,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.7346,YES
0.0826,0.1658,NO
0.013000000000000001,0.153,NO
0.2103,0.3689,YES
0.1395,0.3019,NO
0.1325,0.5679,YES
0.1443,0.22399999999999998,NO
0.2165,0.3291,NO
0.1934,0.3291,NO
0.1934,0.3291,NO
0.0572,0.1663,NO
0.2318,1.0,YES
0.0556,0.1663,NO
0.3609,1.0,YES
0.1417,0.1663,NO
0.255,1.0,YES
0.0522,0.3405,NO
0.0677,0.113,NO
0.1439,0.4726,NO
0.0494,0.2464,NO
0.1715,0.5192,YES
0.0964,0.4518,NO
0.1343,0.7346,YES
0.1544,0.1996,NO
0.0732,0.2131,NO
0.1975,0.6593,NO
0.2582,0.3077,NO
0.1977,0.3369,NO
0.1701,0.6773,NO
0.1684,0.1996,NO
0.1225,0.1135,NO
0.1458,0.2078,NO
0.4028,1.0,YES
0.1577,0.7077,NO
0.2904,1.0,YES
0.1987,0.2525,NO
0.1756,0.2525,NO
0.1689,0.2525,NO
0.054000000000000006,0.1996,NO
0.1469,0.4137,NO
0.0547,0.1963,NO
0.1082,0.4137,NO
0.2019,0.2508,NO
0.1293,0.3295,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.3573,NO
0.1753,1.0,YES
0.0979,0.4137,NO
0.0985,0.146,NO
0.0774,0.2183,NO
0.1069,0.4532,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.8266,YES
0.0885,0.2003,NO
0.0604,0.1098,NO
0.2068,0.4151,YES
0.2598,0.5884,NO
0.106,0.5193,YES
0.1459,0.5875,NO
0.2252,0.4403,NO
0.2571,0.4403,NO
0.2375,0.4403,NO
0.1453,0.1194,NO
0.2245,1.0,YES
0.141,0.2011,NO
0.2623,1.0,YES
0.142,0.1674,NO
0.2555,1.0,YES
0.2049,0.5683,NO
0.2206,0.6232,NO
0.2228,0.6968,NO
0.1032,0.6968,NO
0.1461,0.5843,YES
0.1116,0.6968,NO
0.1326,0.8266,YES
0.1415,0.2332,NO
0.0745,0.1856,NO
0.2381,0.3398,NO
0.19,0.1111,NO
0.1547,0.1965,NO
0.1997,0.3491,NO
0.1653,0.2332,NO
0.1536,0.2332,NO
0.1999,0.2334,NO
0.1989,0.6882,YES
0.2045,0.3648,NO
0.2447,1.0,YES
0.2519,0.3899,NO
0.2036,0.3899,NO
0.2033,0.3899,NO
0.0533,0.2332,NO
0.105,0.2942,NO
0.055999999999999994,0.22399999999999998,NO
0.1113,0.0888,NO
0.2256,0.2508,NO
0.0989,0.1699,NO
0.1879,0.5181,YES
0.1445,1.0,YES
0.1901,0.5155,YES
0.3108,1.0,YES
0.2405,0.0812,NO
0.1657,1.0,YES
0.1331,0.0681,NO
0.0949,0.1671,NO
0.1339,0.3133,NO
0.22399999999999998,0.5133,NO
0.1967,0.2491,NO
0.1436,0.3369,NO
0.2079,0.5273,NO
0.1339,0.2344,NO
0.0967,0.1016,NO
0.2198,0.4039,NO
0.3428,1.0,YES
0.2344,0.551,NO
0.1736,1.0,YES
0.1331,0.1187,NO
0.0735,0.2085,NO
0.0647,0.1275,NO
0.204,0.1438,NO
0.1327,0.3349,NO
0.1655,0.2886,NO
0.31,0.3349,NO
0.1309,0.2508,NO
0.2819,0.2752,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.3378,NO
0.2673,1.0,YES
0.1726,0.4039,NO
0.1439,0.2093,NO
0.0769,0.3133,NO
0.1953,0.6593,NO
0.2342,0.3283,NO
0.2047,0.3384,NO
0.1823,0.6773,NO
0.1684,0.2344,NO
0.1204,0.2093,NO
0.1751,0.2216,NO
0.3579,1.0,YES
0.1828,0.7077,NO
0.2083,1.0,YES
0.2252,0.2866,NO
0.2041,0.2866,NO
0.2007,0.2866,NO
