DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_66,Associated
0.0737,0.5825,NO
0.0652,0.4972,NO
0.1144,1.2458,NO
0.2164,1.1194,NO
0.0671,1.0908,NO
0.0906,1.273,NO
0.0589,0.825,NO
0.0679,0.5606,NO
0.1689,0.8539,NO
0.2469,2.878,YES
0.0616,0.9694,NO
0.33799999999999997,1.9847,YES
0.2427,0.5541,NO
0.2231,0.6332,NO
0.2223,0.7326,NO
0.1142,0.4618,NO
0.0706,2.1525,NO
0.1109,0.5603,NO
0.0747,0.9711,NO
0.2179,0.904,NO
0.1147,0.6883,NO
0.0779,2.8601,YES
0.0804,2.7249,YES
0.1668,3.4742,YES
0.24,2.4205,YES
0.1573,1.1091,NO
0.0716,2.1372,YES
0.1205,1.0101,NO
0.1072,1.013,YES
0.2444,1.6893,YES
0.3362,1.5688,NO
0.1579,0.4392,NO
0.1148,0.4127,NO
0.1112,1.5213,NO
0.3947,1.6851,YES
0.0957,1.8723,YES
0.1364,1.2234,NO
0.1056,0.2831,NO
0.0981,1.5404,NO
0.1058,0.0639,NO
0.1797,0.7401,NO
0.1526,0.8265,NO
0.1551,0.6246,NO
0.2811,1.9308,YES
0.0766,0.7219,NO
0.1126,1.8343,YES
0.0341,0.4466,NO
0.3399,2.1806,YES
0.0412,0.4644,NO
0.1212,0.4323,NO
0.0769,0.6499,NO
0.1235,0.7562,NO
0.0802,0.4493,NO
0.1903,1.3802,NO
0.1119,0.8298,NO
0.1008,1.3699,NO
0.0886,0.5978,NO
0.1534,0.47200000000000003,NO
0.1331,1.2996,NO
0.2865,1.2915,NO
0.1512,1.101,NO
0.1666,1.3041,NO
0.1465,0.7378,NO
0.0509,0.4468,NO
0.2187,0.7806,NO
0.4574,3.5453,YES
0.1603,0.9874,NO
0.2015,2.3298,YES
0.205,0.4391,NO
0.2168,0.4472,NO
0.2136,0.7477,NO
0.1919,0.361,NO
0.1533,2.3614,NO
0.1268,0.4285,NO
0.1947,1.1564,NO
0.1755,0.8114,NO
0.2202,0.9243,NO
0.4465,3.5692,YES
0.4252,3.4329,YES
0.3653,4.0499,YES
