DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_LSA_91,Associated
0.0737,0.0655,NO
0.0652,0.0785,NO
0.1144,0.1406,NO
0.2164,0.1453,NO
0.0671,0.1494,NO
0.0906,0.1423,NO
0.0589,0.1548,NO
0.0679,0.049,NO
0.1689,0.1406,NO
0.2469,0.3805,YES
0.0616,0.057999999999999996,NO
0.33799999999999997,0.27899999999999997,YES
0.2427,0.2038,NO
0.2231,0.1937,NO
0.2223,0.2038,NO
0.1142,0.1171,NO
0.0706,0.20600000000000002,NO
0.1109,0.1548,NO
0.0747,0.1701,NO
0.2179,0.0424,NO
0.1147,0.2083,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1406,NO
0.0716,1.0,YES
0.1205,0.0835,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.1778,NO
0.1579,0.1344,NO
0.1148,0.1088,NO
0.1112,0.1187,NO
0.3947,1.0,YES
0.0957,0.3413,YES
0.1364,0.1778,NO
0.1056,0.1231,NO
0.0981,0.0502,NO
0.1058,0.1231,NO
0.1797,0.1835,NO
0.1526,0.1766,NO
0.1551,0.1835,NO
0.2811,1.0,YES
0.0766,0.1138,NO
0.1126,1.0,YES
0.0341,0.1344,NO
0.3399,1.0,YES
0.0412,0.1344,NO
0.1212,0.1474,NO
0.0769,0.1474,NO
0.1235,0.1474,NO
0.0802,0.1474,NO
0.1903,0.1778,NO
0.1119,0.1474,NO
0.1008,0.0944,NO
0.0886,0.1731,NO
0.1534,0.1731,NO
0.1331,0.1505,NO
0.2865,0.0961,NO
0.1512,0.2137,NO
0.1666,0.2137,NO
0.1465,0.1987,NO
0.0509,0.0259,NO
0.2187,0.1505,NO
0.4574,1.0,YES
0.1603,0.2347,NO
0.2015,1.0,YES
0.205,0.151,NO
0.2168,0.1834,NO
0.2136,0.1484,NO
0.1919,0.076,NO
0.1533,0.2137,NO
0.1268,0.1731,NO
0.1947,0.2137,NO
0.1755,0.1731,NO
0.2202,0.2137,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.2254,NO
0.1927,1.0,YES
0.1251,0.0835,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.1692,NO
0.1662,0.1268,NO
0.1507,0.204,NO
0.1441,0.204,NO
0.3435,1.0,YES
0.1243,0.3164,YES
0.1731,0.1692,NO
0.0952,0.1387,NO
0.1364,0.0502,NO
0.0887,0.1387,NO
0.2289,0.2183,NO
0.2088,0.0753,NO
0.2075,0.2183,NO
0.1923,0.3834,YES
0.0927,0.204,NO
0.0821,1.0,YES
0.0311,0.204,NO
0.3081,1.0,YES
0.0406,0.204,NO
0.1251,0.1841,NO
0.091,0.1841,NO
0.11800000000000001,0.1841,NO
0.1053,0.1841,NO
0.2201,0.1692,NO
0.1351,0.1841,NO
0.1328,0.0474,NO
0.0724,0.1248,NO
0.0244,0.0635,NO
0.1404,0.2378,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,1.0,YES
0.0826,0.1661,NO
0.013000000000000001,0.0477,NO
0.2103,0.2465,YES
0.1395,0.183,NO
0.1325,0.2134,YES
0.1443,0.1531,NO
0.2165,0.2199,NO
0.1934,0.2199,NO
0.1934,0.2199,NO
0.0572,0.0818,NO
0.2318,1.0,YES
0.0556,0.1508,NO
0.3609,1.0,YES
0.1417,0.1481,NO
0.255,1.0,YES
0.0522,0.1629,NO
0.0677,0.2519,NO
0.1439,0.1531,NO
0.0494,0.1335,NO
0.1715,0.2732,YES
0.0964,0.1335,NO
0.1343,0.2111,YES
0.1544,0.075,NO
0.0732,0.0286,NO
0.1975,0.0571,NO
0.2582,0.1118,NO
0.1977,0.1142,NO
0.1701,0.1312,NO
0.1684,0.067,NO
0.1225,0.0578,NO
0.1458,0.1312,NO
0.4028,0.3374,YES
0.1577,0.0792,NO
0.2904,0.3374,YES
0.1987,0.1844,NO
0.1756,0.1844,NO
0.1689,0.1844,NO
0.054000000000000006,0.1694,NO
0.1469,0.151,NO
0.0547,0.1694,NO
0.1082,0.0622,NO
0.2019,0.0452,NO
0.1293,0.1118,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.133,NO
0.1753,1.0,YES
0.0979,0.1312,NO
0.0985,0.1248,NO
0.0774,0.11,NO
0.1069,0.0886,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.2886,YES
0.0885,0.0479,NO
0.0604,0.044000000000000004,NO
0.2068,0.1119,YES
0.2598,0.183,NO
0.106,0.0954,YES
0.1459,0.1353,NO
0.2252,0.1815,NO
0.2571,0.1632,NO
0.2375,0.1815,NO
0.1453,0.0846,NO
0.2245,1.0,YES
0.141,0.11,NO
0.2623,1.0,YES
0.142,0.11,NO
0.2555,0.2955,YES
0.2049,0.2293,NO
0.2206,0.2548,NO
0.2228,0.2548,NO
0.1032,0.2293,NO
0.1461,0.1054,YES
0.1116,0.2548,NO
0.1326,0.0949,YES
0.1415,0.1686,NO
0.0745,0.1669,NO
0.2381,0.2369,NO
0.19,0.1506,NO
0.1547,0.2395,NO
0.1997,0.2395,NO
0.1653,0.1987,NO
0.1536,0.0555,NO
0.1999,0.2369,NO
0.1989,1.0,YES
0.2045,0.2347,NO
0.2447,1.0,YES
0.2519,0.2418,NO
0.2036,0.2418,NO
0.2033,0.2418,NO
0.0533,0.0656,NO
0.105,0.2395,NO
0.055999999999999994,0.1755,NO
0.1113,0.2395,NO
0.2256,0.1669,NO
0.0989,0.2395,NO
0.1879,1.0,YES
