DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_VSM_47,Associated
0.0737,0.2076,NO
0.0652,0.2201,NO
0.1144,0.1281,NO
0.2164,0.3384,NO
0.0671,0.2553,NO
0.0906,0.1818,NO
0.0589,0.2687,NO
0.0679,0.2201,NO
0.1689,0.1818,NO
0.2469,1.0,YES
0.0616,0.1376,NO
0.33799999999999997,1.0,YES
0.2427,0.1236,NO
0.2231,0.0465,NO
0.2223,0.0501,NO
0.1142,0.1438,NO
0.0706,0.4176,NO
0.1109,0.2201,NO
0.0747,0.1818,NO
0.2179,0.2508,NO
0.1147,0.2752,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,0.7522,YES
0.24,1.0,YES
0.1573,0.1285,NO
0.0716,1.0,YES
0.1205,0.2054,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2452,NO
0.1579,0.1872,NO
0.1148,0.1872,NO
0.1112,0.4007,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2584,NO
0.1056,0.21100000000000002,NO
0.0981,0.4007,NO
0.1058,0.3066,NO
0.1797,0.397,NO
0.1526,0.397,NO
0.1551,0.397,NO
0.2811,1.0,YES
0.0766,0.1872,NO
0.1126,1.0,YES
0.0341,0.1872,NO
0.3399,1.0,YES
0.0412,0.1872,NO
0.1212,0.3066,NO
0.0769,0.2082,NO
0.1235,0.1566,NO
0.0802,0.3066,NO
0.1903,0.4007,NO
0.1119,0.3066,NO
0.1008,0.2584,NO
0.0886,0.1503,NO
0.1534,0.21600000000000003,NO
0.1331,0.3233,NO
0.2865,0.3895,NO
0.1512,0.3315,NO
0.1666,0.3464,NO
0.1465,0.2687,NO
0.0509,0.21600000000000003,NO
0.2187,0.2452,NO
0.4574,1.0,YES
0.1603,0.3591,NO
0.2015,1.0,YES
0.205,0.1924,NO
0.2168,0.1924,NO
0.2136,0.1924,NO
0.1919,0.3249,NO
0.1533,0.4176,NO
0.1268,0.0961,NO
0.1947,0.391,NO
0.1755,0.21600000000000003,NO
0.2202,0.2752,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,0.9091,YES
0.1771,1.0,YES
0.1659,0.2322,NO
0.1927,1.0,YES
0.1251,0.2574,NO
0.1303,0.9432,YES
0.1814,1.0,YES
0.3356,0.3239,NO
0.1662,0.3722,NO
0.1507,0.3006,NO
0.1441,0.5415,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.4653,NO
0.0952,0.4197,NO
0.1364,0.5415,NO
0.0887,0.601,NO
0.2289,0.7021,NO
0.2088,0.7021,NO
0.2075,0.7021,NO
0.1923,1.0,YES
0.0927,0.3638,NO
0.0821,1.0,YES
0.0311,0.28600000000000003,NO
0.3081,1.0,YES
0.0406,0.3722,NO
0.1251,0.601,NO
0.091,0.3579,NO
0.11800000000000001,0.4197,NO
0.1053,0.601,NO
0.2201,0.5415,NO
0.1351,0.601,NO
0.1328,0.4653,NO
0.0724,0.1568,NO
0.0244,0.2248,NO
0.1404,0.5483,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,1.0,YES
0.0826,0.1467,NO
0.013000000000000001,0.1663,NO
0.2103,1.0,YES
0.1395,0.1733,NO
0.1325,0.6283,YES
0.1443,0.2198,NO
0.2165,0.379,NO
0.1934,0.379,NO
0.1934,0.379,NO
0.0572,0.0921,NO
0.2318,1.0,YES
0.0556,0.1663,NO
0.3609,1.0,YES
0.1417,0.1663,NO
0.255,1.0,YES
0.0522,0.3725,NO
0.0677,0.4485,NO
0.1439,0.5265,NO
0.0494,0.1918,NO
