DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_99,Associated
0.0737,0.5215,NO
0.0652,0.3849,NO
0.1144,1.0414,NO
0.2164,0.9516,NO
0.0671,0.882,NO
0.0906,0.4864,NO
0.0589,1.1782,NO
0.0679,0.4555,NO
0.1689,1.0243,NO
0.2469,3.3145,YES
0.0616,1.5251,NO
0.33799999999999997,3.1782,YES
0.2427,0.8411,NO
0.2231,1.1892,NO
0.2223,1.1466,NO
0.1142,0.6144,NO
0.0706,1.1903,NO
0.1109,0.7069,NO
0.0747,0.6724,NO
0.2179,0.6059,NO
0.1147,0.5083,NO
0.0779,3.185,YES
0.0804,3.6915,YES
0.1668,3.1098,YES
0.24,2.9792,YES
0.1573,0.5351,NO
0.0716,3.3746,YES
0.1205,0.9292,NO
0.1072,1.8303,YES
0.2444,1.567,YES
0.3362,1.2917,NO
0.1579,0.809,NO
0.1148,0.7181,NO
0.1112,0.7899,NO
0.3947,1.9044,YES
0.0957,0.8715,YES
0.1364,0.9359,NO
0.1056,0.6352,NO
0.0981,0.9640000000000001,NO
0.1058,0.7719,NO
0.1797,0.0775,NO
0.1526,0.4112,NO
0.1551,0.2877,NO
0.2811,1.6061,YES
0.0766,0.9684,NO
0.1126,1.9467,YES
0.0341,0.5743,NO
0.3399,2.1475,YES
0.0412,0.7357,NO
0.1212,0.8629,NO
0.0769,0.8772,NO
0.1235,0.4997,NO
0.0802,0.9115,NO
0.1903,0.8987,NO
0.1119,0.9367,NO
0.1008,0.6378,NO
0.0886,0.3525,NO
0.1534,0.359,NO
0.1331,1.6108,NO
0.2865,0.9529,NO
0.1512,0.9845,NO
0.1666,0.7979,NO
0.1465,0.883,NO
0.0509,0.4074,NO
0.2187,1.3492,NO
0.4574,3.26,YES
0.1603,2.0219,NO
0.2015,3.1759,YES
0.205,0.4138,NO
0.2168,0.7059,NO
0.2136,0.6514,NO
0.1919,0.6399,NO
0.1533,1.2858,NO
0.1268,0.6344,NO
0.1947,0.7439,NO
0.1755,0.5637,NO
0.2202,0.711,NO
0.4465,3.2266,YES
0.4252,3.7288,YES
0.3653,3.1444,YES
0.1771,3.161,YES
0.1659,0.9108,NO
0.1927,3.3196,YES
0.1251,1.3176,NO
0.1303,2.6927,YES
0.1814,2.4207,YES
0.3356,3.1919,NO
0.1662,1.4786,NO
0.1507,1.6125,NO
0.1441,2.7772,NO
0.3435,2.7592,YES
0.1243,2.0236,YES
0.1731,2.903,NO
0.0952,0.607,NO
0.1364,2.9134,NO
0.0887,1.0008,NO
0.2289,1.538,NO
0.2088,1.6664,NO
0.2075,1.4609,NO
0.1923,2.3974,YES
0.0927,2.2672,NO
0.0821,2.8007,YES
0.0311,1.712,NO
0.3081,3.1552,YES
0.0406,1.591,NO
0.1251,1.2345,NO
0.091,1.5104,NO
0.11800000000000001,1.1774,NO
0.1053,1.1219,NO
0.2201,2.7103,NO
0.1351,1.0017,NO
0.1328,2.1513,NO
0.0724,0.5244,NO
0.0244,0.596,NO
0.1404,1.1015,YES
0.3348,4.0083,YES
0.2937,4.2708,YES
0.14300000000000002,1.578,YES
0.0826,0.9883,NO
0.013000000000000001,0.2719,NO
0.2103,1.7242,YES
0.1395,0.25,NO
0.1325,1.6021,YES
0.1443,0.4633,NO
0.2165,0.5724,NO
0.1934,0.5924,NO
0.1934,1.1574,NO
0.0572,0.4123,NO
0.2318,4.2255,YES
0.0556,0.5666,NO
0.3609,4.1514,YES
0.1417,1.0633,NO
0.255,3.5078,YES
0.0522,0.9985,NO
0.0677,0.6198,NO
0.1439,0.5159,NO
0.0494,0.5783,NO
0.1715,1.5352,YES
0.0964,0.6796,NO
0.1343,0.8247,YES
0.1544,0.8263,NO
0.0732,0.7389,NO
0.1975,1.4332,NO
0.2582,1.5004,NO
0.1977,1.4851,NO
0.1701,0.8641,NO
0.1684,1.1559,NO
0.1225,0.6159,NO
0.1458,1.2368,NO
0.4028,3.0697,YES
0.1577,1.8361,NO
0.2904,2.8131,YES
0.1987,0.4731,NO
0.1756,0.8115,NO
0.1689,0.9531,NO
0.054000000000000006,1.111,NO
0.1469,1.7867,NO
0.0547,1.0914,NO
0.1082,1.3644,NO
0.2019,1.0586,NO
0.1293,1.1371,NO
0.3897,3.1737,YES
0.3612,3.3628,YES
0.2791,2.7632,YES
0.2894,2.7305,YES
0.2226,0.9813,NO
0.1753,3.0294,YES
0.0979,1.1929,NO
0.0985,0.485,NO
0.0774,0.6923,NO
0.1069,1.1516,YES
0.3647,4.2476,YES
0.2531,4.3573,YES
0.1331,1.3917,YES
0.0885,1.1834,NO
0.0604,0.2286,NO
0.2068,1.6054,YES
0.2598,0.1738,NO
0.106,1.5469,YES
0.1459,0.5964,NO
0.2252,1.0326,NO
0.2571,1.0455,NO
0.2375,1.6093,NO
0.1453,0.4511,NO
0.2245,4.3275,YES
0.141,0.5241,NO
0.2623,4.2010000000000005,YES
0.142,1.0334,NO
0.2555,3.5299,YES
0.2049,0.9883,NO
0.2206,0.8225,NO
0.2228,0.5338,NO
0.1032,0.6426,NO
0.1461,1.4438,YES
0.1116,0.5176,NO
0.1326,0.8089,YES
0.1415,0.5363,NO
0.0745,0.5193,NO
0.2381,1.1325,NO
0.19,0.9590000000000001,NO
0.1547,0.711,NO
0.1997,0.5675,NO
0.1653,1.1247,NO
0.1536,0.5062,NO
0.1999,1.195,NO
0.1989,2.6763,YES
0.2045,1.2987,NO
0.2447,2.6724,YES
0.2519,0.6527,NO
0.2036,0.8571,NO
0.2033,0.7873,NO
0.0533,0.3764,NO
0.105,1.2284,NO
0.055999999999999994,0.5636,NO
0.1113,0.2605,NO
0.2256,0.8439,NO
0.0989,0.4877,NO
0.1879,2.4393,YES
0.1445,2.9674,YES
0.1901,2.3197,YES
0.3108,2.7199,YES
0.2405,0.6352,NO
0.1657,2.5658,YES
0.1331,0.8197,NO
0.0949,0.7119,NO
0.1339,0.5372,NO
0.22399999999999998,1.89,NO
0.1967,1.1322,NO
0.1436,1.5659,NO
0.2079,1.6235,NO
0.1339,1.1793,NO
0.0967,0.4928,NO
0.2198,2.0965,NO
0.3428,2.5137,YES
0.2344,2.4867,NO
0.1736,2.364,YES
0.1331,0.4228,NO
0.0735,0.8336,NO
0.0647,0.6459999999999999,NO
0.204,0.8462,NO
0.1327,1.9371,NO
0.1655,0.8891,NO
0.31,1.6772,NO
0.1309,0.7232,NO
0.2819,1.265,NO
0.4042,2.8096,YES
0.3296,2.9819,YES
0.4941,3.0092,YES
0.1783,2.282,YES
0.193,1.4471,NO
0.2673,3.0952,YES
0.1726,1.6116,NO
0.1439,0.7203,NO
0.0769,0.5085,NO
0.1953,1.2829,NO
0.2342,1.2083,NO
0.2047,1.04,NO
0.1823,0.5797,NO
0.1684,1.1484,NO
0.1204,0.6752,NO
0.1751,1.2119,NO
0.3579,3.0201,YES
0.1828,1.5006,NO
0.2083,2.9108,YES
0.2252,0.3046,NO
0.2041,0.752,NO
0.2007,0.7564,NO
0.0498,0.7096,NO
0.1415,1.4980000000000002,NO
0.0515,0.8395,NO
0.1207,0.858,NO
0.1912,0.8977,NO
0.14,0.7507,NO
0.4038,2.9139999999999997,YES
0.3494,3.2735,YES
0.2799,2.7073,YES
0.2675,2.8467,YES
0.2206,0.7161,NO
0.2003,3.2434,YES
0.1168,0.8291,NO
0.0727,0.6924,NO
0.0714,0.551,NO
0.10800000000000001,0.9645,NO
0.2886,0.789,NO
0.1427,0.7895,NO
0.0855,0.5161,NO
0.0605,0.8382,NO
0.0532,0.4726,NO
0.1421,0.7979999999999999,NO
0.4397,3.0284,YES
0.0607,1.2863,NO
0.2347,2.5659,YES
0.2118,0.1173,NO
0.2048,0.4131,NO
0.2045,0.4633,NO
0.0849,0.9443,NO
0.1035,1.0055,NO
0.0824,0.9553,NO
0.0975,0.7340000000000001,NO
0.1702,0.8453,NO
0.1518,0.6564,NO
0.3372,2.9253,YES
0.3303,3.0823,YES
0.314,2.5137,YES
0.1257,2.5174,YES
0.1375,0.6133,NO
0.1128,2.8417,YES
0.099,0.7207,NO
0.1069,0.6337,NO
0.0451,0.7929999999999999,NO
0.5095,6.3859,YES
0.1431,1.8194,YES
0.1227,2.5628,YES
0.2847,6.5886,YES
0.2237,2.0099,NO
0.1065,0.6849,NO
0.3266,7.3629,YES
0.0974,0.4333,NO
0.3289,6.8519,YES
0.1059,1.1306,NO
0.2131,2.248,NO
0.1496,2.1002,NO
0.1474,1.5596,NO
0.0902,0.4124,NO
0.0993,3.3379,YES
0.0875,0.4637,NO
0.2369,2.2223,YES
0.2129,1.2997,NO
0.1321,2.7338,YES
0.1271,1.1761,NO
0.08,1.8006,NO
0.3025,1.7849,NO
0.12,1.8206,NO
0.3399,6.2317,YES
0.2516,1.9224,NO
0.2081,5.2499,YES
0.1799,0.6318,NO
0.1547,0.3934,NO
0.3595,2.4291,YES
0.2156,0.8973,NO
0.1535,1.456,NO
0.4159,3.1681,YES
0.1827,1.3754,NO
0.1097,0.4255,NO
0.5448,3.6343,YES
0.191,0.5502,NO
0.4381,3.3645,YES
0.1528,0.8729,NO
0.3264,1.4318,NO
0.3203,1.6227,NO
0.2648,1.2028,NO
0.171,0.24100000000000002,NO
0.21899999999999997,1.7727,NO
0.1398,0.3972,NO
0.3673,1.5055,NO
0.1451,0.5939,NO
0.2637,1.3742,NO
0.1991,0.9309,NO
0.1784,1.2357,NO
0.3767,2.0008,NO
0.1917,0.8046,NO
0.3794,2.5909,YES
0.3359,1.319,NO
0.2874,2.7329,YES
