DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_64,Associated
0.0737,0.455,NO
0.0652,0.1118,NO
0.1144,0.483,NO
0.2164,0.5395,NO
0.0671,0.4035,NO
0.0906,0.3694,NO
0.0589,0.1211,NO
0.0679,0.2096,NO
0.1689,0.6859,NO
0.2469,1.1773,YES
0.0616,0.6826,NO
0.33799999999999997,2.6395,YES
0.2427,0.6352,NO
0.2231,0.5710000000000001,NO
0.2223,0.2728,NO
0.1142,0.2405,NO
0.0706,0.3191,NO
0.1109,0.3259,NO
0.0747,0.4386,NO
0.2179,0.2306,NO
0.1147,0.1291,NO
0.0779,1.9,YES
0.0804,1.6121,YES
0.1668,1.3135,YES
0.24,2.1429,YES
0.1573,0.8184,NO
0.0716,1.4974,YES
0.1205,0.57,NO
0.1072,1.2542,YES
0.2444,0.5498,YES
0.3362,0.519,NO
0.1579,0.0568,NO
0.1148,0.1181,NO
0.1112,0.2051,NO
0.3947,0.7629,YES
0.0957,1.2429999999999999,YES
0.1364,0.2891,NO
0.1056,0.1262,NO
0.0981,0.2778,NO
0.1058,0.2068,NO
0.1797,0.5561,NO
0.1526,0.2863,NO
0.1551,0.3768,NO
0.2811,0.7891,YES
0.0766,0.1124,NO
0.1126,1.2618,YES
0.0341,0.064,NO
0.3399,0.5244,YES
0.0412,0.1046,NO
0.1212,0.2042,NO
0.0769,0.312,NO
0.1235,0.1052,NO
0.0802,0.1312,NO
0.1903,0.467,NO
0.1119,0.2078,NO
0.1008,0.4032,NO
0.0886,0.1708,NO
0.1534,0.1606,NO
0.1331,0.4098,NO
0.2865,0.6346,NO
0.1512,0.4336,NO
0.1666,0.4544,NO
0.1465,0.128,NO
0.0509,0.162,NO
0.2187,0.5813,NO
0.4574,1.1198,YES
0.1603,0.4925,NO
0.2015,2.2422,YES
0.205,0.3753,NO
0.2168,0.1748,NO
0.2136,0.0597,NO
0.1919,0.3291,NO
0.1533,0.4514,NO
0.1268,0.1457,NO
0.1947,0.5492,NO
0.1755,0.1506,NO
0.2202,0.3669,NO
0.4465,2.0566,YES
0.4252,1.2512,YES
0.3653,1.7494,YES
0.1771,1.0946,YES
0.1659,0.5334,NO
0.1927,0.9925,YES
0.1251,0.4136,NO
0.1303,1.9718,YES
0.1814,2.233,YES
0.3356,0.7648,NO
0.1662,0.1972,NO
0.1507,0.3386,NO
0.1441,0.5489999999999999,NO
0.3435,2.477,YES
0.1243,2.3817,YES
0.1731,0.6046,NO
0.0952,0.2484,NO
0.1364,0.6045,NO
0.0887,0.3395,NO
0.2289,0.6032,NO
0.2088,0.2094,NO
0.2075,0.2256,NO
0.1923,2.4681,YES
0.0927,0.3414,NO
0.0821,2.4704,YES
0.0311,0.3298,NO
0.3081,1.5614,YES
0.0406,0.1773,NO
0.1251,0.322,NO
0.091,0.37200000000000005,NO
0.11800000000000001,0.4668,NO
0.1053,0.1166,NO
0.2201,0.7665,NO
0.1351,0.2356,NO
0.1328,0.6135,NO
0.0724,0.4067,NO
0.0244,0.2249,NO
0.1404,0.8526,YES
0.3348,2.8217,YES
0.2937,2.0444,YES
0.14300000000000002,0.9972,YES
0.0826,0.3823,NO
0.013000000000000001,0.3114,NO
0.2103,0.9793,YES
0.1395,0.1403,NO
0.1325,1.506,YES
0.1443,0.2718,NO
0.2165,0.3672,NO
0.1934,0.0,NO
0.1934,0.0234,NO
0.0572,0.348,NO
0.2318,2.3739,YES
0.0556,0.33399999999999996,NO
0.3609,2.1519999999999997,YES
0.1417,0.1576,NO
0.255,2.1171,YES
0.0522,0.3038,NO
0.0677,0.5354,NO
0.1439,0.7338,NO
0.0494,0.2458,NO
0.1715,0.8729,YES
0.0964,0.5365,NO
0.1343,1.5887,YES
0.1544,0.2809,NO
0.0732,0.1046,NO
0.1975,0.5029,NO
0.2582,0.6682,NO
0.1977,0.5592,NO
0.1701,0.5547,NO
0.1684,0.0898,NO
0.1225,0.0949,NO
0.1458,1.0572,NO
0.4028,1.8619,YES
0.1577,0.6288,NO
0.2904,3.5318,YES
0.1987,0.6965,NO
0.1756,0.3606,NO
0.1689,0.2434,NO
0.054000000000000006,0.3785,NO
0.1469,0.6003,NO
0.0547,0.133,NO
0.1082,0.6558,NO
0.2019,0.273,NO
0.1293,0.4115,NO
0.3897,2.7956,YES
0.3612,1.631,YES
0.2791,2.5823,YES
0.2894,1.8944,YES
0.2226,0.9778,NO
0.1753,1.3921,YES
0.0979,0.6427,NO
0.0985,0.4632,NO
0.0774,0.3459,NO
0.1069,0.705,YES
0.3647,2.7611,YES
0.2531,1.869,YES
0.1331,0.7354,YES
0.0885,0.6176,NO
0.0604,0.3197,NO
0.2068,0.9055,YES
0.2598,0.3643,NO
0.106,0.8304,YES
0.1459,0.3083,NO
0.2252,0.758,NO
0.2571,0.2554,NO
0.2375,0.4069,NO
0.1453,0.4673,NO
0.2245,2.6452,YES
0.141,0.3755,NO
0.2623,2.5722,YES
0.142,0.2836,NO
0.2555,1.8839,YES
0.2049,0.3119,NO
0.2206,0.5494,NO
0.2228,0.841,NO
0.1032,0.2556,NO
0.1461,0.5106,YES
0.1116,0.5634,NO
0.1326,0.9608,YES
0.1415,0.5227,NO
0.0745,0.4559,NO
0.2381,0.8481,NO
0.19,0.6353,NO
0.1547,0.3385,NO
0.1997,0.6539,NO
0.1653,0.5,NO
0.1536,0.4487,NO
0.1999,0.6543,NO
0.1989,0.72,YES
0.2045,0.9985,NO
0.2447,1.1564,YES
0.2519,0.5926,NO
0.2036,0.2051,NO
0.2033,0.2621,NO
0.0533,0.6161,NO
0.105,0.4616,NO
0.055999999999999994,0.5225,NO
0.1113,0.4646,NO
