DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_69,Associated
0.0737,0.4519,NO
0.0652,0.2079,NO
0.1144,0.7748,NO
0.2164,0.3884,NO
0.0671,0.5529,NO
0.0906,0.7708,NO
0.0589,0.7546,NO
0.0679,0.4944,NO
0.1689,0.7964,NO
0.2469,1.6905,YES
0.0616,0.8053,NO
0.33799999999999997,2.3959,YES
0.2427,0.3544,NO
0.2231,0.4719,NO
0.2223,0.1293,NO
0.1142,0.5194,NO
0.0706,0.6289,NO
0.1109,0.3588,NO
0.0747,0.7113,NO
0.2179,0.3163,NO
0.1147,0.6442,NO
0.0779,1.6467,YES
0.0804,2.467,YES
0.1668,1.2037,YES
0.24,1.6215,YES
0.1573,0.4383,NO
0.0716,3.2929,YES
0.1205,0.591,NO
0.1072,0.6335,YES
0.2444,0.3019,YES
0.3362,0.4057,NO
0.1579,0.3755,NO
0.1148,0.1744,NO
0.1112,0.4083,NO
0.3947,1.2492,YES
0.0957,1.5759,YES
0.1364,0.2991,NO
0.1056,0.14400000000000002,NO
0.0981,0.2166,NO
0.1058,0.2353,NO
0.1797,0.4032,NO
0.1526,0.5346,NO
0.1551,0.4126,NO
0.2811,1.4424,YES
0.0766,0.2549,NO
0.1126,0.6748,YES
0.0341,0.2964,NO
0.3399,1.541,YES
0.0412,0.413,NO
0.1212,0.1051,NO
0.0769,0.3227,NO
0.1235,0.2189,NO
0.0802,0.1271,NO
0.1903,0.1546,NO
0.1119,0.2476,NO
0.1008,0.335,NO
0.0886,0.3367,NO
0.1534,0.1692,NO
0.1331,0.902,NO
0.2865,0.5432,NO
0.1512,0.741,NO
0.1666,0.9948,NO
0.1465,0.4783,NO
0.0509,0.3594,NO
0.2187,0.9897,NO
0.4574,1.1951,YES
0.1603,1.0959999999999999,NO
0.2015,1.9809999999999999,YES
0.205,0.4515,NO
0.2168,0.4282,NO
0.2136,0.2612,NO
0.1919,0.4587,NO
0.1533,0.6227,NO
0.1268,0.183,NO
0.1947,0.5314,NO
0.1755,0.2295,NO
0.2202,0.8029,NO
0.4465,0.9938,YES
0.4252,1.9815,YES
0.3653,1.2001,YES
0.1771,1.3940000000000001,YES
0.1659,0.5893,NO
0.1927,2.4812,YES
0.1251,1.0979,NO
0.1303,0.6609,YES
0.1814,1.1201,YES
0.3356,0.5622,NO
0.1662,0.3188,NO
0.1507,0.1594,NO
0.1441,0.5671,NO
0.3435,0.5572,YES
0.1243,1.49,YES
0.1731,0.3782,NO
0.0952,0.2703,NO
0.1364,0.4773,NO
0.0887,0.4719,NO
0.2289,0.2833,NO
0.2088,0.3771,NO
0.2075,0.306,NO
0.1923,0.622,YES
0.0927,0.2413,NO
0.0821,1.1731,YES
0.0311,0.3848,NO
0.3081,1.4526,YES
0.0406,0.3875,NO
0.1251,0.1612,NO
0.091,0.4888,NO
0.11800000000000001,0.3692,NO
0.1053,0.2668,NO
0.2201,0.4082,NO
0.1351,0.6013,NO
0.1328,0.4122,NO
0.0724,0.3815,NO
0.0244,0.2934,NO
0.1404,1.3546,YES
0.3348,1.7738,YES
0.2937,2.2068,YES
