DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_85,Associated
0.0737,0.4206,NO
0.0652,0.174,NO
0.1144,0.3724,NO
0.2164,0.6297,NO
0.0671,0.4102,NO
0.0906,0.3739,NO
0.0589,0.5168,NO
0.0679,0.0924,NO
0.1689,0.2758,NO
0.2469,2.0246,YES
0.0616,0.364,NO
0.33799999999999997,2.4786,YES
0.2427,0.5588,NO
0.2231,0.4624,NO
0.2223,0.3127,NO
0.1142,0.2852,NO
0.0706,0.2699,NO
0.1109,0.2678,NO
0.0747,0.2425,NO
0.2179,0.2003,NO
0.1147,0.185,NO
0.0779,2.5708,YES
0.0804,3.0952,YES
0.1668,2.4093,YES
0.24,3.1885,YES
0.1573,0.556,NO
0.0716,3.2282,YES
0.1205,0.2817,NO
0.1072,2.3963,YES
0.2444,1.1119,YES
0.3362,0.3889,NO
0.1579,0.2496,NO
0.1148,0.168,NO
0.1112,0.2365,NO
0.3947,0.7166,YES
0.0957,2.3744,YES
0.1364,0.0601,NO
0.1056,0.2378,NO
0.0981,0.0981,NO
0.1058,0.2407,NO
0.1797,0.0477,NO
0.1526,0.3128,NO
0.1551,0.0954,NO
0.2811,1.5276,YES
0.0766,0.2836,NO
0.1126,2.0709,YES
0.0341,0.1439,NO
0.3399,0.9228,YES
0.0412,0.0736,NO
0.1212,0.1476,NO
0.0769,0.17600000000000002,NO
0.1235,0.0832,NO
0.0802,0.1807,NO
0.1903,0.2409,NO
0.1119,0.2674,NO
0.1008,0.1294,NO
0.0886,0.5752,NO
0.1534,0.1824,NO
0.1331,0.8159,NO
0.2865,0.9359,NO
0.1512,0.7467,NO
0.1666,0.6107,NO
0.1465,0.4175,NO
0.0509,0.0893,NO
0.2187,0.6353,NO
0.4574,2.3235,YES
0.1603,0.6657,NO
0.2015,3.1524,YES
0.205,0.5653,NO
0.2168,0.2355,NO
0.2136,0.2383,NO
0.1919,0.317,NO
0.1533,0.5232,NO
0.1268,0.2838,NO
0.1947,0.5154,NO
0.1755,0.2097,NO
0.2202,0.6895,NO
0.4465,2.8480000000000003,YES
0.4252,2.8085,YES
0.3653,2.2169,YES
0.1771,3.4862,YES
0.1659,0.5871,NO
0.1927,3.5487,YES
0.1251,0.5851,NO
0.1303,1.5562,YES
0.1814,0.3241,YES
0.3356,0.5722,NO
0.1662,0.3145,NO
0.1507,0.429,NO
0.1441,0.4284,NO
0.3435,0.5372,YES
0.1243,1.5209,YES
0.1731,0.5387,NO
0.0952,0.3655,NO
0.1364,0.5612,NO
0.0887,0.3609,NO
0.2289,0.3297,NO
0.2088,0.4534,NO
0.2075,0.2793,NO
0.1923,0.6462,YES
0.0927,0.3159,NO
0.0821,1.2614,YES
0.0311,0.2823,NO
0.3081,0.6991,YES
0.0406,0.2642,NO
0.1251,0.3329,NO
0.091,0.2562,NO
0.11800000000000001,0.1733,NO
0.1053,0.3544,NO
0.2201,0.6668,NO
0.1351,0.4155,NO
0.1328,0.6702,NO
0.0724,0.223,NO
0.0244,0.1285,NO
0.1404,0.8185,YES
0.3348,2.2088,YES
0.2937,2.9705,YES
0.14300000000000002,1.1047,YES
0.0826,0.3968,NO
0.013000000000000001,0.1869,NO
0.2103,1.0377,YES
0.1395,0.5538,NO
0.1325,1.1320000000000001,YES
0.1443,0.2051,NO
0.2165,0.5156,NO
0.1934,0.311,NO
0.1934,0.2438,NO
0.0572,0.3091,NO
0.2318,2.5272,YES
0.0556,0.2132,NO
0.3609,2.0852,YES
0.1417,0.3083,NO
0.255,3.4608,YES
0.0522,0.326,NO
0.0677,0.5022,NO
0.1439,0.5209,NO
0.0494,0.4153,NO
0.1715,1.0629,YES
0.0964,0.4359,NO
0.1343,1.0335,YES
0.1544,0.4954,NO
0.0732,0.3467,NO
0.1975,0.7653,NO
0.2582,0.6829999999999999,NO
0.1977,0.855,NO
0.1701,0.7122,NO
0.1684,0.4227,NO
0.1225,0.2762,NO
0.1458,0.9078,NO
0.4028,1.9865,YES
