DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_4,Associated
0.0737,0.5338,NO
0.0652,0.2436,NO
0.1144,0.4034,NO
0.2164,0.6397,NO
0.0671,0.3925,NO
0.0906,0.7199,NO
0.0589,0.6128,NO
0.0679,0.1393,NO
0.1689,0.4023,NO
0.2469,1.5021,YES
0.0616,0.6971,NO
0.33799999999999997,2.5636,YES
0.2427,0.494,NO
0.2231,0.8697,NO
0.2223,0.5334,NO
0.1142,0.2231,NO
0.0706,0.6599,NO
0.1109,0.4425,NO
0.0747,0.2316,NO
0.2179,0.3477,NO
0.1147,0.6284,NO
0.0779,2.1596,YES
0.0804,2.9239,YES
0.1668,1.5814,YES
0.24,2.3081,YES
0.1573,0.282,NO
0.0716,1.9906,YES
0.1205,0.4372,NO
0.1072,0.7120000000000001,YES
0.2444,0.275,YES
0.3362,0.8026,NO
0.1579,0.4095,NO
0.1148,0.2988,NO
0.1112,0.6763,NO
0.3947,1.6197,YES
0.0957,1.5568,YES
0.1364,0.5408,NO
0.1056,0.314,NO
0.0981,0.6131,NO
0.1058,0.2975,NO
0.1797,0.2652,NO
0.1526,0.303,NO
0.1551,0.1068,NO
0.2811,0.4848,YES
0.0766,0.3974,NO
0.1126,1.0454,YES
0.0341,0.2087,NO
0.3399,0.8925,YES
0.0412,0.4705,NO
0.1212,0.2594,NO
0.0769,0.3858,NO
0.1235,0.3971,NO
0.0802,0.1954,NO
0.1903,0.5247,NO
0.1119,0.3531,NO
0.1008,0.7367,NO
0.0886,0.5814,NO
0.1534,0.2227,NO
0.1331,0.8095,NO
0.2865,0.8503,NO
0.1512,0.3953,NO
0.1666,0.9912,NO
0.1465,0.6179,NO
0.0509,0.1848,NO
0.2187,0.6541,NO
0.4574,1.7069,YES
0.1603,1.0015,NO
0.2015,2.191,YES
0.205,0.5121,NO
0.2168,0.8413,NO
0.2136,0.4699,NO
0.1919,0.177,NO
0.1533,0.79,NO
0.1268,0.4169,NO
0.1947,0.2898,NO
0.1755,0.3692,NO
0.2202,0.7090000000000001,NO
0.4465,2.4475,YES
0.4252,2.844,YES
0.3653,1.9095,YES
0.1771,1.5142,YES
0.1659,0.4166,NO
0.1927,2.0187,YES
0.1251,0.7195,NO
0.1303,0.4967,YES
0.1814,0.4307,YES
0.3356,0.4194,NO
0.1662,0.1999,NO
0.1507,0.1028,NO
0.1441,0.6062,NO
0.3435,1.4429,YES
0.1243,1.3703,YES
0.1731,0.42100000000000004,NO
0.0952,0.4142,NO
0.1364,0.4059,NO
0.0887,0.3831,NO
0.2289,0.1822,NO
0.2088,0.1397,NO
0.2075,0.0494,NO
0.1923,0.6214,YES
0.0927,0.19,NO
0.0821,1.3271,YES
0.0311,0.3214,NO
0.3081,1.3202,YES
0.0406,0.2057,NO
0.1251,0.5141,NO
0.091,0.672,NO
0.11800000000000001,0.4507,NO
0.1053,0.2315,NO
0.2201,0.4504,NO
0.1351,0.4453,NO
0.1328,0.5957,NO
0.0724,0.4083,NO
0.0244,0.0345,NO
0.1404,1.9455,YES
0.3348,3.6174,YES
0.2937,1.9284,YES
0.14300000000000002,1.0041,YES
0.0826,0.735,NO
0.013000000000000001,0.1929,NO
0.2103,1.0521,YES
0.1395,0.5124,NO
0.1325,1.6869999999999998,YES
0.1443,0.3272,NO
0.2165,0.7704,NO
0.1934,0.6814,NO
0.1934,0.3946,NO
0.0572,0.2217,NO
0.2318,3.4561,YES
0.0556,0.4264,NO
0.3609,2.0836,YES
0.1417,0.3868,NO
0.255,3.5023,YES
0.0522,0.1477,NO
0.0677,0.6285,NO
0.1439,0.8290000000000001,NO
0.0494,0.3594,NO
0.1715,0.8682,YES
0.0964,0.2972,NO
0.1343,1.0672,YES
0.1544,0.5479999999999999,NO
0.0732,0.3082,NO
0.1975,0.5102,NO
0.2582,0.5683,NO
0.1977,0.2321,NO
0.1701,0.474,NO
0.1684,0.82,NO
0.1225,0.5405,NO
0.1458,0.3154,NO
0.4028,1.4673,YES
0.1577,0.5611,NO
0.2904,2.5836,YES
0.1987,0.3204,NO
0.1756,0.7213,NO
0.1689,0.3128,NO
0.054000000000000006,0.3582,NO
0.1469,0.6215,NO
0.0547,0.737,NO
0.1082,0.2434,NO
0.2019,0.5479,NO
0.1293,0.4691,NO
0.3897,1.6098,YES
0.3612,2.3392,YES
0.2791,1.3949,YES
0.2894,2.2224,YES
0.2226,0.3606,NO
0.1753,1.8684,YES
0.0979,0.6399,NO
0.0985,0.3513,NO
0.0774,0.0494,NO
0.1069,1.5373,YES
0.3647,2.2844,YES
0.2531,1.7232,YES
0.1331,0.8756,YES
0.0885,0.4711,NO
0.0604,0.0477,NO
0.2068,0.6469,YES
0.2598,0.6,NO
0.106,1.4865,YES
0.1459,0.3944,NO
0.2252,0.6333,NO
0.2571,0.6936,NO
0.2375,0.551,NO
0.1453,0.0658,NO
0.2245,2.1365,YES
0.141,0.2412,NO
0.2623,1.7755,YES
0.142,0.3459,NO
0.2555,2.2041,YES
0.2049,0.4511,NO
0.2206,0.8158,NO
0.2228,0.8049,NO
0.1032,0.2084,NO
0.1461,0.6828,YES
0.1116,0.5071,NO
0.1326,0.6874,YES
0.1415,0.5291,NO
0.0745,0.3202,NO
0.2381,0.2993,NO
0.19,0.5414,NO
0.1547,0.096,NO
0.1997,0.3711,NO
0.1653,0.7905,NO
0.1536,0.5342,NO
0.1999,0.2512,NO
0.1989,1.0465,YES
0.2045,0.3302,NO
0.2447,1.6633,YES
0.2519,0.2989,NO
0.2036,0.593,NO
0.2033,0.312,NO
0.0533,0.3624,NO
0.105,0.441,NO
0.055999999999999994,0.6088,NO
0.1113,0.2323,NO
0.2256,0.5303,NO
0.0989,0.2416,NO
0.1879,1.1711,YES
0.1445,1.8394,YES
0.1901,0.9433,YES
0.3108,1.3367,YES
0.2405,0.2924,NO
0.1657,0.9115,YES
0.1331,0.439,NO
0.0949,0.3794,NO
0.1339,0.195,NO
0.22399999999999998,0.8109999999999999,NO
0.1967,0.8172,NO
0.1436,0.1862,NO
0.2079,0.9364,NO
0.1339,0.5531,NO
0.0967,0.2233,NO
0.2198,0.7869,NO
0.3428,1.0565,YES
0.2344,0.792,NO
0.1736,1.8521,YES
0.1331,0.2737,NO
0.0735,0.5656,NO
0.0647,0.2458,NO
0.204,0.2886,NO
0.1327,0.7617,NO
0.1655,0.4945,NO
0.31,0.3505,NO
0.1309,0.3981,NO
0.2819,0.6154,NO
0.4042,1.3196,YES
0.3296,1.9611,YES
0.4941,1.1811,YES
0.1783,1.7256,YES
0.193,0.6448,NO
0.2673,1.2613,YES
0.1726,1.0663,NO
