DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_11,Associated
0.0737,0.3496,NO
0.0652,0.0731,NO
0.1144,0.5722,NO
0.2164,0.5644,NO
0.0671,0.31,NO
0.0906,0.6333,NO
0.0589,0.4164,NO
0.0679,0.1745,NO
0.1689,0.4753,NO
0.2469,1.0,YES
0.0616,0.1782,NO
0.33799999999999997,1.0,YES
0.2427,0.3555,NO
0.2231,0.3673,NO
0.2223,0.3555,NO
0.1142,0.1596,NO
0.0706,0.36,NO
0.1109,0.2574,NO
0.0747,0.3844,NO
0.2179,0.2574,NO
0.1147,0.3438,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.4758,NO
0.0716,1.0,YES
0.1205,0.3251,NO
0.1072,1.0,YES
0.2444,0.408,YES
0.3362,0.3151,NO
0.1579,0.2796,NO
0.1148,0.2165,NO
0.1112,0.2796,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2069,NO
0.1056,0.2425,NO
0.0981,0.2069,NO
0.1058,0.2425,NO
0.1797,0.3148,NO
0.1526,0.3413,NO
0.1551,0.3148,NO
0.2811,1.0,YES
0.0766,0.2796,NO
0.1126,1.0,YES
0.0341,0.2796,NO
0.3399,1.0,YES
0.0412,0.2796,NO
0.1212,0.2425,NO
0.0769,0.2456,NO
0.1235,0.2425,NO
0.0802,0.126,NO
0.1903,0.2796,NO
0.1119,0.2142,NO
0.1008,0.2069,NO
0.0886,0.3088,NO
0.1534,0.12,NO
0.1331,0.3097,NO
0.2865,0.5644,NO
0.1512,0.31,NO
0.1666,0.3427,NO
0.1465,0.294,NO
0.0509,0.294,NO
0.2187,0.3028,NO
0.4574,1.0,YES
0.1603,0.2866,NO
0.2015,1.0,YES
0.205,0.2522,NO
0.2168,0.2796,NO
0.2136,0.08199999999999999,NO
0.1919,0.294,NO
0.1533,0.3765,NO
0.1268,0.1431,NO
0.1947,0.3405,NO
0.1755,0.294,NO
0.2202,0.3765,NO
0.4465,0.965,YES
0.4252,1.0,YES
0.3653,0.965,YES
0.1771,1.0,YES
0.1659,0.2866,NO
0.1927,0.965,YES
0.1251,0.2866,NO
0.1303,1.0,YES
0.1814,0.2106,YES
0.3356,0.2856,NO
0.1662,0.2044,NO
0.1507,0.2013,NO
0.1441,0.2455,NO
0.3435,0.5161,YES
0.1243,0.7333,YES
0.1731,0.2455,NO
0.0952,0.316,NO
0.1364,0.2455,NO
0.0887,0.316,NO
0.2289,0.3667,NO
0.2088,0.3667,NO
0.2075,0.2281,NO
0.1923,0.5161,YES
0.0927,0.2278,NO
0.0821,1.0,YES
0.0311,0.1263,NO
0.3081,1.0,YES
0.0406,0.1466,NO
0.1251,0.316,NO
0.091,0.316,NO
0.11800000000000001,0.316,NO
0.1053,0.1641,NO
0.2201,0.2673,NO
0.1351,0.2251,NO
0.1328,0.2455,NO
0.0724,0.2522,NO
0.0244,0.1089,NO
0.1404,0.6191,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6191,YES
0.0826,0.213,NO
0.013000000000000001,0.2011,NO
0.2103,0.3701,YES
0.1395,0.2147,NO
0.1325,0.3701,YES
0.1443,0.2147,NO
0.2165,0.3877,NO
0.1934,0.3877,NO
0.1934,0.3553,NO
0.0572,0.2011,NO
0.2318,1.0,YES
0.0556,0.1652,NO
0.3609,0.6276,YES
0.1417,0.2011,NO
0.255,1.0,YES
0.0522,0.3118,NO
0.0677,0.5347,NO
0.1439,0.254,NO
