DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_54,Associated
0.0737,1.1041,NO
0.0652,0.3945,NO
0.1144,0.7713,NO
0.2164,1.6875,NO
0.0671,1.0369,NO
0.0906,1.1194,NO
0.0589,1.3879,NO
0.0679,0.7177,NO
0.1689,0.7535,NO
0.2469,2.048,YES
0.0616,0.6569,NO
0.33799999999999997,1.3545,YES
0.2427,0.6779999999999999,NO
0.2231,0.4188,NO
0.2223,0.4853,NO
0.1142,0.5085,NO
0.0706,0.7433,NO
0.1109,0.7128,NO
0.0747,0.7554,NO
0.2179,0.5182,NO
0.1147,1.3707,NO
0.0779,2.0498,YES
0.0804,2.4954,YES
0.1668,2.3286,YES
0.24,1.1864,YES
0.1573,0.9933,NO
0.0716,2.4575,YES
0.1205,0.7252,NO
0.1072,2.3171,YES
0.2444,0.4498,YES
0.3362,1.1815,NO
0.1579,1.0546,NO
0.1148,0.5571,NO
0.1112,1.3515,NO
0.3947,2.5345,YES
0.0957,1.7065,YES
0.1364,1.0006,NO
0.1056,0.6609,NO
0.0981,0.7398,NO
0.1058,0.536,NO
0.1797,0.7102,NO
0.1526,0.7541,NO
0.1551,0.6289,NO
0.2811,2.1505,YES
0.0766,1.0067,NO
0.1126,1.5882,YES
0.0341,0.7777,NO
0.3399,2.0491,YES
0.0412,0.6595,NO
0.1212,0.6023,NO
0.0769,0.9653,NO
0.1235,0.7585,NO
0.0802,0.3265,NO
0.1903,1.2279,NO
0.1119,0.7188,NO
0.1008,0.8078,NO
0.0886,1.3263,NO
0.1534,0.4431,NO
0.1331,1.5614,NO
0.2865,1.8431,NO
0.1512,1.4177,NO
0.1666,2.0149,NO
0.1465,1.6980000000000002,NO
0.0509,0.5196,NO
0.2187,1.4638,NO
0.4574,3.0401,YES
0.1603,1.5016,NO
0.2015,1.7582,YES
0.205,0.6988,NO
0.2168,0.2438,NO
0.2136,0.4799,NO
0.1919,0.2848,NO
0.1533,0.9901,NO
0.1268,0.5947,NO
0.1947,1.1421,NO
0.1755,0.307,NO
0.2202,1.8267,NO
0.4465,2.6904,YES
0.4252,3.7025,YES
0.3653,3.6895,YES
0.1771,1.9385,YES
0.1659,1.7361,NO
0.1927,3.4257,YES
0.1251,1.8234,NO
0.1303,2.1101,YES
0.1814,0.4149,YES
0.3356,0.7244,NO
0.1662,0.6964,NO
0.1507,0.5934,NO
0.1441,1.1021,NO
0.3435,2.3394,YES
0.1243,1.5203,YES
0.1731,0.9209999999999999,NO
0.0952,0.3886,NO
0.1364,0.6452,NO
0.0887,0.1927,NO
0.2289,0.5316,NO
0.2088,0.6364,NO
0.2075,0.4298,NO
0.1923,1.8949,YES
0.0927,1.0569,NO
0.0821,1.5014,YES
0.0311,0.6346,NO
0.3081,1.8596,YES
0.0406,0.7416,NO
0.1251,0.2687,NO
0.091,0.5096,NO
0.11800000000000001,0.6454,NO
0.1053,0.2792,NO
0.2201,1.0270000000000001,NO
0.1351,0.4147,NO
0.1328,0.7967,NO
0.0724,1.0525,NO
0.0244,0.3521,NO
0.1404,1.3823,YES
0.3348,3.2112,YES
0.2937,4.1299,YES
0.14300000000000002,1.2496,YES
0.0826,1.2926,NO
0.013000000000000001,0.3492,NO
0.2103,0.6839,YES
0.1395,0.6901,NO
0.1325,0.7607,YES
0.1443,0.5785,NO
0.2165,0.3088,NO
0.1934,0.6865,NO
0.1934,0.2188,NO
0.0572,0.5973,NO
0.2318,3.5556,YES
0.0556,0.5995,NO
0.3609,3.4462,YES
0.1417,0.5623,NO
0.255,3.3404,YES
0.0522,0.5798,NO
0.0677,1.0787,NO
0.1439,1.9025,NO
0.0494,0.522,NO
0.1715,1.7222,YES
0.0964,0.9035,NO
0.1343,1.4673,YES
0.1544,1.0029,NO
0.0732,0.4102,NO
0.1975,1.1974,NO
0.2582,2.0514,NO
0.1977,1.4858,NO
0.1701,1.5838,NO
0.1684,1.2854,NO
0.1225,0.4261,NO
0.1458,0.8170000000000001,NO
0.4028,2.7944,YES
0.1577,0.904,NO
0.2904,1.7646,YES
0.1987,1.0659999999999998,NO
0.1756,0.5957,NO
0.1689,0.6859,NO
0.054000000000000006,0.1395,NO
0.1469,0.8265,NO
0.0547,0.4827,NO
0.1082,1.0206,NO
0.2019,0.1468,NO
0.1293,1.6461,NO
0.3897,2.5755,YES
0.3612,3.4773,YES
0.2791,3.2348,YES
0.2894,1.7135,YES
0.2226,1.2595,NO
0.1753,3.1678,YES
0.0979,1.1831,NO
0.0985,1.4644,NO
0.0774,0.4047,NO
0.1069,2.0146,YES
0.3647,3.7433,YES
0.2531,4.785,YES
0.1331,1.6818,YES
0.0885,1.6652,NO
0.0604,0.4547,NO
0.2068,1.2019,YES
0.2598,1.1391,NO
0.106,1.194,YES
0.1459,0.5693,NO
0.2252,0.3894,NO
0.2571,0.7619,NO
0.2375,0.2779,NO
0.1453,0.8572,NO
0.2245,3.9273,YES
0.141,0.9168,NO
0.2623,4.2348,YES
0.142,0.8257,NO
0.2555,3.5237,YES
0.2049,0.7379,NO
0.2206,1.4928,NO
0.2228,2.0936,NO
0.1032,0.4118,NO
0.1461,2.5348,YES
0.1116,0.7582,NO
0.1326,1.946,YES
0.1415,1.5643,NO
0.0745,0.40399999999999997,NO
0.2381,1.3231,NO
0.19,1.7262,NO
0.1547,1.2106,NO
0.1997,2.1262,NO
0.1653,1.7898,NO
0.1536,0.7966,NO
0.1999,1.4661,NO
0.1989,2.2476,YES
0.2045,1.2936,NO
0.2447,1.4977,YES
0.2519,0.5163,NO
0.2036,0.2114,NO
0.2033,0.145,NO
0.0533,0.7677,NO
0.105,1.196,NO
0.055999999999999994,0.7961,NO
0.1113,1.2978,NO
0.2256,0.6744,NO
0.0989,1.5017,NO
0.1879,2.3063,YES
0.1445,2.892,YES
0.1901,2.9936,YES
0.3108,1.2967,YES
0.2405,1.669,NO
0.1657,2.7472,YES
0.1331,1.6751,NO
0.0949,1.6189,NO
0.1339,0.4671,NO
0.22399999999999998,1.1448,NO
0.1967,1.3448,NO
0.1436,0.8151,NO
0.2079,2.2377,NO
0.1339,1.8795,NO
0.0967,0.6354,NO
0.2198,1.3801,NO
0.3428,2.7322,YES
0.2344,1.4653,NO
0.1736,1.4616,YES
0.1331,0.5537,NO
0.0735,0.0336,NO
0.0647,0.1282,NO
0.204,0.5044,NO
0.1327,0.9441,NO
0.1655,0.5336,NO
0.31,0.7528,NO
0.1309,0.4741,NO
0.2819,1.5124,NO
0.4042,2.4783,YES
0.3296,3.5172,YES
0.4941,3.6535,YES
0.1783,1.8927,YES
0.193,1.3413,NO
0.2673,3.3892,YES
0.1726,1.8793,NO
0.1439,1.5448,NO
0.0769,0.4247,NO
0.1953,1.3591,NO
0.2342,1.8116,NO
0.2047,1.2222,NO
0.1823,2.0886,NO
0.1684,1.8171,NO
0.1204,0.6505,NO
0.1751,1.229,NO
0.3579,3.1333,YES
0.1828,1.1898,NO
0.2083,2.0025,YES
0.2252,0.5924,NO
0.2041,0.3187,NO
0.2007,0.1718,NO
0.0498,0.5143,NO
0.1415,1.2594,NO
0.0515,0.7134,NO
0.1207,0.9849,NO
0.1912,0.4359,NO
0.14,2.0088,NO
0.4038,3.0538,YES
0.3494,3.9745,YES
0.2799,4.1818,YES
0.2675,2.1989,YES
0.2206,1.5674,NO
0.2003,4.4417,YES
0.1168,1.7067,NO
0.0727,2.0389,NO
0.0714,0.5818,NO
0.10800000000000001,1.4064,NO
0.2886,2.6754,NO
0.1427,2.0883,NO
0.0855,2.0273,NO
0.0605,2.2171,NO
0.0532,0.9814,NO
0.1421,0.9585,NO
0.4397,3.1548,YES
0.0607,0.9731,NO
0.2347,2.0074,YES
0.2118,1.2382,NO
0.2048,0.7534,NO
0.2045,0.7519,NO
0.0849,0.8809999999999999,NO
0.1035,1.7589,NO
0.0824,0.9929,NO
0.0975,1.4374,NO
0.1702,0.8442,NO
0.1518,2.41,NO
0.3372,2.9464,YES
0.3303,4.0878,YES
0.314,3.9829,YES
0.1257,2.0008,YES
0.1375,1.5292,NO
0.1128,3.8851,YES
0.099,1.5328,NO
0.1069,1.7066,NO
0.0451,0.5422,NO
0.5095,4.1438,YES
0.1431,2.3974,YES
0.1227,2.3437,YES
0.2847,4.5087,YES
0.2237,2.4852,NO
0.1065,0.6913,NO
0.3266,4.2195,YES
0.0974,1.6027,NO
0.3289,3.5223,YES
0.1059,0.9173,NO
0.2131,0.585,NO
0.1496,1.0802,NO
0.1474,0.6561,NO
0.0902,1.04,NO
0.0993,2.5034,YES
0.0875,0.9321,NO
0.2369,2.6929,YES
0.2129,0.982,NO
0.1321,2.0392,YES
0.1271,1.278,NO
0.08,2.3558,NO
0.3025,3.2216,NO
0.12,0.6603,NO
0.3399,4.627,YES
0.2516,2.3656,NO
0.2081,4.5127,YES
0.1799,1.062,NO
0.1547,0.4627,NO
0.3595,2.5452,YES
0.2156,1.9976,NO
0.1535,1.8936,NO
0.4159,3.0944,YES
0.1827,1.681,NO
0.1097,0.3138,NO
0.5448,3.3577,YES
0.191,0.9063,NO
0.4381,2.9845,YES
0.1528,0.4243,NO
0.3264,0.8396,NO
0.3203,1.3228,NO
0.2648,1.0188,NO
0.171,0.5495,NO
0.21899999999999997,2.1458,NO
0.1398,0.6487,NO
0.3673,2.3907,NO
0.1451,0.5078,NO
0.2637,1.8076,NO
0.1991,0.6436,NO
0.1784,1.402,NO
0.3767,1.9158,NO
0.1917,0.2795,NO
0.3794,3.1788,YES
0.3359,0.6237,NO
0.2874,3.0414,YES
0.0798,2.3754,NO
0.0364,0.5182,NO
0.2475,2.7889999999999997,YES
0.2794,3.6235,YES
0.2232,4.1169,YES
0.2213,3.0655,YES
0.1233,2.7264,NO
0.0474,1.0392,NO
0.2799,2.3283,YES
0.2328,1.9727,NO
0.2608,1.8156,YES
0.1095,1.2823,NO
0.2365,0.5246,NO
0.2061,0.6829999999999999,NO
0.2048,0.3657,NO
0.0456,1.4794,NO
0.1795,3.9634,YES
0.0442,1.4435,NO
0.27,3.5989999999999998,YES
0.1224,1.4847,NO
0.1913,3.4062,YES
0.2397,1.8015,NO
0.2111,2.9508,NO
0.2935,3.3721,NO
0.1155,0.9386,NO
0.243,3.4236,YES
0.1959,2.5927,NO
0.198,3.0932,YES
0.1636,0.8019,NO
0.1646,0.5795,NO
0.3881,2.3253,YES
0.1762,1.5524,NO
0.1649,1.2465,NO
0.4197,2.8001,YES
0.1681,1.5574,NO
0.153,0.3806,NO
0.4738,2.6174,YES
0.159,0.9925,NO
0.493,2.5771,YES
0.1456,0.5584,NO
0.2244,0.545,NO
0.1542,0.7672,NO
0.1277,0.6593,NO
0.1775,0.2297,NO
0.2106,1.0327,NO
0.1654,0.1535,NO
0.3557,1.2107,NO
0.0902,0.2508,NO
0.2663,1.554,NO
0.2218,0.6955,NO
0.1764,1.3617,NO
0.3901,2.4022,NO
0.21600000000000003,0.7237,NO
0.402,2.3976,YES
0.3584,1.4808,NO
0.3239,2.8055,YES
0.0467,1.0293,NO
0.0184,0.3625,NO
0.0544,1.0784,YES
0.1967,2.9769,YES
0.1251,3.6525,YES
0.0526,0.8303,YES
0.0389,1.1384,NO
0.0098,0.377,NO
0.1204,0.5544,YES
0.1152,0.7228,NO
0.0434,0.5355,YES
0.0994,0.5068,NO
0.171,0.7839,NO
0.1733,1.2109999999999999,NO
0.1785,0.5388,NO
0.0632,0.7075,NO
0.1652,3.1519,YES
0.0614,0.6299,NO
0.1533,3.4797,YES
0.1347,0.4617,NO
0.1212,2.7621,YES
0.015,0.6923,NO
0.0714,0.9347,NO
0.0698,1.4519,NO
0.035,0.4967,NO
0.0672,1.4961,YES
0.0378,0.5435,NO
0.0637,0.8669,YES
0.3024,2.2194,YES
0.0482,0.4088,YES
0.3634,1.7601,NO
0.1548,1.0561,NO
0.1459,0.7418,NO
0.1506,1.6852,NO
0.2394,2.7235,YES
0.3693,1.6415,YES
0.1404,1.6497,NO
0.0758,0.6373,NO
0.1517,1.3256,NO
0.067,0.402,NO
0.2131,0.4882,NO
0.16,0.7329,NO
0.1446,0.5906,NO
0.0844,2.1153,YES
0.095,0.9111,NO
0.2419,1.8508,YES
0.026000000000000002,0.9406,NO
0.2985,2.09,YES
0.0377,0.6528,NO
0.102,0.3834,NO
0.0927,0.8116,NO
0.1259,0.8024,NO
0.1193,0.2288,NO
0.2177,1.9791,NO
0.15,0.6194,NO
0.0996,1.3845,NO
0.0839,1.6017,NO
0.0672,0.7289,NO
0.3068,5.1267,YES
0.1154,2.0588,YES
0.0802,1.8778,YES
0.3166,5.848,YES
0.0868,2.9733,NO
0.0677,0.7669,NO
0.5456,6.0701,YES
0.0938,1.1299,NO
0.3771,5.1370000000000005,YES
0.0765,0.8359,NO
0.3042,0.5363,NO
0.1867,0.9907,NO
0.2024,1.0917,NO
0.084,0.8147,NO
0.1127,2.1444,YES
0.0773,0.6742,NO
0.3002,2.2708,YES
0.0821,0.8471,NO
0.1969,2.0178,YES
0.1353,0.9457,NO
0.0942,1.9847,NO
0.3023,3.5438,NO
0.1177,0.4869,NO
0.2966,5.6352,YES
0.2621,2.0135,NO
0.3631,6.0941,YES
0.1178,2.0151,NO
0.0474,0.8602,NO
0.4277,3.955,YES
0.2214,2.2393,YES
0.2007,1.9398,YES
