DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_88,Associated
0.0737,1.2507,NO
0.0652,0.3725,NO
0.1144,0.9208,NO
0.2164,1.0975,NO
0.0671,0.7285,NO
0.0906,0.7913,NO
0.0589,0.5408,NO
0.0679,0.5834,NO
0.1689,0.6674,NO
0.2469,2.2923,YES
0.0616,0.523,NO
0.33799999999999997,1.7255,YES
0.2427,0.9540000000000001,NO
0.2231,0.5526,NO
0.2223,0.2873,NO
0.1142,0.4824,NO
0.0706,1.1073,NO
0.1109,0.8016,NO
0.0747,0.4412,NO
0.2179,0.4812,NO
0.1147,0.4756,NO
0.0779,1.6917,YES
0.0804,2.2855,YES
0.1668,2.5485,YES
0.24,2.213,YES
0.1573,0.8805,NO
0.0716,2.405,YES
0.1205,0.8138,NO
0.1072,2.6685,YES
0.2444,2.1306,YES
0.3362,1.4574,NO
0.1579,1.1113,NO
0.1148,1.0135,NO
0.1112,1.1565,NO
0.3947,2.0042,YES
0.0957,2.8879,YES
0.1364,1.1812,NO
0.1056,0.9274,NO
0.0981,1.2662,NO
0.1058,0.5995,NO
0.1797,1.3154,NO
0.1526,0.7572,NO
0.1551,0.4977,NO
0.2811,1.607,YES
0.0766,1.2868,NO
0.1126,2.2849,YES
0.0341,0.7848,NO
0.3399,2.7221,YES
0.0412,0.6833,NO
0.1212,0.7909999999999999,NO
0.0769,1.2547,NO
0.1235,1.2164,NO
0.0802,1.0371,NO
0.1903,1.5639,NO
0.1119,0.9622,NO
0.1008,1.0392,NO
0.0886,1.7835,NO
0.1534,0.4331,NO
0.1331,1.8014,NO
0.2865,1.9297,NO
0.1512,1.1561,NO
0.1666,1.3853,NO
0.1465,1.1732,NO
0.0509,0.5763,NO
0.2187,1.4677,NO
0.4574,3.3758,YES
0.1603,1.4783,NO
0.2015,2.3071,YES
0.205,1.2542,NO
0.2168,0.4956,NO
0.2136,0.2371,NO
0.1919,0.8525,NO
0.1533,1.7434,NO
0.1268,0.8171,NO
0.1947,1.0912,NO
0.1755,0.3738,NO
0.2202,1.3006,NO
0.4465,2.5934,YES
0.4252,3.5704,YES
0.3653,4.2854,YES
0.1771,3.5221,YES
0.1659,1.8403,NO
0.1927,3.6189,YES
0.1251,1.2766,NO
0.1303,1.1213,YES
0.1814,0.9013,YES
0.3356,0.8104,NO
