DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_55,Associated
0.0737,0.4217,NO
0.0652,0.3528,NO
0.1144,0.8643,NO
0.2164,1.712,NO
0.0671,1.544,NO
0.0906,1.0849,NO
0.0589,0.4272,NO
0.0679,0.3235,NO
0.1689,0.7998,NO
0.2469,2.4067,YES
0.0616,0.2083,NO
0.33799999999999997,2.6995,YES
0.2427,0.3458,NO
0.2231,0.3876,NO
0.2223,0.0815,NO
0.1142,0.2781,NO
0.0706,0.9597,NO
0.1109,0.3054,NO
0.0747,1.4257,NO
0.2179,0.5119,NO
0.1147,0.6311,NO
0.0779,2.8683,YES
0.0804,3.0431,YES
0.1668,2.5075,YES
0.24,2.4013,YES
0.1573,0.2769,NO
0.0716,2.6027,YES
0.1205,0.2318,NO
0.1072,1.7408,YES
0.2444,1.9298,YES
0.3362,1.183,NO
0.1579,0.6216,NO
0.1148,0.632,NO
0.1112,1.2068,NO
0.3947,1.9612,YES
0.0957,1.4138,YES
0.1364,0.8523,NO
0.1056,0.2415,NO
0.0981,0.7611,NO
0.1058,0.4136,NO
0.1797,0.5196,NO
0.1526,0.6714,NO
0.1551,0.7290000000000001,NO
0.2811,2.1898,YES
0.0766,0.8344,NO
0.1126,1.6983,YES
0.0341,0.8801,NO
0.3399,2.6418,YES
0.0412,0.6174,NO
0.1212,0.3914,NO
0.0769,0.6129,NO
0.1235,0.7695,NO
0.0802,0.4635,NO
0.1903,0.6778,NO
0.1119,0.5768,NO
0.1008,0.7717,NO
0.0886,0.3719,NO
0.1534,0.4591,NO
0.1331,0.9323,NO
0.2865,1.0051,NO
0.1512,0.71,NO
0.1666,1.3502,NO
0.1465,0.745,NO
0.0509,0.2655,NO
0.2187,1.218,NO
0.4574,2.5642,YES
0.1603,0.7883,NO
0.2015,2.3406,YES
0.205,0.6907,NO
0.2168,0.731,NO
0.2136,0.4221,NO
0.1919,0.1996,NO
0.1533,0.9791,NO
0.1268,0.1965,NO
0.1947,1.2935,NO
0.1755,0.406,NO
0.2202,0.29,NO
0.4465,2.7128,YES
0.4252,3.1407,YES
0.3653,2.6466,YES
0.1771,2.6085,YES
0.1659,0.7268,NO
0.1927,2.8084,YES
0.1251,0.8916,NO
0.1303,2.4202,YES
0.1814,2.3453,YES
0.3356,1.9489,NO
0.1662,1.5926,NO
0.1507,1.2201,NO
0.1441,1.5526,NO
0.3435,2.5927,YES
0.1243,2.0575,YES
0.1731,1.5593,NO
0.0952,1.0318,NO
0.1364,1.208,NO
0.0887,0.9496,NO
0.2289,0.2528,NO
0.2088,0.4047,NO
0.2075,0.2486,NO
0.1923,2.3665,YES
0.0927,1.4317,NO
0.0821,2.4764,YES
0.0311,1.4266,NO
0.3081,3.4726,YES
0.0406,1.0851,NO
0.1251,1.2016,NO
0.091,1.3518,NO
0.11800000000000001,0.8623,NO
0.1053,1.3784,NO
0.2201,1.3106,NO
0.1351,1.3817,NO
0.1328,1.2674,NO
0.0724,0.4824,NO
0.0244,0.5772,NO
0.1404,1.2881,YES
0.3348,4.3215,YES
0.2937,4.1242,YES
0.14300000000000002,2.1013,YES
0.0826,0.8727,NO
0.013000000000000001,0.0732,NO
0.2103,2.072,YES
0.1395,0.3337,NO
0.1325,1.9067,YES
0.1443,0.2705,NO
0.2165,1.1267,NO
0.1934,1.4434,NO
0.1934,1.1679,NO
0.0572,0.4008,NO
0.2318,5.1405,YES
0.0556,0.4482,NO
0.3609,4.1531,YES
0.1417,0.9276,NO
0.255,4.1129,YES
0.0522,0.5723,NO
0.0677,1.1313,NO
0.1439,0.6167,NO
0.0494,0.49700000000000005,NO
0.1715,1.1846,YES
0.0964,0.7187,NO
0.1343,1.2127,YES
0.1544,0.9268,NO
0.0732,0.9620000000000001,NO
0.1975,1.2385,NO
0.2582,1.4255,NO
0.1977,1.2149,NO
0.1701,1.5948,NO
0.1684,1.2773,NO
0.1225,0.7418,NO
0.1458,1.1852,NO
0.4028,2.7142,YES
0.1577,0.6628,NO
0.2904,2.9841,YES
0.1987,0.897,NO
0.1756,0.9335,NO
0.1689,0.6443,NO
0.054000000000000006,0.703,NO
0.1469,1.1243,NO
0.0547,0.7535,NO
0.1082,1.5219999999999998,NO
0.2019,1.3204,NO
0.1293,0.4502,NO
0.3897,3.1038,YES
0.3612,3.556,YES
0.2791,2.9418,YES
0.2894,2.8052,YES
0.2226,0.6125,NO
0.1753,2.9374,YES
0.0979,0.6915,NO
0.0985,0.6687,NO
0.0774,0.8086,NO
0.1069,1.3769,YES
0.3647,4.6652,YES
0.2531,4.1919,YES
0.1331,1.9899,YES
0.0885,1.1421,NO
0.0604,0.2603,NO
0.2068,1.8898,YES
0.2598,1.4413,NO
0.106,1.5703,YES
0.1459,1.3326,NO
0.2252,1.3,NO
0.2571,1.4283,NO
0.2375,1.3386,NO
0.1453,0.4971,NO
0.2245,4.593999999999999,YES
0.141,0.5012,NO
0.2623,3.9585,YES
0.142,1.2656,NO
0.2555,3.6213,YES
0.2049,1.683,NO
0.2206,2.4188,NO
0.2228,1.6443,NO
0.1032,1.4598,NO
0.1461,1.1755,YES
0.1116,1.6887,NO
0.1326,1.0499,YES
0.1415,0.8637,NO
0.0745,0.8825,NO
0.2381,0.6014,NO
0.19,0.9205,NO
0.1547,0.6625,NO
0.1997,1.0137,NO
0.1653,0.9114,NO
0.1536,0.6033,NO
0.1999,0.6488,NO
0.1989,1.6466,YES
0.2045,0.3132,NO
0.2447,2.0072,YES
0.2519,0.6179,NO
0.2036,0.7566,NO
0.2033,0.494,NO
0.0533,0.5625,NO
0.105,0.5231,NO
0.055999999999999994,0.7156,NO
0.1113,0.6314,NO
0.2256,0.9556,NO
0.0989,0.2084,NO
0.1879,1.7755,YES
0.1445,2.1849,YES
0.1901,1.6566,YES
0.3108,1.8288,YES
0.2405,0.3158,NO
0.1657,1.4562,YES
0.1331,0.3537,NO
0.0949,0.35,NO
0.1339,0.6098,NO
0.22399999999999998,1.1654,NO
0.1967,0.6968,NO
0.1436,0.5932,NO
0.2079,1.5111,NO
0.1339,0.6688,NO
0.0967,0.3024,NO
0.2198,1.3452,NO
0.3428,2.3474,YES
0.2344,0.8214,NO
0.1736,2.2840000000000003,YES
0.1331,0.6141,NO
0.0735,0.5074,NO
0.0647,0.2065,NO
0.204,0.1845,NO
0.1327,0.6434,NO
0.1655,0.2009,NO
0.31,1.3787,NO
0.1309,0.3924,NO
0.2819,0.1458,NO
0.4042,2.6711,YES
0.3296,2.9486,YES
0.4941,2.8153,YES
0.1783,2.47,YES
0.193,0.7425,NO
0.2673,2.9139999999999997,YES
0.1726,1.0021,NO
0.1439,0.684,NO
0.0769,0.6216,NO
0.1953,1.1484,NO
0.2342,1.0314,NO
0.2047,0.845,NO
0.1823,1.5875,NO
0.1684,0.862,NO
0.1204,0.5028,NO
0.1751,1.4821,NO
0.3579,2.9419,YES
0.1828,0.6443,NO
0.2083,3.0839,YES
0.2252,0.904,NO
0.2041,1.0476,NO
0.2007,0.6407,NO
0.0498,0.4168,NO
0.1415,0.9056,NO
0.0515,0.4168,NO
0.1207,1.3851,NO
0.1912,0.6565,NO
0.14,0.1525,NO
0.4038,3.3758,YES
0.3494,3.6925,YES
0.2799,3.4491,YES
0.2675,3.1616,YES
0.2206,0.5619,NO
0.2003,3.4023,YES
0.1168,0.8163,NO
0.0727,0.36700000000000005,NO
0.0714,0.4655,NO
0.10800000000000001,0.5067,NO
0.2886,1.149,NO
0.1427,0.8619,NO
0.0855,0.7040000000000001,NO
0.0605,0.7618,NO
0.0532,0.2876,NO
0.1421,0.7436,NO
0.4397,2.5119,YES
0.0607,0.2862,NO
0.2347,2.4143,YES
0.2118,0.4712,NO
0.2048,0.5358,NO
0.2045,0.3287,NO
0.0849,0.3502,NO
0.1035,0.7993,NO
0.0824,0.2211,NO
0.0975,1.012,NO
0.1702,0.4861,NO
0.1518,0.2615,NO
0.3372,2.5869,YES
0.3303,3.0904,YES
0.314,2.342,YES
0.1257,2.544,YES
0.1375,0.2848,NO
0.1128,2.403,YES
0.099,0.3801,NO
0.1069,1.0632,NO
0.0451,1.7597,NO
0.5095,6.4797,YES
0.1431,1.4633,YES
0.1227,1.4518,YES
0.2847,7.3866,YES
0.2237,1.6932,NO
0.1065,0.3982,NO
0.3266,6.7723,YES
0.0974,0.7336,NO
0.3289,6.6704,YES
0.1059,0.8595,NO
0.2131,1.4508,NO
0.1496,1.2967,NO
0.1474,0.3769,NO
0.0902,0.9673,NO
0.0993,2.4815,YES
0.0875,0.8799,NO
0.2369,4.246,YES
0.2129,2.082,NO
0.1321,2.5733,YES
0.1271,1.5819,NO
0.08,0.9128,NO
0.3025,2.2566,NO
0.12,2.4089,NO
0.3399,5.6551,YES
0.2516,3.1009,NO
0.2081,6.3893,YES
0.1799,0.6629,NO
0.1547,1.3851,NO
0.3595,4.6508,YES
0.2156,1.4599,NO
0.1535,1.3909,NO
0.4159,5.8711,YES
0.1827,1.1695,NO
0.1097,0.0279,NO
0.5448,5.1462,YES
0.191,0.7428,NO
0.4381,5.1804,YES
0.1528,0.8101,NO
0.3264,1.6219999999999999,NO
0.3203,1.5649,NO
0.2648,0.9056,NO
0.171,0.4507,NO
0.21899999999999997,2.6638,NO
0.1398,0.3952,NO
0.3673,3.6633,NO
0.1451,1.1342,NO
0.2637,2.3486,NO
0.1991,1.3383,NO
0.1784,1.1302,NO
0.3767,2.2468,NO
0.1917,1.939,NO
0.3794,4.2023,YES
0.3359,2.5795,NO
0.2874,4.8956,YES
0.0798,0.9858,NO
0.0364,0.9862,NO
0.2475,2.7421,YES
0.2794,4.7901,YES
0.2232,4.6945,YES
0.2213,3.9171,YES
0.1233,1.2932,NO
0.0474,0.3593,NO
0.2799,3.9272,YES
0.2328,1.9368,NO
0.2608,3.1758,YES
0.1095,2.0317,NO
0.2365,0.9981,NO
0.2061,1.6767,NO
0.2048,0.8457,NO
0.0456,0.6581,NO
0.1795,5.0157,YES
0.0442,0.6439,NO
0.27,5.2575,YES
0.1224,1.4539,NO
0.1913,4.2142,YES
0.2397,2.7527,NO
0.2111,2.8891,NO
0.2935,2.9844,NO
0.1155,2.4713,NO
0.243,2.0737,YES
0.1959,2.9373,NO
0.198,2.3929,YES
0.1636,0.4073,NO
0.1646,0.8001,NO
0.3881,2.6704,YES
0.1762,1.1675,NO
0.1649,1.0262,NO
0.4197,3.3588,YES
0.1681,0.8084,NO
0.153,0.0333,NO
0.4738,2.8248,YES
0.159,0.2625,NO
0.493,3.2284,YES
0.1456,0.1412,NO
0.2244,0.8845,NO
0.1542,0.7465,NO
0.1277,0.4024,NO
0.1775,0.228,NO
0.2106,2.0675,NO
0.1654,0.2187,NO
0.3557,2.7386,NO
0.0902,1.0342,NO
0.2663,2.101,NO
0.2218,0.5176,NO
0.1764,0.4025,NO
0.3901,0.7074,NO
0.21600000000000003,0.6906,NO
0.402,2.2109,YES
0.3584,0.7899,NO
0.3239,2.6958,YES
0.0467,0.9256,NO
0.0184,1.1883,NO
0.0544,1.8616,YES
0.1967,4.6901,YES
0.1251,4.3726,YES
0.0526,2.7545,YES
0.0389,1.4285,NO
0.0098,0.42200000000000004,NO
0.1204,2.5111,YES
0.1152,0.3885,NO
0.0434,2.3687,YES
0.0994,0.2007,NO
0.171,1.1518,NO
0.1733,1.5804,NO
0.1785,1.2965,NO
0.0632,0.8382,NO
0.1652,5.4699,YES
0.0614,0.8690000000000001,NO
0.1533,4.5169999999999995,YES
0.1347,1.7211,NO
0.1212,4.4425,YES
0.015,0.6671,NO
0.0714,1.1124,NO
0.0698,1.0129,NO
0.035,0.6752,NO
0.0672,1.7105,YES
0.0378,1.0444,NO
0.0637,1.732,YES
0.3024,2.1228,YES
0.0482,1.4997,YES
0.3634,1.0088,NO
0.1548,0.5708,NO
0.1459,0.5338,NO
0.1506,0.8715,NO
0.2394,1.8557,YES
0.3693,1.9333,YES
0.1404,0.9363,NO
0.0758,0.3327,NO
0.1517,0.8766,NO
0.067,0.6294,NO
0.2131,0.8511,NO
0.16,0.736,NO
0.1446,0.9557,NO
0.0844,1.743,YES
0.095,0.7837,NO
0.2419,2.0586,YES
0.026000000000000002,0.7754,NO
0.2985,2.4808,YES
0.0377,0.4243,NO
0.102,0.2112,NO
0.0927,0.8613,NO
0.1259,0.3882,NO
0.1193,0.7786,NO
0.2177,0.7395,NO
0.15,0.3549,NO
0.0996,0.7304,NO
0.0839,0.5939,NO
0.0672,1.304,NO
0.3068,4.9631,YES
0.1154,0.9551,YES
0.0802,1.0221,YES
0.3166,6.0478,YES
0.0868,1.1009,NO
0.0677,0.0363,NO
0.5456,5.6595,YES
0.0938,0.7052,NO
0.3771,5.6087,YES
0.0765,0.6542,NO
0.3042,1.1636,NO
0.1867,1.0731,NO
0.2024,0.3025,NO
0.084,0.4457,NO
0.1127,1.9342,YES
0.0773,0.3083,NO
0.3002,3.5671,YES
0.0821,1.0856,NO
0.1969,2.0229,YES
0.1353,1.2955,NO
0.0942,0.9151,NO
0.3023,2.221,NO
0.1177,2.0808,NO
0.2966,4.4914,YES
0.2621,2.6172,NO
0.3631,5.3548,YES
0.1178,0.7276,NO
0.0474,1.4745,NO
0.4277,5.6688,YES
0.2214,2.0333,YES
0.2007,1.9092,YES
0.2467,6.6446,YES
0.2192,1.256,NO
0.1165,0.0126,NO
0.3035,6.053999999999999,YES
0.1886,0.7396,NO
0.2922,5.7695,YES
0.1088,0.9052,NO
0.2277,1.7284,NO
0.1763,1.5123,NO
0.1744,0.8044,NO
0.0948,0.4662,NO
0.152,2.6191,YES
0.0882,0.3534,NO
0.2267,4.1479,YES
0.1968,1.5815,NO
0.1574,2.5342,YES
0.2134,1.6173,NO
0.1846,1.2014,NO
0.3004,2.5629,NO
0.1322,2.1429,NO
0.3039,4.8891,YES
0.2341,2.9283,NO
0.2137,5.6370000000000005,YES
