DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_1,Associated
0.0737,0.3627,NO
0.0652,0.1501,NO
0.1144,0.5271,NO
0.2164,0.2846,NO
0.0671,0.5086,NO
0.0906,0.4085,NO
0.0589,0.8398,NO
0.0679,0.4126,NO
0.1689,0.3614,NO
0.2469,2.4001,YES
0.0616,0.3388,NO
0.33799999999999997,2.573,YES
0.2427,0.2043,NO
0.2231,0.0593,NO
0.2223,0.1758,NO
0.1142,0.3766,NO
0.0706,0.9076,NO
0.1109,0.3216,NO
0.0747,0.3921,NO
0.2179,0.7949,NO
0.1147,0.7282,NO
0.0779,2.5508,YES
0.0804,2.0942,YES
0.1668,2.4149,YES
0.24,1.9503,YES
0.1573,0.5101,NO
0.0716,2.5291,YES
0.1205,0.569,NO
0.1072,3.077,YES
0.2444,1.2631,YES
0.3362,0.8935,NO
0.1579,0.5945,NO
0.1148,0.6691,NO
0.1112,1.1425,NO
0.3947,2.6133,YES
0.0957,2.0254,YES
0.1364,0.794,NO
0.1056,0.6837,NO
0.0981,1.1543,NO
0.1058,0.7609999999999999,NO
0.1797,0.2115,NO
0.1526,0.1837,NO
0.1551,0.287,NO
0.2811,2.2598,YES
0.0766,0.9401,NO
0.1126,3.0163,YES
0.0341,1.0611,NO
0.3399,3.5659,YES
0.0412,0.9791,NO
0.1212,0.9259999999999999,NO
0.0769,0.6454,NO
0.1235,1.1236,NO
0.0802,0.6381,NO
0.1903,1.2707,NO
0.1119,1.1455,NO
0.1008,1.0655,NO
0.0886,0.2394,NO
0.1534,0.5978,NO
0.1331,1.652,NO
0.2865,1.1371,NO
0.1512,1.2106,NO
0.1666,1.088,NO
0.1465,0.8014,NO
0.0509,0.3141,NO
0.2187,0.9467,NO
0.4574,3.1776,YES
0.1603,0.7458,NO
0.2015,3.8887,YES
0.205,0.9041,NO
0.2168,0.489,NO
0.2136,0.605,NO
0.1919,0.2838,NO
0.1533,2.4681,NO
0.1268,0.3735,NO
0.1947,1.2793,NO
0.1755,0.6779,NO
0.2202,1.5516,NO
0.4465,3.8411,YES
0.4252,3.2804,YES
0.3653,3.7335,YES
0.1771,2.9279,YES
0.1659,1.2504,NO
0.1927,3.5529,YES
0.1251,1.5237,NO
0.1303,2.2176,YES
0.1814,1.2579,YES
0.3356,0.8291,NO
0.1662,0.3833,NO
0.1507,0.4954,NO
0.1441,0.8538,NO
0.3435,1.8017,YES
0.1243,1.2049,YES
0.1731,0.7155,NO
0.0952,0.7678,NO
0.1364,0.9581,NO
0.0887,0.7739,NO
0.2289,0.3633,NO
0.2088,0.244,NO
0.2075,0.218,NO
0.1923,1.7394,YES
0.0927,0.6075,NO
0.0821,2.1444,YES
0.0311,0.6256,NO
0.3081,2.4823,YES
0.0406,0.7107,NO
0.1251,0.9789,NO
0.091,0.6781,NO
0.11800000000000001,1.04,NO
0.1053,0.7355,NO
0.2201,0.9098,NO
0.1351,0.9731,NO
0.1328,0.7758,NO
0.0724,0.3665,NO
0.0244,0.5287,NO
0.1404,1.8019999999999998,YES
0.3348,3.8994,YES
0.2937,4.4935,YES
0.14300000000000002,1.6619,YES
0.0826,0.396,NO
0.013000000000000001,0.0611,NO
0.2103,1.5453,YES
0.1395,0.6871,NO
0.1325,1.4855,YES
0.1443,0.6499,NO
0.2165,0.6454,NO
0.1934,0.7639,NO
0.1934,0.7702,NO
0.0572,0.3074,NO
0.2318,4.7005,YES
0.0556,0.3428,NO
0.3609,4.6317,YES
0.1417,1.1753,NO
0.255,4.5584,YES
0.0522,0.9423,NO
0.0677,0.8335,NO
0.1439,0.9965,NO
0.0494,0.5614,NO
0.1715,1.486,YES
0.0964,0.0512,NO
0.1343,1.5873,YES
0.1544,0.414,NO
0.0732,0.4801,NO
0.1975,1.7727,NO
0.2582,1.0343,NO
0.1977,1.1743,NO
0.1701,1.6854,NO
0.1684,0.8519,NO
0.1225,0.473,NO
0.1458,1.1548,NO
0.4028,3.0248,YES
0.1577,1.4413,NO
0.2904,3.4766,YES
0.1987,0.5726,NO
0.1756,0.2243,NO
0.1689,0.2915,NO
0.054000000000000006,0.2822,NO
0.1469,2.177,NO
0.0547,0.4667,NO
0.1082,1.3088,NO
0.2019,1.1394,NO
0.1293,1.6358,NO
0.3897,3.5373,YES
0.3612,2.9569,YES
0.2791,3.5953,YES
0.2894,2.6474,YES
0.2226,1.6515,NO
0.1753,3.4389999999999996,YES
0.0979,1.8691,NO
0.0985,0.2687,NO
0.0774,0.7169,NO
0.1069,2.082,YES
0.3647,3.6437,YES
0.2531,4.2636,YES
0.1331,1.7849,YES
0.0885,0.5936,NO
0.0604,0.1141,NO
0.2068,2.1126,YES
0.2598,1.3931,NO
0.106,1.6169,YES
0.1459,1.4269,NO
0.2252,1.2535,NO
0.2571,1.2434,NO
0.2375,1.3389,NO
0.1453,0.3652,NO
0.2245,4.5601,YES
0.141,0.20199999999999999,NO
0.2623,4.3764,YES
0.142,1.1185,NO
0.2555,4.3802,YES
0.2049,1.7326,NO
0.2206,1.2375,NO
0.2228,1.6957,NO
0.1032,1.3939,NO
0.1461,1.8012,YES
0.1116,1.0003,NO
0.1326,2.1069,YES
0.1415,0.6375,NO
0.0745,0.4855,NO
0.2381,0.9684,NO
0.19,0.3412,NO
0.1547,0.6359,NO
0.1997,0.6825,NO
0.1653,1.0598,NO
0.1536,0.6756,NO
0.1999,1.0198,NO
0.1989,2.5413,YES
0.2045,0.6259,NO
0.2447,2.8119,YES
0.2519,0.7527,NO
0.2036,0.4599,NO
0.2033,0.698,NO
0.0533,0.5125,NO
0.105,1.2196,NO
0.055999999999999994,0.5116,NO
0.1113,0.5997,NO
0.2256,0.958,NO
0.0989,0.9538,NO
0.1879,2.8813,YES
0.1445,2.2062,YES
0.1901,2.7127,YES
0.3108,2.2522,YES
0.2405,0.9829,NO
0.1657,3.0078,YES
0.1331,1.2411,NO
0.0949,0.4326,NO
0.1339,0.5477,NO
0.22399999999999998,2.63,NO
0.1967,1.1079999999999999,NO
0.1436,1.4329,NO
0.2079,2.0846,NO
0.1339,0.8268,NO
0.0967,0.429,NO
0.2198,1.6149,NO
0.3428,2.6774,YES
0.2344,1.8019999999999998,NO
0.1736,3.4562,YES
0.1331,0.8072,NO
0.0735,0.2325,NO
0.0647,0.4014,NO
0.204,0.3711,NO
0.1327,2.6772,NO
0.1655,0.5574,NO
0.31,1.8018,NO
0.1309,0.9829,NO
0.2819,1.8642,NO
0.4042,3.4961,YES
0.3296,2.8978,YES
0.4941,3.7768,YES
0.1783,2.5603,YES
0.193,2.347,NO
0.2673,3.6986,YES
0.1726,2.2157,NO
0.1439,0.451,NO
0.0769,0.5685,NO
0.1953,1.7342,NO
0.2342,1.0049,NO
0.2047,0.9436,NO
0.1823,1.1591,NO
0.1684,1.1788,NO
0.1204,0.4463,NO
0.1751,0.7668,NO
0.3579,3.4258,YES
0.1828,0.8587,NO
0.2083,4.1343,YES
0.2252,0.7031,NO
0.2041,0.3747,NO
0.2007,0.4683,NO
