DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_79,Associated
0.0737,0.8987,NO
0.0652,0.8509,NO
0.1144,1.2409999999999999,NO
0.2164,1.2276,NO
0.0671,1.0015,NO
0.0906,1.2925,NO
0.0589,1.1878,NO
0.0679,0.639,NO
0.1689,0.369,NO
0.2469,2.9501,YES
0.0616,0.3314,NO
0.33799999999999997,2.4074,YES
0.2427,0.9398,NO
0.2231,1.1112,NO
0.2223,0.7812,NO
0.1142,0.7723,NO
0.0706,0.4391,NO
0.1109,0.8208,NO
0.0747,0.685,NO
0.2179,0.7229,NO
0.1147,1.3816,NO
0.0779,1.6905,YES
0.0804,2.8752,YES
0.1668,2.7889999999999997,YES
0.24,1.2292,YES
0.1573,0.4445,NO
0.0716,2.6797,YES
0.1205,0.4979,NO
0.1072,1.0252,YES
0.2444,1.3745,YES
0.3362,0.8798,NO
0.1579,0.76,NO
0.1148,0.4015,NO
0.1112,1.2543,NO
0.3947,1.5894,YES
0.0957,1.6382,YES
0.1364,0.8397,NO
0.1056,0.8645,NO
0.0981,0.6858,NO
0.1058,0.6322,NO
0.1797,0.5225,NO
0.1526,0.8712,NO
0.1551,0.184,NO
0.2811,1.5138,YES
0.0766,0.4418,NO
0.1126,1.7119,YES
0.0341,0.5347,NO
0.3399,1.6831,YES
0.0412,0.6883,NO
0.1212,0.5898,NO
0.0769,0.8033,NO
0.1235,0.8747,NO
0.0802,0.3088,NO
0.1903,0.8383,NO
0.1119,0.9127,NO
0.1008,1.103,NO
0.0886,0.7995,NO
0.1534,0.7284,NO
0.1331,1.4357,NO
0.2865,0.9525,NO
0.1512,0.8968,NO
0.1666,1.9672,NO
0.1465,0.866,NO
0.0509,0.6706,NO
0.2187,1.0618,NO
0.4574,3.4203,YES
0.1603,0.6264,NO
0.2015,3.1173,YES
0.205,0.5116,NO
0.2168,0.4321,NO
0.2136,0.1954,NO
0.1919,0.9753,NO
0.1533,0.6181,NO
0.1268,0.7476,NO
0.1947,0.6505,NO
0.1755,0.8949,NO
0.2202,1.1224,NO
0.4465,2.9003,YES
0.4252,3.4132,YES
0.3653,3.4466,YES
0.1771,1.1423,YES
0.1659,0.9778,NO
0.1927,2.5806,YES
0.1251,1.2674,NO
0.1303,1.9726,YES
0.1814,1.4771,YES
0.3356,1.4236,NO
0.1662,1.1218,NO
0.1507,0.4992,NO
0.1441,1.5597,NO
0.3435,2.1922,YES
0.1243,2.3458,YES
0.1731,1.3226,NO
0.0952,1.1415,NO
0.1364,0.8245,NO
0.0887,0.7619,NO
0.2289,1.141,NO
0.2088,1.546,NO
0.2075,0.631,NO
0.1923,2.2571,YES
0.0927,0.861,NO
0.0821,2.4742,YES
0.0311,0.5847,NO
0.3081,2.4619999999999997,YES
0.0406,0.7703,NO
0.1251,0.7651,NO
0.091,1.3781,NO
0.11800000000000001,1.1659,NO
0.1053,0.4092,NO
0.2201,1.4511,NO
0.1351,1.5459,NO
0.1328,1.2526,NO
0.0724,0.3225,NO
0.0244,0.5961,NO
0.1404,1.3568,YES
0.3348,3.1808,YES
0.2937,3.1955,YES
