DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_VSM_23,Associated
0.0737,0.2626,NO
0.0652,0.2626,NO
0.1144,0.1818,NO
0.2164,0.3384,NO
0.0671,0.2874,NO
0.0906,0.6773,NO
0.0589,0.2626,NO
0.0679,0.2626,NO
0.1689,0.444,NO
0.2469,1.0,YES
0.0616,0.1818,NO
0.33799999999999997,1.0,YES
0.2427,0.3701,NO
0.2231,0.3574,NO
0.2223,0.3691,NO
0.1142,0.2626,NO
0.0706,0.5133,NO
0.1109,0.2626,NO
0.0747,0.4343,NO
0.2179,0.2508,NO
0.1147,0.2553,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1766,NO
0.0716,1.0,YES
0.1205,0.3939,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.4007,NO
0.1579,0.1289,NO
0.1148,0.1702,NO
0.1112,0.4007,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.4007,NO
0.1056,0.2314,NO
0.0981,0.3,NO
0.1058,0.2314,NO
0.1797,0.4183,NO
0.1526,0.40399999999999997,NO
0.1551,0.4173,NO
0.2811,1.0,YES
0.0766,0.1471,NO
0.1126,1.0,YES
0.0341,0.1743,NO
0.3399,1.0,YES
0.0412,0.1702,NO
0.1212,0.2314,NO
0.0769,0.2314,NO
0.1235,0.2314,NO
0.0802,0.127,NO
0.1903,0.4007,NO
0.1119,0.2314,NO
0.1008,0.4007,NO
0.0886,0.21600000000000003,NO
0.1534,0.21600000000000003,NO
0.1331,0.2077,NO
0.2865,0.6139,NO
0.1512,0.3369,NO
0.1666,0.6773,NO
0.1465,0.2344,NO
0.0509,0.21600000000000003,NO
0.2187,0.444,NO
0.4574,1.0,YES
0.1603,0.3591,NO
0.2015,1.0,YES
0.205,0.1924,NO
0.2168,0.1924,NO
0.2136,0.1924,NO
0.1919,0.21600000000000003,NO
0.1533,0.5985,NO
0.1268,0.21600000000000003,NO
0.1947,0.4343,NO
0.1755,0.1851,NO
0.2202,0.3076,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.2322,NO
0.1927,1.0,YES
0.1251,0.3939,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.6805,NO
0.1662,0.5062,NO
0.1507,0.6805,NO
0.1441,0.5415,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.5415,NO
0.0952,0.601,NO
0.1364,0.6805,NO
0.0887,0.601,NO
0.2289,0.7376,NO
0.2088,0.7124,NO
0.2075,0.7358,NO
0.1923,1.0,YES
0.0927,0.5115,NO
0.0821,1.0,YES
0.0311,0.6805,NO
0.3081,1.0,YES
0.0406,0.3514,NO
0.1251,0.601,NO
0.091,0.601,NO
0.11800000000000001,0.601,NO
0.1053,0.601,NO
0.2201,0.5415,NO
0.1351,0.601,NO
0.1328,0.5415,NO
0.0724,0.1709,NO
0.0244,0.1663,NO
0.1404,0.7346,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.503,YES
0.0826,0.257,NO
0.013000000000000001,0.153,NO
0.2103,0.4323,YES
0.1395,0.1552,NO
0.1325,0.7346,YES
0.1443,0.22399999999999998,NO
0.2165,0.379,NO
0.1934,0.379,NO
0.1934,0.379,NO
0.0572,0.1663,NO
0.2318,1.0,YES
0.0556,0.1663,NO
0.3609,1.0,YES
0.1417,0.3664,NO
0.255,1.0,YES
0.0522,0.3405,NO
0.0677,0.3338,NO
0.1439,0.3867,NO
0.0494,0.1918,NO
0.1715,0.5192,YES
0.0964,0.3518,NO
0.1343,0.4323,YES
0.1544,0.2719,NO
0.0732,0.2719,NO
0.1975,0.1539,NO
0.2582,0.6139,NO
0.1977,0.3369,NO
0.1701,0.6773,NO
0.1684,0.2344,NO
0.1225,0.2502,NO
0.1458,0.444,NO
0.4028,1.0,YES
0.1577,0.3591,NO
0.2904,1.0,YES
0.1987,0.2451,NO
0.1756,0.2368,NO
0.1689,0.2445,NO
0.054000000000000006,0.2719,NO
0.1469,0.5985,NO
0.0547,0.2719,NO
0.1082,0.4343,NO
0.2019,0.2719,NO
0.1293,0.3054,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.2322,NO
0.1753,1.0,YES
0.0979,0.3939,NO
0.0985,0.146,NO
0.0774,0.1858,NO
0.1069,0.8266,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.5660000000000001,YES
0.0885,0.2476,NO
0.0604,0.0621,NO
0.2068,0.4151,YES
0.2598,0.6903,NO
0.106,0.8266,YES
0.1459,0.5875,NO
0.2252,0.4403,NO
0.2571,0.4403,NO
0.2375,0.4403,NO
0.1453,0.0707,NO
0.2245,1.0,YES
0.141,0.062,NO
0.2623,0.8544,YES
0.142,0.4123,NO
0.2555,1.0,YES
0.2049,0.6903,NO
0.2206,0.6903,NO
0.2228,0.6903,NO
0.1032,0.6903,NO
0.1461,0.5843,YES
0.1116,0.6903,NO
0.1326,0.4843,YES
0.1415,0.2332,NO
0.0745,0.2332,NO
0.2381,0.4328,NO
0.19,0.6139,NO
0.1547,0.4328,NO
0.1997,0.6773,NO
0.1653,0.2344,NO
0.1536,0.2332,NO
0.1999,0.444,NO
0.1989,1.0,YES
0.2045,0.4328,NO
0.2447,1.0,YES
0.2519,0.4406,NO
0.2036,0.4406,NO
0.2033,0.4406,NO
0.0533,0.2332,NO
0.105,0.5985,NO
0.055999999999999994,0.2332,NO
0.1113,0.4343,NO
0.2256,0.2508,NO
0.0989,0.2752,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.4239,NO
0.1657,1.0,YES
0.1331,0.4239,NO
0.0949,0.1825,NO
0.1339,0.1825,NO
0.22399999999999998,0.4039,NO
0.1967,0.4834,NO
0.1436,0.2653,NO
0.2079,0.5273,NO
0.1339,0.2344,NO
0.0967,0.1825,NO
0.2198,0.4039,NO
0.3428,1.0,YES
0.2344,0.4039,NO
0.1736,1.0,YES
0.1331,0.0808,NO
0.0735,0.1756,NO
0.0647,0.1733,NO
0.204,0.1825,NO
0.1327,0.5985,NO
0.1655,0.1825,NO
0.31,0.391,NO
0.1309,0.2508,NO
0.2819,0.2344,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.4039,NO
0.2673,1.0,YES
0.1726,0.4039,NO
0.1439,0.1205,NO
0.0769,0.1062,NO
0.1953,0.1059,NO
0.2342,0.6139,NO
0.2047,0.3369,NO
0.1823,0.4023,NO
0.1684,0.2344,NO
0.1204,0.095,NO
0.1751,0.2637,NO
0.3579,1.0,YES
0.1828,0.3591,NO
0.2083,0.8982,YES
0.2252,0.2866,NO
0.2041,0.2866,NO
0.2007,0.2866,NO
