DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_26,Associated
0.0737,1.4636,NO
0.0652,0.5548,NO
0.1144,0.7889,NO
0.2164,1.3987,NO
0.0671,1.3321,NO
0.0906,0.8370000000000001,NO
0.0589,1.0505,NO
0.0679,0.8147,NO
0.1689,0.621,NO
0.2469,1.896,YES
0.0616,0.8029,NO
0.33799999999999997,2.6112,YES
0.2427,1.4104,NO
0.2231,0.7862,NO
0.2223,0.6472,NO
0.1142,0.7546,NO
0.0706,0.7917,NO
0.1109,0.6694,NO
0.0747,1.1212,NO
0.2179,0.7140000000000001,NO
0.1147,1.2605,NO
0.0779,1.6898,YES
0.0804,2.2682,YES
0.1668,2.551,YES
0.24,1.787,YES
0.1573,1.1186,NO
0.0716,2.2664,YES
0.1205,0.6556,NO
0.1072,1.0758,YES
0.2444,0.9589,YES
0.3362,0.5169,NO
0.1579,0.6648,NO
0.1148,0.6122,NO
0.1112,0.6102,NO
0.3947,1.1944,YES
0.0957,1.2943,YES
0.1364,0.792,NO
0.1056,0.6181,NO
0.0981,0.6794,NO
0.1058,0.6765,NO
0.1797,0.5682,NO
0.1526,0.6872,NO
0.1551,0.3443,NO
0.2811,1.1340000000000001,YES
0.0766,0.4124,NO
0.1126,1.2477,YES
0.0341,0.7461,NO
0.3399,1.294,YES
0.0412,0.7761,NO
0.1212,0.5866,NO
0.0769,0.7488,NO
0.1235,0.8254,NO
0.0802,0.5909,NO
0.1903,0.8705,NO
0.1119,0.7448,NO
0.1008,0.6806,NO
0.0886,1.4606,NO
0.1534,0.4568,NO
0.1331,1.4653,NO
0.2865,1.2876,NO
0.1512,0.9851,NO
0.1666,1.1737,NO
0.1465,0.7723,NO
0.0509,0.4889,NO
0.2187,1.6284,NO
0.4574,2.7026,YES
0.1603,1.2603,NO
0.2015,2.8478,YES
0.205,1.2748,NO
0.2168,0.6746,NO
0.2136,0.5756,NO
0.1919,0.8504,NO
0.1533,0.8737,NO
0.1268,0.4782,NO
0.1947,0.9288,NO
0.1755,0.4046,NO
0.2202,1.3918,NO
0.4465,2.6846,YES
0.4252,3.0875,YES
0.3653,3.2188,YES
0.1771,2.438,YES
0.1659,1.5186,NO
0.1927,2.424,YES
0.1251,1.2054,NO
0.1303,1.6702,YES
0.1814,1.6969,YES
0.3356,0.4289,NO
0.1662,0.9764,NO
0.1507,1.0028,NO
0.1441,0.8438,NO
0.3435,1.6976,YES
0.1243,1.8747,YES
0.1731,1.0535,NO
0.0952,0.5206,NO
0.1364,0.6997,NO
0.0887,0.3357,NO
0.2289,0.7577,NO
0.2088,0.9896,NO
0.2075,0.4795,NO
0.1923,1.1915,YES
0.0927,0.9421,NO
0.0821,1.8090000000000002,YES
0.0311,0.7827,NO
0.3081,1.6957,YES
0.0406,0.9662,NO
0.1251,0.5549,NO
0.091,0.858,NO
