DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_73,Associated
0.0737,0.3496,NO
0.0652,0.0637,NO
0.1144,0.5722,NO
0.2164,0.4329,NO
0.0671,0.3069,NO
0.0906,0.6333,NO
0.0589,0.3056,NO
0.0679,0.1819,NO
0.1689,0.4753,NO
0.2469,0.8204,YES
0.0616,0.2887,NO
0.33799999999999997,0.4567,YES
0.2427,0.3555,NO
0.2231,0.3824,NO
0.2223,0.2206,NO
0.1142,0.3282,NO
0.0706,0.3984,NO
0.1109,0.1585,NO
0.0747,0.3844,NO
0.2179,0.1819,NO
0.1147,0.3438,NO
0.0779,0.7677,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,0.3987,YES
0.1573,0.4758,NO
0.0716,1.0,YES
0.1205,0.3251,NO
0.1072,1.0,YES
0.2444,0.6914,YES
0.3362,0.3034,NO
0.1579,0.1781,NO
0.1148,0.1652,NO
0.1112,0.2444,NO
0.3947,0.5234,YES
0.0957,1.0,YES
0.1364,0.3034,NO
0.1056,0.1616,NO
0.0981,0.3034,NO
0.1058,0.0409,NO
0.1797,0.3148,NO
0.1526,0.3148,NO
0.1551,0.1953,NO
0.2811,0.5717,YES
0.0766,0.1652,NO
0.1126,0.904,YES
0.0341,0.1652,NO
0.3399,1.0,YES
0.0412,0.1111,NO
0.1212,0.1223,NO
0.0769,0.2456,NO
0.1235,0.1375,NO
0.0802,0.1087,NO
0.1903,0.3034,NO
0.1119,0.1778,NO
0.1008,0.1469,NO
0.0886,0.3071,NO
0.1534,0.294,NO
0.1331,0.3753,NO
0.2865,0.4177,NO
0.1512,0.3765,NO
0.1666,0.3427,NO
0.1465,0.2948,NO
0.0509,0.1133,NO
0.2187,0.2866,NO
0.4574,1.0,YES
0.1603,0.3753,NO
0.2015,0.5949,YES
0.205,0.2445,NO
0.2168,0.3673,NO
0.2136,0.1517,NO
0.1919,0.3167,NO
0.1533,0.3765,NO
0.1268,0.1542,NO
0.1947,0.3765,NO
0.1755,0.294,NO
0.2202,0.3753,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,0.965,YES
0.1771,1.0,YES
0.1659,0.3753,NO
0.1927,1.0,YES
0.1251,0.2381,NO
0.1303,1.0,YES
0.1814,0.5161,YES
0.3356,0.3559,NO
0.1662,0.228,NO
0.1507,0.3559,NO
0.1441,0.2528,NO
0.3435,0.3908,YES
0.1243,1.0,YES
0.1731,0.2862,NO
0.0952,0.1616,NO
0.1364,0.3559,NO
0.0887,0.0508,NO
0.2289,0.3667,NO
0.2088,0.3667,NO
0.2075,0.2281,NO
0.1923,0.4268,YES
0.0927,0.3559,NO
0.0821,0.8716,YES
0.0311,0.2148,NO
0.3081,1.0,YES
0.0406,0.3559,NO
0.1251,0.1136,NO
0.091,0.2456,NO
0.11800000000000001,0.2251,NO
0.1053,0.1087,NO
0.2201,0.3559,NO
0.1351,0.2251,NO
0.1328,0.2528,NO
0.0724,0.27,NO
0.0244,0.2011,NO
0.1404,1.0,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6382,YES
0.0826,0.3189,NO
0.013000000000000001,0.1691,NO
0.2103,0.5227,YES
0.1395,0.2975,NO
0.1325,1.0,YES
0.1443,0.0645,NO
0.2165,0.3877,NO
0.1934,0.42,NO
0.1934,0.2412,NO
0.0572,0.1729,NO
0.2318,1.0,YES
0.0556,0.2254,NO
0.3609,1.0,YES
0.1417,0.2011,NO
0.255,1.0,YES
0.0522,0.1982,NO
0.0677,0.1625,NO
0.1439,0.4856,NO
0.0494,0.1856,NO
0.1715,1.0,YES
0.0964,0.4444,NO
0.1343,0.4367,YES
0.1544,0.3496,NO
0.0732,0.272,NO
0.1975,0.5722,NO
0.2582,0.4029,NO
0.1977,0.4528,NO
0.1701,0.6333,NO
0.1684,0.2831,NO
0.1225,0.2866,NO
0.1458,0.4753,NO
0.4028,0.9481,YES
0.1577,0.4528,NO
0.2904,0.5949,YES
0.1987,0.3166,NO
0.1756,0.3824,NO
0.1689,0.19699999999999998,NO
0.054000000000000006,0.2249,NO
0.1469,0.4528,NO
0.0547,0.3011,NO
0.1082,0.3844,NO
0.2019,0.2866,NO
0.1293,0.4528,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,0.9481,YES
0.2226,0.4758,NO
0.1753,1.0,YES
0.0979,0.3251,NO
0.0985,0.27,NO
0.0774,0.11599999999999999,NO
0.1069,1.0,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.6382,YES
0.0885,0.1719,NO
0.0604,0.11800000000000001,NO
0.2068,0.5227,YES
0.2598,0.2333,NO
0.106,1.0,YES
0.1459,0.0493,NO
0.2252,0.3335,NO
0.2571,0.3335,NO
0.2375,0.2074,NO
0.1453,0.1729,NO
0.2245,1.0,YES
0.141,0.1573,NO
0.2623,1.0,YES
0.142,0.1168,NO
0.2555,1.0,YES
0.2049,0.1982,NO
0.2206,0.2183,NO
0.2228,0.4856,NO
0.1032,0.1856,NO
0.1461,1.0,YES
0.1116,0.4444,NO
0.1326,0.4367,YES
0.1415,0.3071,NO
0.0745,0.2816,NO
0.2381,0.42700000000000005,NO
0.19,0.4329,NO
0.1547,0.42700000000000005,NO
0.1997,0.3398,NO
0.1653,0.3056,NO
0.1536,0.0958,NO
0.1999,0.4218,NO
0.1989,1.0,YES
0.2045,0.42700000000000005,NO
0.2447,0.4525,YES
0.2519,0.1876,NO
0.2036,0.35200000000000004,NO
0.2033,0.0733,NO
0.0533,0.3282,NO
0.105,0.42700000000000005,NO
0.055999999999999994,0.1542,NO
0.1113,0.3529,NO
0.2256,0.2816,NO
0.0989,0.42700000000000005,NO
0.1879,0.83,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.42700000000000005,NO
0.1657,0.7607,YES
0.1331,0.2748,NO
0.0949,0.3496,NO
0.1339,0.0394,NO
0.22399999999999998,0.5722,NO
0.1967,0.4156,NO
0.1436,0.3237,NO
0.2079,0.6333,NO
0.1339,0.2831,NO
0.0967,0.1187,NO
0.2198,0.4753,NO
0.3428,1.0,YES
0.2344,0.3905,NO
0.1736,0.5949,YES
0.1331,0.3104,NO
0.0735,0.3824,NO
