DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_1,Associated
0.0737,0.3496,NO
0.0652,0.0731,NO
0.1144,0.2323,NO
0.2164,0.5644,NO
0.0671,0.31,NO
0.0906,0.1483,NO
0.0589,0.4164,NO
0.0679,0.1187,NO
0.1689,0.1769,NO
0.2469,1.0,YES
0.0616,0.4964,NO
0.33799999999999997,1.0,YES
0.2427,0.3104,NO
0.2231,0.1001,NO
0.2223,0.1078,NO
0.1142,0.1944,NO
0.0706,0.36,NO
0.1109,0.188,NO
0.0747,0.3844,NO
0.2179,0.1276,NO
0.1147,0.3438,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2502,NO
0.0716,1.0,YES
0.1205,0.3251,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.3151,NO
0.1579,0.2796,NO
0.1148,0.2796,NO
0.1112,0.3034,NO
0.3947,0.7571,YES
0.0957,1.0,YES
0.1364,0.3034,NO
0.1056,0.1789,NO
0.0981,0.3034,NO
0.1058,0.1789,NO
0.1797,0.2318,NO
0.1526,0.3144,NO
0.1551,0.301,NO
0.2811,1.0,YES
0.0766,0.2044,NO
0.1126,1.0,YES
0.0341,0.2796,NO
0.3399,1.0,YES
0.0412,0.2165,NO
0.1212,0.2425,NO
0.0769,0.2456,NO
0.1235,0.2425,NO
0.0802,0.2425,NO
0.1903,0.2796,NO
0.1119,0.2142,NO
0.1008,0.3034,NO
0.0886,0.3496,NO
0.1534,0.1441,NO
0.1331,0.3753,NO
0.2865,0.5644,NO
0.1512,0.3753,NO
0.1666,0.4016,NO
0.1465,0.4164,NO
0.0509,0.1187,NO
0.2187,0.3028,NO
0.4574,1.0,YES
0.1603,0.4964,NO
0.2015,1.0,YES
0.205,0.3104,NO
0.2168,0.2445,NO
0.2136,0.2728,NO
0.1919,0.3167,NO
0.1533,0.4175,NO
0.1268,0.3069,NO
0.1947,0.3844,NO
0.1755,0.1276,NO
0.2202,0.4224,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.3753,NO
0.1927,1.0,YES
0.1251,0.3753,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.3559,NO
0.1662,0.3559,NO
0.1507,0.3559,NO
0.1441,0.2271,NO
0.3435,0.7571,YES
0.1243,1.0,YES
0.1731,0.2312,NO
0.0952,0.2187,NO
0.1364,0.1923,NO
0.0887,0.2187,NO
0.2289,0.3157,NO
0.2088,0.3845,NO
0.2075,0.3845,NO
0.1923,1.0,YES
0.0927,0.2044,NO
0.0821,1.0,YES
0.0311,0.3559,NO
0.3081,1.0,YES
0.0406,0.2013,NO
0.1251,0.2187,NO
0.091,0.2456,NO
0.11800000000000001,0.2251,NO
0.1053,0.2251,NO
0.2201,0.3559,NO
0.1351,0.2251,NO
0.1328,0.3559,NO
0.0724,0.3229,NO
0.0244,0.2493,NO
0.1404,1.0,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6382,YES
0.0826,0.344,NO
0.013000000000000001,0.2011,NO
0.2103,0.5227,YES
0.1395,0.3027,NO
0.1325,0.4491,YES
0.1443,0.1787,NO
0.2165,0.3031,NO
0.1934,0.42,NO
0.1934,0.3553,NO
0.0572,0.1729,NO
0.2318,1.0,YES
0.0556,0.2254,NO
0.3609,1.0,YES
0.1417,0.2493,NO
0.255,1.0,YES
0.0522,0.2147,NO
0.0677,0.4291,NO
0.1439,0.4856,NO
