DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_39,Associated
0.0737,0.6009,NO
0.0652,0.4392,NO
0.1144,0.4076,NO
0.2164,0.6912,NO
0.0671,0.5034,NO
0.0906,0.9107,NO
0.0589,0.7179,NO
0.0679,0.2295,NO
0.1689,0.4572,NO
0.2469,1.6473,YES
0.0616,0.6263,NO
0.33799999999999997,3.0758,YES
0.2427,0.1964,NO
0.2231,0.3817,NO
0.2223,0.0913,NO
0.1142,0.2307,NO
0.0706,0.3675,NO
0.1109,0.4633,NO
0.0747,0.6953,NO
0.2179,0.4259,NO
0.1147,0.6838,NO
0.0779,1.8711,YES
0.0804,2.0471,YES
0.1668,2.6311,YES
0.24,1.4668,YES
0.1573,0.6176,NO
0.0716,1.4232,YES
0.1205,0.503,NO
0.1072,1.6656,YES
0.2444,2.1977,YES
0.3362,0.5605,NO
0.1579,0.2704,NO
0.1148,0.2331,NO
0.1112,0.5088,NO
0.3947,2.1247,YES
0.0957,1.4925,YES
0.1364,0.5692,NO
0.1056,0.1151,NO
0.0981,0.2444,NO
0.1058,0.2913,NO
0.1797,0.4272,NO
0.1526,0.114,NO
0.1551,0.2956,NO
0.2811,1.1898,YES
0.0766,0.2699,NO
0.1126,2.2119,YES
0.0341,0.2645,NO
0.3399,1.3584,YES
0.0412,0.4107,NO
0.1212,0.4009,NO
0.0769,0.3509,NO
0.1235,0.3986,NO
0.0802,0.1885,NO
0.1903,0.4423,NO
0.1119,0.2065,NO
0.1008,0.3766,NO
0.0886,0.2363,NO
0.1534,0.0752,NO
0.1331,0.3971,NO
0.2865,0.6056,NO
0.1512,0.4031,NO
0.1666,0.6557,NO
0.1465,0.3944,NO
0.0509,0.0261,NO
0.2187,0.405,NO
0.4574,1.1693,YES
0.1603,0.285,NO
0.2015,1.9582,YES
0.205,0.2021,NO
0.2168,0.3008,NO
0.2136,0.1116,NO
0.1919,0.0967,NO
0.1533,0.3813,NO
0.1268,0.1248,NO
0.1947,0.6121,NO
0.1755,0.1497,NO
0.2202,0.5883,NO
0.4465,1.8299,YES
0.4252,2.0088,YES
0.3653,2.0944,YES
0.1771,0.9133,YES
0.1659,0.5574,NO
0.1927,0.7101,YES
0.1251,0.3115,NO
0.1303,2.2077,YES
0.1814,2.2107,YES
0.3356,0.7582,NO
0.1662,0.5055,NO
0.1507,0.4016,NO
0.1441,0.7464,NO
0.3435,1.5009,YES
0.1243,2.0792,YES
0.1731,0.6993,NO
0.0952,0.2756,NO
0.1364,0.3767,NO
0.0887,0.5728,NO
0.2289,0.389,NO
0.2088,0.3242,NO
0.2075,0.3434,NO
0.1923,1.1682,YES
0.0927,0.3588,NO
0.0821,2.2433,YES
0.0311,0.3317,NO
0.3081,1.3798,YES
0.0406,0.3558,NO
0.1251,0.5045,NO
0.091,0.5829,NO
0.11800000000000001,0.6177,NO
0.1053,0.4048,NO
0.2201,0.6681,NO
0.1351,0.4324,NO
0.1328,0.2802,NO
0.0724,0.0913,NO
0.0244,0.0711,NO
0.1404,0.9348,YES
0.3348,1.7208,YES
0.2937,2.6398,YES
0.14300000000000002,1.4101,YES
0.0826,0.44299999999999995,NO
0.013000000000000001,0.1341,NO
0.2103,0.9666,YES
0.1395,0.3302,NO
0.1325,1.4267,YES
0.1443,0.2465,NO
0.2165,0.2049,NO
0.1934,0.3776,NO
0.1934,0.2912,NO
0.0572,0.14400000000000002,NO
0.2318,1.8858,YES
0.0556,0.1118,NO
0.3609,2.7675,YES
0.1417,0.1833,NO
0.255,2.293,YES
0.0522,0.2257,NO
0.0677,0.6977,NO
0.1439,0.6599,NO
0.0494,0.081,NO
0.1715,1.1024,YES
0.0964,0.3934,NO
0.1343,1.5728,YES
0.1544,0.6575,NO
0.0732,0.5696,NO
0.1975,0.5064,NO
0.2582,0.5007,NO
0.1977,0.5406,NO
0.1701,0.9599,NO
0.1684,0.6682,NO
0.1225,0.4219,NO
0.1458,0.5128,NO
0.4028,0.9075,YES
0.1577,0.5105,NO
