DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_3,Associated
0.0737,0.2322,NO
0.0652,0.2067,NO
0.1144,0.3059,NO
0.2164,0.743,NO
0.0671,0.309,NO
0.0906,0.3258,NO
0.0589,0.3787,NO
0.0679,0.1162,NO
0.1689,0.3639,NO
0.2469,1.3973,YES
0.0616,0.4438,NO
0.33799999999999997,0.3472,YES
0.2427,0.4471,NO
0.2231,0.3405,NO
0.2223,0.0997,NO
0.1142,0.3926,NO
0.0706,0.6033,NO
0.1109,0.2958,NO
0.0747,0.5557,NO
0.2179,0.1339,NO
0.1147,0.3356,NO
0.0779,1.7144,YES
0.0804,1.4521,YES
0.1668,1.7852,YES
0.24,0.5029,YES
0.1573,0.5202,NO
0.0716,1.2098,YES
0.1205,0.6256,NO
0.1072,0.3266,YES
0.2444,0.4482,YES
0.3362,0.5092,NO
0.1579,0.1447,NO
0.1148,0.1035,NO
0.1112,0.2778,NO
0.3947,0.5921,YES
0.0957,0.5027,YES
0.1364,0.3954,NO
0.1056,0.28300000000000003,NO
0.0981,0.3307,NO
0.1058,0.0762,NO
0.1797,0.2643,NO
0.1526,0.2519,NO
0.1551,0.2325,NO
0.2811,0.5427,YES
0.0766,0.1082,NO
0.1126,0.3443,YES
0.0341,0.121,NO
0.3399,0.657,YES
0.0412,0.1994,NO
0.1212,0.3103,NO
0.0769,0.3339,NO
0.1235,0.4054,NO
0.0802,0.198,NO
0.1903,0.4408,NO
0.1119,0.2393,NO
0.1008,0.6179,NO
0.0886,0.3709,NO
0.1534,0.2972,NO
0.1331,0.2921,NO
0.2865,0.6303,NO
0.1512,0.4286,NO
0.1666,0.4107,NO
0.1465,0.6197,NO
0.0509,0.3499,NO
0.2187,0.441,NO
0.4574,1.9661,YES
0.1603,0.5507,NO
0.2015,0.5922,YES
0.205,0.7264,NO
0.2168,0.4496,NO
0.2136,0.2542,NO
0.1919,0.5693,NO
0.1533,0.4691,NO
0.1268,0.4038,NO
0.1947,0.4976,NO
0.1755,0.3599,NO
0.2202,0.3778,NO
0.4465,2.5919,YES
0.4252,1.9663,YES
0.3653,2.753,YES
0.1771,1.0090000000000001,YES
0.1659,0.5352,NO
0.1927,1.4571,YES
0.1251,0.5243,NO
0.1303,1.6073,YES
0.1814,2.2127,YES
0.3356,0.6856,NO
0.1662,0.6501,NO
0.1507,0.2973,NO
0.1441,0.3038,NO
0.3435,2.4171,YES
0.1243,1.6954,YES
0.1731,0.2472,NO
0.0952,0.4685,NO
0.1364,0.2236,NO
0.0887,0.1669,NO
0.2289,0.1242,NO
0.2088,0.41,NO
0.2075,0.0872,NO
0.1923,2.401,YES
0.0927,0.2384,NO
0.0821,1.6132,YES
0.0311,0.2113,NO
0.3081,2.3051,YES
0.0406,0.4023,NO
0.1251,0.2478,NO
0.091,0.2908,NO
0.11800000000000001,0.4808,NO
0.1053,0.2244,NO
0.2201,0.5247,NO
0.1351,0.1144,NO
0.1328,0.6135,NO
0.0724,0.4436,NO
0.0244,0.2282,NO
0.1404,0.7744,YES
0.3348,3.8351,YES
0.2937,2.7505,YES
0.14300000000000002,0.7809999999999999,YES
0.0826,0.5124,NO
0.013000000000000001,0.3122,NO
0.2103,0.9618,YES
0.1395,0.4385,NO
0.1325,0.9444,YES
0.1443,0.1804,NO
0.2165,0.7299,NO
0.1934,0.5967,NO
0.1934,0.5095,NO
0.0572,0.2847,NO
0.2318,2.2758,YES
0.0556,0.4114,NO
0.3609,1.7082,YES
0.1417,0.4547,NO
0.255,2.745,YES
0.0522,0.6927,NO
0.0677,0.8684,NO
0.1439,0.8079,NO
0.0494,0.2128,NO
0.1715,0.9734,YES
0.0964,0.6234,NO
0.1343,1.8352,YES
0.1544,0.335,NO
0.0732,0.2806,NO
0.1975,0.3521,NO
0.2582,0.5854,NO
0.1977,0.1819,NO
0.1701,0.3562,NO
0.1684,0.565,NO
0.1225,0.3316,NO
0.1458,0.2218,NO
0.4028,2.2973,YES
0.1577,0.5563,NO
0.2904,0.5271,YES
0.1987,0.3776,NO
0.1756,0.3361,NO
0.1689,0.06,NO
0.054000000000000006,0.5436,NO
0.1469,0.2829,NO
0.0547,0.4571,NO
0.1082,0.3913,NO
0.2019,0.3727,NO
0.1293,0.4,NO
0.3897,2.2618,YES
0.3612,2.0385,YES
0.2791,2.6914,YES
0.2894,1.3441,YES
0.2226,0.4127,NO
0.1753,1.4602,YES
0.0979,0.5656,NO
0.0985,0.2939,NO
0.0774,0.0489,NO
0.1069,0.3164,YES
0.3647,1.9916,YES
0.2531,1.6033,YES
0.1331,0.281,YES
0.0885,0.2247,NO
0.0604,0.2001,NO
0.2068,0.5127,YES
0.2598,0.1666,NO
0.106,0.42,YES
0.1459,0.1123,NO
0.2252,0.4051,NO
0.2571,0.3377,NO
0.2375,0.1356,NO
0.1453,0.0852,NO
0.2245,1.5382,YES
0.141,0.1874,NO
0.2623,0.9358,YES
0.142,0.2158,NO
0.2555,1.0948,YES
0.2049,0.5662,NO
