DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_41,Associated
0.0737,0.5,NO
0.0652,0.5479999999999999,NO
0.1144,0.2299,NO
0.2164,0.4515,NO
0.0671,0.5659,NO
0.0906,0.4647,NO
0.0589,0.3447,NO
0.0679,0.2969,NO
0.1689,0.2356,NO
0.2469,1.7624,YES
0.0616,0.2519,NO
0.33799999999999997,1.8457,YES
0.2427,0.0957,NO
0.2231,0.2642,NO
0.2223,0.086,NO
0.1142,0.2711,NO
0.0706,0.7594,NO
0.1109,0.2918,NO
0.0747,0.5085,NO
0.2179,0.4395,NO
0.1147,0.5508,NO
0.0779,1.7877,YES
0.0804,1.8556,YES
0.1668,1.2328,YES
0.24,1.4491,YES
0.1573,0.2691,NO
0.0716,1.5835,YES
0.1205,0.3112,NO
0.1072,2.5729,YES
0.2444,2.3348,YES
0.3362,1.7252,NO
0.1579,0.9823,NO
0.1148,1.1423,NO
0.1112,1.7480000000000002,NO
0.3947,2.1017,YES
0.0957,2.4927,YES
0.1364,1.7559,NO
0.1056,0.4288,NO
0.0981,1.784,NO
0.1058,0.5768,NO
0.1797,1.2122,NO
0.1526,1.182,NO
0.1551,1.278,NO
0.2811,1.4452,YES
0.0766,1.4026,NO
0.1126,2.6554,YES
0.0341,1.3347,NO
0.3399,2.8541,YES
0.0412,1.0994,NO
0.1212,0.6868,NO
0.0769,0.7107,NO
0.1235,0.8762,NO
0.0802,0.5883,NO
0.1903,1.7393,NO
0.1119,0.8536,NO
0.1008,1.8568,NO
0.0886,0.8108,NO
0.1534,0.8133,NO
0.1331,0.6853,NO
0.2865,0.785,NO
0.1512,1.1081,NO
0.1666,1.5847,NO
0.1465,0.8969,NO
0.0509,0.3805,NO
0.2187,0.6836,NO
0.4574,3.4454,YES
0.1603,0.6791,NO
0.2015,4.0452,YES
0.205,0.2234,NO
0.2168,0.3675,NO
0.2136,0.2942,NO
0.1919,0.3005,NO
0.1533,1.1653,NO
0.1268,0.3527,NO
0.1947,1.2231,NO
0.1755,0.486,NO
0.2202,1.3090000000000002,NO
0.4465,3.6151,YES
0.4252,3.5923,YES
0.3653,3.2545,YES
0.1771,2.6801,YES
0.1659,0.5498,NO
0.1927,3.1339,YES
0.1251,0.8711,NO
0.1303,2.6207,YES
0.1814,1.8541,YES
0.3356,0.9949,NO
0.1662,0.4344,NO
0.1507,0.5599,NO
0.1441,0.9907,NO
0.3435,2.5817,YES
0.1243,2.6772,YES
0.1731,1.1697,NO
0.0952,0.2539,NO
0.1364,0.7505,NO
0.0887,0.5784,NO
0.2289,0.8932,NO
0.2088,1.0553,NO
0.2075,1.0906,NO
0.1923,1.4257,YES
0.0927,0.8661,NO
0.0821,2.7446,YES
0.0311,0.6953,NO
0.3081,2.5992,YES
0.0406,0.7915,NO
0.1251,0.6171,NO
0.091,0.6044,NO
0.11800000000000001,0.9940000000000001,NO
0.1053,0.3545,NO
0.2201,0.6661,NO
0.1351,1.045,NO
0.1328,0.8645,NO
0.0724,0.3734,NO
0.0244,0.5947,NO
0.1404,1.8892,YES
0.3348,3.9099,YES
0.2937,4.1329,YES
0.14300000000000002,1.6767,YES
0.0826,0.8142,NO
0.013000000000000001,0.2156,NO
0.2103,2.4717,YES
0.1395,0.5496,NO
0.1325,2.2495,YES
0.1443,0.5371,NO
0.2165,1.2369,NO
0.1934,1.055,NO
0.1934,1.0427,NO
0.0572,0.3472,NO
0.2318,4.7308,YES
0.0556,0.4899,NO
