DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_47,Associated
0.0737,0.7719,NO
0.0652,0.7728,NO
0.1144,0.7866,NO
0.2164,1.0275,NO
0.0671,0.5457,NO
0.0906,1.0294,NO
0.0589,1.1405,NO
0.0679,0.4728,NO
0.1689,0.418,NO
0.2469,3.2456,YES
0.0616,0.9775,NO
0.33799999999999997,2.7482,YES
0.2427,0.6287,NO
0.2231,0.9096,NO
0.2223,0.5966,NO
0.1142,0.4405,NO
0.0706,0.7685,NO
0.1109,1.0583,NO
0.0747,0.1709,NO
0.2179,1.0042,NO
0.1147,1.1172,NO
0.0779,2.7426,YES
0.0804,3.1972,YES
0.1668,2.6011,YES
0.24,3.1997,YES
0.1573,0.634,NO
0.0716,1.5606,YES
0.1205,0.4662,NO
0.1072,2.5007,YES
0.2444,1.2991,YES
0.3362,1.3019999999999998,NO
0.1579,0.695,NO
0.1148,0.8542,NO
0.1112,1.2175,NO
0.3947,2.6125,YES
0.0957,1.4023,YES
0.1364,0.8941,NO
0.1056,0.3805,NO
0.0981,1.0325,NO
0.1058,0.4488,NO
0.1797,1.0772,NO
0.1526,1.2711,NO
0.1551,1.1775,NO
0.2811,1.4018,YES
0.0766,1.1239,NO
0.1126,2.512,YES
0.0341,0.6344,NO
0.3399,2.5463,YES
0.0412,0.9036,NO
0.1212,0.4208,NO
0.0769,0.5012,NO
0.1235,0.7653,NO
0.0802,0.4047,NO
0.1903,0.9669,NO
0.1119,0.7716,NO
0.1008,1.011,NO
0.0886,0.5005,NO
0.1534,0.8197,NO
0.1331,1.1225,NO
0.2865,1.7133,NO
0.1512,1.3654,NO
0.1666,1.6059999999999999,NO
0.1465,0.9796,NO
0.0509,0.3479,NO
0.2187,0.767,NO
0.4574,3.2108,YES
0.1603,1.421,NO
0.2015,2.8694,YES
0.205,0.5237,NO
0.2168,0.6457,NO
0.2136,0.505,NO
0.1919,0.4033,NO
0.1533,1.568,NO
0.1268,0.7594,NO
0.1947,0.9138,NO
0.1755,0.6147,NO
0.2202,1.676,NO
0.4465,2.8209,YES
0.4252,3.2242,YES
0.3653,2.7298,YES
