DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_72,Associated
0.0737,0.5429,NO
0.0652,0.127,NO
0.1144,0.4479,NO
0.2164,0.3968,NO
0.0671,0.4121,NO
0.0906,0.4618,NO
0.0589,0.7946,NO
0.0679,0.3691,NO
0.1689,0.6551,NO
0.2469,3.2478,YES
0.0616,0.6115,NO
0.33799999999999997,2.178,YES
0.2427,0.4231,NO
0.2231,0.5095,NO
0.2223,0.1349,NO
0.1142,0.2958,NO
0.0706,0.3386,NO
0.1109,0.2839,NO
0.0747,0.4309,NO
0.2179,0.1343,NO
0.1147,0.34600000000000003,NO
0.0779,3.075,YES
0.0804,1.2112,YES
0.1668,2.6638,YES
0.24,2.2999,YES
0.1573,0.2998,NO
0.0716,2.394,YES
0.1205,0.7205,NO
0.1072,0.4105,YES
0.2444,0.231,YES
0.3362,0.2948,NO
0.1579,0.3039,NO
0.1148,0.0458,NO
0.1112,0.3139,NO
0.3947,1.2667,YES
0.0957,1.3592,YES
0.1364,0.1913,NO
0.1056,0.2919,NO
0.0981,0.2954,NO
0.1058,0.2977,NO
0.1797,0.1554,NO
0.1526,0.102,NO
0.1551,0.0648,NO
0.2811,1.2095,YES
0.0766,0.2289,NO
0.1126,1.1562,YES
0.0341,0.1667,NO
0.3399,1.0958,YES
0.0412,0.0378,NO
0.1212,0.2824,NO
0.0769,0.242,NO
0.1235,0.4049,NO
0.0802,0.1903,NO
0.1903,0.294,NO
0.1119,0.1657,NO
0.1008,0.2463,NO
0.0886,0.3885,NO
0.1534,0.1212,NO
0.1331,0.4836,NO
0.2865,0.515,NO
0.1512,0.4983,NO
0.1666,0.6264,NO
0.1465,0.7043,NO
0.0509,0.2577,NO
0.2187,0.6661,NO
0.4574,2.4935,YES
0.1603,0.5567,NO
0.2015,1.1975,YES
0.205,0.5052,NO
0.2168,0.6558,NO
0.2136,0.1759,NO
0.1919,0.3112,NO
0.1533,0.6709,NO
0.1268,0.3357,NO
0.1947,0.5329,NO
0.1755,0.2908,NO
0.2202,0.5653,NO
0.4465,2.1588,YES
0.4252,1.0648,YES
0.3653,1.9433,YES
0.1771,1.7156,YES
0.1659,0.5485,NO
0.1927,2.2429,YES
0.1251,0.588,NO
0.1303,0.8066,YES
0.1814,0.2738,YES
0.3356,0.7813,NO
0.1662,0.2805,NO
0.1507,0.0927,NO
0.1441,0.8326,NO
0.3435,2.1693,YES
0.1243,2.2523,YES
0.1731,0.5799,NO
0.0952,0.3973,NO
0.1364,0.5949,NO
0.0887,0.3765,NO
0.2289,0.4162,NO
0.2088,0.3864,NO
0.2075,0.1406,NO
0.1923,1.3566,YES
0.0927,0.1942,NO
0.0821,1.5312,YES
0.0311,0.1628,NO
0.3081,1.3451,YES
0.0406,0.0779,NO
0.1251,0.3621,NO
0.091,0.3038,NO
0.11800000000000001,0.6115,NO
0.1053,0.2735,NO
0.2201,0.6985,NO
0.1351,0.3488,NO
0.1328,0.5916,NO
0.0724,0.444,NO
0.0244,0.1901,NO
0.1404,1.605,YES
0.3348,3.0265,YES
0.2937,2.8732,YES
0.14300000000000002,0.5746,YES
0.0826,0.7903,NO
0.013000000000000001,0.4441,NO
0.2103,1.4873,YES
0.1395,0.1542,NO
0.1325,1.2616,YES
0.1443,0.2242,NO
0.2165,0.7207,NO
0.1934,0.5978,NO
0.1934,0.3303,NO
0.0572,0.2908,NO
0.2318,3.045,YES
0.0556,0.2773,NO
0.3609,1.5065,YES
0.1417,0.134,NO
0.255,1.7248,YES
0.0522,0.3491,NO
0.0677,0.7706,NO
0.1439,0.2477,NO
0.0494,0.0699,NO
