DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_VSM_30,Associated
0.0737,0.1548,NO
0.0652,0.0188,NO
0.1144,0.1423,NO
0.2164,0.1453,NO
0.0671,0.1259,NO
0.0906,0.1153,NO
0.0589,0.1548,NO
0.0679,0.049,NO
0.1689,0.1423,NO
0.2469,0.3236,YES
0.0616,0.1153,NO
0.33799999999999997,0.27899999999999997,YES
0.2427,0.1123,NO
0.2231,0.0683,NO
0.2223,0.1937,NO
0.1142,0.0297,NO
0.0706,0.151,NO
0.1109,0.0959,NO
0.0747,0.0651,NO
0.2179,0.0858,NO
0.1147,0.1453,NO
0.0779,0.2144,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,0.245,YES
0.1573,0.0829,NO
0.0716,0.1916,YES
0.1205,0.1423,NO
0.1072,0.4428,YES
0.2444,0.3715,YES
0.3362,0.1194,NO
0.1579,0.1344,NO
0.1148,0.1088,NO
0.1112,0.1296,NO
0.3947,1.0,YES
0.0957,0.3413,YES
0.1364,0.0543,NO
0.1056,0.1231,NO
0.0981,0.1296,NO
0.1058,0.0411,NO
0.1797,0.0632,NO
0.1526,0.1528,NO
0.1551,0.1766,NO
0.2811,1.0,YES
0.0766,0.1344,NO
0.1126,0.4035,YES
0.0341,0.1033,NO
0.3399,0.2669,YES
0.0412,0.1344,NO
0.1212,0.1231,NO
0.0769,0.1474,NO
0.1235,0.1474,NO
0.0802,0.1231,NO
0.1903,0.1316,NO
0.1119,0.1231,NO
0.1008,0.1194,NO
0.0886,0.1439,NO
0.1534,0.0136,NO
0.1331,0.2137,NO
0.2865,0.2137,NO
0.1512,0.2143,NO
0.1666,0.1694,NO
0.1465,0.083,NO
0.0509,0.0192,NO
0.2187,0.2137,NO
0.4574,0.5081,YES
0.1603,0.1694,NO
0.2015,0.5081,YES
0.205,0.1123,NO
0.2168,0.1484,NO
0.2136,0.0598,NO
0.1919,0.0808,NO
0.1533,0.151,NO
0.1268,0.0959,NO
0.1947,0.0651,NO
0.1755,0.0858,NO
0.2202,0.2143,NO
0.4465,0.5256,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,0.5081,YES
0.1659,0.1452,NO
0.1927,0.5256,YES
0.1251,0.2137,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.1531,NO
0.1662,0.1268,NO
0.1507,0.0669,NO
0.1441,0.1501,NO
0.3435,1.0,YES
0.1243,0.3413,YES
0.1731,0.1501,NO
0.0952,0.1387,NO
0.1364,0.1501,NO
0.0887,0.0609,NO
0.2289,0.0749,NO
0.2088,0.1528,NO
0.2075,0.2094,NO
0.1923,1.0,YES
0.0927,0.1268,NO
0.0821,0.4035,YES
0.0311,0.0576,NO
0.3081,0.2669,YES
0.0406,0.1268,NO
0.1251,0.1387,NO
0.091,0.1841,NO
0.11800000000000001,0.1841,NO
0.1053,0.1387,NO
0.2201,0.1316,NO
0.1351,0.1387,NO
0.1328,0.1501,NO
0.0724,0.1328,NO
0.0244,0.0635,NO
0.1404,1.0,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.2985,YES
0.0826,0.1548,NO
0.013000000000000001,0.071,NO
0.2103,1.0,YES
0.1395,0.183,NO
0.1325,0.2134,YES
0.1443,0.1155,NO
0.2165,0.1252,NO
0.1934,0.2037,NO
0.1934,0.077,NO
0.0572,0.0891,NO
0.2318,1.0,YES
0.0556,0.0806,NO
0.3609,1.0,YES
0.1417,0.0592,NO
0.255,1.0,YES
0.0522,0.1516,NO
0.0677,0.2519,NO
0.1439,0.2125,NO
0.0494,0.1155,NO
0.1715,0.2732,YES
0.0964,0.2113,NO
0.1343,1.0,YES
0.1544,0.1439,NO
0.0732,0.0442,NO
0.1975,0.1639,NO
0.2582,0.0759,NO
0.1977,0.2067,NO
0.1701,0.2963,NO
0.1684,0.1987,NO
0.1225,0.0647,NO
0.1458,0.2252,NO
0.4028,1.0,YES
0.1577,0.1639,NO
0.2904,0.3648,YES
0.1987,0.151,NO
0.1756,0.065,NO
0.1689,0.1844,NO
0.054000000000000006,0.0831,NO
0.1469,0.1733,NO
0.0547,0.0959,NO
0.1082,0.1118,NO
0.2019,0.0858,NO
0.1293,0.2067,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.133,NO
0.1753,1.0,YES
0.0979,0.1639,NO
0.0985,0.1132,NO
0.0774,0.0187,NO
0.1069,0.2886,YES
0.3647,1.0,YES
0.2531,0.3316,YES
0.1331,0.1092,YES
0.0885,0.1548,NO
0.0604,0.0358,NO
0.2068,0.2886,YES
0.2598,0.2564,NO
0.106,0.1092,YES
0.1459,0.2564,NO
0.2252,0.1252,NO
0.2571,0.1815,NO
0.2375,0.1928,NO
0.1453,0.0846,NO
0.2245,1.0,YES
0.141,0.07400000000000001,NO
0.2623,0.2937,YES
0.142,0.0592,NO
0.2555,1.0,YES
0.2049,0.2564,NO
0.2206,0.2564,NO
0.2228,0.2564,NO
0.1032,0.2564,NO
0.1461,0.1325,YES
0.1116,0.2564,NO
0.1326,0.2886,YES
0.1415,0.0584,NO
0.0745,0.0154,NO
0.2381,0.2395,NO
0.19,0.2395,NO
0.1547,0.1508,NO
0.1997,0.2369,NO
0.1653,0.1579,NO
0.1536,0.0171,NO
0.1999,0.2395,NO
0.1989,0.4371,YES
0.2045,0.2369,NO
0.2447,0.1771,YES
0.2519,0.1248,NO
0.2036,0.2269,NO
0.2033,0.0659,NO
0.0533,0.0831,NO
0.105,0.1733,NO
0.055999999999999994,0.0807,NO
0.1113,0.1059,NO
0.2256,0.0687,NO
0.0989,0.2395,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,0.4061,YES
0.3108,0.2638,YES
0.2405,0.2369,NO
0.1657,1.0,YES
0.1331,0.2395,NO
0.0949,0.1439,NO
0.1339,0.1197,NO
0.22399999999999998,0.2213,NO
0.1967,0.1054,NO
0.1436,0.1508,NO
0.2079,0.2213,NO
0.1339,0.1579,NO
0.0967,0.025,NO
0.2198,0.087,NO
0.3428,0.4856,YES
0.2344,0.0686,NO
0.1736,0.4856,YES
0.1331,0.1248,NO
0.0735,0.0822,NO
0.0647,0.0797,NO
0.204,0.0831,NO
0.1327,0.1733,NO
0.1655,0.0959,NO
0.31,0.1059,NO
0.1309,0.0858,NO
0.2819,0.1498,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,0.4856,YES
0.193,0.2213,NO
0.2673,1.0,YES
0.1726,0.1609,NO
0.1439,0.1439,NO
0.0769,0.0202,NO
0.1953,0.1176,NO
0.2342,0.2061,NO
0.2047,0.1508,NO
0.1823,0.2171,NO
0.1684,0.1796,NO
0.1204,0.0613,NO
0.1751,0.2171,NO
0.3579,1.0,YES
0.1828,0.2171,NO
0.2083,1.0,YES
0.2252,0.1248,NO
0.2041,0.1693,NO
0.2007,0.2085,NO
0.0498,0.1796,NO
0.1415,0.1733,NO
0.0515,0.1544,NO
0.1207,0.1059,NO
0.1912,0.0858,NO
0.14,0.2083,NO
0.4038,1.0,YES
0.3494,1.0,YES
0.2799,1.0,YES
0.2675,1.0,YES
0.2206,0.2171,NO
0.2003,1.0,YES
0.1168,0.0835,NO
0.0727,0.0564,NO
0.0714,0.0442,NO
0.10800000000000001,0.2085,NO
0.2886,0.2085,NO
0.1427,0.2184,NO
0.0855,0.2963,NO
0.0605,0.1987,NO
0.0532,0.0647,NO
0.1421,0.2252,NO
0.4397,1.0,YES
0.0607,0.1412,NO
0.2347,1.0,YES
0.2118,0.151,NO
0.2048,0.1693,NO
0.2045,0.0235,NO
0.0849,0.159,NO
0.1035,0.1576,NO
0.0824,0.1544,NO
0.0975,0.1576,NO
0.1702,0.0343,NO
0.1518,0.2184,NO
0.3372,1.0,YES
0.3303,1.0,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.1526,NO
0.1128,1.0,YES
0.099,0.2085,NO
0.1069,0.1628,NO
0.0451,0.1494,NO
0.5095,1.0,YES
0.1431,0.27899999999999997,YES
0.1227,0.13699999999999998,YES
0.2847,1.0,YES
0.2237,0.1955,NO
0.1065,0.0692,NO
0.3266,1.0,YES
0.0974,0.0802,NO
0.3289,1.0,YES
0.1059,0.0719,NO
0.2131,0.1437,NO
0.1496,0.179,NO
0.1474,0.2203,NO
0.0902,0.153,NO
0.0993,0.1935,YES
0.0875,0.132,NO
0.2369,0.2598,YES
0.2129,0.1208,NO
0.1321,0.27899999999999997,YES
0.1271,0.1128,NO
0.08,0.1426,NO
0.3025,0.2844,NO
0.12,0.0401,NO
0.3399,1.0,YES
0.2516,0.2341,NO
0.2081,1.0,YES
0.1799,0.0325,NO
0.1547,0.0802,NO
0.3595,0.3917,YES
0.2156,0.2276,NO
0.1535,0.0598,NO
0.4159,1.0,YES
0.1827,0.0733,NO
0.1097,0.025,NO
0.5448,0.4186,YES
0.191,0.1183,NO
0.4381,1.0,YES
0.1528,0.025,NO
0.3264,0.0986,NO
0.3203,0.2118,NO
0.2648,0.0077,NO
0.171,0.0941,NO
0.21899999999999997,0.0674,NO
0.1398,0.073,NO
0.3673,0.2179,NO
0.1451,0.0613,NO
0.2637,0.2276,NO
0.1991,0.0698,NO
0.1784,0.0896,NO
0.3767,0.2444,NO
0.1917,0.1193,NO
0.3794,0.3803,YES
0.3359,0.081,NO
0.2874,0.3917,YES
0.0798,0.1427,NO
0.0364,0.1427,NO
0.2475,1.0,YES
0.2794,1.0,YES
0.2232,1.0,YES
0.2213,0.3333,YES
0.1233,0.1427,NO
0.0474,0.071,NO
0.2799,1.0,YES
0.2328,0.3374,NO
0.2608,0.3333,YES
0.1095,0.0786,NO
0.2365,0.0839,NO
0.2061,0.1698,NO
0.2048,0.0208,NO
0.0456,0.0818,NO
0.1795,1.0,YES
0.0442,0.0806,NO
0.27,1.0,YES
0.1224,0.034,NO
0.1913,1.0,YES
0.2397,0.3374,NO
0.2111,0.3374,NO
0.2935,0.3374,NO
0.1155,0.3374,NO
0.243,0.3141,YES
0.1959,0.3374,NO
0.198,1.0,YES
0.1636,0.1372,NO
0.1646,0.079,NO
0.3881,1.0,YES
0.1762,0.3036,NO
0.1649,0.1149,NO
0.4197,1.0,YES
0.1681,0.1658,NO
0.153,0.0213,NO
0.4738,1.0,YES
0.159,0.2147,NO
0.493,1.0,YES
0.1456,0.2147,NO
0.2244,0.2516,NO
0.1542,0.1848,NO
0.1277,0.171,NO
0.1775,0.0372,NO
0.2106,0.3036,NO
0.1654,0.0485,NO
0.3557,0.2187,NO
0.0902,0.0698,NO
0.2663,0.3036,NO
0.2218,0.2147,NO
0.1764,0.2147,NO
0.3901,0.2493,NO
0.21600000000000003,0.2147,NO
0.402,1.0,YES
0.3584,0.2147,NO
0.3239,1.0,YES
0.0467,0.1328,NO
0.0184,0.0635,NO
0.0544,1.0,YES
0.1967,1.0,YES
0.1251,1.0,YES
0.0526,0.2985,YES
0.0389,0.1306,NO
0.0098,0.071,NO
0.1204,1.0,YES
0.1152,0.183,NO
0.0434,0.2134,YES
0.0994,0.1027,NO
0.171,0.1049,NO
0.1733,0.1719,NO
0.1785,0.0194,NO
0.0632,0.0891,NO
0.1652,1.0,YES
0.0614,0.0806,NO
0.1533,1.0,YES
0.1347,0.0234,NO
0.1212,1.0,YES
0.015,0.1516,NO
0.0714,0.2519,NO
0.0698,0.2125,NO
0.035,0.1027,NO
0.0672,0.2732,YES
0.0378,0.2113,NO
0.0637,1.0,YES
0.3024,1.0,YES
0.0482,1.0,YES
0.3634,0.1955,NO
0.1548,0.1955,NO
0.1459,0.1009,NO
0.1506,0.1659,NO
0.2394,1.0,YES
0.3693,0.3164,YES
0.1404,0.1955,NO
0.0758,0.0767,NO
0.1517,0.1659,NO
0.067,0.0609,NO
0.2131,0.0887,NO
0.16,0.0801,NO
0.1446,0.2274,NO
0.0844,0.3834,YES
0.095,0.11,NO
0.2419,0.4181,YES
0.026000000000000002,0.0922,NO
0.2985,0.27399999999999997,YES
0.0377,0.1955,NO
0.102,0.1398,NO
0.0927,0.1398,NO
0.1259,0.0423,NO
0.1193,0.0611,NO
0.2177,0.1636,NO
0.15,0.1398,NO
0.0996,0.1955,NO
0.0839,0.0695,NO
0.0672,0.0635,NO
0.3068,1.0,YES
0.1154,1.0,YES
0.0802,0.2628,YES
0.3166,1.0,YES
0.0868,0.1955,NO
0.0677,0.071,NO
0.5456,1.0,YES
0.0938,0.2649,NO
0.3771,0.4778,YES
0.0765,0.0299,NO
0.3042,0.1437,NO
0.1867,0.179,NO
0.2024,0.2778,NO
0.084,0.0899,NO
0.1127,0.2624,YES
0.0773,0.132,NO
0.3002,0.2829,YES
0.0821,0.1208,NO
0.1969,1.0,YES
0.1353,0.2649,NO
0.0942,0.2649,NO
0.3023,0.2844,NO
0.1177,0.2649,NO
0.2966,1.0,YES
0.2621,0.2649,NO
0.3631,1.0,YES
0.1178,0.1467,NO
0.0474,0.1467,NO
0.4277,1.0,YES
0.2214,0.3451,YES
0.2007,0.1673,YES
0.2467,1.0,YES
0.2192,0.1467,NO
0.1165,0.0245,NO
0.3035,1.0,YES
0.1886,0.3049,NO
0.2922,1.0,YES
0.1088,0.2145,NO
0.2277,0.1437,NO
0.1763,0.2118,NO
0.1744,0.2193,NO
0.0948,0.0941,NO
0.152,0.1876,YES
0.0882,0.132,NO
0.2267,0.2598,YES
0.1968,0.1208,NO
0.1574,0.3451,YES
0.2134,0.3049,NO
0.1846,0.3049,NO
0.3004,0.3049,NO
0.1322,0.3049,NO
0.3039,1.0,YES
0.2341,0.3049,NO
0.2137,0.3451,YES
0.1342,0.1395,NO
0.1099,0.0802,NO
0.526,1.0,YES
0.1623,0.2879,YES
0.1996,0.095,YES
0.3297,1.0,YES
0.22699999999999998,0.1955,NO
0.1622,0.0692,NO
0.3372,1.0,YES
0.1102,0.2904,NO
0.3901,1.0,YES
0.1022,0.2419,NO
