DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_35,Associated
0.0737,0.9831,NO
0.0652,0.3784,NO
0.1144,1.0178,NO
0.2164,0.9503,NO
0.0671,0.9806,NO
0.0906,1.9498,NO
0.0589,0.5529999999999999,NO
0.0679,0.4067,NO
0.1689,1.419,NO
0.2469,2.2641,YES
0.0616,1.5876,NO
0.33799999999999997,2.2148,YES
0.2427,0.6848,NO
0.2231,0.9846,NO
0.2223,0.5018,NO
0.1142,0.6102,NO
0.0706,0.429,NO
0.1109,0.2873,NO
0.0747,1.1886,NO
0.2179,0.4169,NO
0.1147,1.0916,NO
0.0779,2.5984,YES
0.0804,2.298,YES
0.1668,2.3545,YES
0.24,1.3544,YES
0.1573,1.7039,NO
0.0716,2.1132,YES
0.1205,1.5306,NO
0.1072,1.5048,YES
0.2444,0.701,YES
0.3362,1.2362,NO
0.1579,0.9573,NO
0.1148,0.5964,NO
0.1112,1.1265,NO
0.3947,1.3072,YES
0.0957,1.6902,YES
0.1364,0.8571,NO
0.1056,0.2946,NO
0.0981,1.0799,NO
0.1058,0.3538,NO
0.1797,0.4568,NO
0.1526,0.4629,NO
0.1551,0.1905,NO
0.2811,1.2529,YES
0.0766,0.8617,NO
0.1126,1.6059,YES
0.0341,0.6272,NO
0.3399,1.7707,YES
0.0412,0.6957,NO
0.1212,0.6024,NO
0.0769,0.5461,NO
0.1235,0.4694,NO
0.0802,0.3437,NO
0.1903,1.0309,NO
0.1119,0.4027,NO
0.1008,0.8945,NO
0.0886,0.8625,NO
0.1534,0.5295,NO
0.1331,0.9176,NO
0.2865,1.4665,NO
0.1512,1.3844,NO
0.1666,2.1073,NO
0.1465,0.6531,NO
0.0509,0.3896,NO
0.2187,1.2917,NO
0.4574,3.2356,YES
0.1603,1.4447,NO
0.2015,3.208,YES
0.205,0.9056,NO
0.2168,1.2739,NO
0.2136,0.4134,NO
0.1919,0.6757,NO
0.1533,0.4564,NO
0.1268,0.6697,NO
0.1947,1.4703,NO
0.1755,0.4762,NO
0.2202,1.3624,NO
0.4465,3.5863,YES
0.4252,3.6327,YES
0.3653,3.0532,YES
0.1771,2.1171,YES
0.1659,1.4517,NO
0.1927,2.4621,YES
0.1251,1.5719,NO
0.1303,2.0164,YES
0.1814,1.5856,YES
0.3356,0.9435,NO
0.1662,0.9048,NO
0.1507,0.4346,NO
0.1441,1.082,NO
0.3435,1.5781,YES
0.1243,1.9707,YES
0.1731,0.8245,NO
0.0952,0.7241,NO
0.1364,0.8081,NO
0.0887,0.5698,NO
0.2289,0.604,NO
0.2088,0.865,NO
0.2075,0.5839,NO
0.1923,2.0243,YES
0.0927,0.6229,NO
0.0821,1.7164,YES
0.0311,0.6007,NO
