DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_25,Associated
0.0737,0.3496,NO
0.0652,0.1164,NO
0.1144,0.5722,NO
0.2164,0.5644,NO
0.0671,0.31,NO
0.0906,0.2707,NO
0.0589,0.4164,NO
0.0679,0.2852,NO
0.1689,0.4753,NO
0.2469,1.0,YES
0.0616,0.4964,NO
0.33799999999999997,1.0,YES
0.2427,0.0604,NO
0.2231,0.35200000000000004,NO
0.2223,0.0827,NO
0.1142,0.2852,NO
0.0706,0.3984,NO
0.1109,0.2852,NO
0.0747,0.1542,NO
0.2179,0.2852,NO
0.1147,0.3438,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1711,NO
0.0716,1.0,YES
0.1205,0.2289,NO
0.1072,1.0,YES
0.2444,0.408,YES
0.3362,0.3151,NO
0.1579,0.2796,NO
0.1148,0.2796,NO
0.1112,0.3034,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2069,NO
0.1056,0.1616,NO
0.0981,0.2796,NO
0.1058,0.1216,NO
0.1797,0.2584,NO
0.1526,0.3144,NO
0.1551,0.3148,NO
0.2811,1.0,YES
0.0766,0.2165,NO
0.1126,1.0,YES
0.0341,0.2796,NO
0.3399,1.0,YES
0.0412,0.1607,NO
0.1212,0.0646,NO
0.0769,0.2289,NO
0.1235,0.1522,NO
0.0802,0.0623,NO
0.1903,0.2796,NO
0.1119,0.2142,NO
0.1008,0.3034,NO
0.0886,0.3496,NO
0.1534,0.12,NO
0.1331,0.5722,NO
0.2865,0.5644,NO
0.1512,0.31,NO
0.1666,0.4162,NO
0.1465,0.4164,NO
0.0509,0.294,NO
0.2187,0.4753,NO
0.4574,1.0,YES
0.1603,0.4964,NO
0.2015,1.0,YES
0.205,0.21,NO
0.2168,0.35200000000000004,NO
0.2136,0.2728,NO
0.1919,0.294,NO
0.1533,0.4327,NO
0.1268,0.318,NO
0.1947,0.3765,NO
0.1755,0.294,NO
0.2202,0.4378,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.314,NO
0.1927,1.0,YES
0.1251,0.2866,NO
0.1303,0.9589,YES
0.1814,0.2106,YES
0.3356,0.3559,NO
0.1662,0.3559,NO
0.1507,0.3559,NO
0.1441,0.2862,NO
0.3435,1.0,YES
0.1243,0.7333,YES
0.1731,0.2479,NO
0.0952,0.2251,NO
0.1364,0.3559,NO
0.0887,0.316,NO
0.2289,0.3157,NO
0.2088,0.3144,NO
0.2075,0.3845,NO
0.1923,0.5161,YES
0.0927,0.1759,NO
0.0821,1.0,YES
0.0311,0.3559,NO
0.3081,1.0,YES
0.0406,0.1909,NO
0.1251,0.316,NO
0.091,0.2251,NO
0.11800000000000001,0.316,NO
0.1053,0.316,NO
0.2201,0.3559,NO
0.1351,0.316,NO
0.1328,0.2862,NO
0.0724,0.3229,NO
0.0244,0.08199999999999999,NO
0.1404,0.6191,YES
0.3348,0.7797,YES
0.2937,1.0,YES
0.14300000000000002,0.3951,YES
0.0826,0.3189,NO
0.013000000000000001,0.2493,NO
0.2103,0.3236,YES
0.1395,0.2975,NO
0.1325,0.6191,YES
0.1443,0.1729,NO
0.2165,0.1913,NO
0.1934,0.42,NO
0.1934,0.1374,NO
0.0572,0.2011,NO
0.2318,1.0,YES
0.0556,0.2493,NO
0.3609,1.0,YES
0.1417,0.2493,NO
0.255,0.7797,YES
0.0522,0.2431,NO
0.0677,0.28600000000000003,NO
0.1439,0.2456,NO
0.0494,0.138,NO
0.1715,0.6191,YES
0.0964,0.1787,NO
0.1343,0.2703,YES
0.1544,0.3331,NO
0.0732,0.111,NO
0.1975,0.4528,NO
0.2582,0.5644,NO
0.1977,0.4528,NO
0.1701,0.4162,NO
0.1684,0.2595,NO
0.1225,0.3331,NO
0.1458,0.3138,NO
0.4028,1.0,YES
0.1577,0.4528,NO
0.2904,0.9187,YES
0.1987,0.2438,NO
0.1756,0.35200000000000004,NO
0.1689,0.3166,NO
0.054000000000000006,0.272,NO
0.1469,0.4327,NO
0.0547,0.3331,NO
0.1082,0.4528,NO
0.2019,0.3331,NO
0.1293,0.4378,NO
0.3897,0.9187,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,0.9187,YES
0.2226,0.4528,NO
0.1753,1.0,YES
0.0979,0.2333,NO
0.0985,0.1741,NO
