DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_17,Associated
0.0737,0.5945,NO
0.0652,0.6048,NO
0.1144,0.4593,NO
0.2164,0.752,NO
0.0671,0.2675,NO
0.0906,0.5543,NO
0.0589,0.5598,NO
0.0679,0.3912,NO
0.1689,0.45799999999999996,NO
0.2469,2.3994,YES
0.0616,0.2731,NO
0.33799999999999997,2.3941,YES
0.2427,0.4848,NO
0.2231,0.5979,NO
0.2223,0.7429,NO
0.1142,0.7269,NO
0.0706,0.7133,NO
0.1109,0.4459,NO
0.0747,0.3138,NO
0.2179,1.0309,NO
0.1147,0.6019,NO
0.0779,1.9648,YES
0.0804,2.4989,YES
0.1668,1.6888,YES
0.24,2.5429,YES
0.1573,0.3511,NO
0.0716,2.0322,YES
0.1205,0.3379,NO
0.1072,1.7014,YES
0.2444,2.4247,YES
0.3362,1.1576,NO
0.1579,0.7465,NO
0.1148,0.5992,NO
0.1112,1.2299,NO
0.3947,1.7301,YES
0.0957,1.4,YES
0.1364,0.917,NO
0.1056,0.2694,NO
0.0981,1.1544,NO
0.1058,0.5157,NO
0.1797,0.6471,NO
0.1526,0.8445,NO
0.1551,0.8131,NO
0.2811,1.4675,YES
0.0766,0.9493,NO
0.1126,1.6877,YES
0.0341,0.7532,NO
0.3399,2.2824,YES
0.0412,0.6662,NO
0.1212,0.4995,NO
0.0769,0.4649,NO
0.1235,0.5493,NO
0.0802,0.6228,NO
0.1903,1.27,NO
0.1119,0.8239,NO
0.1008,1.0703,NO
0.0886,0.6252,NO
0.1534,0.2308,NO
0.1331,0.8502,NO
0.2865,1.2377,NO
0.1512,0.8588,NO
0.1666,1.2971,NO
0.1465,0.4214,NO
0.0509,0.3318,NO
0.2187,1.0671,NO
0.4574,3.0755,YES
0.1603,0.8342,NO
0.2015,3.2456,YES
0.205,0.3868,NO
0.2168,0.5068,NO
0.2136,0.7019,NO
0.1919,0.6738,NO
0.1533,1.5204,NO
0.1268,0.2374,NO
0.1947,0.8996,NO
0.1755,0.7015,NO
0.2202,1.5625,NO
0.4465,2.6489,YES
0.4252,3.4155,YES
0.3653,2.9716,YES
0.1771,3.4677,YES
0.1659,1.1395,NO
0.1927,3.1754,YES
0.1251,1.2079,NO
0.1303,2.1129,YES
0.1814,2.8575,YES
0.3356,1.1319,NO
0.1662,1.444,NO
0.1507,1.0527,NO
0.1441,1.6538,NO
0.3435,1.6947,YES
0.1243,1.6419,YES
0.1731,1.3752,NO
0.0952,0.7507,NO
0.1364,1.0518,NO
0.0887,1.2653,NO
0.2289,1.6833,NO
0.2088,2.0189,NO
0.2075,1.9715,NO
0.1923,1.5647,YES
0.0927,1.7448,NO
0.0821,1.8821,YES
0.0311,0.8522,NO
0.3081,2.7987,YES
0.0406,1.0181,NO
0.1251,0.9586,NO
0.091,1.1109,NO
0.11800000000000001,1.3638,NO
0.1053,1.2296,NO
0.2201,1.2397,NO
0.1351,1.0564,NO
0.1328,1.5423,NO
0.0724,0.6168,NO
0.0244,0.8248,NO
0.1404,1.7719,YES
0.3348,4.6363,YES
0.2937,4.5378,YES
0.14300000000000002,2.0467,YES
0.0826,1.0103,NO
0.013000000000000001,0.235,NO
0.2103,2.5098,YES
0.1395,0.4046,NO
0.1325,2.4933,YES
0.1443,0.8299,NO
0.2165,0.7002,NO
0.1934,0.9216,NO
0.1934,0.8022,NO
0.0572,0.4129,NO
0.2318,4.8979,YES
0.0556,0.452,NO
0.3609,4.9049,YES
0.1417,1.1389,NO
0.255,4.8331,YES
0.0522,0.3635,NO
0.0677,1.3502,NO
0.1439,1.7702,NO
0.0494,0.752,NO
0.1715,2.0313,YES
0.0964,1.8261,NO
0.1343,2.3692,YES
0.1544,1.0763,NO
0.0732,0.7529,NO
0.1975,0.782,NO
0.2582,0.9267,NO
0.1977,0.5603,NO
0.1701,1.5096,NO
0.1684,0.5467,NO
0.1225,0.7772,NO
0.1458,1.0964,NO
0.4028,3.0034,YES
0.1577,0.7799,NO
0.2904,3.4908,YES
0.1987,0.2093,NO
0.1756,0.3208,NO
0.1689,0.377,NO
0.054000000000000006,0.6622,NO
0.1469,1.4985,NO
0.0547,0.6497,NO
0.1082,0.7289,NO
0.2019,1.2437,NO
0.1293,1.3998,NO
0.3897,2.7382,YES
0.3612,3.2653,YES
0.2791,3.1638,YES
0.2894,3.3745,YES
0.2226,0.951,NO
0.1753,3.4825,YES
0.0979,1.4053,NO
0.0985,0.4917,NO
0.0774,0.5171,NO
0.1069,0.6817,YES
0.3647,4.3015,YES
0.2531,4.2249,YES
0.1331,1.0288,YES
0.0885,0.9685,NO
0.0604,0.1939,NO
0.2068,1.4383,YES
0.2598,1.3112,NO
0.106,1.1539,YES
0.1459,1.5975,NO
0.2252,0.5024,NO
0.2571,0.7316,NO
0.2375,0.8490000000000001,NO
0.1453,0.6217,NO
0.2245,4.369,YES
0.141,0.2288,NO
0.2623,4.2364,YES
0.142,0.9144,NO
0.2555,4.6135,YES
0.2049,1.0205,NO
0.2206,2.0464,NO
0.2228,2.0507,NO
0.1032,1.6448,NO
0.1461,1.1438,YES
0.1116,2.0537,NO
0.1326,1.7568,YES
0.1415,0.7451,NO
0.0745,0.3257,NO
0.2381,0.2647,NO
0.19,0.4228,NO
0.1547,0.2998,NO
0.1997,1.1320000000000001,NO
0.1653,0.5088,NO
0.1536,0.5357,NO
0.1999,0.4192,NO
0.1989,2.7092,YES
0.2045,0.1782,NO
0.2447,3.1212,YES
0.2519,0.562,NO
0.2036,0.5953,NO
0.2033,0.6959,NO
0.0533,0.659,NO
0.105,1.0081,NO
0.055999999999999994,0.3585,NO
0.1113,0.0888,NO
0.2256,0.6463,NO
0.0989,0.9264,NO
0.1879,2.3824,YES
0.1445,2.9813,YES
0.1901,2.6212,YES
0.3108,3.2012,YES
0.2405,0.5112,NO
0.1657,3.2393,YES
0.1331,0.9620000000000001,NO
0.0949,0.8754,NO
0.1339,0.4178,NO
0.22399999999999998,1.5282,NO
0.1967,1.8428,NO
0.1436,1.5109,NO
0.2079,2.3106,NO
0.1339,0.5539,NO
0.0967,0.4251,NO
0.2198,1.6608,NO
0.3428,3.3374,YES
0.2344,1.8379,NO
0.1736,3.8217,YES
0.1331,0.4992,NO
0.0735,0.6127,NO
0.0647,0.5242,NO
0.204,0.7137,NO
0.1327,2.4554,NO
0.1655,0.4611,NO
0.31,1.5448,NO
0.1309,0.8752,NO
0.2819,2.2988,NO
0.4042,3.0902,YES
0.3296,3.9142,YES
0.4941,3.7034,YES
0.1783,3.9674,YES
0.193,1.6845,NO
0.2673,4.2583,YES
0.1726,2.0896,NO
0.1439,0.7809999999999999,NO
0.0769,0.5892,NO
0.1953,0.9241,NO
0.2342,1.4272,NO
0.2047,1.0117,NO
0.1823,1.6679,NO
0.1684,0.6519,NO
0.1204,0.5083,NO
0.1751,1.4092,NO
0.3579,3.3057,YES
0.1828,0.9570000000000001,NO
0.2083,3.7654,YES
0.2252,0.2411,NO
0.2041,0.4068,NO
0.2007,0.5099,NO
0.0498,0.8201,NO
0.1415,2.0364,NO
0.0515,0.3568,NO
0.1207,1.2221,NO
0.1912,1.0621,NO
0.14,2.0469999999999997,NO
0.4038,2.9944,YES
0.3494,3.7849,YES
0.2799,3.6491,YES
0.2675,3.7335,YES
0.2206,1.2003,NO
0.2003,3.8642,YES
0.1168,1.5707,NO
0.0727,0.7004,NO
0.0714,0.3592,NO
0.10800000000000001,0.2477,NO
0.2886,1.3281,NO
0.1427,0.8282,NO
0.0855,0.8562,NO
0.0605,0.2817,NO
0.0532,0.5004,NO
0.1421,0.3355,NO
0.4397,2.8207,YES
0.0607,0.1451,NO
0.2347,3.27,YES
0.2118,0.0903,NO
0.2048,0.2727,NO
0.2045,0.3667,NO
0.0849,0.5579,NO
0.1035,1.6672,NO
0.0824,0.3349,NO
0.0975,0.8576,NO
0.1702,0.7172,NO
0.1518,1.6893,NO
0.3372,2.6127,YES
0.3303,3.2371,YES
0.314,2.8477,YES
0.1257,3.1058,YES
0.1375,0.2912,NO
0.1128,2.8819,YES
0.099,0.6167,NO
0.1069,0.7909,NO
0.0451,1.1452,NO
0.5095,4.968,YES
0.1431,1.0456,YES
0.1227,1.2189,YES
0.2847,4.9374,YES
0.2237,1.0088,NO
0.1065,0.3343,NO
0.3266,5.2328,YES
0.0974,0.2661,NO
0.3289,5.6021,YES
0.1059,0.5443,NO
0.2131,1.2066,NO
0.1496,1.3096,NO
0.1474,0.9740000000000001,NO
0.0902,0.3293,NO
0.0993,2.5393,YES
0.0875,0.7111,NO
0.2369,2.4092,YES
0.2129,0.8391,NO
0.1321,1.5242,YES
0.1271,0.5025,NO
0.08,0.8225,NO
0.3025,2.127,NO
0.12,1.4705,NO
0.3399,5.3660000000000005,YES
0.2516,2.3968,NO
0.2081,4.9236,YES
0.1799,0.6038,NO
0.1547,0.5870000000000001,NO
0.3595,3.1212,YES
0.2156,1.3456,NO
0.1535,1.4375,NO
0.4159,3.6686,YES
0.1827,1.0227,NO
0.1097,0.0063,NO
0.5448,3.8313,YES
0.191,0.2487,NO
0.4381,4.0846,YES
0.1528,0.5889,NO
0.3264,1.8704,NO
0.3203,1.8286,NO
0.2648,1.2043,NO
0.171,0.1291,NO
0.21899999999999997,2.3637,NO
0.1398,0.3972,NO
0.3673,1.506,NO
0.1451,0.4892,NO
0.2637,1.149,NO
0.1991,0.525,NO
0.1784,0.7335,NO
0.3767,1.632,NO
0.1917,1.3075,NO
0.3794,3.4903,YES
0.3359,2.2307,NO
0.2874,4.2819,YES
0.0798,0.6998,NO
0.0364,0.805,NO
0.2475,2.7989,YES
0.2794,4.5192,YES
0.2232,4.4307,YES
0.2213,2.8844,YES
0.1233,1.2058,NO
0.0474,0.3668,NO
0.2799,3.1184,YES
0.2328,0.6966,NO
0.2608,3.4972,YES
0.1095,1.1608,NO
0.2365,0.9620000000000001,NO
0.2061,1.1978,NO
0.2048,1.0573,NO
0.0456,0.5956,NO
0.1795,5.2543,YES
0.0442,0.4679,NO
0.27,5.0825,YES
0.1224,0.772,NO
0.1913,4.7875,YES
0.2397,0.7829,NO
0.2111,1.8323,NO
0.2935,2.4288,NO
0.1155,1.8636,NO
0.243,3.0126,YES
0.1959,2.4098,NO
0.198,3.4622,YES
0.1636,0.3747,NO
0.1646,0.6608,NO
0.3881,2.6704,YES
0.1762,0.3929,NO
0.1649,0.5083,NO
0.4197,3.1073,YES
0.1681,0.4542,NO
0.153,0.24100000000000002,NO
0.4738,3.1735,YES
0.159,0.8597,NO
0.493,3.2144,YES
0.1456,1.1445,NO
0.2244,0.5344,NO
0.1542,0.6292,NO
0.1277,0.6866,NO
0.1775,0.3261,NO
0.2106,1.4014,NO
0.1654,0.18,NO
0.3557,1.6498,NO
0.0902,0.2778,NO
0.2663,1.1041,NO
0.2218,1.0148,NO
0.1764,1.3197,NO
0.3901,2.6428,NO
0.21600000000000003,1.7308,NO
0.402,3.3882,YES
0.3584,2.4798,NO
0.3239,2.7951,YES
0.0467,0.8901,NO
0.0184,0.8379,NO
0.0544,1.6294,YES
0.1967,4.8214,YES
0.1251,4.6394,YES
0.0526,2.2239,YES
0.0389,1.1858,NO
0.0098,0.2934,NO
0.1204,2.5058,YES
0.1152,0.7142,NO
0.0434,2.245,YES
0.0994,1.2396,NO
0.171,1.8677,NO
0.1733,2.1217,NO
0.1785,1.9278,NO
0.0632,0.4159,NO
0.1652,5.1203,YES
0.0614,0.5528,NO
0.1533,4.4793,YES
0.1347,1.3319999999999999,NO
0.1212,4.4914,YES
0.015,0.4478,NO
0.0714,1.6246,NO
0.0698,1.6878,NO
0.035,1.2358,NO
0.0672,1.8609,YES
0.0378,1.8782,NO
0.0637,2.7484,YES
0.3024,2.4605,YES
0.0482,3.3504,YES
0.3634,1.4279,NO
0.1548,1.3099,NO
0.1459,1.3164,NO
0.1506,1.6981,NO
0.2394,1.8527,YES
0.3693,2.1372,YES
0.1404,1.5863,NO
0.0758,0.7594,NO
0.1517,1.3083,NO
0.067,1.149,NO
0.2131,0.9198,NO
0.16,1.1440000000000001,NO
0.1446,1.1163,NO
0.0844,1.7257,YES
0.095,1.6849,NO
0.2419,2.4564,YES
0.026000000000000002,1.3339,NO
0.2985,3.5286,YES
0.0377,1.4934,NO
0.102,0.7515,NO
0.0927,1.0739,NO
0.1259,1.1497,NO
0.1193,0.9715,NO
0.2177,1.3571,NO
0.15,1.6386,NO
0.0996,1.3324,NO
0.0839,0.7657,NO
0.0672,0.9472,NO
0.3068,4.9517,YES
0.1154,0.9078,YES
0.0802,1.0711,YES
0.3166,5.4011,YES
0.0868,1.2214,NO
0.0677,0.2087,NO
0.5456,5.2293,YES
0.0938,0.4045,NO
0.3771,5.6392,YES
0.0765,1.1558,NO
0.3042,1.4997,NO
0.1867,1.6161,NO
0.2024,1.1673,NO
0.084,0.2575,NO
0.1127,2.8667,YES
0.0773,0.4905,NO
0.3002,2.0761,YES
0.0821,0.5089,NO
0.1969,1.2868,YES
0.1353,0.7643,NO
0.0942,1.0694,NO
0.3023,2.54,NO
0.1177,1.9634,NO
0.2966,5.3952,YES
0.2621,2.7655,NO
0.3631,5.7226,YES
0.1178,0.6649,NO
0.0474,1.1073,NO
0.4277,4.7643,YES
0.2214,1.0762,YES
0.2007,1.2059,YES
0.2467,5.1685,YES
0.2192,0.9574,NO
0.1165,0.2467,NO
0.3035,5.2826,YES
0.1886,0.7503,NO
0.2922,5.3775,YES
0.1088,1.4166,NO
0.2277,0.9794,NO
0.1763,1.0646,NO
0.1744,0.7433,NO
0.0948,0.3832,NO
0.152,3.0321,YES
0.0882,0.4246,NO
0.2267,2.513,YES
0.1968,0.7634,NO
0.1574,1.9671,YES
0.2134,1.192,NO
0.1846,1.3283,NO
0.3004,3.2254,NO
0.1322,2.1615,NO
0.3039,5.1599,YES
0.2341,3.2513,NO
0.2137,5.4221,YES
