DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_VSM_39,Associated
0.0737,0.2201,NO
0.0652,0.2626,NO
0.1144,0.6593,NO
0.2164,0.6139,NO
0.0671,0.3315,NO
0.0906,0.6773,NO
0.0589,0.2626,NO
0.0679,0.2626,NO
0.1689,0.444,NO
0.2469,1.0,YES
0.0616,0.3591,NO
0.33799999999999997,1.0,YES
0.2427,0.3391,NO
0.2231,0.3391,NO
0.2223,0.3391,NO
0.1142,0.2626,NO
0.0706,0.5985,NO
0.1109,0.2886,NO
0.0747,0.1949,NO
0.2179,0.2508,NO
0.1147,0.2752,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2322,NO
0.0716,1.0,YES
0.1205,0.3939,NO
0.1072,0.405,YES
0.2444,1.0,YES
0.3362,0.2853,NO
0.1579,0.3639,NO
0.1148,0.27899999999999997,NO
0.1112,0.3639,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2584,NO
0.1056,0.0669,NO
0.0981,0.2853,NO
0.1058,0.0585,NO
0.1797,0.397,NO
0.1526,0.397,NO
0.1551,0.397,NO
0.2811,1.0,YES
0.0766,0.2735,NO
0.1126,1.0,YES
0.0341,0.3639,NO
0.3399,0.8571,YES
0.0412,0.3639,NO
0.1212,0.1688,NO
0.0769,0.1354,NO
0.1235,0.1987,NO
0.0802,0.1249,NO
0.1903,0.2853,NO
0.1119,0.147,NO
0.1008,0.2584,NO
0.0886,0.0986,NO
0.1534,0.21600000000000003,NO
0.1331,0.3233,NO
0.2865,0.6139,NO
0.1512,0.3186,NO
0.1666,0.3322,NO
0.1465,0.21600000000000003,NO
0.0509,0.21600000000000003,NO
0.2187,0.2357,NO
0.4574,1.0,YES
0.1603,0.3451,NO
0.2015,0.7349,YES
0.205,0.161,NO
0.2168,0.1688,NO
0.2136,0.161,NO
0.1919,0.21600000000000003,NO
0.1533,0.5752,NO
0.1268,0.2774,NO
0.1947,0.3063,NO
0.1755,0.1851,NO
0.2202,0.3063,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,0.8737,YES
0.1771,0.9611,YES
0.1659,0.2232,NO
0.1927,0.9611,YES
0.1251,0.2473,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.3731,NO
0.1662,0.6805,NO
0.1507,0.5217,NO
0.1441,0.6805,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.3417,NO
0.0952,0.4136,NO
0.1364,0.4275,NO
0.0887,0.601,NO
0.2289,0.0667,NO
0.2088,0.1253,NO
0.2075,0.1041,NO
0.1923,1.0,YES
0.0927,0.5115,NO
0.0821,1.0,YES
0.0311,0.6805,NO
0.3081,1.0,YES
0.0406,0.6805,NO
0.1251,0.601,NO
0.091,0.601,NO
0.11800000000000001,0.601,NO
0.1053,0.601,NO
0.2201,0.48100000000000004,NO
0.1351,0.601,NO
0.1328,0.3987,NO
0.0724,0.0788,NO
0.0244,0.2059,NO
0.1404,0.5483,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,1.0,YES
0.0826,0.257,NO
0.013000000000000001,0.0527,NO
0.2103,0.5022,YES
0.1395,0.1733,NO
0.1325,0.6283,YES
0.1443,0.166,NO
0.2165,0.379,NO
0.1934,0.379,NO
0.1934,0.379,NO
0.0572,0.0927,NO
0.2318,1.0,YES
0.0556,0.0718,NO
0.3609,1.0,YES
0.1417,0.4988,NO
0.255,1.0,YES
0.0522,0.3405,NO
0.0677,0.457,NO
0.1439,0.5265,NO
0.0494,0.1856,NO
0.1715,0.7068,YES
0.0964,0.4518,NO
0.1343,0.5859,YES
0.1544,0.2719,NO
0.0732,0.2719,NO
0.1975,0.6593,NO
0.2582,0.6139,NO
0.1977,0.3172,NO
0.1701,0.6773,NO
0.1684,0.2719,NO
0.1225,0.2719,NO
0.1458,0.444,NO
0.4028,1.0,YES
0.1577,0.3573,NO
0.2904,0.9651,YES
0.1987,0.2525,NO
0.1756,0.2525,NO
0.1689,0.2525,NO
0.054000000000000006,0.2169,NO
0.1469,0.4176,NO
0.0547,0.2719,NO
0.1082,0.4137,NO
0.2019,0.2719,NO
0.1293,0.4137,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,0.9651,YES
0.2226,0.3573,NO
0.1753,1.0,YES
0.0979,0.3939,NO
0.0985,0.0788,NO
0.0774,0.2059,NO
0.1069,0.5483,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,1.0,YES
0.0885,0.257,NO
0.0604,0.032,NO
0.2068,0.5022,YES
0.2598,0.6903,NO
0.106,0.6283,YES
0.1459,0.5875,NO
0.2252,0.125,NO
0.2571,0.1778,NO
0.2375,0.1018,NO
0.1453,0.0927,NO
0.2245,1.0,YES
0.141,0.0769,NO
0.2623,1.0,YES
0.142,0.4988,NO
0.2555,1.0,YES
0.2049,0.6903,NO
0.2206,0.6903,NO
0.2228,0.5875,NO
0.1032,0.5875,NO
0.1461,0.7068,YES
0.1116,0.5875,NO
0.1326,0.5859,YES
0.1415,0.2332,NO
0.0745,0.2148,NO
0.2381,0.6593,NO
0.19,0.6139,NO
0.1547,0.3315,NO
0.1997,0.6773,NO
0.1653,0.2332,NO
0.1536,0.2332,NO
0.1999,0.444,NO
0.1989,1.0,YES
0.2045,0.4239,NO
0.2447,1.0,YES
0.2519,0.3899,NO
0.2036,0.3765,NO
0.2033,0.3899,NO
0.0533,0.2332,NO
0.105,0.5985,NO
0.055999999999999994,0.2886,NO
0.1113,0.1949,NO
0.2256,0.2508,NO
0.0989,0.2752,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.4239,NO
0.1657,1.0,YES
0.1331,0.3939,NO
0.0949,0.1341,NO
0.1339,0.1825,NO
0.22399999999999998,0.6593,NO
0.1967,0.6139,NO
0.1436,0.3315,NO
0.2079,0.6773,NO
0.1339,0.1963,NO
0.0967,0.1825,NO
0.2198,0.444,NO
0.3428,1.0,YES
0.2344,0.4095,NO
0.1736,1.0,YES
0.1331,0.2134,NO
0.0735,0.2085,NO
0.0647,0.1733,NO
0.204,0.1825,NO
0.1327,0.5985,NO
0.1655,0.2886,NO
0.31,0.2103,NO
0.1309,0.2508,NO
0.2819,0.2752,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.4095,NO
0.2673,1.0,YES
0.1726,0.3939,NO
0.1439,0.2093,NO
0.0769,0.1109,NO
0.1953,0.6593,NO
0.2342,0.6139,NO
0.2047,0.3384,NO
0.1823,0.6773,NO
0.1684,0.2093,NO
0.1204,0.2093,NO
0.1751,0.444,NO
0.3579,1.0,YES
0.1828,0.2773,NO
0.2083,0.8982,YES
0.2252,0.2729,NO
0.2041,0.2636,NO
0.2007,0.2729,NO
0.0498,0.2093,NO
0.1415,0.4176,NO
0.0515,0.2093,NO
0.1207,0.4413,NO
0.1912,0.2253,NO
0.14,0.4413,NO
0.4038,1.0,YES
0.3494,1.0,YES
0.2799,1.0,YES
0.2675,0.8982,YES
0.2206,0.3119,NO
0.2003,1.0,YES
0.1168,0.3939,NO
0.0727,0.1352,NO
0.0714,0.1352,NO
0.10800000000000001,0.2898,NO
0.2886,0.6139,NO
0.1427,0.3335,NO
0.0855,0.2977,NO
0.0605,0.1461,NO
0.0532,0.1352,NO
0.1421,0.1951,NO
0.4397,1.0,YES
0.0607,0.2711,NO
0.2347,0.7443,YES
0.2118,0.2846,NO
0.2048,0.2749,NO
0.2045,0.2846,NO
0.0849,0.0966,NO
0.1035,0.4518,NO
0.0824,0.2179,NO
0.0975,0.3335,NO
0.1702,0.1867,NO
0.1518,0.2752,NO
0.3372,1.0,YES
0.3303,1.0,YES
0.314,0.7522,YES
0.1257,0.755,YES
0.1375,0.1753,NO
0.1128,0.755,YES
0.099,0.1943,NO
0.1069,0.1816,NO
0.0451,0.2698,NO
0.5095,1.0,YES
0.1431,1.0,YES
0.1227,0.7667,YES
0.2847,1.0,YES
0.2237,0.3986,NO
0.1065,0.1816,NO
0.3266,1.0,YES
0.0974,0.7244,NO
0.3289,1.0,YES
0.1059,0.196,NO
0.2131,0.5579,NO
0.1496,0.441,NO
0.1474,0.441,NO
0.0902,0.2557,NO
0.0993,0.7517,YES
0.0875,0.1816,NO
0.2369,1.0,YES
0.2129,0.4988,NO
0.1321,1.0,YES
0.1271,0.7244,NO
0.08,0.4261,NO
0.3025,0.7244,NO
0.12,0.3976,NO
0.3399,1.0,YES
0.2516,0.7244,NO
0.2081,1.0,YES
0.1799,0.1524,NO
0.1547,0.3233,NO
0.3595,1.0,YES
0.2156,0.2646,NO
0.1535,0.3646,NO
0.4159,1.0,YES
0.1827,0.3772,NO
0.1097,0.134,NO
0.5448,1.0,YES
0.191,0.2219,NO
0.4381,0.8915,YES
0.1528,0.1414,NO
0.3264,0.4424,NO
