DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_93,Associated
0.0737,1.5552,NO
0.0652,0.4218,NO
0.1144,1.0898,NO
0.2164,1.6575,NO
0.0671,0.9502,NO
0.0906,1.9831,NO
0.0589,1.1098,NO
0.0679,0.3997,NO
0.1689,1.5857,NO
0.2469,3.5214,YES
0.0616,1.8906,NO
0.33799999999999997,3.2154,YES
0.2427,1.4943,NO
0.2231,1.4536,NO
0.2223,0.5189,NO
0.1142,0.9384,NO
0.0706,1.111,NO
0.1109,0.6595,NO
0.0747,0.7233,NO
0.2179,0.3846,NO
0.1147,0.7352,NO
0.0779,4.0112,YES
0.0804,3.4912,YES
0.1668,3.9335,YES
0.24,2.064,YES
0.1573,1.8678,NO
0.0716,2.2606,YES
0.1205,1.0375,NO
0.1072,1.8507,YES
0.2444,1.851,YES
0.3362,1.3452,NO
0.1579,1.1866,NO
0.1148,0.7368,NO
0.1112,1.5047,NO
0.3947,1.8985,YES
0.0957,1.9883,YES
0.1364,0.9257,NO
0.1056,0.26,NO
0.0981,0.9284,NO
0.1058,0.3905,NO
0.1797,0.7012,NO
0.1526,0.6835,NO
0.1551,0.5006,NO
0.2811,2.2769,YES
0.0766,0.8535,NO
0.1126,1.4855,YES
0.0341,1.0979999999999999,NO
0.3399,1.8914,YES
0.0412,0.92,NO
0.1212,0.392,NO
0.0769,0.8636,NO
0.1235,0.6053,NO
0.0802,0.1878,NO
0.1903,1.0499,NO
0.1119,0.6394,NO
0.1008,1.1168,NO
0.0886,1.4856,NO
0.1534,0.5802,NO
0.1331,1.0306,NO
0.2865,1.9163,NO
0.1512,1.0695,NO
0.1666,1.5934,NO
0.1465,1.5315,NO
0.0509,0.7573,NO
0.2187,1.1693,NO
0.4574,3.1189,YES
0.1603,1.1638,NO
0.2015,3.0268,YES
0.205,1.5821,NO
0.2168,1.6098,NO
0.2136,0.6798,NO
0.1919,1.0895,NO
0.1533,1.4655,NO
0.1268,0.7608,NO
0.1947,1.2133,NO
0.1755,0.7543,NO
0.2202,0.9438,NO
0.4465,3.8315,YES
0.4252,3.187,YES
0.3653,3.6742,YES
0.1771,1.9726,YES
0.1659,1.1116,NO
0.1927,1.8951,YES
0.1251,0.7998,NO
0.1303,1.5749,YES
0.1814,1.5171,YES
0.3356,0.7841,NO
0.1662,0.7425,NO
0.1507,0.3377,NO
0.1441,0.7141,NO
0.3435,1.8204,YES
0.1243,1.7652,YES
0.1731,0.7119,NO
0.0952,0.5072,NO
0.1364,0.5199,NO
0.0887,0.6027,NO
0.2289,0.5748,NO
0.2088,0.2626,NO
0.2075,0.1285,NO
0.1923,1.7995,YES
0.0927,0.3283,NO
0.0821,1.3741,YES
0.0311,0.4481,NO
0.3081,1.6871,YES
0.0406,0.5022,NO
0.1251,0.7281,NO
0.091,0.8485,NO
0.11800000000000001,0.6018,NO
0.1053,0.309,NO
0.2201,0.517,NO
0.1351,0.7545,NO
0.1328,0.6896,NO
0.0724,1.2938,NO
0.0244,0.8117,NO
0.1404,1.8871,YES
0.3348,4.6556,YES
0.2937,2.8176,YES
0.14300000000000002,3.3531,YES
0.0826,1.5012,NO
0.013000000000000001,0.4984,NO
0.2103,2.1838,YES
0.1395,1.1767,NO
0.1325,2.1871,YES
0.1443,0.7574,NO
0.2165,1.6216,NO
0.1934,1.1065,NO
0.1934,0.9911,NO
0.0572,1.0797,NO
0.2318,4.2895,YES
0.0556,0.8088,NO
0.3609,4.3291,YES
0.1417,0.4241,NO
0.255,4.6475,YES
0.0522,1.2773,NO
0.0677,1.0794,NO
0.1439,1.6333,NO
0.0494,0.4435,NO
0.1715,2.8017,YES
0.0964,1.2794,NO
0.1343,2.1337,YES
0.1544,1.3609,NO
0.0732,0.4794,NO
0.1975,1.0032,NO
0.2582,1.5775,NO
0.1977,1.015,NO
0.1701,1.5202,NO
0.1684,1.1388,NO
0.1225,0.4906,NO
0.1458,1.4478,NO
0.4028,3.1422,YES
0.1577,1.3646,NO
0.2904,3.0593,YES
0.1987,1.4844,NO
0.1756,1.5141,NO
0.1689,0.4261,NO
0.054000000000000006,0.9734,NO
0.1469,1.2993,NO
0.0547,0.8613,NO
0.1082,0.6801,NO
0.2019,0.4944,NO
0.1293,0.8439,NO
0.3897,3.877,YES
0.3612,3.1492,YES
0.2791,3.7835,YES
0.2894,2.099,YES
0.2226,1.2585,NO
0.1753,1.8659999999999999,YES
0.0979,0.8183,NO
0.0985,0.9251,NO
0.0774,0.5679,NO
0.1069,1.6351,YES
0.3647,3.7209,YES
0.2531,2.1201,YES
0.1331,2.423,YES
0.0885,1.5011,NO
0.0604,0.5251,NO
0.2068,1.9164,YES
0.2598,1.1437,NO
0.106,1.4868,YES
0.1459,1.2168,NO
0.2252,1.4729,NO
0.2571,1.0373,NO
0.2375,0.6265,NO
0.1453,0.7596,NO
0.2245,3.3103,YES
0.141,0.6581,NO
0.2623,3.35,YES
0.142,0.4926,NO
0.2555,3.4835,YES
0.2049,1.6495,NO
0.2206,1.2426,NO
0.2228,1.6214,NO
0.1032,0.4792,NO
0.1461,1.9969999999999999,YES
0.1116,1.0019,NO
0.1326,1.68,YES
0.1415,1.2477,NO
0.0745,0.5391,NO
0.2381,1.6631,NO
0.19,2.0054,NO
0.1547,1.2253,NO
0.1997,2.5027,NO
0.1653,1.1520000000000001,NO
0.1536,0.4196,NO
0.1999,2.6574,NO
0.1989,2.6644,YES
0.2045,2.2413,NO
0.2447,2.8441,YES
0.2519,1.6261,NO
0.2036,1.3825,NO
0.2033,0.518,NO
0.0533,0.787,NO
0.105,1.568,NO
0.055999999999999994,0.9534,NO
0.1113,1.2351,NO
