DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_66,Associated
0.0737,0.2852,NO
0.0652,0.2852,NO
0.1144,0.1376,NO
0.2164,0.1869,NO
0.0671,0.1995,NO
0.0906,0.1938,NO
0.0589,0.2159,NO
0.0679,0.2852,NO
0.1689,0.2141,NO
0.2469,0.7677,YES
0.0616,0.1194,NO
0.33799999999999997,0.4567,YES
0.2427,0.3353,NO
0.2231,0.282,NO
0.2223,0.2206,NO
0.1142,0.2852,NO
0.0706,0.2383,NO
0.1109,0.2327,NO
0.0747,0.1496,NO
0.2179,0.2574,NO
0.1147,0.1995,NO
0.0779,0.3465,YES
0.0804,0.5015,YES
0.1668,0.7677,YES
0.24,0.3987,YES
0.1573,0.1782,NO
0.0716,0.3219,YES
0.1205,0.1782,NO
0.1072,0.6914,YES
0.2444,0.6914,YES
0.3362,0.2179,NO
0.1579,0.1791,NO
0.1148,0.2796,NO
0.1112,0.1784,NO
0.3947,0.5234,YES
0.0957,0.6914,YES
0.1364,0.2069,NO
0.1056,0.2425,NO
0.0981,0.1364,NO
0.1058,0.1443,NO
0.1797,0.301,NO
0.1526,0.2282,NO
0.1551,0.1872,NO
0.2811,0.6914,YES
0.0766,0.1382,NO
0.1126,0.2768,YES
0.0341,0.2796,NO
0.3399,0.3484,YES
0.0412,0.127,NO
0.1212,0.1484,NO
0.0769,0.1939,NO
0.1235,0.2425,NO
0.0802,0.1939,NO
0.1903,0.2069,NO
0.1119,0.1939,NO
0.1008,0.2796,NO
0.0886,0.3496,NO
0.1534,0.294,NO
0.1331,0.5722,NO
0.2865,0.5644,NO
0.1512,0.2961,NO
0.1666,0.4016,NO
0.1465,0.3258,NO
0.0509,0.294,NO
0.2187,0.4753,NO
0.4574,0.9462,YES
0.1603,0.4964,NO
0.2015,0.4529,YES
0.205,0.3104,NO
0.2168,0.3824,NO
0.2136,0.08199999999999999,NO
0.1919,0.294,NO
0.1533,0.36,NO
0.1268,0.1542,NO
0.1947,0.3844,NO
0.1755,0.1482,NO
0.2202,0.3438,NO
0.4465,0.965,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.2866,NO
0.1927,1.0,YES
0.1251,0.2866,NO
0.1303,0.9153,YES
0.1814,1.0,YES
0.3356,0.2856,NO
0.1662,0.2304,NO
0.1507,0.3559,NO
0.1441,0.2528,NO
0.3435,0.3908,YES
0.1243,1.0,YES
0.1731,0.2344,NO
0.0952,0.2069,NO
0.1364,0.2862,NO
0.0887,0.0771,NO
0.2289,0.3667,NO
0.2088,0.3082,NO
0.2075,0.2386,NO
0.1923,0.5161,YES
0.0927,0.1922,NO
0.0821,0.904,YES
0.0311,0.3559,NO
0.3081,1.0,YES
0.0406,0.1617,NO
0.1251,0.1815,NO
0.091,0.2187,NO
0.11800000000000001,0.1414,NO
0.1053,0.2187,NO
0.2201,0.2862,NO
0.1351,0.1582,NO
0.1328,0.3559,NO
0.0724,0.3229,NO
0.0244,0.2011,NO
0.1404,0.5033,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6382,YES
0.0826,0.3189,NO
0.013000000000000001,0.2011,NO
0.2103,0.5227,YES
0.1395,0.1373,NO
0.1325,0.4491,YES
