DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_VSM_15,Associated
0.0737,0.1171,NO
0.0652,0.1171,NO
0.1144,0.1406,NO
0.2164,0.0949,NO
0.0671,0.1453,NO
0.0906,0.1078,NO
0.0589,0.1687,NO
0.0679,0.1171,NO
0.1689,0.1078,NO
0.2469,0.4096,YES
0.0616,0.1406,NO
0.33799999999999997,0.4096,YES
0.2427,0.1937,NO
0.2231,0.1937,NO
0.2223,0.0564,NO
0.1142,0.0647,NO
0.0706,0.0949,NO
0.1109,0.1687,NO
0.0747,0.1453,NO
0.2179,0.1171,NO
0.1147,0.1453,NO
0.0779,0.4096,YES
0.0804,0.4096,YES
0.1668,0.0728,YES
0.24,0.4096,YES
0.1573,0.1406,NO
0.0716,0.4096,YES
0.1205,0.1078,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.1531,NO
0.1579,0.1272,NO
0.1148,0.1344,NO
0.1112,0.1318,NO
0.3947,1.0,YES
0.0957,0.3164,YES
0.1364,0.1318,NO
0.1056,0.1474,NO
0.0981,0.0944,NO
0.1058,0.1474,NO
0.1797,0.0995,NO
0.1526,0.0269,NO
0.1551,0.0143,NO
0.2811,0.3834,YES
0.0766,0.1033,NO
0.1126,1.0,YES
0.0341,0.1344,NO
0.3399,0.27399999999999997,YES
0.0412,0.1344,NO
0.1212,0.1474,NO
0.0769,0.1474,NO
0.1235,0.0683,NO
0.0802,0.1474,NO
0.1903,0.1318,NO
0.1119,0.1474,NO
0.1008,0.1194,NO
0.0886,0.1686,NO
0.1534,0.0399,NO
0.1331,0.1694,NO
0.2865,0.2143,NO
0.1512,0.2143,NO
0.1666,0.2963,NO
0.1465,0.1731,NO
0.0509,0.0286,NO
0.2187,0.1694,NO
0.4574,0.5081,YES
0.1603,0.2347,NO
0.2015,1.0,YES
0.205,0.1625,NO
0.2168,0.1625,NO
0.2136,0.0473,NO
0.1919,0.0808,NO
0.1533,0.1906,NO
0.1268,0.1731,NO
0.1947,0.1843,NO
0.1755,0.0412,NO
0.2202,0.166,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,0.3819,YES
0.1771,0.4064,YES
0.1659,0.1694,NO
0.1927,1.0,YES
0.1251,0.1576,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.1692,NO
0.1662,0.0361,NO
0.1507,0.0995,NO
0.1441,0.1501,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.1501,NO
0.0952,0.1841,NO
0.1364,0.1692,NO
0.0887,0.1841,NO
0.2289,0.2094,NO
0.2088,0.2183,NO
0.2075,0.0634,NO
0.1923,0.1227,YES
0.0927,0.0336,NO
0.0821,1.0,YES
0.0311,0.0328,NO
0.3081,1.0,YES
0.0406,0.0742,NO
0.1251,0.1841,NO
0.091,0.1841,NO
0.11800000000000001,0.053,NO
0.1053,0.1841,NO
0.2201,0.1692,NO
0.1351,0.1841,NO
0.1328,0.0977,NO
0.0724,0.1508,NO
0.0244,0.1508,NO
0.1404,0.2378,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.2985,YES
0.0826,0.1508,NO
0.013000000000000001,0.1088,NO
0.2103,0.2465,YES
0.1395,0.1475,NO
0.1325,1.0,YES
0.1443,0.1531,NO
0.2165,0.0528,NO
0.1934,0.1632,NO
0.1934,0.0325,NO
0.0572,0.0818,NO
0.2318,0.3497,YES
0.0556,0.1508,NO
0.3609,1.0,YES
0.1417,0.1481,NO
0.255,0.4216,YES
0.0522,0.1531,NO
0.0677,0.1531,NO
0.1439,0.2298,NO
0.0494,0.1335,NO
0.1715,1.0,YES
0.0964,0.2113,NO
0.1343,1.0,YES
0.1544,0.1926,NO
0.0732,0.1926,NO
0.1975,0.1377,NO
0.2582,0.2524,NO
0.1977,0.2524,NO
0.1701,0.1986,NO
0.1684,0.1926,NO
0.1225,0.0609,NO
0.1458,0.0967,NO
0.4028,1.0,YES
0.1577,0.2524,NO
0.2904,0.485,YES
0.1987,0.0957,NO
0.1756,0.1813,NO
0.1689,0.0527,NO
0.054000000000000006,0.159,NO
0.1469,0.20600000000000002,NO
0.0547,0.1926,NO
0.1082,0.2524,NO
0.2019,0.0528,NO
0.1293,0.1827,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,0.3527,YES
0.2894,0.485,YES
0.2226,0.2524,NO
0.1753,0.485,YES
0.0979,0.2524,NO
0.0985,0.1468,NO
0.0774,0.1132,NO
0.1069,0.2378,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.2985,YES
0.0885,0.1132,NO
0.0604,0.0846,NO
0.2068,0.2465,YES
0.2598,0.2293,NO
0.106,1.0,YES
0.1459,0.2293,NO
0.2252,0.1252,NO
0.2571,0.2003,NO
0.2375,0.077,NO
0.1453,0.0818,NO
0.2245,0.2745,YES
0.141,0.1132,NO
0.2623,1.0,YES
0.142,0.1481,NO
0.2555,1.0,YES
0.2049,0.2548,NO
0.2206,0.2548,NO
0.2228,0.2298,NO
0.1032,0.2293,NO
0.1461,1.0,YES
0.1116,0.2293,NO
0.1326,1.0,YES
0.1415,0.1755,NO
0.0745,0.1755,NO
0.2381,0.2199,NO
0.19,0.1926,NO
0.1547,0.1508,NO
0.1997,0.2963,NO
0.1653,0.1755,NO
0.1536,0.0555,NO
0.1999,0.2199,NO
0.1989,1.0,YES
0.2045,0.2347,NO
0.2447,1.0,YES
0.2519,0.2418,NO
0.2036,0.2418,NO
0.2033,0.0704,NO
0.0533,0.0656,NO
0.105,0.1906,NO
0.055999999999999994,0.1755,NO
0.1113,0.1843,NO
0.2256,0.0858,NO
0.0989,0.166,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,0.3819,YES
0.3108,1.0,YES
0.2405,0.2199,NO
0.1657,1.0,YES
0.1331,0.1934,NO
0.0949,0.1686,NO
0.1339,0.0776,NO
0.22399999999999998,0.2213,NO
0.1967,0.2338,NO
0.1436,0.2338,NO
0.2079,0.2963,NO
0.1339,0.1387,NO
0.0967,0.0246,NO
0.2198,0.2213,NO
0.3428,1.0,YES
0.2344,0.2347,NO
0.1736,1.0,YES
0.1331,0.151,NO
0.0735,0.0822,NO
0.0647,0.0232,NO
0.204,0.0772,NO
0.1327,0.2338,NO
0.1655,0.1197,NO
0.31,0.1879,NO
0.1309,0.0858,NO
0.2819,0.2338,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,0.3819,YES
0.1783,1.0,YES
0.193,0.2213,NO
0.2673,1.0,YES
0.1726,0.2188,NO
0.1439,0.1553,NO
0.0769,0.0785,NO
0.1953,0.2171,NO
0.2342,0.2664,NO
0.2047,0.2664,NO
0.1823,0.1986,NO
0.1684,0.1579,NO
0.1204,0.0544,NO
0.1751,0.1743,NO
0.3579,1.0,YES
0.1828,0.2664,NO
