DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_3,Associated
0.0737,0.2947,NO
0.0652,0.1164,NO
0.1144,0.2289,NO
0.2164,0.4029,NO
0.0671,0.2323,NO
0.0906,0.2524,NO
0.0589,0.2831,NO
0.0679,0.2852,NO
0.1689,0.2323,NO
0.2469,1.0,YES
0.0616,0.2323,NO
0.33799999999999997,0.5949,YES
0.2427,0.3555,NO
0.2231,0.3555,NO
0.2223,0.3555,NO
0.1142,0.2358,NO
0.0706,0.3104,NO
0.1109,0.2852,NO
0.0747,0.2323,NO
0.2179,0.1437,NO
0.1147,0.2418,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,0.5193,YES
0.1573,0.2351,NO
0.0716,1.0,YES
0.1205,0.1604,NO
0.1072,1.0,YES
0.2444,0.408,YES
0.3362,0.3151,NO
0.1579,0.1791,NO
0.1148,0.2796,NO
0.1112,0.2444,NO
0.3947,0.7571,YES
0.0957,1.0,YES
0.1364,0.2796,NO
0.1056,0.1939,NO
0.0981,0.3034,NO
0.1058,0.1789,NO
0.1797,0.3148,NO
0.1526,0.3413,NO
0.1551,0.3148,NO
0.2811,0.8269,YES
0.0766,0.2796,NO
0.1126,1.0,YES
0.0341,0.2796,NO
0.3399,0.5838,YES
0.0412,0.2165,NO
0.1212,0.1769,NO
0.0769,0.2289,NO
0.1235,0.1939,NO
0.0802,0.1939,NO
0.1903,0.3034,NO
0.1119,0.2142,NO
0.1008,0.2113,NO
0.0886,0.3496,NO
0.1534,0.1493,NO
0.1331,0.2866,NO
0.2865,0.3067,NO
0.1512,0.3765,NO
0.1666,0.6333,NO
0.1465,0.3056,NO
0.0509,0.1187,NO
0.2187,0.3753,NO
0.4574,1.0,YES
0.1603,0.3753,NO
0.2015,1.0,YES
0.205,0.2522,NO
0.2168,0.35200000000000004,NO
0.2136,0.1697,NO
0.1919,0.3282,NO
0.1533,0.3753,NO
0.1268,0.1431,NO
0.1947,0.3844,NO
0.1755,0.1276,NO
0.2202,0.4378,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.3753,NO
0.1927,1.0,YES
0.1251,0.3251,NO
0.1303,0.9589,YES
0.1814,0.2106,YES
0.3356,0.2893,NO
0.1662,0.151,NO
0.1507,0.1909,NO
0.1441,0.2479,NO
0.3435,0.3908,YES
0.1243,1.0,YES
0.1731,0.2455,NO
0.0952,0.2251,NO
0.1364,0.2479,NO
0.0887,0.2187,NO
0.2289,0.3845,NO
0.2088,0.3845,NO
0.2075,0.3845,NO
0.1923,1.0,YES
0.0927,0.2278,NO
0.0821,1.0,YES
0.0311,0.2013,NO
0.3081,0.5838,YES
0.0406,0.2013,NO
0.1251,0.1815,NO
0.091,0.2187,NO
0.11800000000000001,0.2251,NO
0.1053,0.2251,NO
0.2201,0.2673,NO
0.1351,0.2187,NO
0.1328,0.2479,NO
0.0724,0.2282,NO
0.0244,0.11599999999999999,NO
0.1404,0.5033,YES
0.3348,0.7449,YES
0.2937,1.0,YES
0.14300000000000002,0.6382,YES
0.0826,0.2067,NO
