DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_80,Associated
0.0737,0.2636,NO
0.0652,0.2317,NO
0.1144,0.6447,NO
0.2164,1.4402,NO
0.0671,0.5329999999999999,NO
0.0906,1.3871,NO
0.0589,0.3957,NO
0.0679,0.166,NO
0.1689,0.6825,NO
0.2469,1.9945,YES
0.0616,1.2367,NO
0.33799999999999997,1.8608,YES
0.2427,0.6142,NO
0.2231,0.4354,NO
0.2223,0.3939,NO
0.1142,0.3252,NO
0.0706,1.1162,NO
0.1109,0.3107,NO
0.0747,0.9246,NO
0.2179,0.3155,NO
0.1147,1.6791,NO
0.0779,2.5118,YES
0.0804,1.9326,YES
0.1668,2.6461,YES
0.24,1.4562,YES
0.1573,1.2739,NO
0.0716,2.0264,YES
0.1205,1.264,NO
0.1072,1.0017,YES
0.2444,1.436,YES
0.3362,1.2807,NO
0.1579,0.8793,NO
0.1148,0.5518,NO
0.1112,1.4167,NO
0.3947,1.455,YES
0.0957,1.2356,YES
0.1364,1.1375,NO
0.1056,0.7453,NO
0.0981,1.2806,NO
0.1058,0.7066,NO
0.1797,0.5411,NO
0.1526,0.6598,NO
0.1551,0.4288,NO
0.2811,1.0744,YES
0.0766,0.8522,NO
0.1126,1.4775,YES
0.0341,0.6948,NO
0.3399,1.2885,YES
0.0412,0.9841,NO
0.1212,0.7824,NO
0.0769,0.9137,NO
0.1235,1.022,NO
0.0802,0.6338,NO
0.1903,1.1011,NO
0.1119,0.7705,NO
0.1008,1.3441,NO
0.0886,0.5925,NO
0.1534,0.8961,NO
0.1331,1.4954,NO
0.2865,1.5646,NO
0.1512,0.8221,NO
0.1666,2.5948,NO
0.1465,1.031,NO
0.0509,0.7068,NO
0.2187,1.4369,NO
0.4574,3.5315,YES
0.1603,2.0772,NO
0.2015,2.5598,YES
0.205,0.6937,NO
0.2168,0.4201,NO
0.2136,0.4337,NO
0.1919,1.1448,NO
0.1533,1.6854,NO
0.1268,0.9532,NO
0.1947,1.0577,NO
0.1755,0.9616,NO
0.2202,1.8902,NO
0.4465,3.992,YES
0.4252,3.5206,YES
0.3653,4.4059,YES
0.1771,3.0336,YES
0.1659,2.2935,NO
0.1927,3.4153,YES
0.1251,2.0647,NO
0.1303,2.3036,YES
0.1814,3.0717,YES
0.3356,1.1006,NO
0.1662,0.4315,NO
0.1507,0.3632,NO
0.1441,1.1103,NO
0.3435,2.4631,YES
0.1243,2.4623,YES
0.1731,0.8721,NO
0.0952,0.3254,NO
0.1364,0.8174,NO
0.0887,0.6579999999999999,NO
0.2289,0.2834,NO
0.2088,0.6226,NO
0.2075,0.0759,NO
0.1923,2.1637,YES
0.0927,0.3335,NO
0.0821,2.9907,YES
0.0311,0.1932,NO
0.3081,2.6266,YES
0.0406,0.3117,NO
0.1251,0.3747,NO
0.091,0.743,NO
0.11800000000000001,0.5546,NO
0.1053,0.4245,NO
0.2201,0.8574,NO
0.1351,0.3966,NO
0.1328,0.8582,NO
0.0724,0.7458,NO
0.0244,0.96,NO
0.1404,2.6116,YES
0.3348,3.945,YES
0.2937,2.8987,YES
0.14300000000000002,2.2495,YES
0.0826,0.8516,NO
0.013000000000000001,0.6557,NO
0.2103,2.3785,YES
0.1395,1.2581,NO
0.1325,2.3531,YES
0.1443,0.5824,NO
0.2165,0.7285,NO
0.1934,0.5489,NO
0.1934,0.1784,NO
0.0572,0.7512,NO
0.2318,3.5693,YES
0.0556,1.1891,NO
0.3609,3.8908,YES
0.1417,0.8517,NO
0.255,4.1553,YES
0.0522,0.9725,NO
0.0677,0.7828,NO
0.1439,1.1835,NO
0.0494,0.8328,NO
0.1715,2.5842,YES
0.0964,1.4069,NO
0.1343,1.8856,YES
0.1544,0.3069,NO
0.0732,0.6332,NO
0.1975,0.7925,NO
0.2582,1.5722,NO
0.1977,0.618,NO
0.1701,1.7681,NO
0.1684,0.9259999999999999,NO
0.1225,0.5656,NO
0.1458,0.905,NO
0.4028,3.2579,YES
0.1577,1.3592,NO
0.2904,1.9762,YES
0.1987,0.9105,NO
0.1756,0.6783,NO
0.1689,0.6856,NO
0.054000000000000006,0.8736,NO
0.1469,1.7181,NO
0.0547,0.7783,NO
0.1082,0.9723,NO
0.2019,0.7240000000000001,NO
0.1293,1.8847,NO
0.3897,3.5421,YES
0.3612,3.0631,YES
0.2791,3.6359,YES
0.2894,2.8329,YES
0.2226,1.49,NO
0.1753,2.9966,YES
0.0979,1.7073,NO
0.0985,0.5866,NO
0.0774,0.6765,NO
0.1069,1.7916,YES
0.3647,2.4434,YES
0.2531,2.1994,YES
0.1331,1.9875,YES
0.0885,0.511,NO
0.0604,0.434,NO
0.2068,1.8219999999999998,YES
0.2598,1.6654,NO
0.106,1.7456,YES
0.1459,0.892,NO
0.2252,0.4841,NO
0.2571,0.2631,NO
0.2375,0.0967,NO
0.1453,0.634,NO
0.2245,2.7477,YES
0.141,0.8379,NO
0.2623,2.5276,YES
0.142,0.4451,NO
0.2555,2.7852,YES
0.2049,1.4148,NO
0.2206,1.2407,NO
0.2228,1.7716,NO
0.1032,1.3563,NO
0.1461,2.03,YES
0.1116,1.9235,NO
0.1326,1.3587,YES
0.1415,0.7354,NO
0.0745,0.9322,NO
0.2381,1.4262,NO
0.19,1.5886,NO
0.1547,0.8449,NO
0.1997,1.949,NO
0.1653,1.3144,NO
0.1536,0.6891,NO
0.1999,1.2333,NO
0.1989,2.7437,YES
0.2045,1.6372,NO
0.2447,1.8196,YES
0.2519,0.7016,NO
0.2036,0.6211,NO
0.2033,0.3791,NO
0.0533,1.0544,NO
0.105,1.5652,NO
0.055999999999999994,1.1921,NO
0.1113,1.1118,NO
0.2256,0.8659,NO
0.0989,1.686,NO
0.1879,2.9189999999999996,YES
0.1445,2.5746,YES
0.1901,3.1344,YES
0.3108,2.4287,YES
0.2405,1.8036,NO
0.1657,2.6808,YES
0.1331,1.8392,NO
0.0949,0.2785,NO
0.1339,0.5359,NO
0.22399999999999998,0.5707,NO
0.1967,0.9905,NO
0.1436,0.3468,NO
0.2079,1.5508,NO
0.1339,0.4927,NO
0.0967,0.4172,NO
0.2198,0.8637,NO
0.3428,3.0355,YES
0.2344,1.1077,NO
0.1736,2.0745,YES
0.1331,0.3529,NO
0.0735,0.0,NO
0.0647,0.0837,NO
0.204,0.8059999999999999,NO
0.1327,1.0056,NO
0.1655,0.6063,NO
0.31,0.3486,NO
0.1309,0.5706,NO
0.2819,1.2181,NO
0.4042,3.4227,YES
0.3296,2.9314,YES
0.4941,3.5607,YES
0.1783,2.572,YES
0.193,1.5142,NO
0.2673,2.7023,YES
0.1726,1.1556,NO
0.1439,0.8036,NO
0.0769,0.9111,NO
0.1953,0.8733,NO
0.2342,1.5259,NO
0.2047,0.7841,NO
0.1823,1.6481,NO
0.1684,0.8317,NO
0.1204,0.6348,NO
0.1751,0.9296,NO
0.3579,3.392,YES
0.1828,1.3392,NO
0.2083,2.0678,YES
0.2252,0.6734,NO
0.2041,0.5537,NO
0.2007,0.3635,NO
0.0498,1.0252,NO
0.1415,1.6328,NO
0.0515,1.0434,NO
0.1207,0.8881,NO
0.1912,0.8489,NO
0.14,1.5557,NO
0.4038,3.4883,YES
0.3494,3.0786,YES
0.2799,3.8282,YES
0.2675,2.9953,YES
0.2206,1.4961,NO
0.2003,3.0537,YES
0.1168,1.3492,NO
0.0727,0.4602,NO
0.0714,0.7055,NO
0.10800000000000001,0.6724,NO
0.2886,0.9881,NO
0.1427,0.4217,NO
0.0855,1.3287,NO
0.0605,0.6705,NO
0.0532,0.5594,NO
0.1421,0.7170000000000001,NO
0.4397,3.0134,YES
0.0607,1.0588,NO
0.2347,1.8005,YES
0.2118,0.4209,NO
0.2048,0.3084,NO
0.2045,0.3565,NO
0.0849,0.7878,NO
0.1035,1.0086,NO
0.0824,0.7836,NO
0.0975,0.4789,NO
0.1702,0.7035,NO
0.1518,0.9405,NO
0.3372,3.1248,YES
0.3303,2.7327,YES
0.314,3.2839,YES
0.1257,2.6197,YES
0.1375,1.1968,NO
0.1128,2.6222,YES
0.099,1.171,NO
0.1069,1.4571,NO
0.0451,1.2225,NO
0.5095,4.0808,YES
0.1431,1.6495,YES
0.1227,1.2657,YES
0.2847,4.4769,YES
0.2237,1.4174,NO
0.1065,0.9556,NO
0.3266,3.9921,YES
0.0974,0.8113,NO
0.3289,4.5992,YES
0.1059,0.5586,NO
0.2131,1.0506,NO
0.1496,0.6973,NO
0.1474,0.4704,NO
0.0902,1.1584,NO
0.0993,1.5063,YES
0.0875,1.3717,NO
0.2369,1.1673,YES
0.2129,1.0166,NO
0.1321,1.3172,YES
0.1271,0.5998,NO
0.08,1.2761,NO
0.3025,1.9377,NO
0.12,0.9045,NO
0.3399,3.863,YES
0.2516,1.3015,NO
0.2081,3.7677,YES
0.1799,0.7598,NO
0.1547,0.6261,NO
0.3595,3.1376,YES
0.2156,1.531,NO
0.1535,0.7239,NO
0.4159,3.4282,YES
0.1827,1.1534,NO
0.1097,0.7659,NO
0.5448,3.0787,YES
0.191,0.6372,NO
0.4381,3.2736,YES
0.1528,0.5185,NO
0.3264,1.4353,NO
0.3203,1.1518,NO
0.2648,0.7551,NO
0.171,0.7587,NO
0.21899999999999997,1.5323,NO
0.1398,0.8493,NO
0.3673,0.8084,NO
0.1451,0.5951,NO
0.2637,1.5253,NO
0.1991,0.7572,NO
0.1784,0.9447,NO
0.3767,2.1984,NO
0.1917,0.5826,NO
0.3794,3.0716,YES
0.3359,1.2245,NO
0.2874,2.9712,YES
0.0798,1.1924,NO
0.0364,0.8481,NO
0.2475,3.3544,YES
0.2794,4.0122,YES
0.2232,2.7023,YES
0.2213,3.7547,YES
0.1233,0.8786,NO
0.0474,0.5387,NO
0.2799,3.0089,YES
0.2328,2.1872,NO
0.2608,3.2473,YES
0.1095,1.043,NO
0.2365,1.8434,NO
0.2061,1.2992,NO
0.2048,0.9633,NO
0.0456,0.701,NO
0.1795,3.8403,YES
0.0442,1.2681,NO
0.27,3.4617,YES
0.1224,0.6179,NO
0.1913,4.3728,YES
0.2397,1.8938,NO
0.2111,1.584,NO
0.2935,2.234,NO
0.1155,1.5495,NO
0.243,3.2422,YES
0.1959,1.8816,NO
0.198,2.7883,YES
0.1636,0.5214,NO
0.1646,0.3933,NO
0.3881,2.3047,YES
0.1762,1.1362,NO
0.1649,0.7651,NO
0.4197,3.3135,YES
0.1681,0.5845,NO
0.153,0.2671,NO
0.4738,2.9355,YES
0.159,1.048,NO
0.493,3.4027,YES
0.1456,0.9602,NO
0.2244,0.36700000000000005,NO
0.1542,0.0024,NO
0.1277,0.1813,NO
0.1775,0.5992,NO
0.2106,0.6636,NO
0.1654,0.4634,NO
0.3557,0.4711,NO
0.0902,0.2433,NO
0.2663,1.0529,NO
0.2218,1.3419999999999999,NO
0.1764,1.3289,NO
0.3901,1.9891,NO
0.21600000000000003,0.9837,NO
0.402,3.0909,YES
0.3584,1.7996,NO
0.3239,2.8514,YES
0.0467,0.5947,NO
0.0184,0.5239,NO
0.0544,1.1578,YES
0.1967,2.7169,YES
0.1251,1.8485,YES
0.0526,1.2533,YES
0.0389,0.5844,NO
0.0098,0.3217,NO
0.1204,1.1696,YES
0.1152,1.2695,NO
0.0434,0.9614,YES
0.0994,0.4854,NO
0.171,1.0195,NO
0.1733,1.0556,NO
0.1785,0.5368,NO
0.0632,0.2869,NO
0.1652,2.955,YES
0.0614,0.6902,NO
0.1533,2.5452,YES
0.1347,0.3911,NO
0.1212,3.0410000000000004,YES
0.015,0.938,NO
0.0714,0.5466,NO
0.0698,0.9184,NO
0.035,0.6208,NO
0.0672,1.0446,YES
0.0378,0.8666,NO
0.0637,1.1691,YES
0.3024,1.8885,YES
0.0482,1.9734,YES
0.3634,0.7771,NO
0.1548,0.6266,NO
0.1459,0.5283,NO
0.1506,0.7340000000000001,NO
0.2394,1.6606,YES
0.3693,1.4880000000000002,YES
0.1404,0.6458,NO
0.0758,0.7073,NO
0.1517,0.6245,NO
0.067,0.6277,NO
0.2131,0.5988,NO
0.16,0.9228,NO
0.1446,0.4818,NO
0.0844,1.454,YES
0.095,0.5347,NO
0.2419,1.9492,YES
0.026000000000000002,0.4527,NO
0.2985,1.6974,YES
0.0377,0.5814,NO
0.102,0.5317,NO
0.0927,0.6949,NO
0.1259,0.9484,NO
0.1193,0.6408,NO
0.2177,0.4573,NO
0.15,0.6116,NO
0.0996,0.5598,NO
0.0839,0.9089,NO
0.0672,0.8131,NO
0.3068,4.8444,YES
0.1154,2.0703,YES
0.0802,1.6672,YES
0.3166,5.8389,YES
0.0868,0.9859,NO
0.0677,0.5693,NO
0.5456,5.2827,YES
0.0938,1.2102,NO
0.3771,5.934,YES
0.0765,1.0377,NO
0.3042,0.6553,NO
0.1867,0.5012,NO
0.2024,0.4419,NO
0.084,0.8814,NO
0.1127,1.7595,YES
0.0773,0.8238,NO
0.3002,1.2351,YES
0.0821,0.5673,NO
0.1969,1.7501,YES
0.1353,1.2572,NO
0.0942,1.4551,NO
0.3023,2.9376,NO
0.1177,1.0204,NO
0.2966,5.0415,YES
0.2621,1.6965,NO
0.3631,4.5634,YES
0.1178,1.0511,NO
0.0474,1.0377,NO
0.4277,5.041,YES
0.2214,3.0673,YES
0.2007,2.1629,YES
0.2467,5.9604,YES
0.2192,1.1077,NO
0.1165,0.6965,NO
0.3035,4.8807,YES
