DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_67,Associated
0.0737,0.2622,NO
0.0652,0.3789,NO
0.1144,0.5077,NO
0.2164,0.2694,NO
0.0671,0.6044,NO
0.0906,0.5368,NO
0.0589,0.6525,NO
0.0679,0.3771,NO
0.1689,0.4063,NO
0.2469,2.0345,YES
0.0616,0.4225,NO
0.33799999999999997,1.8478,YES
0.2427,0.3938,NO
0.2231,0.4909,NO
0.2223,0.0967,NO
0.1142,0.4873,NO
0.0706,0.6034,NO
0.1109,0.1776,NO
0.0747,0.4232,NO
0.2179,0.3145,NO
0.1147,0.7197,NO
0.0779,2.6617,YES
0.0804,1.8724,YES
0.1668,1.1041,YES
0.24,1.7819,YES
0.1573,0.4891,NO
0.0716,2.3578,YES
0.1205,0.2663,NO
0.1072,1.4786,YES
0.2444,0.5997,YES
0.3362,0.3703,NO
0.1579,0.1384,NO
0.1148,0.2838,NO
0.1112,0.4398,NO
0.3947,0.8234,YES
0.0957,1.4638,YES
0.1364,0.4747,NO
0.1056,0.4215,NO
0.0981,0.4412,NO
0.1058,0.3849,NO
0.1797,0.4444,NO
0.1526,0.552,NO
0.1551,0.2525,NO
0.2811,0.7254,YES
0.0766,0.3034,NO
0.1126,1.1357,YES
0.0341,0.4428,NO
0.3399,0.7788,YES
0.0412,0.2906,NO
0.1212,0.3779,NO
0.0769,0.4021,NO
0.1235,0.3015,NO
0.0802,0.3416,NO
0.1903,0.2202,NO
0.1119,0.3966,NO
0.1008,0.5559,NO
0.0886,0.1049,NO
0.1534,0.0566,NO
0.1331,0.43799999999999994,NO
0.2865,0.4216,NO
0.1512,0.4174,NO
0.1666,0.8868,NO
0.1465,0.3372,NO
0.0509,0.1421,NO
0.2187,0.7285,NO
0.4574,1.6543,YES
0.1603,0.6746,NO
0.2015,1.4501,YES
0.205,0.2134,NO
0.2168,0.5008,NO
0.2136,0.0992,NO
0.1919,0.1884,NO
0.1533,0.5659,NO
0.1268,0.0909,NO
0.1947,0.4954,NO
0.1755,0.0902,NO
0.2202,0.6901,NO
0.4465,2.2803,YES
0.4252,1.835,YES
0.3653,1.1647,YES
0.1771,1.4512,YES
0.1659,0.4359,NO
0.1927,2.0322,YES
0.1251,0.6367,NO
0.1303,2.5082,YES
0.1814,2.0784,YES
0.3356,0.4627,NO
0.1662,0.1684,NO
0.1507,0.2658,NO
0.1441,1.0752,NO
0.3435,2.2733,YES
0.1243,2.4004,YES
0.1731,0.6442,NO
0.0952,0.3865,NO
0.1364,1.0769,NO
0.0887,0.4172,NO
0.2289,0.3815,NO
0.2088,0.83,NO
0.2075,0.0886,NO
0.1923,2.1908,YES
0.0927,0.3379,NO
0.0821,1.5865,YES
0.0311,0.4698,NO
0.3081,1.6458,YES
0.0406,0.3982,NO
0.1251,0.3896,NO
0.091,0.5766,NO
0.11800000000000001,0.3086,NO
0.1053,0.2802,NO
0.2201,0.4968,NO
