DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_78,Associated
0.0737,0.2947,NO
0.0652,0.0724,NO
0.1144,0.2287,NO
0.2164,0.2323,NO
0.0671,0.2323,NO
0.0906,0.2707,NO
0.0589,0.2831,NO
0.0679,0.1745,NO
0.1689,0.2323,NO
0.2469,1.0,YES
0.0616,0.1516,NO
0.33799999999999997,1.0,YES
0.2427,0.2582,NO
0.2231,0.3673,NO
0.2223,0.3353,NO
0.1142,0.2574,NO
0.0706,0.2323,NO
0.1109,0.2574,NO
0.0747,0.2102,NO
0.2179,0.2574,NO
0.1147,0.2418,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,0.6467,YES
0.24,1.0,YES
0.1573,0.2502,NO
0.0716,1.0,YES
0.1205,0.1604,NO
0.1072,0.2803,YES
0.2444,1.0,YES
0.3362,0.1793,NO
0.1579,0.2576,NO
0.1148,0.2165,NO
0.1112,0.2004,NO
0.3947,0.7571,YES
0.0957,1.0,YES
0.1364,0.1333,NO
0.1056,0.158,NO
0.0981,0.1364,NO
0.1058,0.1939,NO
0.1797,0.0527,NO
0.1526,0.3413,NO
0.1551,0.0316,NO
0.2811,1.0,YES
0.0766,0.2044,NO
0.1126,0.3062,YES
0.0341,0.2165,NO
0.3399,0.504,YES
0.0412,0.2165,NO
0.1212,0.0978,NO
0.0769,0.1939,NO
0.1235,0.1939,NO
0.0802,0.1939,NO
0.1903,0.2287,NO
0.1119,0.1939,NO
0.1008,0.1364,NO
0.0886,0.3088,NO
0.1534,0.294,NO
0.1331,0.3097,NO
0.2865,0.3753,NO
0.1512,0.3765,NO
0.1666,0.4016,NO
0.1465,0.2948,NO
0.0509,0.294,NO
0.2187,0.3753,NO
0.4574,1.0,YES
0.1603,0.2687,NO
0.2015,0.7613,YES
0.205,0.2445,NO
0.2168,0.35200000000000004,NO
0.2136,0.1517,NO
0.1919,0.294,NO
0.1533,0.3765,NO
0.1268,0.1542,NO
0.1947,0.3405,NO
0.1755,0.1482,NO
0.2202,0.271,NO
0.4465,0.965,YES
0.4252,1.0,YES
0.3653,0.965,YES
0.1771,1.0,YES
0.1659,0.3753,NO
0.1927,0.965,YES
0.1251,0.2866,NO
0.1303,0.9589,YES
0.1814,1.0,YES
0.3356,0.2893,NO
0.1662,0.3559,NO
0.1507,0.3559,NO
0.1441,0.2479,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.3559,NO
0.0952,0.1616,NO
0.1364,0.2479,NO
0.0887,0.0606,NO
0.2289,0.3845,NO
0.2088,0.3845,NO
0.2075,0.2386,NO
0.1923,1.0,YES
0.0927,0.3559,NO
0.0821,1.0,YES
0.0311,0.2148,NO
0.3081,1.0,YES
0.0406,0.2013,NO
0.1251,0.1199,NO
0.091,0.2456,NO
0.11800000000000001,0.1522,NO
0.1053,0.1107,NO
0.2201,0.3559,NO
0.1351,0.1582,NO
0.1328,0.2479,NO
0.0724,0.3011,NO
0.0244,0.2011,NO
0.1404,0.5033,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6382,YES
0.0826,0.2651,NO
0.013000000000000001,0.2011,NO
0.2103,1.0,YES
0.1395,0.3816,NO
0.1325,0.4491,YES
0.1443,0.1729,NO
0.2165,0.3553,NO
0.1934,0.3553,NO
0.1934,0.2204,NO
0.0572,0.2011,NO
0.2318,1.0,YES
0.0556,0.154,NO
0.3609,1.0,YES
0.1417,0.304,NO
0.255,1.0,YES
0.0522,0.3369,NO
0.0677,0.5347,NO
0.1439,0.2896,NO
0.0494,0.2229,NO
0.1715,1.0,YES
0.0964,0.4444,NO
0.1343,0.4367,YES
0.1544,0.3049,NO
0.0732,0.2866,NO
0.1975,0.3565,NO
0.2582,0.2333,NO
0.1977,0.3132,NO
0.1701,0.3946,NO
0.1684,0.3331,NO
0.1225,0.272,NO
0.1458,0.4052,NO
0.4028,1.0,YES
0.1577,0.3093,NO
0.2904,0.9187,YES
0.1987,0.3104,NO
0.1756,0.35200000000000004,NO
0.1689,0.1926,NO
0.054000000000000006,0.3331,NO
0.1469,0.1832,NO
0.0547,0.3331,NO
0.1082,0.3132,NO
0.2019,0.3331,NO
0.1293,0.3132,NO
0.3897,0.9187,YES
0.3612,1.0,YES
0.2791,0.6779,YES
0.2894,1.0,YES
0.2226,0.4052,NO
0.1753,0.9187,YES
0.0979,0.2756,NO
0.0985,0.3011,NO
0.0774,0.1676,NO
0.1069,0.5033,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.6382,YES
0.0885,0.2651,NO
0.0604,0.1676,NO
0.2068,1.0,YES
0.2598,0.4608,NO
0.106,0.4491,YES
0.1459,0.1702,NO
