DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_58,Associated
0.0737,0.32,NO
0.0652,0.2852,NO
0.1144,0.1632,NO
0.2164,0.4329,NO
0.0671,0.3069,NO
0.0906,0.1938,NO
0.0589,0.3258,NO
0.0679,0.1334,NO
0.1689,0.3138,NO
0.2469,1.0,YES
0.0616,0.1354,NO
0.33799999999999997,1.0,YES
0.2427,0.3353,NO
0.2231,0.35200000000000004,NO
0.2223,0.2206,NO
0.1142,0.2358,NO
0.0706,0.4327,NO
0.1109,0.318,NO
0.0747,0.2323,NO
0.2179,0.2852,NO
0.1147,0.4378,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,0.7587,YES
0.24,1.0,YES
0.1573,0.1632,NO
0.0716,1.0,YES
0.1205,0.2323,NO
0.1072,0.9589,YES
0.2444,1.0,YES
0.3362,0.2287,NO
0.1579,0.2165,NO
0.1148,0.1261,NO
0.1112,0.2387,NO
0.3947,1.0,YES
0.0957,0.7333,YES
0.1364,0.2113,NO
0.1056,0.1789,NO
0.0981,0.2287,NO
0.1058,0.1789,NO
0.1797,0.301,NO
0.1526,0.3144,NO
0.1551,0.1953,NO
0.2811,0.8269,YES
0.0766,0.2278,NO
0.1126,0.8716,YES
0.0341,0.1359,NO
0.3399,1.0,YES
0.0412,0.2165,NO
0.1212,0.1484,NO
0.0769,0.1789,NO
0.1235,0.1388,NO
0.0802,0.1087,NO
0.1903,0.2673,NO
0.1119,0.1789,NO
0.1008,0.2113,NO
0.0886,0.32,NO
0.1534,0.1493,NO
0.1331,0.3097,NO
0.2865,0.4329,NO
0.1512,0.3069,NO
0.1666,0.3427,NO
0.1465,0.3258,NO
0.0509,0.1316,NO
0.2187,0.3138,NO
0.4574,1.0,YES
0.1603,0.2687,NO
0.2015,1.0,YES
0.205,0.168,NO
0.2168,0.35200000000000004,NO
0.2136,0.08199999999999999,NO
0.1919,0.1596,NO
0.1533,0.4327,NO
0.1268,0.318,NO
0.1947,0.2102,NO
0.1755,0.1316,NO
0.2202,0.4378,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,0.7587,YES
0.1771,1.0,YES
0.1659,0.2575,NO
0.1927,1.0,YES
0.1251,0.0999,NO
0.1303,0.3105,YES
0.1814,1.0,YES
0.3356,0.1923,NO
0.1662,0.2013,NO
0.1507,0.1325,NO
0.1441,0.2455,NO
0.3435,0.7571,YES
0.1243,0.2682,YES
0.1731,0.2312,NO
0.0952,0.2251,NO
0.1364,0.2455,NO
0.0887,0.2251,NO
0.2289,0.3157,NO
0.2088,0.285,NO
0.2075,0.2386,NO
0.1923,0.8269,YES
0.0927,0.1177,NO
0.0821,0.2891,YES
0.0311,0.1263,NO
0.3081,1.0,YES
0.0406,0.2013,NO
0.1251,0.1815,NO
0.091,0.2187,NO
0.11800000000000001,0.1854,NO
0.1053,0.0719,NO
0.2201,0.1687,NO
0.1351,0.2187,NO
0.1328,0.2455,NO
0.0724,0.2556,NO
0.0244,0.11599999999999999,NO
0.1404,0.5033,YES
0.3348,1.0,YES
0.2937,0.6940000000000001,YES
0.14300000000000002,0.6382,YES
0.0826,0.344,NO
0.013000000000000001,0.2493,NO
0.2103,0.5227,YES
0.1395,0.3816,NO
0.1325,0.4491,YES
0.1443,0.254,NO
0.2165,0.3031,NO
0.1934,0.3522,NO
0.1934,0.2204,NO
0.0572,0.2493,NO
0.2318,1.0,YES
0.0556,0.2254,NO
0.3609,1.0,YES
0.1417,0.304,NO
0.255,1.0,YES
0.0522,0.1281,NO
0.0677,0.5347,NO
0.1439,0.4856,NO
0.0494,0.1202,NO
0.1715,0.5820000000000001,YES
0.0964,0.2091,NO
0.1343,1.0,YES
0.1544,0.2748,NO
0.0732,0.1012,NO
0.1975,0.5722,NO
0.2582,0.4528,NO
0.1977,0.2813,NO
0.1701,0.6333,NO
0.1684,0.3089,NO
0.1225,0.2102,NO
0.1458,0.4753,NO
0.4028,1.0,YES
0.1577,0.4964,NO
0.2904,1.0,YES
0.1987,0.3104,NO
0.1756,0.3824,NO
0.1689,0.099,NO
0.054000000000000006,0.1786,NO
0.1469,0.3984,NO
0.0547,0.2498,NO
0.1082,0.4528,NO
0.2019,0.2866,NO
0.1293,0.3438,NO
0.3897,0.7869,YES
0.3612,0.9481,YES
0.2791,0.8236,YES
0.2894,0.6779,YES
0.2226,0.4758,NO
0.1753,0.9481,YES
0.0979,0.4528,NO
0.0985,0.3229,NO
0.0774,0.11599999999999999,NO
0.1069,0.5033,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.6382,YES
0.0885,0.344,NO
0.0604,0.0404,NO
0.2068,0.5227,YES
0.2598,0.4576,NO
0.106,0.4491,YES
0.1459,0.4576,NO
0.2252,0.3335,NO
0.2571,0.3522,NO
0.2375,0.2074,NO
0.1453,0.1567,NO
0.2245,1.0,YES
0.141,0.154,NO
0.2623,1.0,YES
0.142,0.304,NO
0.2555,1.0,YES
0.2049,0.3798,NO
0.2206,0.5347,NO
0.2228,0.4856,NO
0.1032,0.1856,NO
0.1461,0.5820000000000001,YES
0.1116,0.4576,NO
0.1326,1.0,YES
0.1415,0.32,NO
0.0745,0.1493,NO
0.2381,0.5722,NO
0.19,0.4329,NO
0.1547,0.3069,NO
0.1997,0.6333,NO
0.1653,0.3258,NO
0.1536,0.1187,NO
0.1999,0.4753,NO
0.1989,1.0,YES
0.2045,0.4964,NO
0.2447,1.0,YES
0.2519,0.3104,NO
0.2036,0.3824,NO
0.2033,0.08199999999999999,NO
0.0533,0.1596,NO
0.105,0.4327,NO
0.055999999999999994,0.318,NO
0.1113,0.2102,NO
0.2256,0.0345,NO
0.0989,0.4378,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,0.8236,YES
0.3108,1.0,YES
0.2405,0.4758,NO
0.1657,1.0,YES
0.1331,0.2748,NO
0.0949,0.32,NO
0.1339,0.1493,NO
0.22399999999999998,0.4128,NO
0.1967,0.4329,NO
0.1436,0.4156,NO
0.2079,0.4569,NO
0.1339,0.3056,NO
0.0967,0.1027,NO
0.2198,0.3855,NO
0.3428,1.0,YES
0.2344,0.3905,NO
0.1736,1.0,YES
0.1331,0.22399999999999998,NO
0.0735,0.3673,NO
0.0647,0.1078,NO
0.204,0.1944,NO
0.1327,0.4327,NO
0.1655,0.318,NO
0.31,0.3308,NO
0.1309,0.1027,NO
0.2819,0.4378,NO
0.4042,1.0,YES
0.3296,0.9096,YES
0.4941,0.7587,YES
0.1783,1.0,YES
0.193,0.3855,NO
0.2673,1.0,YES
0.1726,0.3855,NO
0.1439,0.32,NO
0.0769,0.1493,NO
0.1953,0.5722,NO
0.2342,0.4809,NO
0.2047,0.3069,NO
0.1823,0.6333,NO
0.1684,0.3258,NO
0.1204,0.2636,NO
0.1751,0.4753,NO
0.3579,1.0,YES
0.1828,0.4964,NO
0.2083,1.0,YES
0.2252,0.3104,NO
0.2041,0.3824,NO
0.2007,0.2201,NO
0.0498,0.2636,NO
0.1415,0.4327,NO
0.0515,0.318,NO
0.1207,0.4809,NO
0.1912,0.307,NO
0.14,0.4378,NO
0.4038,1.0,YES
0.3494,1.0,YES
0.2799,0.8236,YES
0.2675,1.0,YES
0.2206,0.4758,NO
0.2003,1.0,YES
0.1168,0.4809,NO
0.0727,0.237,NO
0.0714,0.2562,NO
0.10800000000000001,0.2714,NO
0.2886,0.4029,NO
0.1427,0.267,NO
0.0855,0.3004,NO
0.0605,0.3087,NO
0.0532,0.1256,NO
0.1421,0.2324,NO
0.4397,1.0,YES
0.0607,0.2354,NO
0.2347,0.9475,YES
0.2118,0.3221,NO
0.2048,0.3673,NO
0.2045,0.2003,NO
0.0849,0.2118,NO
0.1035,0.3411,NO
0.0824,0.2355,NO
0.0975,0.3649,NO
0.1702,0.2562,NO
0.1518,0.3242,NO
0.3372,0.7864,YES
0.3303,0.9475,YES
0.314,0.6127,YES
