DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_59,Associated
0.0737,0.2852,NO
0.0652,0.1164,NO
0.1144,0.1782,NO
0.2164,0.2383,NO
0.0671,0.2383,NO
0.0906,0.2289,NO
0.0589,0.2852,NO
0.0679,0.2852,NO
0.1689,0.1782,NO
0.2469,0.7677,YES
0.0616,0.2289,NO
0.33799999999999997,0.4567,YES
0.2427,0.1723,NO
0.2231,0.1165,NO
0.2223,0.0348,NO
0.1142,0.2358,NO
0.0706,0.2804,NO
0.1109,0.2852,NO
0.0747,0.2323,NO
0.2179,0.1437,NO
0.1147,0.2804,NO
0.0779,0.3465,YES
0.0804,0.7677,YES
0.1668,0.2839,YES
0.24,0.7677,YES
0.1573,0.1782,NO
0.0716,0.2069,YES
0.1205,0.2323,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2113,NO
0.1579,0.2165,NO
0.1148,0.2165,NO
0.1112,0.2387,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2069,NO
0.1056,0.2425,NO
0.0981,0.2113,NO
0.1058,0.1443,NO
0.1797,0.1793,NO
0.1526,0.0922,NO
0.1551,0.0456,NO
0.2811,1.0,YES
0.0766,0.2165,NO
0.1126,1.0,YES
0.0341,0.2796,NO
0.3399,0.568,YES
0.0412,0.1607,NO
0.1212,0.1939,NO
0.0769,0.2425,NO
0.1235,0.1939,NO
0.0802,0.2425,NO
0.1903,0.2287,NO
0.1119,0.1778,NO
0.1008,0.2796,NO
0.0886,0.294,NO
0.1534,0.1316,NO
0.1331,0.2866,NO
0.2865,0.3765,NO
0.1512,0.3765,NO
0.1666,0.2866,NO
0.1465,0.2948,NO
0.0509,0.294,NO
0.2187,0.3028,NO
0.4574,0.9462,YES
0.1603,0.2866,NO
0.2015,1.0,YES
0.205,0.2522,NO
0.2168,0.35200000000000004,NO
0.2136,0.2728,NO
0.1919,0.2431,NO
0.1533,0.36,NO
0.1268,0.294,NO
0.1947,0.3765,NO
0.1755,0.1482,NO
0.2202,0.3078,NO
0.4465,0.83,YES
0.4252,1.0,YES
0.3653,0.7321,YES
0.1771,0.7613,YES
0.1659,0.2866,NO
0.1927,0.5483,YES
0.1251,0.2866,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.1791,NO
0.1662,0.228,NO
0.1507,0.2013,NO
0.1441,0.2862,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.18600000000000003,NO
0.0952,0.316,NO
0.1364,0.2862,NO
0.0887,0.2187,NO
0.2289,0.1793,NO
0.2088,0.0845,NO
0.2075,0.0294,NO
0.1923,1.0,YES
0.0927,0.2013,NO
0.0821,0.904,YES
0.0311,0.3559,NO
0.3081,1.0,YES
0.0406,0.1617,NO
0.1251,0.1815,NO
0.091,0.316,NO
0.11800000000000001,0.1728,NO
0.1053,0.316,NO
0.2201,0.214,NO
0.1351,0.1778,NO
0.1328,0.3559,NO
0.0724,0.2522,NO
0.0244,0.1089,NO
0.1404,0.4187,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.4224,YES
0.0826,0.2011,NO
0.013000000000000001,0.2011,NO
0.2103,0.3236,YES
0.1395,0.3816,NO
0.1325,0.4224,YES
0.1443,0.1369,NO
0.2165,0.2986,NO
0.1934,0.3877,NO
0.1934,0.3877,NO
0.0572,0.1729,NO
0.2318,0.7917,YES
0.0556,0.2011,NO
0.3609,1.0,YES
0.1417,0.1387,NO
0.255,0.6802,YES
0.0522,0.3118,NO
0.0677,0.5347,NO
0.1439,0.3056,NO
0.0494,0.254,NO
0.1715,0.3603,YES
0.0964,0.4382,NO
0.1343,0.6191,YES
0.1544,0.3331,NO
0.0732,0.3331,NO
0.1975,0.2809,NO
0.2582,0.3613,NO
0.1977,0.3613,NO
0.1701,0.2524,NO
0.1684,0.3331,NO
0.1225,0.2258,NO
0.1458,0.3138,NO
0.4028,1.0,YES
0.1577,0.2887,NO
0.2904,1.0,YES
0.1987,0.2438,NO
0.1756,0.3337,NO
0.1689,0.3166,NO
0.054000000000000006,0.1513,NO
0.1469,0.3413,NO
0.0547,0.3011,NO
0.1082,0.3613,NO
0.2019,0.3331,NO
0.1293,0.2918,NO
0.3897,0.7869,YES
0.3612,1.0,YES
0.2791,0.7587,YES
0.2894,1.0,YES
0.2226,0.2964,NO
0.1753,0.5682,YES
0.0979,0.2756,NO
0.0985,0.2522,NO
0.0774,0.174,NO
0.1069,0.2644,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.3353,YES
0.0885,0.174,NO
0.0604,0.11800000000000001,NO
0.2068,0.2746,YES
0.2598,0.433,NO
0.106,0.2359,YES
0.1459,0.4608,NO
0.2252,0.3108,NO
0.2571,0.3335,NO
0.2375,0.3335,NO
0.1453,0.1349,NO
0.2245,1.0,YES
0.141,0.1573,NO
0.2623,1.0,YES
0.142,0.174,NO
0.2555,1.0,YES
0.2049,0.3798,NO
0.2206,0.5347,NO
0.2228,0.3496,NO
0.1032,0.1587,NO
0.1461,0.3057,YES
0.1116,0.2619,NO
0.1326,0.5253,YES
0.1415,0.2241,NO
0.0745,0.0509,NO
0.2381,0.3877,NO
0.19,0.2736,NO
0.1547,0.3069,NO
0.1997,0.3327,NO
0.1653,0.3056,NO
0.1536,0.1104,NO
0.1999,0.3327,NO
0.1989,0.8204,YES
0.2045,0.3877,NO
0.2447,1.0,YES
0.2519,0.1707,NO
0.2036,0.1819,NO
0.2033,0.0838,NO
0.0533,0.0703,NO
0.105,0.2405,NO
0.055999999999999994,0.0679,NO
0.1113,0.42700000000000005,NO
0.2256,0.1259,NO
0.0989,0.1985,NO
0.1879,0.6851,YES
0.1445,0.9096,YES
0.1901,0.7587,YES
0.3108,0.7607,YES
0.2405,0.3877,NO
0.1657,0.5682,YES
0.1331,0.42700000000000005,NO
0.0949,0.2522,NO
0.1339,0.1027,NO
0.22399999999999998,0.3745,NO
0.1967,0.2757,NO
0.1436,0.2823,NO
0.2079,0.3745,NO
0.1339,0.3004,NO
0.0967,0.1871,NO
0.2198,0.3745,NO
0.3428,0.9462,YES
0.2344,0.3745,NO
0.1736,1.0,YES
0.1331,0.2522,NO
0.0735,0.35200000000000004,NO
0.0647,0.1069,NO
0.204,0.1596,NO
0.1327,0.36,NO
0.1655,0.1871,NO
0.31,0.3246,NO
0.1309,0.1027,NO
0.2819,0.3078,NO
0.4042,0.83,YES
0.3296,1.0,YES
0.4941,0.7214,YES
0.1783,0.7214,YES
0.193,0.3745,NO
0.2673,0.5595,YES
0.1726,0.3745,NO
0.1439,0.307,NO
0.0769,0.307,NO
0.1953,0.2964,NO
0.2342,0.2275,NO
0.2047,0.3069,NO
0.1823,0.3821,NO
0.1684,0.3056,NO
0.1204,0.307,NO
0.1751,0.3138,NO
0.3579,0.8511,YES
0.1828,0.3821,NO
0.2083,1.0,YES
0.2252,0.3547,NO
0.2041,0.3649,NO
0.2007,0.3649,NO
0.0498,0.307,NO
0.1415,0.3238,NO
0.0515,0.2676,NO
0.1207,0.3529,NO
0.1912,0.1744,NO
0.14,0.2768,NO
0.4038,0.7466,YES
0.3494,0.9096,YES
0.2799,0.7587,YES
0.2675,0.8232,YES
0.2206,0.2964,NO
0.2003,0.5682,YES
0.1168,0.2964,NO
0.0727,0.3496,NO
0.0714,0.1712,NO
0.10800000000000001,0.20800000000000002,NO
0.2886,0.3822,NO
0.1427,0.263,NO
0.0855,0.2524,NO
0.0605,0.4164,NO
0.0532,0.2562,NO
0.1421,0.2324,NO
0.4397,1.0,YES
0.0607,0.2138,NO
0.2347,1.0,YES
0.2118,0.3435,NO
0.2048,0.3824,NO
0.2045,0.3435,NO
0.0849,0.2118,NO
0.1035,0.3984,NO
0.0824,0.2562,NO
0.0975,0.3649,NO
0.1702,0.1656,NO
0.1518,0.3438,NO
0.3372,1.0,YES
0.3303,1.0,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.4758,NO
0.1128,0.7756,YES
0.099,0.3649,NO
0.1069,0.2734,NO
0.0451,0.2734,NO
0.5095,1.0,YES
0.1431,0.3242,YES
0.1227,0.2829,YES
0.2847,1.0,YES
0.2237,0.3433,NO
0.1065,0.2465,NO
0.3266,0.8116,YES
0.0974,0.1983,NO
0.3289,1.0,YES
0.1059,0.1905,NO
0.2131,0.4238,NO
0.1496,0.3885,NO
0.1474,0.3885,NO
0.0902,0.2039,NO
0.0993,0.2501,YES
0.0875,0.2471,NO
0.2369,0.516,YES
0.2129,0.2734,NO
0.1321,0.3351,YES
0.1271,0.2462,NO
0.08,0.2604,NO
0.3025,0.2996,NO
0.12,0.2338,NO
0.3399,1.0,YES
0.2516,0.5169,NO
0.2081,1.0,YES
0.1799,0.3527,NO
0.1547,0.1531,NO
0.3595,1.0,YES
0.2156,0.2789,NO
0.1535,0.2297,NO
0.4159,1.0,YES
0.1827,0.4093,NO
0.1097,0.1329,NO
0.5448,1.0,YES
0.191,0.4965,NO
0.4381,1.0,YES
0.1528,0.1578,NO
0.3264,0.4413,NO
0.3203,0.474,NO
0.2648,0.1849,NO
0.171,0.184,NO
0.21899999999999997,0.4049,NO
0.1398,0.1371,NO
0.3673,0.3846,NO
0.1451,0.1111,NO
0.2637,0.3831,NO
0.1991,0.4965,NO
0.1784,0.4965,NO
0.3767,0.518,NO
0.1917,0.4965,NO
0.3794,1.0,YES
0.3359,0.3853,NO
0.2874,1.0,YES
0.0798,0.3014,NO
0.0364,0.3014,NO
0.2475,0.5764,YES
0.2794,1.0,YES
0.2232,1.0,YES
0.2213,0.6382,YES
0.1233,0.2544,NO
0.0474,0.3014,NO
0.2799,0.5434,YES
0.2328,0.5755,NO
0.2608,0.586,YES
0.1095,0.6083,NO
0.2365,0.4308,NO
0.2061,0.3193,NO
0.2048,0.4308,NO
0.0456,0.3014,NO
0.1795,1.0,YES
0.0442,0.2627,NO
0.27,1.0,YES
0.1224,0.2544,NO
0.1913,1.0,YES
0.2397,0.5048,NO
0.2111,0.6083,NO
0.2935,0.4856,NO
0.1155,0.1721,NO
0.243,0.5820000000000001,YES
0.1959,0.4444,NO
0.198,1.0,YES
0.1636,0.2057,NO
0.1646,0.0824,NO
0.3881,1.0,YES
0.1762,0.5554,NO
0.1649,0.23600000000000002,NO
0.4197,0.8554,YES
0.1681,0.3433,NO
0.153,0.1358,NO
0.4738,0.8116,YES
0.159,0.5177,NO
0.493,1.0,YES
0.1456,0.1169,NO
0.2244,0.3625,NO
0.1542,0.3856,NO
0.1277,0.21600000000000003,NO
0.1775,0.1006,NO
0.2106,0.2747,NO
0.1654,0.0927,NO
0.3557,0.4609,NO
0.0902,0.1664,NO
0.2663,0.3382,NO
0.2218,0.5177,NO
0.1764,0.5177,NO
0.3901,0.5177,NO
0.21600000000000003,0.5177,NO
0.402,1.0,YES
0.3584,0.5104,NO
0.3239,1.0,YES
0.0467,0.1918,NO
0.0184,0.1186,NO
0.0544,0.4187,YES
0.1967,1.0,YES
0.1251,1.0,YES
0.0526,0.1561,YES
0.0389,0.1186,NO
0.0098,0.0804,NO
0.1204,0.2096,YES
0.1152,0.1373,NO
0.0434,0.4131,YES
0.0994,0.1729,NO
0.171,0.3002,NO
0.1733,0.42,NO
0.1785,0.3002,NO
0.0632,0.1729,NO
0.1652,1.0,YES
0.0614,0.1669,NO
0.1533,0.7959999999999999,YES
0.1347,0.1186,NO
0.1212,1.0,YES
0.015,0.1982,NO
0.0714,0.2793,NO
0.0698,0.2456,NO
0.035,0.1856,NO
0.0672,0.2693,YES
0.0378,0.4382,NO
0.0637,0.2445,YES
0.3024,1.0,YES
0.0482,0.6735,YES
0.3634,0.2796,NO
0.1548,0.2171,NO
0.1459,0.1894,NO
0.1506,0.275,NO
0.2394,1.0,YES
0.3693,1.0,YES
0.1404,0.2269,NO
0.0758,0.2808,NO
0.1517,0.2796,NO
0.067,0.2273,NO
0.2131,0.3101,NO
0.16,0.4028,NO
0.1446,0.4028,NO
0.0844,0.8269,YES
0.095,0.2044,NO
0.2419,1.0,YES
0.026000000000000002,0.3389,NO
0.2985,0.6145,YES
0.0377,0.1607,NO
0.102,0.2457,NO
0.0927,0.2808,NO
0.1259,0.2457,NO
0.1193,0.2808,NO
0.2177,0.2796,NO
0.15,0.1906,NO
0.0996,0.3389,NO
0.0839,0.3527,NO
0.0672,0.1531,NO
0.3068,1.0,YES
0.1154,0.6407,YES
0.0802,0.5589,YES
0.3166,1.0,YES
0.0868,0.4024,NO
0.0677,0.1358,NO
0.5456,1.0,YES
0.0938,0.2378,NO
0.3771,1.0,YES
0.0765,0.1702,NO
0.3042,0.4413,NO
0.1867,0.5037,NO
0.2024,0.5037,NO
0.084,0.184,NO
0.1127,0.4942,YES
0.0773,0.1371,NO
0.3002,1.0,YES
0.0821,0.308,NO
0.1969,0.4542,YES
0.1353,0.2407,NO
0.0942,0.462,NO
0.3023,0.518,NO
0.1177,0.24,NO
0.2966,1.0,YES
0.2621,0.578,NO
0.3631,1.0,YES
0.1178,0.3341,NO
0.0474,0.3341,NO
0.4277,1.0,YES
0.2214,0.4091,YES
0.2007,0.4064,YES
0.2467,1.0,YES
0.2192,0.4024,NO
0.1165,0.3341,NO
0.3035,0.8116,YES
0.1886,0.5579999999999999,NO
0.2922,1.0,YES
0.1088,0.126,NO
0.2277,0.4238,NO
0.1763,0.3856,NO
0.1744,0.3247,NO
0.0948,0.3341,NO
0.152,0.3442,YES
0.0882,0.2912,NO
0.2267,0.6385,YES
0.1968,0.2465,NO
0.1574,0.3351,YES
0.2134,0.5579999999999999,NO
0.1846,0.5579999999999999,NO
0.3004,0.5579999999999999,NO
0.1322,0.5579999999999999,NO
0.3039,1.0,YES
0.2341,0.578,NO
0.2137,1.0,YES
0.1342,0.3009,NO
0.1099,0.146,NO
0.526,1.0,YES
0.1623,0.6407,YES
0.1996,0.5589,YES
0.3297,1.0,YES
0.22699999999999998,0.4093,NO
0.1622,0.1494,NO
0.3372,0.9273,YES
0.1102,0.5289,NO
0.3901,1.0,YES
0.1022,0.4318,NO
0.1483,0.4238,NO
0.0862,0.474,NO
0.0629,0.21600000000000003,NO
0.2034,0.1235,NO
0.1682,0.4942,YES
0.1975,0.1494,NO
0.3422,1.0,YES
0.1773,0.2433,NO
0.2514,0.4542,YES
0.1754,0.5289,NO
0.1301,0.5289,NO
0.3619,0.5289,NO
0.1715,0.5289,NO
0.3452,1.0,YES
0.3259,0.578,NO
0.258,1.0,YES
0.0709,0.3009,NO
0.0732,0.1241,NO
0.3094,1.0,YES
0.1091,0.3611,YES
0.0665,0.315,YES
0.2941,1.0,YES
0.0664,0.4024,NO
0.0556,0.1358,NO
0.5229,0.8116,YES
0.1003,0.4462,NO
0.3604,1.0,YES
0.08800000000000001,0.1341,NO
0.2859,0.4238,NO
0.1263,0.4029,NO
0.1497,0.3489,NO
0.1047,0.1347,NO
0.1031,0.3442,YES
0.1016,0.1004,NO
0.3066,0.5636,YES
0.0639,0.2433,NO
0.2147,0.3351,YES
0.1277,0.4462,NO
0.0813,0.4462,NO
0.3135,0.4462,NO
0.1095,0.4462,NO
0.302,1.0,YES
0.2369,0.578,NO
0.4263,1.0,YES
0.1151,0.1995,NO
0.0905,0.1881,NO
0.1028,0.2369,YES
0.3566,1.0,YES
0.2651,1.0,YES
0.1542,0.2827,YES
0.094,0.1995,NO
0.0554,0.1995,NO
0.2037,0.2323,YES
0.1971,0.3519,NO
0.1126,0.2323,YES
0.1418,0.415,NO
0.2488,0.3569,NO
0.2731,0.42,NO
0.2523,0.3569,NO
0.1698,0.1649,NO
0.2266,1.0,YES
0.1648,0.1995,NO
0.2745,0.6276,YES
0.1508,0.1881,NO
0.2653,1.0,YES
0.1206,0.2843,NO
0.1613,0.3774,NO
0.1611,0.3148,NO
0.1018,0.3519,NO
0.152,0.2693,YES
0.1186,0.254,NO
0.1207,0.44299999999999995,YES
0.1201,0.2522,NO
0.10300000000000001,0.11599999999999999,NO
0.254,0.5033,YES
