DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_91,Associated
0.0737,0.7552,NO
0.0652,0.636,NO
0.1144,0.5777,NO
0.2164,1.0064,NO
0.0671,0.638,NO
0.0906,1.1044,NO
0.0589,1.0609,NO
0.0679,0.6338,NO
0.1689,1.7528,NO
0.2469,3.472,YES
0.0616,1.0856,NO
0.33799999999999997,1.5904,YES
0.2427,0.6920000000000001,NO
0.2231,0.9731,NO
0.2223,0.4699,NO
0.1142,0.9054,NO
0.0706,0.9818,NO
0.1109,0.8335,NO
0.0747,1.0508,NO
0.2179,0.3318,NO
0.1147,0.5257,NO
0.0779,3.0854,YES
0.0804,3.1649,YES
0.1668,2.5798,YES
0.24,2.2825,YES
0.1573,0.4525,NO
0.0716,2.5934,YES
0.1205,1.2214,NO
0.1072,2.4779,YES
0.2444,2.2821,YES
0.3362,1.1118,NO
0.1579,0.8617,NO
0.1148,0.3769,NO
0.1112,0.6601,NO
0.3947,2.8471,YES
0.0957,2.7579,YES
0.1364,0.7711,NO
0.1056,0.2569,NO
0.0981,0.5777,NO
0.1058,0.3377,NO
0.1797,0.7949,NO
0.1526,0.5429999999999999,NO
0.1551,0.7898,NO
0.2811,2.5952,YES
0.0766,0.7134,NO
0.1126,2.7527,YES
0.0341,0.3169,NO
0.3399,1.5718,YES
0.0412,0.5393,NO
0.1212,0.4509,NO
0.0769,0.7431,NO
0.1235,0.3655,NO
0.0802,0.4606,NO
0.1903,0.22699999999999998,NO
0.1119,0.3282,NO
0.1008,0.7133,NO
0.0886,0.7317,NO
0.1534,0.3877,NO
0.1331,1.4332,NO
0.2865,1.0051,NO
0.1512,0.7040000000000001,NO
0.1666,1.4324,NO
0.1465,1.1029,NO
0.0509,0.3783,NO
0.2187,1.7781,NO
0.4574,3.5178,YES
0.1603,1.0933,NO
0.2015,1.9935,YES
0.205,0.7389,NO
0.2168,1.1543,NO
0.2136,0.1101,NO
0.1919,0.7997,NO
0.1533,0.9309999999999999,NO
0.1268,0.5768,NO
0.1947,1.2073,NO
0.1755,0.3424,NO
0.2202,0.6841,NO
0.4465,3.1392,YES
0.4252,3.2257,YES
0.3653,2.7829,YES
0.1771,2.4898,YES
0.1659,0.9057,NO
0.1927,2.6084,YES
0.1251,1.3006,NO
0.1303,2.5841,YES
0.1814,2.4902,YES
0.3356,1.4342,NO
0.1662,1.0962,NO
0.1507,0.8406,NO
0.1441,1.0186,NO
0.3435,3.1549,YES
0.1243,3.1073,YES
0.1731,1.2254,NO
0.0952,0.1532,NO
0.1364,0.9998,NO
0.0887,0.3007,NO
0.2289,0.6371,NO
0.2088,0.5315,NO
0.2075,0.6929,NO
0.1923,2.9331,YES
0.0927,1.0571,NO
0.0821,3.0757,YES
0.0311,0.4795,NO
0.3081,1.7166,YES
0.0406,0.9994,NO
0.1251,0.5294,NO
0.091,0.6906,NO
0.11800000000000001,0.385,NO
