DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_82,Associated
0.0737,0.3496,NO
0.0652,0.2852,NO
0.1144,0.2323,NO
0.2164,0.4029,NO
0.0671,0.2287,NO
0.0906,0.6333,NO
0.0589,0.4164,NO
0.0679,0.1819,NO
0.1689,0.4753,NO
0.2469,1.0,YES
0.0616,0.4964,NO
0.33799999999999997,0.5949,YES
0.2427,0.3353,NO
0.2231,0.3824,NO
0.2223,0.3353,NO
0.1142,0.2574,NO
0.0706,0.3104,NO
0.1109,0.2852,NO
0.0747,0.2323,NO
0.2179,0.2852,NO
0.1147,0.2323,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2351,NO
0.0716,1.0,YES
0.1205,0.3251,NO
0.1072,0.9153,YES
0.2444,1.0,YES
0.3362,0.3151,NO
0.1579,0.2576,NO
0.1148,0.1652,NO
0.1112,0.2287,NO
0.3947,0.7571,YES
0.0957,0.6779999999999999,YES
0.1364,0.1865,NO
0.1056,0.1939,NO
0.0981,0.2113,NO
0.1058,0.1189,NO
0.1797,0.301,NO
0.1526,0.3413,NO
0.1551,0.301,NO
0.2811,1.0,YES
0.0766,0.2044,NO
0.1126,1.0,YES
0.0341,0.1652,NO
0.3399,1.0,YES
0.0412,0.1652,NO
0.1212,0.1939,NO
0.0769,0.2104,NO
0.1235,0.1939,NO
0.0802,0.1789,NO
0.1903,0.2287,NO
0.1119,0.2142,NO
0.1008,0.2113,NO
0.0886,0.3496,NO
0.1534,0.0551,NO
0.1331,0.271,NO
0.2865,0.5644,NO
0.1512,0.271,NO
0.1666,0.6333,NO
0.1465,0.4164,NO
0.0509,0.1187,NO
0.2187,0.4753,NO
0.4574,1.0,YES
0.1603,0.4964,NO
0.2015,0.965,YES
0.205,0.3104,NO
0.2168,0.3824,NO
0.2136,0.2445,NO
0.1919,0.14800000000000002,NO
0.1533,0.2471,NO
0.1268,0.1542,NO
0.1947,0.2471,NO
0.1755,0.08,NO
0.2202,0.1505,NO
