DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_72,Associated
0.0737,0.2262,NO
0.0652,0.0713,NO
0.1144,0.2323,NO
0.2164,0.5644,NO
0.0671,0.31,NO
0.0906,0.2707,NO
0.0589,0.3258,NO
0.0679,0.0355,NO
0.1689,0.2323,NO
0.2469,0.9462,YES
0.0616,0.1304,NO
0.33799999999999997,0.4567,YES
0.2427,0.2918,NO
0.2231,0.282,NO
0.2223,0.3555,NO
0.1142,0.1493,NO
0.0706,0.36,NO
0.1109,0.1542,NO
0.0747,0.2804,NO
0.2179,0.1271,NO
0.1147,0.2804,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,0.6467,YES
0.24,0.3987,YES
0.1573,0.2323,NO
0.0716,0.7677,YES
0.1205,0.2323,NO
0.1072,0.9589,YES
0.2444,0.2821,YES
0.3362,0.2796,NO
0.1579,0.2304,NO
0.1148,0.1563,NO
0.1112,0.2387,NO
0.3947,1.0,YES
0.0957,0.7333,YES
0.1364,0.2796,NO
0.1056,0.1692,NO
0.0981,0.1358,NO
0.1058,0.1443,NO
0.1797,0.301,NO
0.1526,0.3144,NO
0.1551,0.301,NO
0.2811,1.0,YES
0.0766,0.2796,NO
0.1126,1.0,YES
0.0341,0.1687,NO
0.3399,1.0,YES
0.0412,0.1542,NO
0.1212,0.1789,NO
0.0769,0.2456,NO
0.1235,0.1157,NO
0.0802,0.126,NO
0.1903,0.2796,NO
0.1119,0.2425,NO
0.1008,0.2796,NO
0.0886,0.2947,NO
0.1534,0.1441,NO
0.1331,0.3753,NO
0.2865,0.5644,NO
0.1512,0.31,NO
0.1666,0.2707,NO
0.1465,0.3258,NO
0.0509,0.1066,NO
0.2187,0.3753,NO
0.4574,0.9462,YES
0.1603,0.2785,NO
0.2015,0.965,YES
0.205,0.2728,NO
0.2168,0.3673,NO
0.2136,0.2728,NO
0.1919,0.1944,NO
0.1533,0.3753,NO
0.1268,0.1542,NO
0.1947,0.2265,NO
0.1755,0.1656,NO
0.2202,0.2418,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,0.7321,YES
0.1771,0.5412,YES
0.1659,0.3753,NO
0.1927,1.0,YES
0.1251,0.3753,NO
0.1303,0.9589,YES
0.1814,0.408,YES
0.3356,0.2862,NO
0.1662,0.2576,NO
0.1507,0.1473,NO
0.1441,0.2862,NO
0.3435,1.0,YES
0.1243,0.7333,YES
0.1731,0.2862,NO
0.0952,0.0584,NO
0.1364,0.1594,NO
0.0887,0.0319,NO
0.2289,0.1324,NO
0.2088,0.3144,NO
0.2075,0.0756,NO
0.1923,1.0,YES
0.0927,0.0985,NO
0.0821,0.8716,YES
0.0311,0.1062,NO
0.3081,1.0,YES
0.0406,0.0941,NO
0.1251,0.1769,NO
0.091,0.2456,NO
0.11800000000000001,0.1522,NO
0.1053,0.1087,NO
0.2201,0.2189,NO
0.1351,0.1778,NO
0.1328,0.2479,NO
0.0724,0.27,NO
0.0244,0.1089,NO
