DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_10,Associated
0.0737,0.4023,NO
0.0652,0.0963,NO
0.1144,0.4634,NO
0.2164,0.2946,NO
0.0671,0.2923,NO
0.0906,0.4935,NO
0.0589,0.2039,NO
0.0679,0.0228,NO
0.1689,0.4876,NO
0.2469,0.9689,YES
0.0616,0.4494,NO
0.33799999999999997,0.9702,YES
0.2427,0.2721,NO
0.2231,0.3562,NO
0.2223,0.1359,NO
0.1142,0.1807,NO
0.0706,0.4248,NO
0.1109,0.2538,NO
0.0747,0.3453,NO
0.2179,0.1003,NO
0.1147,0.301,NO
0.0779,0.6085,YES
0.0804,1.2546,YES
0.1668,0.6654,YES
0.24,1.2061,YES
0.1573,0.4298,NO
0.0716,0.6417,YES
0.1205,0.3335,NO
0.1072,0.6843,YES
0.2444,0.0986,YES
0.3362,0.4658,NO
0.1579,0.2911,NO
0.1148,0.3043,NO
0.1112,0.3681,NO
0.3947,0.4787,YES
0.0957,0.2563,YES
0.1364,0.3542,NO
0.1056,0.2104,NO
0.0981,0.2733,NO
0.1058,0.2006,NO
0.1797,0.2831,NO
0.1526,0.3245,NO
0.1551,0.1102,NO
0.2811,0.5442,YES
0.0766,0.3271,NO
0.1126,0.6441,YES
0.0341,0.2564,NO
0.3399,0.3571,YES
0.0412,0.2984,NO
0.1212,0.1339,NO
0.0769,0.2051,NO
0.1235,0.1417,NO
0.0802,0.0685,NO
0.1903,0.396,NO
0.1119,0.2095,NO
0.1008,0.3356,NO
0.0886,0.3468,NO
0.1534,0.1064,NO
0.1331,1.0668,NO
0.2865,0.3026,NO
0.1512,0.424,NO
0.1666,1.1223,NO
0.1465,0.4936,NO
0.0509,0.1552,NO
0.2187,1.1831,NO
0.4574,1.9622,YES
0.1603,1.1601,NO
0.2015,2.1027,YES
0.205,0.4584,NO
0.2168,0.4651,NO
0.2136,0.1963,NO
0.1919,0.415,NO
0.1533,0.499,NO
0.1268,0.2761,NO
0.1947,0.3302,NO
0.1755,0.242,NO
0.2202,0.3804,NO
0.4465,0.7582,YES
0.4252,2.2706,YES
0.3653,1.2594,YES
0.1771,0.9456,YES
0.1659,0.6927,NO
0.1927,1.8125,YES
0.1251,0.7016,NO
0.1303,1.8094,YES
0.1814,0.142,YES
0.3356,0.8437,NO
0.1662,0.10099999999999999,NO
0.1507,0.2514,NO
0.1441,0.5444,NO
0.3435,1.3929,YES
0.1243,1.3589,YES
0.1731,0.5323,NO
0.0952,0.3228,NO
0.1364,0.4738,NO
0.0887,0.4699,NO
0.2289,0.4579,NO
0.2088,0.606,NO
0.2075,0.2066,NO
0.1923,2.1698,YES
0.0927,0.2575,NO
0.0821,1.7381,YES
0.0311,0.204,NO
0.3081,1.3992,YES
0.0406,0.2123,NO
0.1251,0.2329,NO
0.091,0.6033,NO
0.11800000000000001,0.3132,NO
0.1053,0.3436,NO
0.2201,0.5720000000000001,NO
0.1351,0.2757,NO
0.1328,0.5633,NO
0.0724,0.1048,NO
0.0244,0.1317,NO
0.1404,1.8763,YES
0.3348,2.274,YES
0.2937,2.2088,YES
0.14300000000000002,1.7458,YES
0.0826,0.4088,NO
0.013000000000000001,0.006999999999999999,NO
0.2103,1.7348,YES
0.1395,0.4423,NO
0.1325,1.5216,YES
0.1443,0.5736,NO
0.2165,0.8212,NO
0.1934,0.5488,NO
0.1934,0.355,NO
0.0572,0.1551,NO
0.2318,2.1643,YES
0.0556,0.1987,NO
0.3609,2.0219,YES
0.1417,0.1164,NO
0.255,1.9075,YES
0.0522,0.3466,NO
0.0677,0.6087,NO
0.1439,0.2957,NO
0.0494,0.2268,NO
0.1715,0.7134,YES
0.0964,0.7124,NO
0.1343,0.7943,YES
0.1544,0.6216,NO
0.0732,0.1773,NO
0.1975,1.0078,NO
0.2582,0.4446,NO
0.1977,0.4696,NO
0.1701,1.1807,NO
0.1684,0.446,NO
0.1225,0.2648,NO
0.1458,1.1303,NO
0.4028,1.9997,YES
0.1577,1.0919,NO
0.2904,2.0977,YES
0.1987,0.1714,NO
0.1756,0.4521,NO
0.1689,0.1382,NO
0.054000000000000006,0.5371,NO
0.1469,0.8715,NO
0.0547,0.4545,NO
0.1082,0.6106,NO
0.2019,0.1987,NO
0.1293,0.5718,NO
0.3897,0.9856,YES
0.3612,2.4324,YES
0.2791,1.5928,YES
0.2894,1.39,YES
0.2226,0.5745,NO
0.1753,1.7061,YES
0.0979,0.5578,NO
0.0985,0.2163,NO
0.0774,0.1356,NO
0.1069,0.9669,YES
0.3647,2.4686,YES
0.2531,2.4759,YES
0.1331,0.9731,YES
0.0885,0.1656,NO
0.0604,0.0289,NO
0.2068,0.7494,YES
0.2598,0.3535,NO
0.106,0.6117,YES
0.1459,0.5781,NO
0.2252,0.3405,NO
0.2571,0.1078,NO
0.2375,0.177,NO
0.1453,0.2591,NO
0.2245,2.4391,YES
0.141,0.2264,NO
0.2623,1.8594,YES
0.142,0.1613,NO
0.2555,1.7241,YES
0.2049,0.3783,NO
0.2206,0.695,NO
0.2228,0.151,NO
0.1032,0.1377,NO
0.1461,0.4938,YES
0.1116,0.374,NO
0.1326,0.5149,YES
0.1415,0.27699999999999997,NO
0.0745,0.1173,NO
0.2381,0.7965,NO
0.19,0.5744,NO
0.1547,0.5718,NO
0.1997,0.8389,NO
0.1653,0.2602,NO
0.1536,0.0178,NO
0.1999,0.8079999999999999,NO
0.1989,0.777,YES
0.2045,0.7795,NO
0.2447,0.9848,YES
0.2519,0.3809,NO
0.2036,0.2252,NO
0.2033,0.1791,NO
0.0533,0.1892,NO
0.105,0.5538,NO
0.055999999999999994,0.2573,NO
0.1113,0.5445,NO
0.2256,0.1232,NO
0.0989,0.3637,NO
0.1879,0.3613,YES
0.1445,1.0598,YES
0.1901,0.4714,YES
0.3108,0.4903,YES
0.2405,0.2834,NO
0.1657,0.6459999999999999,YES
0.1331,0.5,NO
0.0949,0.1305,NO
0.1339,0.0526,NO
0.22399999999999998,0.3403,NO
0.1967,0.0758,NO
0.1436,0.1405,NO
0.2079,0.54,NO
0.1339,0.115,NO
0.0967,0.0397,NO
0.2198,0.45799999999999996,NO
0.3428,1.1318,YES
0.2344,0.4514,NO
0.1736,1.2508,YES
0.1331,0.0976,NO
0.0735,0.2291,NO
0.0647,0.0596,NO
0.204,0.1658,NO
0.1327,0.3046,NO
0.1655,0.1247,NO
0.31,0.2325,NO
0.1309,0.0323,NO
0.2819,0.2256,NO
0.4042,0.4592,YES
0.3296,1.3651,YES
0.4941,0.8669,YES
0.1783,0.6144,YES
0.193,0.3661,NO
0.2673,1.0199,YES
0.1726,0.2603,NO
0.1439,0.6474,NO
0.0769,0.1657,NO
0.1953,1.0208,NO
0.2342,0.1619,NO
0.2047,0.2811,NO
0.1823,0.986,NO
0.1684,0.5979,NO
0.1204,0.2864,NO
0.1751,1.1963,NO
0.3579,2.6384,YES
0.1828,1.1788,NO
0.2083,2.6688,YES
0.2252,0.1494,NO
0.2041,0.4964,NO
0.2007,0.1444,NO
0.0498,0.6842,NO
0.1415,0.5582,NO
0.0515,0.5856,NO
0.1207,0.3254,NO
0.1912,0.395,NO
0.14,0.4269,NO
0.4038,1.1224,YES
0.3494,2.9983,YES
0.2799,1.8105,YES
0.2675,1.4961,YES
0.2206,0.5983,NO
0.2003,2.374,YES
0.1168,0.4741,NO
0.0727,0.4299,NO
0.0714,0.1358,NO
0.10800000000000001,0.6532,NO
0.2886,0.3411,NO
0.1427,0.4804,NO
0.0855,0.6785,NO
0.0605,0.4547,NO
0.0532,0.23399999999999999,NO
0.1421,0.9209,NO
0.4397,2.6108,YES
0.0607,0.8493,NO
0.2347,2.6332,YES
0.2118,0.3027,NO
0.2048,0.5862,NO
0.2045,0.1676,NO
0.0849,0.5367,NO
0.1035,0.6369,NO
0.0824,0.3426,NO
0.0975,0.4811,NO
0.1702,0.2639,NO
0.1518,0.4827,NO
0.3372,1.1085,YES
0.3303,2.9789,YES
0.314,1.8291,YES
0.1257,1.4435,YES
0.1375,0.4377,NO
0.1128,2.3233,YES
0.099,0.3534,NO
0.1069,0.5069,NO
0.0451,0.2058,NO
0.5095,5.0258,YES
0.1431,1.0609,YES
0.1227,0.9685,YES
0.2847,5.1113,YES
0.2237,0.7733,NO
0.1065,0.053,NO
0.3266,4.1979,YES
0.0974,0.6188,NO
0.3289,4.1235,YES
0.1059,0.5594,NO
0.2131,0.9316,NO
0.1496,0.3184,NO
0.1474,0.349,NO
0.0902,0.3943,NO
0.0993,1.3619,YES
0.0875,0.3559,NO
0.2369,1.0219,YES
0.2129,0.4449,NO
0.1321,1.239,YES
0.1271,0.4669,NO
0.08,0.9881,NO
0.3025,0.9218,NO
0.12,0.3381,NO
0.3399,3.3448,YES
0.2516,0.7279,NO
0.2081,4.5342,YES
0.1799,0.2819,NO
0.1547,0.1058,NO
0.3595,2.26,YES
0.2156,0.5249,NO
0.1535,0.3575,NO
0.4159,2.247,YES
0.1827,0.2679,NO
0.1097,0.0277,NO
0.5448,2.2541,YES
0.191,0.2601,NO
0.4381,2.2325,YES
0.1528,0.2294,NO
0.3264,0.2718,NO
0.3203,0.0947,NO
0.2648,0.0386,NO
0.171,0.2946,NO
0.21899999999999997,0.5618,NO
0.1398,0.2409,NO
0.3673,0.47100000000000003,NO
0.1451,0.2189,NO
0.2637,0.6896,NO
0.1991,0.1753,NO
0.1784,0.2554,NO
0.3767,0.2655,NO
0.1917,0.2198,NO
0.3794,0.6857,YES
0.3359,0.077,NO
0.2874,1.3733,YES
0.0798,0.5502,NO
0.0364,0.1234,NO
0.2475,2.5021,YES
0.2794,2.8157,YES
0.2232,2.7761,YES
0.2213,2.3776,YES
0.1233,0.6553,NO
0.0474,0.2281,NO
0.2799,2.074,YES
0.2328,0.4014,NO
0.2608,1.8651,YES
0.1095,0.5838,NO
0.2365,0.8033,NO
0.2061,0.5451,NO
0.2048,0.3221,NO
0.0456,0.6479,NO
0.1795,2.2797,YES
0.0442,0.5112,NO
0.27,2.2407,YES
0.1224,0.3676,NO
0.1913,1.57,YES
0.2397,0.3753,NO
0.2111,0.5473,NO
0.2935,0.3346,NO
0.1155,0.2637,NO
0.243,1.3971,YES
0.1959,0.3949,NO
0.198,1.3844,YES
0.1636,0.1025,NO
0.1646,0.1258,NO
0.3881,2.2582,YES
0.1762,0.6272,NO
0.1649,0.6375,NO
0.4197,2.0108,YES
0.1681,0.4073,NO
0.153,0.0131,NO
0.4738,1.9429,YES
0.159,0.6508,NO
0.493,1.9141,YES
0.1456,0.604,NO
0.2244,0.5022,NO
0.1542,0.2211,NO
0.1277,0.2437,NO
0.1775,0.1207,NO
0.2106,0.8278,NO
0.1654,0.1541,NO
0.3557,0.4381,NO
0.0902,0.2071,NO
0.2663,0.5569,NO
0.2218,0.2699,NO
0.1764,0.8175,NO
0.3901,0.5245,NO
0.21600000000000003,0.2417,NO
0.402,1.06,YES
0.3584,0.7678,NO
0.3239,1.9122,YES
0.0467,0.3167,NO
0.0184,0.1753,NO
0.0544,1.5025,YES
0.1967,2.7877,YES
0.1251,2.7302,YES
0.0526,1.5951,YES
0.0389,0.4025,NO
0.0098,0.0931,NO
0.1204,1.2964,YES
0.1152,0.1429,NO
0.0434,1.1182,YES
0.0994,0.3512,NO
0.171,0.7749,NO
0.1733,0.5605,NO
0.1785,0.3107,NO
0.0632,0.3079,NO
0.1652,3.3752,YES
0.0614,0.3793,NO
0.1533,2.1734,YES
0.1347,0.1502,NO
0.1212,2.5928,YES
0.015,0.3153,NO
0.0714,0.3587,NO
0.0698,0.0494,NO
0.035,0.1984,NO
0.0672,0.7107,YES
0.0378,0.4023,NO
0.0637,0.4788,YES
0.3024,0.9457,YES
0.0482,0.1073,YES
0.3634,0.3038,NO
0.1548,0.1715,NO
0.1459,0.2671,NO
0.1506,0.1319,NO
0.2394,0.6633,YES
0.3693,0.6805,YES
0.1404,0.0944,NO
0.0758,0.2724,NO
0.1517,0.0849,NO
0.067,0.3699,NO
0.2131,0.3627,NO
0.16,0.3069,NO
0.1446,0.1583,NO
0.0844,1.4239,YES
0.095,0.1692,NO
0.2419,1.304,YES
0.026000000000000002,0.2293,NO
0.2985,1.1909,YES
0.0377,0.1097,NO
0.102,0.159,NO
0.0927,0.4579,NO
0.1259,0.1093,NO
0.1193,0.1649,NO
0.2177,0.20800000000000002,NO
0.15,0.2467,NO
0.0996,0.0434,NO
0.0839,0.368,NO
0.0672,0.1671,NO
0.3068,4.0344,YES
0.1154,0.5857,YES
0.0802,0.5079,YES
0.3166,3.5838,YES
0.0868,0.584,NO
0.0677,0.0521,NO
0.5456,3.3114,YES
0.0938,0.5234,NO
0.3771,3.2388,YES
0.0765,0.4044,NO
0.3042,0.7367,NO
0.1867,0.3667,NO
0.2024,0.3289,NO
0.084,0.3005,NO
0.1127,0.6321,YES
0.0773,0.3881,NO
0.3002,0.5873,YES
0.0821,0.3774,NO
0.1969,0.7032,YES
0.1353,0.3141,NO
0.0942,0.7598,NO
0.3023,0.7833,NO
0.1177,0.3272,NO
0.2966,2.2258,YES
0.2621,0.6252,NO
0.3631,3.5805,YES
0.1178,0.6883,NO
0.0474,0.1386,NO
0.4277,3.6901,YES
0.2214,0.8978,YES
0.2007,0.9036,YES
0.2467,3.7434,YES
0.2192,0.7009,NO
0.1165,0.2143,NO
0.3035,2.8682,YES
0.1886,0.6973,NO
0.2922,2.7760000000000002,YES
0.1088,0.5436,NO
0.2277,0.6065,NO
0.1763,0.4408,NO
0.1744,0.2837,NO
0.0948,0.5209,NO
0.152,1.186,YES
0.0882,0.5824,NO
0.2267,0.9940000000000001,YES
0.1968,0.4184,NO
0.1574,1.2417,YES
0.2134,0.5008,NO
0.1846,1.0134,NO
0.3004,1.0836,NO
0.1322,0.4392,NO
0.3039,2.9938,YES
0.2341,0.8758,NO
0.2137,3.63,YES
0.1342,0.503,NO
0.1099,0.1753,NO
0.526,5.0606,YES
0.1623,0.9232,YES
0.1996,0.8569,YES
0.3297,5.5752,YES
0.22699999999999998,0.9094,NO
0.1622,0.1414,NO
0.3372,4.6962,YES
0.1102,0.6636,NO
0.3901,4.6852,YES
0.1022,0.6459999999999999,NO
0.1483,0.9291,NO
0.0862,0.2853,NO
0.0629,0.308,NO
0.2034,0.4606,NO
0.1682,1.2212,YES
0.1975,0.3835,NO
0.3422,0.8878,YES
0.1773,0.4246,NO
0.2514,1.0503,YES
0.1754,0.3609,NO
0.1301,0.9041,NO
0.3619,0.7338,NO
0.1715,0.4044,NO
0.3452,2.8758,YES
0.3259,0.8433,NO
0.258,4.0101,YES
0.0709,0.4488,NO
0.0732,0.1377,NO
0.3094,4.379,YES
0.1091,1.0227,YES
0.0665,1.0038,YES
0.2941,4.324,YES
0.0664,0.6723,NO
0.0556,0.0474,NO
0.5229,3.6239999999999997,YES
0.1003,0.2576,NO
0.3604,3.5023,YES
0.08800000000000001,0.3328,NO
0.2859,0.8928,NO
0.1263,0.5473,NO
0.1497,0.3682,NO
0.1047,0.2743,NO
0.1031,1.2136,YES
0.1016,0.3767,NO
0.3066,0.9627,YES
0.0639,0.2407,NO
0.2147,1.0542,YES
0.1277,0.2717,NO
0.0813,0.6,NO
0.3135,0.6609,NO
0.1095,0.3128,NO
0.302,2.9676,YES
0.2369,0.5632,NO
0.4263,3.7975,YES
0.1151,0.3269,NO
0.0905,0.1066,NO
0.1028,1.7421,YES
0.3566,2.0263,YES
0.2651,2.0185,YES
0.1542,1.7034,YES
0.094,0.4412,NO
0.0554,0.1736,NO
0.2037,1.4988,YES
0.1971,0.4733,NO
0.1126,1.3763,YES
0.1418,0.5634,NO
0.2488,0.5957,NO
0.2731,0.4983,NO
0.2523,0.2365,NO
0.1698,0.4256,NO
0.2266,1.9902,YES
0.1648,0.4027,NO
0.2745,1.4611,YES
0.1508,0.2177,NO
0.2653,1.2395,YES
0.1206,0.2935,NO
0.1613,0.5002,NO
0.1611,0.3866,NO
0.1018,0.2097,NO
0.152,0.8017,YES
0.1186,0.6243,NO
0.1207,0.7124,YES
0.1201,0.2262,NO
0.10300000000000001,0.1544,NO
0.254,1.9268,YES
0.3285,2.9954,YES
0.3624,2.9985,YES
0.2593,2.0489,YES
0.0981,0.4902,NO
0.0792,0.1318,NO
0.2917,1.8688,YES
0.1836,0.6559999999999999,NO
0.3039,1.639,YES
0.1342,0.843,NO
0.1448,0.5534,NO
0.1036,0.364,NO
0.0702,0.3035,NO
0.1825,0.4765,NO
0.2937,3.0859,YES
0.1772,0.3981,NO
0.5728,2.8743,YES
0.0892,0.2678,NO
0.4594,2.7136,YES
0.1677,0.4464,NO
0.1461,0.9833,NO
0.2985,0.461,NO
0.1348,0.284,NO
0.2479,0.8756,YES
0.2298,0.779,NO
0.2345,1.1301,YES
0.08900000000000001,0.1141,NO
0.0394,0.1432,NO
0.1381,0.7783,NO
0.2108,0.3586,NO
0.0676,0.2841,NO
0.0957,0.7769,NO
0.0963,0.4091,NO
0.0435,0.044000000000000004,NO
0.2592,0.655,NO
0.1291,0.3113,NO
0.0785,0.5817,NO
0.1052,0.4309,NO
0.4225,1.5368,YES
0.3368,0.8287,YES
0.3938,0.4612,YES
0.0766,0.17800000000000002,NO
0.0711,0.5027,NO
0.0797,0.2383,NO
0.0531,0.25,NO
0.1551,0.2768,NO
0.077,0.2109,NO
0.0463,0.0941,NO
0.0745,0.301,NO
0.1014,0.1252,NO
0.0541,0.2606,NO
0.1685,0.2526,NO
0.0541,0.3725,NO
0.2105,0.2773,NO
0.1239,1.3102,YES
0.289,0.2335,YES
0.2752,0.4886,NO
0.1653,0.3995,NO
0.0814,0.3707,NO
0.0623,0.3241,NO
0.32899999999999996,0.6598,YES
0.1249,0.2971,YES
0.0968,0.3022,NO
0.1519,0.3335,NO
0.0533,0.2124,NO
0.1784,0.2969,NO
0.1661,0.2367,NO
0.1504,0.3471,NO
0.1562,0.1297,NO
0.3075,0.8002,YES
0.0597,0.4256,NO
0.1815,1.3183,YES
0.0336,0.3386,NO
0.3735,0.5016,YES
0.0877,0.3343,NO
0.1163,0.2074,NO
0.0418,0.2642,NO
0.1354,0.2008,NO
0.0948,0.1791,NO
0.1407,0.2668,NO
0.0821,0.2447,NO
0.0894,0.28300000000000003,NO
0.0416,0.3507,NO
0.0131,0.1058,NO
0.1203,1.5114,YES
0.2886,1.618,YES
0.2879,1.5683,YES
0.1294,1.3375,YES
0.0498,0.5218,NO
0.0139,0.1408,NO
0.1999,1.2827,YES
0.1109,0.2236,NO
0.1389,1.1401,YES
0.0996,0.3568,NO
0.1977,0.7282,NO
0.1726,0.5968,NO
0.1805,0.3232,NO
0.0204,0.3424,NO
0.2123,1.6038,YES
0.0198,0.41100000000000003,NO
0.3536,1.3615,YES
0.1039,0.2627,NO
0.2827,1.2904,YES
0.0426,0.2547,NO
0.0387,0.35100000000000003,NO
0.1228,0.1247,NO
0.0373,0.2922,NO
0.1359,0.7104,YES
0.0808,0.4475,NO
0.1119,0.5134,YES
0.3458,1.6382,YES
0.0264,0.2397,YES
0.3473,0.8285,NO
0.1555,0.4686,NO
0.0906,0.4606,NO
0.107,0.48200000000000004,NO
0.226,1.0074,YES
0.4184,0.6077,YES
0.1111,0.6236,NO
0.1017,0.2708,NO
0.09699999999999999,0.4912,NO
0.1058,0.2792,NO
0.1741,0.3299,NO
0.1373,0.5257,NO
0.132,0.1813,NO
0.1138,1.2670000000000001,YES
0.0766,0.4649,NO
0.3242,1.6251,YES
0.0297,0.4227,NO
0.3407,0.8297,YES
0.0387,0.4753,NO
0.0621,0.2107,NO
0.076,0.2619,NO
0.1266,0.1451,NO
0.0726,0.1122,NO
0.192,0.3468,NO
0.1128,0.2579,NO
0.0813,0.3814,NO
0.1238,0.1045,NO
0.0659,0.1391,NO
0.0991,0.5034,NO
0.2168,0.3803,NO
0.0941,0.4963,NO
0.1226,0.6832,NO
0.0797,0.3262,NO
0.0869,0.0661,NO
0.1921,0.7151,NO
0.2119,2.2385,YES
0.0845,0.6917,NO
0.1963,2.3749,YES
0.24100000000000002,0.3094,NO
0.263,0.2858,NO
0.2504,0.1512,NO
0.1414,0.3015,NO
0.0983,0.6634,NO
0.1658,0.1943,NO
0.1333,0.5720000000000001,NO
0.2072,0.1416,NO
0.1519,0.5145,NO
0.1227,0.7469,YES
0.1324,2.4533,YES
0.1581,1.5161,YES
0.1927,0.5908,YES
0.1378,0.2811,NO
0.09699999999999999,2.1447,YES
0.11900000000000001,0.2993,NO
0.3612,1.6777,YES
0.0488,0.2562,YES
0.2823,0.4576,NO
0.1584,0.3935,NO
0.065,0.40299999999999997,NO
0.0678,0.2307,NO
0.1652,0.9681,YES
0.4499,0.6305,YES
0.0947,0.2408,NO
0.1079,0.3504,NO
0.0645,0.1226,NO
0.1095,0.4202,NO
0.1665,0.4019,NO
0.1472,0.5376,NO
0.1463,0.1987,NO
0.1261,1.3051,YES
0.0528,0.4874,NO
0.3791,1.6554,YES
0.0329,0.3984,NO
0.3577,0.8384,YES
0.062,0.4158,NO
0.0477,0.2574,NO
0.0457,0.4294,NO
0.1274,0.2237,NO
0.0681,0.2255,NO
0.1427,0.3031,NO
0.0804,0.261,NO
0.0769,0.2538,NO
0.1422,0.6664,NO
0.0613,0.1446,NO
0.1484,0.6532,NO
0.1778,0.2846,NO
0.1025,0.4267,NO
0.1545,0.6629999999999999,NO
0.1529,0.6271,NO
0.1098,0.3411,NO
0.1753,0.9477,NO
0.1807,2.6306,YES
0.134,0.8721,NO
0.2818,2.6235,YES
0.2438,0.2863,NO
0.2385,0.6767,NO
0.2176,0.177,NO
0.0807,0.7499,NO
0.0972,0.5408,NO
0.0862,0.6215,NO
0.0815,0.4983,NO
0.2286,0.3998,NO
0.0804,0.4546,NO
0.0972,1.0879,YES
0.105,2.9229,YES
0.1237,1.8259999999999998,YES
0.2731,1.4491,YES
0.1937,0.409,NO
0.1151,2.3367,YES
0.1052,0.255,NO
