DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_80,Associated
0.0737,0.7081,NO
0.0652,0.9839,NO
0.1144,1.0021,NO
0.2164,0.9735,NO
0.0671,1.037,NO
0.0906,0.8327,NO
0.0589,1.0227,NO
0.0679,0.6016,NO
0.1689,0.8721,NO
0.2469,2.3026,YES
0.0616,1.5596,NO
0.33799999999999997,3.1762,YES
0.2427,0.3336,NO
0.2231,0.3683,NO
0.2223,0.1779,NO
0.1142,0.6822,NO
0.0706,1.5235,NO
0.1109,0.8723,NO
0.0747,0.3581,NO
0.2179,0.8375,NO
0.1147,0.6864,NO
0.0779,3.0292,YES
0.0804,3.3735,YES
0.1668,2.7155,YES
0.24,3.3184,YES
0.1573,1.1520000000000001,NO
0.0716,2.1285,YES
0.1205,1.1353,NO
0.1072,3.0677,YES
0.2444,2.3472,YES
0.3362,0.7661,NO
0.1579,0.4881,NO
0.1148,0.5404,NO
0.1112,0.9651,NO
0.3947,2.6889999999999996,YES
0.0957,3.0073,YES
0.1364,1.0490000000000002,NO
0.1056,0.3854,NO
0.0981,1.1959,NO
0.1058,0.3763,NO
0.1797,0.8241,NO
0.1526,0.9790000000000001,NO
0.1551,0.7287,NO
0.2811,3.1161,YES
0.0766,0.8553,NO
0.1126,3.0506,YES
0.0341,0.5085,NO
0.3399,3.2036,YES
0.0412,0.6839,NO
0.1212,0.6044,NO
0.0769,0.6693,NO
0.1235,0.5252,NO
0.0802,0.8577,NO
0.1903,1.2291,NO
0.1119,0.5438,NO
0.1008,1.0281,NO
0.0886,0.6238,NO
0.1534,0.7876,NO
0.1331,1.2544,NO
0.2865,1.1657,NO
0.1512,1.3854,NO
0.1666,1.0993,NO
0.1465,0.8076,NO
0.0509,0.3849,NO
0.2187,1.1548,NO
0.4574,3.0032,YES
0.1603,1.8487,NO
0.2015,3.4824,YES
0.205,0.7229,NO
0.2168,0.7559999999999999,NO
0.2136,0.5529,NO
0.1919,0.5354,NO
0.1533,2.0794,NO
0.1268,0.654,NO
0.1947,0.4949,NO
0.1755,0.7305,NO
0.2202,0.878,NO
0.4465,3.7802,YES
0.4252,4.0737,YES
0.3653,3.2604,YES
0.1771,3.7375,YES
0.1659,1.5681,NO
0.1927,2.4467,YES
0.1251,1.5253,NO
0.1303,2.7556,YES
0.1814,2.4395,YES
0.3356,1.4795,NO
0.1662,0.6056,NO
0.1507,0.7514,NO
0.1441,1.9801,NO
0.3435,2.5489,YES
0.1243,2.6592,YES
0.1731,2.1431,NO
0.0952,0.1846,NO
0.1364,2.049,NO
0.0887,0.0744,NO
0.2289,0.6489,NO
0.2088,0.7514,NO
0.2075,0.3972,NO
0.1923,2.7873,YES
0.0927,1.3116,NO
0.0821,2.7189,YES
0.0311,0.8608,NO
0.3081,2.7872,YES
0.0406,0.9269,NO
0.1251,0.6872,NO
0.091,0.4449,NO
0.11800000000000001,0.1984,NO
0.1053,0.8763,NO
0.2201,1.9969,NO
0.1351,0.7731,NO
0.1328,2.2214,NO
0.0724,0.7075,NO
0.0244,0.7855,NO
0.1404,2.1467,YES
0.3348,3.5228,YES
0.2937,4.832,YES
0.14300000000000002,1.9387,YES
0.0826,0.9012,NO
0.013000000000000001,0.349,NO
0.2103,1.8053,YES
0.1395,0.198,NO
0.1325,1.9402,YES
0.1443,0.2977,NO
0.2165,1.2381,NO
0.1934,1.043,NO
0.1934,1.6228,NO
0.0572,0.4733,NO
0.2318,5.1537,YES
0.0556,0.3974,NO
0.3609,4.25,YES
0.1417,1.0771,NO
0.255,3.7978,YES
0.0522,0.9244,NO
0.0677,0.9491,NO
0.1439,1.2392,NO
0.0494,1.0688,NO
0.1715,2.2283,YES
0.0964,0.7299,NO
0.1343,2.3859,YES
0.1544,0.8144,NO
0.0732,0.8211,NO
0.1975,1.3897,NO
0.2582,1.2967,NO
0.1977,1.656,NO
0.1701,1.0138,NO
0.1684,0.9598,NO
0.1225,0.616,NO
0.1458,1.0208,NO
0.4028,2.7091,YES
0.1577,1.8869999999999998,NO
0.2904,3.2487,YES
0.1987,0.6656,NO
0.1756,0.6377,NO
0.1689,0.5155,NO
0.054000000000000006,0.7492,NO
0.1469,1.9618,NO
0.0547,0.8335,NO
0.1082,0.6629,NO
0.2019,1.0622,NO
0.1293,0.9937,NO
0.3897,3.4308,YES
0.3612,3.8858,YES
0.2791,3.2289,YES
0.2894,3.3815,YES
0.2226,1.6444,NO
0.1753,2.2377,YES
0.0979,1.4786,NO
0.0985,0.419,NO
0.0774,0.5785,NO
0.1069,1.7593,YES
0.3647,3.6164,YES
0.2531,5.2961,YES
0.1331,1.219,YES
0.0885,0.5549,NO
0.0604,0.0476,NO
0.2068,1.1322,YES
0.2598,1.2982,NO
0.106,1.4168,YES
0.1459,1.3841,NO
0.2252,1.1061,NO
0.2571,1.028,NO
0.2375,1.7138,NO
0.1453,0.2823,NO
0.2245,5.4232,YES
0.141,0.1243,NO
0.2623,4.1993,YES
0.142,0.9124,NO
0.2555,3.9305,YES
0.2049,1.9395,NO
0.2206,2.2771,NO
0.2228,2.1766,NO
0.1032,1.8754,NO
0.1461,1.7159,YES
0.1116,1.1441,NO
0.1326,1.7571,YES
0.1415,0.8083,NO
0.0745,0.9533,NO
0.2381,1.5574,NO
0.19,0.7622,NO
0.1547,0.9081,NO
0.1997,1.6529,NO
0.1653,0.9865,NO
0.1536,0.2927,NO
0.1999,1.8968,NO
0.1989,2.8667,YES
0.2045,2.2174,NO
0.2447,3.1132,YES
0.2519,1.0390000000000001,NO
0.2036,0.7682,NO
0.2033,0.5903,NO
0.0533,0.5585,NO
0.105,1.9553,NO
0.055999999999999994,0.6488,NO
0.1113,0.4706,NO
0.2256,0.6113,NO
0.0989,0.8195,NO
0.1879,3.3477,YES
0.1445,3.694,YES
0.1901,2.9127,YES
0.3108,3.5856,YES
0.2405,2.0789,NO
0.1657,2.1727,YES
0.1331,2.0373,NO
0.0949,0.6956,NO
0.1339,0.9457,NO
0.22399999999999998,2.6358,NO
0.1967,1.2089,NO
0.1436,1.1865,NO
0.2079,2.526,NO
0.1339,1.1252,NO
0.0967,0.3836,NO
0.2198,2.5192,NO
0.3428,2.5075,YES
0.2344,3.5567,NO
0.1736,3.0,YES
0.1331,0.9075,NO
0.0735,0.6008,NO
0.0647,0.2339,NO
