DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_29,Associated
0.0737,0.6983,NO
0.0652,0.6455,NO
0.1144,0.4199,NO
0.2164,0.9489,NO
0.0671,0.1617,NO
0.0906,0.2744,NO
0.0589,0.8927,NO
0.0679,0.4112,NO
0.1689,0.5011,NO
0.2469,2.3575,YES
0.0616,0.4625,NO
0.33799999999999997,1.7583,YES
0.2427,0.5369,NO
0.2231,0.6333,NO
0.2223,0.5556,NO
0.1142,0.7336,NO
0.0706,0.4847,NO
0.1109,0.6603,NO
0.0747,0.4572,NO
0.2179,0.6471,NO
0.1147,0.1595,NO
0.0779,2.5528,YES
0.0804,2.4239,YES
0.1668,1.7018,YES
0.24,2.3161,YES
0.1573,0.5248,NO
0.0716,1.0724,YES
0.1205,0.8962,NO
0.1072,2.4825,YES
0.2444,2.6132,YES
0.3362,1.415,NO
0.1579,0.6289,NO
0.1148,0.508,NO
0.1112,1.021,NO
0.3947,1.9249,YES
0.0957,1.5985,YES
0.1364,1.2522,NO
0.1056,0.3177,NO
0.0981,0.8874,NO
0.1058,0.1972,NO
0.1797,0.6885,NO
0.1526,0.6133,NO
0.1551,0.5531,NO
0.2811,2.4895,YES
0.0766,0.7133,NO
0.1126,2.4535,YES
0.0341,0.6691,NO
0.3399,2.5621,YES
0.0412,0.3258,NO
0.1212,0.7038,NO
0.0769,0.3979,NO
0.1235,0.4438,NO
0.0802,0.4339,NO
0.1903,1.181,NO
0.1119,0.2216,NO
0.1008,1.2258,NO
0.0886,0.6391,NO
0.1534,0.5404,NO
0.1331,0.9897,NO
0.2865,1.9538,NO
0.1512,0.9512,NO
0.1666,0.8677,NO
0.1465,0.6001,NO
0.0509,0.4187,NO
0.2187,1.1184,NO
0.4574,3.3221,YES
0.1603,1.5827,NO
0.2015,2.3388,YES
0.205,0.1946,NO
0.2168,0.6564,NO
0.2136,0.2992,NO
0.1919,0.7724,NO
0.1533,1.7319,NO
0.1268,0.462,NO
0.1947,1.3332,NO
0.1755,0.3716,NO
0.2202,0.7952,NO
0.4465,3.9674,YES
0.4252,3.6572,YES
0.3653,3.1293,YES
0.1771,3.1753,YES
0.1659,1.4657,NO
0.1927,2.6472,YES
0.1251,1.5328,NO
0.1303,3.4554,YES
0.1814,3.4538,YES
0.3356,3.1017,NO
0.1662,1.4526,NO
0.1507,1.6361,NO
0.1441,2.8904,NO
0.3435,3.0221,YES
0.1243,2.279,YES
0.1731,3.1012,NO
0.0952,0.813,NO
0.1364,2.6713,NO
0.0887,0.9259,NO
0.2289,1.1962,NO
0.2088,1.0546,NO
0.2075,1.1075,NO
0.1923,3.1539,YES
0.0927,2.1102,NO
0.0821,3.2289,YES
0.0311,2.3822,NO
0.3081,3.5126,YES
0.0406,1.2991,NO
0.1251,1.6163,NO
0.091,1.2008,NO
0.11800000000000001,0.9221,NO
0.1053,0.9335,NO
0.2201,3.0126,NO
0.1351,0.6792,NO
0.1328,2.48,NO
0.0724,0.4835,NO
0.0244,0.6413,NO
0.1404,2.3554,YES
0.3348,4.4144,YES
0.2937,4.8598,YES
0.14300000000000002,1.8439,YES
0.0826,1.0005,NO
0.013000000000000001,0.3417,NO
0.2103,2.3747,YES
0.1395,0.4446,NO
0.1325,1.9739,YES
0.1443,0.4206,NO
0.2165,0.3014,NO
0.1934,0.7217,NO
0.1934,0.337,NO
0.0572,0.4693,NO
0.2318,4.6926,YES
0.0556,0.4579,NO
0.3609,4.9846,YES
0.1417,0.6024,NO
0.255,4.1809,YES
0.0522,0.8653,NO
0.0677,0.9081,NO
0.1439,0.2721,NO
0.0494,0.9953,NO
0.1715,2.1942,YES
0.0964,0.9414,NO
0.1343,1.8182,YES
0.1544,0.7565,NO
0.0732,0.6529,NO
0.1975,0.8635,NO
0.2582,1.4625,NO
0.1977,0.5444,NO
0.1701,0.9049,NO
0.1684,0.7959,NO
0.1225,0.4633,NO
0.1458,0.9548,NO
0.4028,2.7971,YES
0.1577,1.1955,NO
0.2904,2.1606,YES
0.1987,0.4148,NO
0.1756,0.6325,NO
0.1689,0.4803,NO
0.054000000000000006,0.7874,NO
0.1469,1.2673,NO
0.0547,0.6117,NO
0.1082,0.8929,NO
0.2019,0.8298,NO
0.1293,0.6920000000000001,NO
0.3897,3.3054,YES
0.3612,3.091,YES
0.2791,2.4851,YES
0.2894,2.6892,YES
0.2226,1.1827,NO
0.1753,2.1312,YES
0.0979,1.2755,NO
0.0985,0.3461,NO
0.0774,0.5872,NO
0.1069,1.8422,YES
0.3647,4.1276,YES
0.2531,4.5699,YES
0.1331,1.5168,YES
0.0885,0.6227,NO
0.0604,0.2099,NO
0.2068,2.1517,YES
0.2598,0.8436,NO
0.106,1.7209,YES
0.1459,0.8724,NO
0.2252,0.3394,NO
0.2571,0.8125,NO
0.2375,0.3411,NO
0.1453,0.2402,NO
0.2245,4.3539,YES
0.141,0.318,NO
0.2623,4.3833,YES
0.142,0.2627,NO
0.2555,3.7773,YES
0.2049,1.1802,NO
0.2206,1.23,NO
0.2228,0.5861,NO
0.1032,1.4242,NO
0.1461,1.8887,YES
0.1116,0.8809999999999999,NO
0.1326,1.6669999999999998,YES
0.1415,0.5067,NO
0.0745,0.33399999999999996,NO
0.2381,1.1234,NO
0.19,1.6980000000000002,NO
0.1547,0.6913,NO
0.1997,1.3327,NO
0.1653,0.7282,NO
0.1536,0.3014,NO
0.1999,1.5103,NO
0.1989,3.2666,YES
0.2045,1.9456,NO
0.2447,2.4628,YES
0.2519,0.7142,NO
0.2036,0.8936,NO
0.2033,0.7622,NO
0.0533,0.5146,NO
0.105,1.6865,NO
0.055999999999999994,0.2327,NO
0.1113,1.0585,NO
0.2256,0.5059,NO
0.0989,0.8446,NO
0.1879,4.0704,YES
0.1445,3.6783,YES
0.1901,3.4075,YES
0.3108,3.1608,YES
0.2405,1.5952,NO
0.1657,2.8566,YES
0.1331,1.7503,NO
0.0949,0.6284,NO
0.1339,0.4533,NO
0.22399999999999998,1.5579,NO
0.1967,2.1505,NO
0.1436,1.1494,NO
0.2079,1.2168,NO
0.1339,0.7356,NO
0.0967,0.3791,NO
0.2198,1.4073,NO
0.3428,3.2442,YES
0.2344,1.9606,NO
0.1736,2.2699,YES
0.1331,0.2156,NO
0.0735,0.6691,NO
0.0647,0.3071,NO
0.204,0.8376,NO
0.1327,1.8129,NO
0.1655,0.4043,NO
0.31,1.7885,NO
0.1309,0.3027,NO
0.2819,1.1659,NO
0.4042,3.8301,YES
0.3296,3.6854,YES
0.4941,2.906,YES
0.1783,3.1306,YES
0.193,1.7707,NO
0.2673,2.6214,YES
0.1726,1.7992,NO
0.1439,0.8169,NO
0.0769,0.7957,NO
0.1953,1.2493,NO
0.2342,2.391,NO
0.2047,1.3375,NO
0.1823,1.476,NO
0.1684,0.8735,NO
0.1204,0.7577,NO
0.1751,1.7604,NO
0.3579,3.2435,YES
0.1828,1.9187,NO
0.2083,2.3876,YES
0.2252,0.8871,NO
0.2041,1.1046,NO
0.2007,0.9056,NO
0.0498,0.8607,NO
0.1415,2.4509,NO
0.0515,0.6035,NO
0.1207,1.6969999999999998,NO
0.1912,0.8788,NO
0.14,1.1147,NO
0.4038,4.0737,YES
0.3494,3.6641,YES
0.2799,3.275,YES
0.2675,3.1693,YES
0.2206,1.9493,NO
0.2003,2.7403,YES
0.1168,1.882,NO
0.0727,0.4918,NO
0.0714,0.4297,NO
0.10800000000000001,0.8218,NO
0.2886,2.059,NO
0.1427,1.1619,NO
