DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_46,Associated
0.0737,0.3496,NO
0.0652,0.2574,NO
0.1144,0.2289,NO
0.2164,0.2804,NO
0.0671,0.2813,NO
0.0906,0.2289,NO
0.0589,0.2173,NO
0.0679,0.2574,NO
0.1689,0.4753,NO
0.2469,1.0,YES
0.0616,0.2289,NO
0.33799999999999997,1.0,YES
0.2427,0.3104,NO
0.2231,0.3824,NO
0.2223,0.3353,NO
0.1142,0.2574,NO
0.0706,0.3984,NO
0.1109,0.2327,NO
0.0747,0.3844,NO
0.2179,0.1502,NO
0.1147,0.3438,NO
0.0779,1.0,YES
0.0804,0.7677,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.4758,NO
0.0716,1.0,YES
0.1205,0.2289,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.3034,NO
0.1579,0.2304,NO
0.1148,0.2165,NO
0.1112,0.3034,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2796,NO
0.1056,0.2425,NO
0.0981,0.3034,NO
0.1058,0.1939,NO
0.1797,0.1793,NO
0.1526,0.23600000000000002,NO
0.1551,0.0756,NO
0.2811,1.0,YES
0.0766,0.2796,NO
0.1126,1.0,YES
0.0341,0.2165,NO
0.3399,0.5838,YES
0.0412,0.127,NO
0.1212,0.2425,NO
0.0769,0.2456,NO
0.1235,0.1939,NO
0.0802,0.2425,NO
0.1903,0.3034,NO
0.1119,0.1939,NO
0.1008,0.3034,NO
0.0886,0.3496,NO
0.1534,0.12,NO
0.1331,0.2866,NO
0.2865,0.5644,NO
0.1512,0.31,NO
0.1666,0.2422,NO
0.1465,0.2948,NO
0.0509,0.294,NO
0.2187,0.4753,NO
0.4574,1.0,YES
0.1603,0.2866,NO
0.2015,1.0,YES
0.205,0.3104,NO
0.2168,0.3824,NO
0.2136,0.2728,NO
0.1919,0.2431,NO
0.1533,0.4175,NO
0.1268,0.3069,NO
0.1947,0.3844,NO
0.1755,0.1482,NO
0.2202,0.3438,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.4758,NO
0.1927,1.0,YES
0.1251,0.2866,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.3559,NO
0.1662,0.228,NO
0.1507,0.2013,NO
0.1441,0.3559,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.3559,NO
0.0952,0.316,NO
0.1364,0.1598,NO
0.0887,0.2251,NO
0.2289,0.2824,NO
0.2088,0.278,NO
0.2075,0.3667,NO
0.1923,1.0,YES
0.0927,0.3559,NO
0.0821,1.0,YES
0.0311,0.2148,NO
0.3081,0.568,YES
0.0406,0.1617,NO
0.1251,0.316,NO
0.091,0.316,NO
0.11800000000000001,0.2251,NO
0.1053,0.316,NO
0.2201,0.3559,NO
0.1351,0.2251,NO
0.1328,0.1724,NO
0.0724,0.27,NO
0.0244,0.1089,NO
0.1404,0.6191,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6191,YES
0.0826,0.2784,NO
0.013000000000000001,0.0821,NO
0.2103,0.6191,YES
0.1395,0.3816,NO
0.1325,0.4131,YES
0.1443,0.254,NO
0.2165,0.2986,NO
0.1934,0.3325,NO
0.1934,0.3877,NO
0.0572,0.1729,NO
0.2318,1.0,YES
0.0556,0.1669,NO
0.3609,0.7959999999999999,YES
0.1417,0.1882,NO
0.255,0.6802,YES
0.0522,0.254,NO
0.0677,0.5347,NO
0.1439,0.4471,NO
0.0494,0.254,NO
0.1715,0.6191,YES
0.0964,0.4382,NO
0.1343,0.3433,YES
0.1544,0.32,NO
0.0732,0.111,NO
0.1975,0.4052,NO
0.2582,0.5352,NO
0.1977,0.2939,NO
0.1701,0.4052,NO
0.1684,0.3056,NO
0.1225,0.272,NO
0.1458,0.3138,NO
0.4028,1.0,YES
0.1577,0.4052,NO
0.2904,0.9481,YES
0.1987,0.2438,NO
0.1756,0.3673,NO
0.1689,0.3166,NO
0.054000000000000006,0.2249,NO
0.1469,0.4327,NO
0.0547,0.318,NO
0.1082,0.2395,NO
0.2019,0.1656,NO
0.1293,0.2918,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,0.9481,YES
0.2894,1.0,YES
0.2226,0.4052,NO
0.1753,1.0,YES
0.0979,0.4052,NO
0.0985,0.1582,NO
0.0774,0.1089,NO
0.1069,0.5253,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.5253,YES
0.0885,0.3189,NO
0.0604,0.0697,NO
0.2068,0.5253,YES
0.2598,0.4576,NO
0.106,0.2359,YES
0.1459,0.4576,NO
0.2252,0.2568,NO
0.2571,0.42,NO
0.2375,0.3335,NO
0.1453,0.073,NO
0.2245,1.0,YES
0.141,0.0802,NO
0.2623,1.0,YES
0.142,0.1597,NO
0.2555,0.524,YES
0.2049,0.3798,NO
0.2206,0.5347,NO
0.2228,0.4576,NO
0.1032,0.4576,NO
0.1461,0.5253,YES
0.1116,0.4576,NO
0.1326,0.2294,YES
0.1415,0.3496,NO
0.0745,0.2988,NO
0.2381,0.3877,NO
0.19,0.2486,NO
0.1547,0.2813,NO
0.1997,0.2811,NO
0.1653,0.3056,NO
0.1536,0.2988,NO
0.1999,0.4753,NO
0.1989,1.0,YES
0.2045,0.3327,NO
0.2447,1.0,YES
0.2519,0.3298,NO
0.2036,0.3824,NO
0.2033,0.4018,NO
0.0533,0.2988,NO
0.105,0.4327,NO
0.055999999999999994,0.318,NO
0.1113,0.3844,NO
0.2256,0.1744,NO
0.0989,0.3438,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.4758,NO
0.1657,1.0,YES
0.1331,0.3347,NO
0.0949,0.3496,NO
0.1339,0.1069,NO
0.22399999999999998,0.3905,NO
0.1967,0.4117,NO
0.1436,0.2813,NO
0.2079,0.3237,NO
0.1339,0.2811,NO
0.0967,0.1187,NO
0.2198,0.4753,NO
0.3428,1.0,YES
0.2344,0.3745,NO
0.1736,1.0,YES
0.1331,0.3104,NO
0.0735,0.3824,NO
0.0647,0.0237,NO
0.204,0.1207,NO
0.1327,0.3984,NO
0.1655,0.2925,NO
0.31,0.3844,NO
0.1309,0.0984,NO
0.2819,0.3438,NO
0.4042,1.0,YES
0.3296,0.8367,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.4758,NO
0.2673,1.0,YES
0.1726,0.3905,NO
0.1439,0.3496,NO
0.0769,0.307,NO
0.1953,0.3821,NO
0.2342,0.5644,NO
0.2047,0.31,NO
0.1823,0.3821,NO
0.1684,0.307,NO
0.1204,0.307,NO
0.1751,0.4753,NO
0.3579,1.0,YES
0.1828,0.3821,NO
0.2083,1.0,YES
0.2252,0.3104,NO
0.2041,0.3824,NO
0.2007,0.3649,NO
0.0498,0.307,NO
0.1415,0.3984,NO
0.0515,0.307,NO
0.1207,0.3844,NO
0.1912,0.1744,NO
0.14,0.3438,NO
0.4038,1.0,YES
0.3494,1.0,YES
0.2799,1.0,YES
0.2675,1.0,YES
0.2206,0.4758,NO
0.2003,1.0,YES
0.1168,0.3821,NO
0.0727,0.32,NO
0.0714,0.1712,NO
0.10800000000000001,0.2809,NO
0.2886,0.5644,NO
0.1427,0.31,NO
0.0855,0.1847,NO
0.0605,0.3056,NO
0.0532,0.1712,NO
0.1421,0.3138,NO
0.4397,1.0,YES
0.0607,0.2887,NO
0.2347,1.0,YES
0.2118,0.1642,NO
0.2048,0.35200000000000004,NO
0.2045,0.0258,NO
0.0849,0.1712,NO
0.1035,0.4327,NO
0.0824,0.318,NO
0.0975,0.263,NO
0.1702,0.1276,NO
0.1518,0.3078,NO
0.3372,0.83,YES
0.3303,1.0,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.314,NO
0.1128,1.0,YES
0.099,0.2458,NO
0.1069,0.3527,NO
0.0451,0.2734,NO
0.5095,1.0,YES
0.1431,0.6407,YES
0.1227,0.5589,YES
0.2847,1.0,YES
0.2237,0.2538,NO
0.1065,0.2734,NO
0.3266,1.0,YES
0.0974,0.2378,NO
0.3289,1.0,YES
0.1059,0.0865,NO
0.2131,0.534,NO
0.1496,0.3727,NO
0.1474,0.3146,NO
0.0902,0.2734,NO
0.0993,1.0,YES
0.0875,0.2538,NO
0.2369,0.6036,YES
0.2129,0.304,NO
0.1321,0.4542,YES
0.1271,0.256,NO
0.08,0.2918,NO
0.3025,0.5187,NO
0.12,0.24,NO
0.3399,1.0,YES
0.2516,0.578,NO
0.2081,1.0,YES
0.1799,0.3183,NO
0.1547,0.1382,NO
0.3595,0.9027,YES
0.2156,0.6395,NO
0.1535,0.6395,NO
0.4159,0.7629,YES
0.1827,0.2248,NO
0.1097,0.12,NO
0.5448,0.9027,YES
0.191,0.4965,NO
0.4381,0.9027,YES
0.1528,0.4965,NO
0.3264,0.4028,NO
0.3203,0.3965,NO
0.2648,0.5231,NO
0.171,0.1661,NO
0.21899999999999997,0.6395,NO
0.1398,0.1238,NO
0.3673,0.509,NO
0.1451,0.1807,NO
0.2637,0.3894,NO
0.1991,0.4965,NO
0.1784,0.3213,NO
0.3767,0.4965,NO
0.1917,0.4965,NO
0.3794,0.9027,YES
0.3359,0.4965,NO
0.2874,0.9027,YES
0.0798,0.3011,NO
0.0364,0.0951,NO
0.2475,1.0,YES
0.2794,1.0,YES
0.2232,1.0,YES
0.2213,1.0,YES
0.1233,0.3189,NO
0.0474,0.2331,NO
0.2799,1.0,YES
0.2328,0.6231,NO
0.2608,0.6062,YES
0.1095,0.6231,NO
0.2365,0.3581,NO
0.2061,0.42,NO
0.2048,0.4651,NO
0.0456,0.1928,NO
0.1795,1.0,YES
0.0442,0.2331,NO
0.27,1.0,YES
0.1224,0.304,NO
0.1913,1.0,YES
0.2397,0.6231,NO
0.2111,0.5117,NO
0.2935,0.6231,NO
0.1155,0.6231,NO
0.243,1.0,YES
0.1959,0.6231,NO
0.198,0.6062,YES
0.1636,0.2442,NO
0.1646,0.0313,NO
0.3881,0.8554,YES
0.1762,0.2819,NO
0.1649,0.2459,NO
0.4197,0.5412,YES
0.1681,0.2579,NO
0.153,0.1063,NO
0.4738,0.8554,YES
0.159,0.3096,NO
0.493,0.5737,YES
0.1456,0.1363,NO
0.2244,0.4162,NO
0.1542,0.273,NO
0.1277,0.0288,NO
0.1775,0.1006,NO
0.2106,0.44,NO
0.1654,0.12,NO
0.3557,0.4414,NO
0.0902,0.1572,NO
0.2663,0.2867,NO
0.2218,0.2585,NO
0.1764,0.3432,NO
0.3901,0.4524,NO
0.21600000000000003,0.3773,NO
0.402,0.7795,YES
0.3584,0.4421,NO
0.3239,0.8554,YES
0.0467,0.1184,NO
0.0184,0.1089,NO
0.0544,0.2445,YES
0.1967,0.7909,YES
0.1251,0.6940000000000001,YES
0.0526,0.2445,YES
0.0389,0.1184,NO
0.0098,0.1184,NO
0.1204,0.2445,YES
0.1152,0.3816,NO
0.0434,0.1869,YES
0.0994,0.0525,NO
0.171,0.2464,NO
0.1733,0.2225,NO
0.1785,0.3002,NO
0.0632,0.0979,NO
0.1652,1.0,YES
0.0614,0.1184,NO
0.1533,0.6162,YES
0.1347,0.1387,NO
0.1212,0.5238,YES
0.015,0.0652,NO
0.0714,0.5347,NO
0.0698,0.3056,NO
0.035,0.1587,NO
0.0672,0.2813,YES
0.0378,0.2509,NO
0.0637,0.1594,YES
0.3024,1.0,YES
0.0482,1.0,YES
0.3634,0.3389,NO
0.1548,0.2171,NO
0.1459,0.1894,NO
0.1506,0.3389,NO
0.2394,1.0,YES
0.3693,1.0,YES
0.1404,0.3389,NO
0.0758,0.1616,NO
0.1517,0.275,NO
0.067,0.1216,NO
0.2131,0.3471,NO
0.16,0.3133,NO
0.1446,0.4228,NO
0.0844,1.0,YES
0.095,0.3389,NO
0.2419,1.0,YES
0.026000000000000002,0.2045,NO
0.2985,0.568,YES
0.0377,0.1539,NO
0.102,0.0687,NO
0.0927,0.2456,NO
0.1259,0.145,NO
0.1193,0.1087,NO
0.2177,0.3389,NO
0.15,0.1506,NO
0.0996,0.275,NO
0.0839,0.3618,NO
0.0672,0.1294,NO
0.3068,1.0,YES
0.1154,0.4729,YES
0.0802,0.4729,YES
0.3166,0.7471,YES
0.0868,0.271,NO
0.0677,0.1358,NO
0.5456,1.0,YES
0.0938,0.4779,NO
0.3771,0.8452,YES
0.0765,0.4779,NO
0.3042,0.534,NO
0.1867,0.3727,NO
0.2024,0.42,NO
0.084,0.1555,NO
0.1127,0.5502,YES
0.0773,0.1159,NO
0.3002,0.4637,YES
0.0821,0.1673,NO
0.1969,0.3613,YES
0.1353,0.4779,NO
0.0942,0.3092,NO
0.3023,0.5187,NO
0.1177,0.4779,NO
0.2966,1.0,YES
0.2621,0.578,NO
0.3631,1.0,YES
0.1178,0.3527,NO
0.0474,0.3341,NO
0.4277,1.0,YES
0.2214,0.6407,YES
0.2007,0.5589,YES
0.2467,1.0,YES
0.2192,0.3341,NO
0.1165,0.3341,NO
0.3035,1.0,YES
0.1886,0.5579999999999999,NO
0.2922,1.0,YES
0.1088,0.5579999999999999,NO
0.2277,0.534,NO
0.1763,0.3522,NO
0.1744,0.0267,NO
0.0948,0.3341,NO
0.152,1.0,YES
0.0882,0.3341,NO
0.2267,0.6036,YES
0.1968,0.304,NO
0.1574,0.4542,YES
0.2134,0.5579999999999999,NO
0.1846,0.4825,NO
0.3004,0.5579999999999999,NO
0.1322,0.5579999999999999,NO
0.3039,1.0,YES
0.2341,0.5579999999999999,NO
0.2137,1.0,YES
0.1342,0.3009,NO
0.1099,0.1845,NO
0.526,1.0,YES
0.1623,0.2882,YES
0.1996,0.2514,YES
0.3297,1.0,YES
0.22699999999999998,0.3069,NO
0.1622,0.1845,NO
0.3372,0.6507,YES
0.1102,0.3543,NO
0.3901,1.0,YES
0.1022,0.1559,NO
0.1483,0.3249,NO
0.0862,0.3727,NO
0.0629,0.11,NO
0.2034,0.1845,NO
0.1682,0.4498,YES
0.1975,0.1845,NO
0.3422,0.3358,YES
0.1773,0.308,NO
0.2514,0.3613,YES
0.1754,0.2958,NO
0.1301,0.3928,NO
0.3619,0.4531,NO
0.1715,0.4318,NO
0.3452,1.0,YES
0.3259,0.578,NO
0.258,1.0,YES
0.0709,0.3618,NO
0.0732,0.1531,NO
0.3094,1.0,YES
0.1091,0.4733,YES
0.0665,0.4733,YES
0.2941,0.8451,YES
0.0664,0.2909,NO
0.0556,0.1358,NO
0.5229,1.0,YES
0.1003,0.2378,NO
0.3604,1.0,YES
0.08800000000000001,0.1385,NO
0.2859,0.534,NO
0.1263,0.3079,NO
0.1497,0.0306,NO
0.1047,0.184,NO
0.1031,0.5636,YES
0.1016,0.1371,NO
0.3066,0.4978,YES
0.0639,0.1713,NO
0.2147,0.3233,YES
0.1277,0.256,NO
0.0813,0.2552,NO
0.3135,0.5187,NO
0.1095,0.2806,NO
0.302,1.0,YES
0.2369,0.4987,NO
0.4263,1.0,YES
0.1151,0.27,NO
0.0905,0.1512,NO
0.1028,0.44299999999999995,YES
0.3566,1.0,YES
0.2651,1.0,YES
0.1542,0.5022,YES
0.094,0.2784,NO
0.0554,0.1512,NO
0.2037,0.4664,YES
0.1971,0.3816,NO
0.1126,0.4131,YES
0.1418,0.2093,NO
0.2488,0.2453,NO
0.2731,0.2504,NO
0.2523,0.1762,NO
0.1698,0.1729,NO
0.2266,1.0,YES
0.1648,0.1669,NO
0.2745,0.7959999999999999,YES
0.1508,0.1387,NO
0.2653,1.0,YES
0.1206,0.3519,NO
0.1613,0.5347,NO
0.1611,0.4471,NO
0.1018,0.3519,NO
0.152,0.44299999999999995,YES
0.1186,0.4382,NO
0.1207,0.3189,YES
0.1201,0.27,NO
0.10300000000000001,0.1414,NO
0.254,0.6109,YES
0.3285,1.0,YES
0.3624,1.0,YES
0.2593,0.6109,YES
0.0981,0.3189,NO
0.0792,0.1414,NO
0.2917,0.6109,YES
0.1836,0.3816,NO
0.3039,0.433,YES
0.1342,0.3569,NO
0.1448,0.2453,NO
0.1036,0.42,NO
0.0702,0.1762,NO
0.1825,0.1729,NO
0.2937,1.0,YES
0.1772,0.1669,NO
0.5728,1.0,YES
0.0892,0.1857,NO
0.4594,0.6493,YES
0.1677,0.3569,NO
0.1461,0.5347,NO
0.2985,0.4471,NO
0.1348,0.3569,NO
0.2479,0.6109,YES
0.2298,0.4382,NO
0.2345,0.4937,YES
0.08900000000000001,0.4042,NO
0.0394,0.1963,NO
0.1381,0.2784,NO
0.2108,0.3949,NO
0.0676,0.2437,NO
0.0957,0.20800000000000002,NO
0.0963,0.1963,NO
0.0435,0.1963,NO
0.2592,0.2784,NO
0.1291,0.2736,NO
0.0785,0.1825,NO
0.1052,0.1636,NO
0.4225,0.77,YES
0.3368,0.758,YES
0.3938,1.0,YES
0.0766,0.1963,NO
0.0711,0.2904,NO
0.0797,0.1963,NO
0.0531,0.2437,NO
0.1551,0.2378,NO
0.077,0.1859,NO
0.0463,0.1707,NO
0.0745,0.2463,NO
0.1014,0.3189,NO
0.0541,0.2158,NO
0.1685,0.3647,NO
0.0541,0.1836,NO
0.2105,0.4702,NO
0.1239,1.0,YES
0.289,1.0,YES
0.2752,0.3151,NO
0.1653,0.2576,NO
0.0814,0.175,NO
0.0623,0.0916,NO
0.32899999999999996,1.0,YES
0.1249,1.0,YES
0.0968,0.1287,NO
0.1519,0.2608,NO
0.0533,0.1084,NO
0.1784,0.1551,NO
0.1661,0.172,NO
0.1504,0.3413,NO
0.1562,0.0247,NO
0.3075,1.0,YES
0.0597,0.2044,NO
0.1815,1.0,YES
0.0336,0.175,NO
0.3735,0.5838,YES
0.0877,0.1607,NO
0.1163,0.2608,NO
0.0418,0.2608,NO
0.1354,0.0964,NO
0.0948,0.2608,NO
0.1407,0.1084,NO
0.0821,0.2142,NO
0.0894,0.1084,NO
0.0416,0.27,NO
0.0131,0.1526,NO
0.1203,0.6207,YES
0.2886,1.0,YES
0.2879,1.0,YES
0.1294,0.6207,YES
0.0498,0.2784,NO
0.0139,0.1526,NO
0.1999,0.6207,YES
0.1109,0.2926,NO
0.1389,0.4131,YES
0.0996,0.2467,NO
0.1977,0.3029,NO
0.1726,0.3022,NO
0.1805,0.3934,NO
0.0204,0.1729,NO
0.2123,1.0,YES
0.0198,0.1669,NO
0.3536,0.7959999999999999,YES
0.1039,0.1887,NO
0.2827,0.737,YES
0.0426,0.2467,NO
0.0387,0.41,NO
0.1228,0.4471,NO
0.0373,0.2467,NO
0.1359,0.6207,YES
0.0808,0.4382,NO
0.1119,0.3189,YES
0.3458,0.7773,YES
0.0264,0.7969,YES
0.3473,0.275,NO
0.1555,0.1836,NO
0.0906,0.1537,NO
0.107,0.275,NO
0.226,0.7773,YES
0.4184,0.7969,YES
0.1111,0.275,NO
0.1017,0.2321,NO
0.09699999999999999,0.1293,NO
0.1058,0.1823,NO
0.1741,0.2514,NO
0.1373,0.2269,NO
0.132,0.3062,NO
0.1138,0.7969,YES
0.0766,0.275,NO
0.3242,0.7773,YES
0.0297,0.166,NO
0.3407,0.4652,YES
